feat,q,side,h,dec,n,n_fill,n_touch,sum_pnl,sum_pnl_touch,sum_ret,sum_ret_fill,sum_retc,sum_retc_fill,sum_mmend_fill,sum_spr,sum_tau,sum_q,fill_rate,touch_rate,pnl,pnl_touch,ret,ret_fill,retc,spread,tau,q_ahead,per_order,adverse,pnl_micro
ai_net_10s,4,1,0.5,7,111739,2595,14446,-1987.6390565413062,2449.789321948761,13617.859191269472,-3268.3344178056386,466.9135362333333,-3436.7407725931544,-412.41307043805796,163276.4081185881,9577029.661760148,2435995.647,0.023223762518010723,0.12928341939698762,-0.8539495400929888,0.08158253647713976,0.12187203385809316,-1.2594737640869513,0.004178608509413305,1.461230260863155,85.7089258160548,21.800764701670857,-0.01983192132148405,-1.4965646705245663,-1.0128755787974428
ai_net_10s,4,1,0.5,8,117183,2094,12878,-1487.986213444903,2638.8389912900084,15208.783829613549,-2508.3203087631214,887.6492600512797,-2567.6409208686746,-198.42490380577615,165735.4011472915,29751371.024689108,3316762.458,0.01786948618826963,0.10989648669175563,-0.7985951353605075,0.11691062209116387,0.1297866058183657,-1.1978607014150533,0.007574897895183429,1.4143297333853162,253.8881153809777,28.30412652005837,-0.014270484741343905,-1.4177600020531655,-0.8933539241884808
ai_net_10s,4,1,0.5,9,507484,9533,31065,-4409.956501726329,5311.946302199435,32317.899762965946,-9746.291004995814,10505.561472247482,-8751.543402858637,-1422.1378971297138,758468.5059762205,374126422553.0156,9645337.994,0.018784828684254084,0.06121375255180459,-0.5505990246225039,0.08299456952195189,0.06368259839318273,-1.0223739646486745,0.020701266389181693,1.494566342931443,737218.1636327759,19.00619131637648,-0.010342908351251132,-1.2098821960882253,-0.6997795446193269
ai_net_10s,4,1,1.0,0,95047,34153,41209,-37189.94602105601,-35134.73747395778,-36584.85698139116,-61612.33556184844,6011.610061186978,-47073.03325720215,-2807.2074405173807,163601.22588752516,18409.89318421668,55583.435,0.35932749060990876,0.433564447063032,-1.1769217937240068,-0.9405986428682516,-0.38491332689502206,-1.8040094738924382,0.06324881438853386,1.7212665932383469,0.1936925224806325,0.5847994676318032,-0.42290035478296006,-1.9495550903431802,-1.2591168407335633
ai_net_10s,4,1,1.0,1,98688,21399,33211,-19961.341085313885,-18452.579573303145,-13548.705921318866,-34075.46061522358,10582.97765531317,-28793.746743693464,-1693.0369637310428,166093.51949551638,94703.41007206234,195806.413,0.21683487354085604,0.33652521076523995,-1.0208165374696896,-0.6436164997531885,-0.13728828146602287,-1.5923856542466275,0.10723672235036855,1.6830163697259684,0.9596243724876615,1.9840954624675746,-0.22134862481065468,-1.7743247223326737,-1.0999341113624437
ai_net_10s,4,1,1.0,2,101521,16055,30564,-14707.836925493193,-14233.0545731893,-6867.307105287957,-24396.37514459921,5116.368646308667,-22256.566703065728,-1530.0448838031411,163943.2176864893,251591.1500928804,395368.017,0.1581446203248589,0.3010608642546862,-1.0040907459042787,-0.5536803616407964,-0.06764420272936592,-1.5195499934350176,0.05039714587433799,1.6148700041024941,2.4782178080680883,3.894445651638577,-0.15879154978273652,-1.7235257479555257,-1.0993909566674764
ai_net_10s,4,1,1.0,3,102982,12139,28121,-11464.125324106917,-10901.017816250074,1072.3391549574667,-18266.405498425815,5456.763996696798,-17029.470689175785,-902.3414039101497,160660.91190062577,525137.3311649354,601355.846,0.11787496844108679,0.2730671379464372,-1.0324044257440412,-0.47564687657800486,0.010412879483380268,-1.5047702033467183,0.05298755119046822,1.5600873152650538,5.0993118327953955,5.839426754190053,-0.12169463910301719,-1.724448083376568,-1.1067385063034076
ai_net_10s,4,1,1.0,4,105917,9678,26926,-9091.801546525205,-8524.830725136064,5684.544585410363,-14174.514457700348,3815.0700525947113,-13543.706240467016,-746.3104463872305,162317.27534518496,1050060.1291717864,892245.385,0.09137343391523552,0.25421792535664717,-1.0274297940199633,-0.4046021958380771,0.05366980357648312,-1.4646119505786679,0.036019430805203236,1.532495022944239,9.913990475294678,8.424005447661848,-0.09387978838642715,-1.7056773054920829,-1.104543913299487
ai_net_10s,4,1,1.0,5,106855,7374,25279,-7048.138315394839,-6647.475906354716,9574.032886234569,-10896.703387395466,1456.3711529030866,-10719.44010961788,-562.907275683866,162763.0371384783,2001765.7514561822,1249327.736,0.06900940526882224,0.23657292592765897,-1.043809372849856,-0.3509643540628473,0.08959836120195189,-1.4777194721176385,0.013629415122390964,1.5232140483690824,18.733477623472766,11.691804183238968,-0.07203266403439089,-1.7174163970343974,-1.1201461338593308
ai_net_10s,4,1,1.0,6,107849,5660,23811,-5483.990927671076,-4496.836495571601,13425.651951785812,-8422.264814471258,903.0313844753568,-8433.046169552592,-489.592351549808,162769.8209304846,4072761.1665786374,1773313.787,0.05248078331741602,0.22078090663798458,-1.056902990754607,-0.276855423777733,0.12448564151532061,-1.488032652733438,0.008373108554324628,1.5092381100472383,37.763550580706706,16.44256123839813,-0.05546709684532148,-1.723522045778226,-1.143403406222771
ai_net_10s,4,1,1.0,7,111738,4550,22812,-4696.856848407761,-3502.100085901663,18518.015277380266,-6970.0113243608275,3333.32791159199,-6825.840243965873,-228.86893895584848,163274.89899127,9576979.199167343,2435986.8109999998,0.04072025631387711,0.20415615099608012,-1.1202762304192884,-0.24152008091801083,0.16572710516905856,-1.5318706207386434,0.02983164108532451,1.4612298322081116,85.70924125335466,21.80088072992178,-0.04561793524501747,-1.762891146523344,-1.1705770961238704
ai_net_10s,4,1,1.0,8,117180,3760,20792,-3718.687163562468,-2317.5409744599756,19668.554820393212,-5588.768490449843,2075.8899605557435,-5658.79953750148,-294.5132133346817,165731.14401668418,29750904.525392674,3316699.744,0.032087386926096605,0.17743642259771292,-1.0770125435006563,-0.19946310958349248,0.16784907680827113,-1.4863745985238943,0.017715394782008394,1.4143296127042515,253.890634283945,28.304315958354668,-0.03455851820756501,-1.6961773498527821,-1.1553405257705185
ai_net_10s,4,1,1.0,9,507478,15721,50027,-10631.86297162832,-5250.037368608571,46930.924710683525,-19548.065654159927,20306.846959307994,-17483.9915406553,-1497.833723464934,758457.2628937163,374120422553.0156,9645328.097000001,0.03097868281974785,0.09857964286136542,-0.7642841404254385,-0.19294407757028348,0.09247873742444702,-1.2434365278391915,0.040015226195634086,1.494561858629766,737215.0567177604,19.0063965275342,-0.023676515970403284,-1.4235650697403215,-0.859560123089705
ai_net_10s,4,1,3.0,0,95044,49893,57027,-73735.05954810584,-66544.33542392978,-38473.94165584418,-111354.36918454638,8068.618641047385,-87190.55073036002,-1823.8766142336972,163596.83941027123,18407.937798139206,55582.371,0.5249463406422289,0.6000063128656201,-1.5658638195359238,-1.2548917429275568,-0.4048013725836895,-2.231863571734439,0.08489350870173167,1.7212747717927617,0.1936780627723918,0.5848067316190396,-0.8219944820094467,-2.3385012054323044,-1.602419581150453
ai_net_10s,4,1,3.0,1,98686,36277,49935,-52619.592300979864,-46667.91917886457,-12698.152395429832,-78234.57815714621,14470.160421213639,-67660.37251593848,-1383.9598414175125,166091.19864168906,94699.48790108696,195803.415,0.36760026751514907,0.5059988245546481,-1.5384945916415322,-1.0225733289048677,-0.12867227768305364,-2.156588972548618,0.1466283000751235,1.6830269606802288,0.9596040765770926,1.9841052935573436,-0.5655510234580373,-2.2920080719816465,-1.576644379149251
ai_net_10s,4,1,3.0,2,101516,29374,47790,-43974.15429396232,-41714.837412034714,-5772.966047417603,-63145.8935685108,8827.595522391735,-57493.61268982312,-1013.0397852424444,163935.97948066532,251573.68654327854,395355.851,0.28935340241932306,0.4707632294416644,-1.5850434497842418,-0.960877953798592,-0.056867548439828226,-2.149720622608797,0.08695767684297781,1.6148782406779751,2.4781678409637746,3.8945176228377796,-0.4586377151775318,-2.304482570123229,-1.6195310846055955
ai_net_10s,4,1,3.0,3,102976,23682,45618,-37084.109955029315,-37466.44594255927,2676.673922754702,-51522.78301698646,8117.6750370215705,-48479.16492654193,-796.0306466453649,160654.66348663866,525119.2705443138,601342.447,0.22997591671845866,0.4429964263517713,-1.6539196839384054,-0.9093083857810353,0.025993182127434566,-2.1756094509326265,0.0788307473296843,1.5601175369662703,5.09943356261958,5.839636876553761,-0.3803616954924382,-2.3459784524215404,-1.6875330040399747
ai_net_10s,4,1,3.0,4,105913,19206,44504,-31302.94377395961,-34492.46472548168,8965.892099950494,-42292.596607725005,7792.98621295375,-40507.16432355933,-566.5858516982958,162312.0077398246,1050010.8163382867,892218.3150000001,0.18133751286433206,0.42019393275613004,-1.7178523260418417,-0.8630419001771005,0.08465336738597239,-2.202051265631834,0.07357912827465703,1.5325031652377386,9.91389929789815,8.424068008648609,-0.3115110682726352,-2.3961039086607108,-1.747352786923769
ai_net_10s,4,1,3.0,5,106855,15167,43294,-24708.88747872462,-32197.3056309718,13674.260034172868,-33322.72485616794,5836.567485836071,-32378.029065732273,-267.87512446224684,162763.0371384783,2001765.7514561822,1249327.736,0.14194001216601937,0.40516587899489964,-1.7171216113090673,-0.8316897868289325,0.12797024036472668,-2.1970544508583068,0.05462137930687446,1.5232140483690824,18.733477623472766,11.691804183238968,-0.2437282623997438,-2.390728635493608,-1.7347833192580517
ai_net_10s,4,1,3.0,6,107844,11964,41825,-19288.49028754779,-27261.88923007724,19819.971689697144,-26132.984235508375,6779.801860170558,-25865.800845268313,-408.80374856628873,162759.1147614975,4072592.9908794165,1773279.804,0.1109380215867364,0.38782871555209375,-1.7002108230982773,-0.7398084693383679,0.18378372176196306,-2.1843015910655614,0.0628667506784852,1.5092088086634166,37.7637419873096,16.44300845665962,-0.18861802499487954,-2.3668152274299854,-1.7343803106079971
ai_net_10s,4,1,3.0,7,111737,9782,40923,-16146.023060951464,-25439.548280833136,25016.796211977246,-21546.480127874634,8377.974280609023,-21329.918624414557,-245.45396692534638,163272.80924842446,9576912.974153066,2435975.215,0.08754485980472002,0.3662439478418071,-1.738585060412131,-0.7096442655922863,0.22388999357399292,-2.2026661345199994,0.07497940951170179,1.4612242072762331,85.70941562913866,21.80097205938946,-0.1522041853723607,-2.3811971640502474,-1.763677471670089
ai_net_10s,4,1,3.0,8,117176,8408,39016,-13391.203804797327,-22298.41149918941,28208.776313617036,-17880.13134584964,8656.686986131277,-17778.00807449096,-237.17482780482692,165722.82142041784,29749739.49341599,3316648.277,0.07175530825425001,0.33296920871168156,-1.6806740966695204,-0.6595196713960787,0.24073851568253768,-2.126561768060138,0.07387764547459613,1.4143068667680911,253.8893586862155,28.3048429456544,-0.12059728788145462,-2.299827530053566,-1.7088823302333676
ai_net_10s,4,1,3.0,9,507468,33282,105447,-37626.15220559764,-53841.7202142867,76680.25236796758,-57205.654612002785,47154.38805729049,-52053.88899538304,-1605.7919174256785,758437.8938655478,374111416542.1065,9645295.924,0.0655844309394878,0.20779044195890184,-1.2185255755542828,-0.5986045711522063,0.15110362105190392,-1.7188166159486444,0.09292090941160919,1.4945531420021516,737211.837085504,19.006707662355065,-0.07991630645793948,-1.8778021465553585,-1.2667736350887362
ai_net_10s,4,1,5.0,0,95042,57834,64466,-98047.65873541277,-84916.00699617314,-37765.06126588728,-143165.32558552155,10174.962364734243,-114587.11957239031,-2023.1669014240074,163595.0587474157,18406.615927777486,55580.757,0.6085099219292524,0.6782895982828644,-1.7833290233325167,-1.4052215896158151,-0.3973512895970968,-2.4754525985669598,0.10705753629694496,1.7212922576062761,0.19366823012749612,0.5848020559331664,-1.0851734047622397,-2.555975152135655,-1.8183113330711482
ai_net_10s,4,1,5.0,1,98683,45141,58754,-79729.16195684926,-65109.19760627737,-9415.752322848315,-112984.0172059211,18239.312951811215,-99647.37341129941,-1769.929613475245,166083.0769254453,94692.54536559354,195802.177,0.457434411195444,0.5953811700090188,-1.8542249829833026,-1.1961662117690264,-0.09541412728482429,-2.5029134756855433,0.18482730512662987,1.6829958242599565,0.9595628970095512,1.984153065877608,-0.8481863133148492,-2.6077228951132807,-1.893433897572595
ai_net_10s,4,1,5.0,2,101513,37913,57185,-72206.2824079627,-62338.88778500512,-4654.307651707059,-98158.23881703996,10266.466210279734,-91016.60436492342,-1234.4173884693976,163931.83775637,251566.10248504678,395347.974,0.373479258814142,0.5633268645395171,-1.992525687968842,-1.178126567893768,-0.04584937546626599,-2.5890390846685825,0.10113449716075511,1.6148851650169929,2.47816636770706,3.894555121018983,-0.7441670171107415,-2.7119682704773385,-2.025084899544539
ai_net_10s,4,1,5.0,3,102969,31730,55321,-62933.57018949837,-56884.07082396079,4407.045887874137,-83257.27082467992,10950.726166861281,-78929.98910598946,-508.9047178474626,160646.548466191,525076.9782002443,601329.094,0.3081509969019802,0.5372587866251007,-2.0714090825558893,-1.1162545656072882,0.04279973475389814,-2.6239291151805837,0.10634973794890969,1.5601447859665627,5.0993695015028235,5.839904184754635,-0.6383067737814135,-2.763481475539171,-2.087447680660127
ai_net_10s,4,1,5.0,4,105912,26445,54540,-55473.33536262121,-53443.26565129866,11690.909150067759,-71591.34387054824,11031.79928615046,-69336.69429772318,-640.1508644584997,162310.33455704054,1050006.2047680386,892217.757,0.24968842057557217,0.5149558123725357,-2.1856871001180265,-1.0678911927264148,0.11038323466715536,-2.7071788190791546,0.1041600506661234,1.5325018369688093,9.913949361432497,8.424142278495355,-0.5457407599008725,-2.863938018602431,-2.2098939772009722
ai_net_10s,4,1,5.0,5,106849,21373,53448,-45968.57760861713,-51954.035973010585,16869.555873648726,-58837.29711947081,9266.006876514642,-57768.765017902064,-320.3057742868509,162758.32918942918,2001684.4958207621,1249277.335,0.2000299488062593,0.5002199365459667,-2.2387779726111043,-1.0600482707119179,0.15788220641885956,-2.7528796668446547,0.08672057648190103,1.5232555212442715,18.733769111744255,11.691989021890706,-0.44782264324998017,-2.91240573323324,-2.253764440317409
ai_net_10s,4,1,5.0,6,107842,17188,52286,-37681.09657179236,-47019.008090893876,23761.825863049584,-48020.961356244625,10824.529360399798,-47568.048974222744,-191.65087683638228,162754.33135203976,4072543.9271298996,1773206.749,0.15938131711207137,0.4848389310287272,-2.280290933895297,-0.9872657325267543,0.22033925430768703,-2.7938655664559358,0.10037396710372395,1.5091924422028502,37.76398738088963,16.442635976706665,-0.3634357724429477,-2.946887154996722,-2.2914412059942255
ai_net_10s,4,1,5.0,7,111735,14142,51786,-31037.19363169385,-45494.07096712202,28840.248353742,-39317.62300362897,11930.91011392368,-38995.79265026481,-26.229017032655122,163272.57432269945,9576779.585701218,2435952.242,0.12656732447308364,0.4634716069271043,-2.2826820556989005,-0.9665013510817985,0.258112931075688,-2.7802024468695357,0.10677862902334702,1.4612482599248173,85.70975599141914,21.8011566832237,-0.2889129604125283,-2.925306185661309,-2.2845367450662217
ai_net_10s,4,1,5.0,8,117173,12322,50252,-26500.775582631122,-42281.209930312994,32356.273181429307,-33468.69879460409,12973.507096073523,-33182.85232778872,-66.98288155551957,165720.19157495224,29748859.460450314,3316637.526,0.10516074522287558,0.4288701321976906,-2.2386878414730664,-0.9293836251355766,0.2761410323319306,-2.716174224525571,0.11072096042666418,1.414320633379296,253.8883485141655,28.305475886082974,-0.23542208173069842,-2.857848158162714,-2.244123881203266
ai_net_10s,4,1,5.0,9,507456,47944,145112,-70565.77540404606,-107905.49438910346,94846.90565984936,-99816.82853168,64779.83055003774,-92391.1580680541,-1535.9926508822587,758415.8994486365,374102398811.83527,9645148.079,0.09447912725438265,0.2859597679404717,-1.559837464626357,-0.8316014553524412,0.18690665921744815,-2.0819461983080263,0.12765605402249208,1.4945451417435924,737211.4997395542,19.006865775554925,-0.1473720823165872,-2.2191100354981534,-1.5918746882806676
ai_net_10s,4,1,10.0,0,95027,67513,73054,-128273.55118615097,-105866.25668059418,-33206.8976999449,-182631.4513725636,16011.132499532072,-148078.06794520337,-1513.5948128041755,163566.04502343398,18398.85938640696,55574.754,0.7104612373325476,0.7687709808791185,-1.9879829838127616,-1.5371507197496945,-0.3494469750696634,-2.7051301434177657,0.16849035010609692,1.7212586425272183,0.193617176027939,0.584831195344481,-1.4123848504756646,-2.7606123050763705,-2.0104022928762633
ai_net_10s,4,1,10.0,1,98676,57340,69333,-125601.75248075357,-93522.30189386275,-6306.582636895861,-169761.5616141113,23079.564675015583,-151918.54265292874,-1495.6287494171504,166074.8305575709,94680.88820414443,195794.035,0.5810936803275366,0.7026328590538733,-2.278473534718409,-1.4368858392664785,-0.06391202153406969,-2.9606132126632594,0.23389238188633085,1.683031644549545,0.9595128319362807,1.9842113077141352,-1.3240065718184115,-3.0319893569931815,-2.3045570497065
ai_net_10s,4,1,10.0,2,101512,51195,68964,-125351.70353580541,-90939.42857171163,-1799.7436458168627,-162582.86136709922,14464.78921066359,-152728.62716557173,-1049.3131707643233,163931.7188877614,251565.13571767518,395347.75,0.5043246118685476,0.6793679564977539,-2.536514572434914,-1.40665072460576,-0.017729368407842054,-3.1757566435608795,0.14249339201930403,1.6148999023540214,2.478181256577303,3.894591279848688,-1.279226727242153,-3.2559645236119246,-2.5570109719029155
ai_net_10s,4,1,10.0,3,102956,45097,67722,-119817.32475898584,-89434.04569264004,3884.515695562003,-150789.88646724416,11213.06616628293,-145284.0120787753,-614.4912913703138,160624.40221434264,524972.4296427344,601301.667,0.438022067679397,0.6577761373790746,-2.7448801640682494,-1.4086055003195423,0.03772986222815575,-3.343678880352222,0.1089112452531463,1.5601266775549034,5.098997917972088,5.840375179688411,-1.2023180849973372,-3.436943502845701,-2.758506154519284
ai_net_10s,4,1,10.0,4,105904,39279,67726,-104957.01369148343,-77723.33645107751,21202.5533178075,-130678.01507490741,21245.344933679753,-127830.41265476943,-717.2042135944068,162305.48534637783,1049954.5953383169,892155.2,0.3708925064209095,0.6395037014654782,-2.7600897602149606,-1.2356144531063036,0.2002054060073982,-3.3269180751777645,0.2006094664382814,1.5325718135894568,9.914210939514248,8.424187943798156,-1.0236966091128137,-3.438375667009689,-2.778348988138136
ai_net_10s,4,1,10.0,5,106840,33355,66846,-97970.43517819462,-77158.17368805467,26981.12439160955,-119510.88495207719,19990.32460179821,-118435.89003754241,-72.40714419768146,162748.1079878771,2001588.6881486308,1249213.012,0.3121958068139274,0.6256645451141895,-3.0252038728285,-1.2422676254084712,0.25253766746171424,-3.582997600122236,0.18710524711529586,1.5232881691115416,18.73445046938067,11.692371883189818,-0.9444559638543113,-3.6988479573842707,-3.027374676132283
ai_net_10s,4,1,10.0,6,107841,27829,66188,-84928.91049543537,-76026.3565394988,29638.62681580415,-102847.88086573567,17091.781823536232,-102944.86519719409,-244.06345454463184,162753.3653084712,4072524.353569132,1773205.831,0.2580558414703128,0.6137554362441001,-3.13981323423175,-1.2366426019746601,0.2748363499578467,-3.6957088240948535,0.15849057244958997,1.5091974787740396,37.76415605909749,16.44277993527508,-0.8102471462192986,-3.80641197361877,-3.148583346508319
ai_net_10s,4,1,10.0,7,111727,23727,66604,-74227.78628708124,-75491.37636012098,36261.19987913735,-89214.2734698964,19967.752561619855,-89482.23807726725,-6.3785952945849544,163263.57195194645,9576083.305343593,2435878.443,0.2123658560598602,0.596131642306694,-3.2164100934412794,-1.2214360753126086,0.3245518082391664,-3.7600317558012564,0.17871913290090896,1.4612723151247813,85.7096610966337,21.80205718402893,-0.6830556829332322,-3.85904625100367,-3.2166789262180564
ai_net_10s,4,1,10.0,8,117166,20691,66008,-61183.264038458285,-70284.44469913088,44325.922648431275,-73675.98260544277,24691.60200939072,-73742.24519039411,-59.81869114513927,165713.5435811865,29747415.008229926,3316534.1859999998,0.17659559940597103,0.5633716265810901,-3.0449988902642833,-1.1527867637124423,0.37831728187726194,-3.56077437559532,0.21074033430680164,1.414348391010929,253.8911886403046,28.30628498028438,-0.5377334042167377,-3.6641730857697477,-3.0478899390847918
ai_net_10s,4,1,10.0,9,507424,78077,211230,-165833.89406583292,-218366.56431432546,120052.55253929702,-215787.2411210073,91442.2422861949,-204973.47438928642,-1864.9117451240559,758371.0077478078,374083345571.30054,9644568.841,0.15386934792205334,0.4162790880998928,-2.2119788166275973,-1.1217857516182619,0.23659218432572565,-2.76377474955502,0.1802087451247771,1.4945509233851921,737220.4420194956,19.006922890915686,-0.3403557381318836,-2.871254278320193,-2.235864362244412
ai_net_10s,4,1,30.0,0,94996,78900,82260,-147619.74255700462,-109153.64408454306,-1859.7287230768245,-214104.03438766758,48386.18827219496,-173185.1301063292,-1695.9999689768956,163530.35596002024,18388.985728366653,55564.623,0.8305612867910228,0.8659311971030359,-1.9589726559823146,-1.4149346472713722,-0.01957691611306607,-2.713612603139006,0.5093497439070588,1.721444649880208,0.1935764214110768,0.5849153964377447,-1.6270468499410988,-2.7316949809224185,-1.9804682195941892
ai_net_10s,4,1,30.0,1,98657,73873,81669,-191524.63938565014,-123478.000361969,2128.9876800550282,-251476.17989584035,32998.24303098274,-228267.1578403635,-1619.2077059598553,166049.0347098573,94641.82161640556,195773.338,0.7487861986478405,0.8278074541086796,-2.680620299509295,-1.5999323165701673,0.021579692064983003,-3.404169045467767,0.3344744217945279,1.6830943035958656,0.9593016371509935,1.984383652452436,-2.0072114840878004,-3.4341674513072276,-2.7025391021294656
ai_net_10s,4,1,30.0,2,101493,70634,82696,-208086.19787829218,-118040.43898664702,12070.765499843877,-262875.3792925334,29614.05171338094,-249576.0900296776,-1284.3109308839296,163903.9469935585,251472.81537922175,395305.813,0.6959494743479846,0.8147951090222971,-3.033977827650879,-1.5154020386312157,0.11893200023493125,-3.721655000319016,0.2917841793363182,1.6149285861444482,2.4777355618537413,3.8949071660114494,-2.1114952743370696,-3.7534421207231032,-3.0521604441087313
ai_net_10s,4,1,30.0,3,102923,66396,82441,-218880.21523438676,-115680.02927712294,24891.495825353242,-268075.27940749173,32971.86449757212,-261168.70089050697,-995.4604489232821,160575.17508900602,524704.4788304322,601144.752,0.645103621153678,0.8009968617315858,-3.3845873732512013,-1.4911856634092617,0.24184580536277842,-4.03752152851816,0.3203546777452282,1.5601486071043986,5.098029389256358,5.840723181407459,-2.1834095705953653,-4.0766616768034005,-3.3995801506613357
ai_net_10s,4,1,30.0,4,105879,62385,83696,-219259.53375711563,-107522.51152067889,36237.79903479466,-264095.1643046007,37412.87605072541,-261177.3751960773,-597.855585927025,162278.98602737405,1049633.445525641,891946.873,0.5892103249936248,0.790487254318609,-3.6026194398832354,-1.3726792143074806,0.3422567179024609,-4.233311922811584,0.3533550189435621,1.5326834030107392,9.913518691389616,8.42420945607722,-2.1227005710019515,-4.280961141388605,-3.612202762571815
ai_net_10s,4,1,30.0,5,106812,56769,83552,-226661.08594554922,-112220.66716918058,40865.9425143024,-266492.9589627807,34494.92576966341,-266903.56974564085,-158.59727467481656,162721.0765036935,2001129.4563043194,1249016.211,0.5314852263790585,0.7822342058944688,-4.080691186132382,-1.4311236495736857,0.3825969227643186,-4.694339498014422,0.3229499098384396,1.5234344128346393,18.735062130699916,11.693594455679136,-2.168827078844598,-4.754408392549703,-4.083484916419596
ai_net_10s,4,1,30.0,6,107809,51288,83444,-226276.0089375967,-115841.43615170637,38772.76739113259,-262264.30496751866,26273.672925745766,-264729.9060803206,-114.84956923904828,162708.48865981452,4071486.873764248,1772871.735,0.4757302266044579,0.7739984602398686,-4.499870397317046,-1.476253632995858,0.3596431410284168,-5.113560773816851,0.2437057474398776,1.5092291799368747,37.765741948856295,16.444561539389106,-2.1407243638063305,-5.166484987285484,-4.502109704157614
ai_net_10s,4,1,30.0,7,111691,46625,85478,-213123.302890717,-114534.36039164824,48914.56497362816,-244938.42641717682,32463.4520265,-248273.9285881858,-70.17635151875365,163211.16523857758,9573427.821843687,2435612.564,0.4174463475123331,0.7653078582875971,-4.659009177280794,-1.4279279392551094,0.4379454474722956,-5.253371075971621,0.2906541442596091,1.4612740976316585,85.71351157965894,21.806703888406403,-1.9448863640823075,-5.301646226096623,-4.660514300101571
ai_net_10s,4,1,30.0,8,117145,42518,87396,-192553.1478745719,-114899.54403819251,60829.66579324166,-220470.42268127948,41160.00970009365,-222883.57860806055,70.8374531550859,165688.1581236101,29744117.97923721,3316357.091,0.3629518972213923,0.746049767382304,-4.616744246544332,-1.4027002613185102,0.5192681360129895,-5.185343211846265,0.3513595091561198,1.4143852330326527,253.9085575930446,28.30984754791071,-1.675656083269213,-5.235936863060658,-4.615078188565239
ai_net_10s,4,1,30.0,9,507288,155566,314809,-506150.0622070574,-409960.86289963184,197725.5858647238,-612224.2501233441,171557.3895538681,-597915.1978424044,-2643.8777501833856,758147.3739330604,373994167801.3415,9642265.873,0.3066620933276561,0.6205725347337213,-3.341603372247518,-1.390252676701212,0.3897698858729633,-3.935463083985859,0.3381853888794296,1.4945107590423201,737242.2919551448,19.00747873594487,-1.0247430852041786,-4.000858751768678,-3.358598588105632
ai_net_10s,4,1,60.0,0,94955,83359,85807,-143541.73194371568,-97330.94869889879,22958.37746975483,-216218.6976961626,72737.04100955803,-173224.47241253575,-2220.5767829175024,163474.41184026885,18379.02108893693,55536.936,0.8778789953135696,0.9036596282449582,-1.809970416436326,-1.2223007994557413,0.2417816594150369,-2.593825474107926,0.7660159129014589,1.7215987766865235,0.19355506386116508,0.5848763730187984,-1.588935010728405,-2.5827698047795877,-1.8366091331066015
ai_net_10s,4,1,60.0,1,98619,80896,86402,-212762.71835681767,-128652.76757938553,14757.63064546536,-280425.73642983567,46139.132181388115,-254978.92494289918,-1721.1993805133386,165985.60856031388,94611.0166236082,195717.683,0.8202881797625204,0.8761192062381489,-2.718077115763668,-1.5770021941550605,0.14964287455221975,-3.4664969396488785,0.4678523629461677,1.6830996923545551,0.959358912822156,1.98458393413034,-2.2296065297439407,-3.4716269619409457,-2.7393538090552196
ai_net_10s,4,1,60.0,2,101460,79369,88105,-249006.96652514295,-133153.11407060482,12479.843598656276,-312641.1876213835,30511.697640053328,-297942.1180124849,-1279.566906495013,163860.91085734093,251397.76313082202,395202.241,0.7822688744332742,0.8683717721269466,-3.225332793976779,-1.5993003129289465,0.12300259805496035,-3.939084373261393,0.3007263713784085,1.6150296753138274,2.477801726107057,3.895153173664498,-2.523077454416942,-3.9448476316336922,-3.241454540584334
ai_net_10s,4,1,60.0,3,102903,76546,88210,-265583.61881967314,-122604.0202896684,39566.7277288954,-324264.98710861534,48181.01172291926,-316618.5654346249,-820.9419611531657,160548.69651450703,524610.9018547849,601043.964,0.7438655821501803,0.8572150471803544,-3.5575949993425278,-1.4779106710085979,0.3845050943985637,-4.236210737446965,0.46821775577893027,1.5601945182794188,5.098110860274092,5.840878924812688,-2.6463724752405,-4.249692258482237,-3.5683198178980784
ai_net_10s,4,1,60.0,4,105847,74215,89882,-277019.03001219785,-109234.46770910565,56894.77937507284,-332527.8334436319,57935.08932120106,-330270.6974059552,-842.3957622569312,162237.02575918284,1049202.0058290388,891688.341,0.7011535518248038,0.8491690836773834,-3.820655528022608,-1.3033097139483507,0.5375190546267049,-4.48060140731162,0.5473474857218539,1.5327503449241153,9.912439708532492,8.424313783102026,-2.678866193772123,-4.499030700484666,-3.8320062760150213
ai_net_10s,4,1,60.0,5,106752,70224,90197,-306339.319669809,-123264.18836626661,53331.7311824815,-358003.5709851817,46740.07283619996,-360190.3848327949,-627.5271354805324,162621.4376561986,2000065.0461298826,1248493.849,0.6578237410071942,0.8449209382494005,-4.450316582219882,-1.4546107339076313,0.49958531158649483,-5.098023054585067,0.4378379125093671,1.5233572921931073,18.735621310419315,11.695273615482613,-2.9275239027822333,-5.123995228316436,-4.459252660134562
ai_net_10s,4,1,60.0,6,107778,65968,90366,-322005.87582391826,-127958.03091495727,49086.70419805456,-370252.98739009304,37074.44343240636,-375042.84173950605,-246.69321751392016,162652.93812652893,4070299.442471316,1772435.275,0.6120729647980108,0.8384456939264042,-4.969243569972082,-1.5039975091843976,0.4554427081413142,-5.612615016221396,0.3439889720759929,1.5091478606629267,37.76558706295641,16.445241839707545,-3.0415396446762633,-5.635817500303545,-4.972983159129156
