feat,q,side,h,dec,n,n_fill,n_touch,sum_pnl,sum_pnl_touch,sum_ret,sum_ret_fill,sum_retc,sum_retc_fill,sum_mmend_fill,sum_spr,sum_tau,sum_q,fill_rate,touch_rate,pnl,pnl_touch,ret,ret_fill,retc,spread,tau,q_ahead,per_order,adverse,pnl_micro
ofi_10s,0,1,5.0,3,156337,41255,82315,-83611.85527723072,-82571.06668711013,-31809.148107148674,-109683.8120379975,-28796.53312616723,-105352.62505498409,-1251.4059869797834,249493.87414949966,864349.362908578,1491180.181,0.26388506879369567,0.5265228320870939,-2.114708405701872,-1.091110814397256,-0.20346525842985777,-2.6586792398011756,-0.18419525209110593,1.5958722129086502,5.52875751043309,9.538242265106788,-0.558039973117245,-2.8246445121561967,-2.145041843757375
ofi_10s,0,1,5.0,4,142834,31127,72947,-67953.01787276745,-73981.97830416149,-27310.81796617583,-87011.91575680007,-32039.607885098736,-84912.71535582878,-1155.8583099831221,227003.8481235428,1498561.3350606833,1968897.2049999998,0.21792430373720542,0.5107117353011188,-2.2710892110633036,-1.1021880859276116,-0.19120670124883313,-2.7953839353872865,-0.2243135939979188,1.5892844009377514,10.491628989321054,13.784513526191242,-0.49492553504604964,-2.9777314115321794,-2.3082228349262883
ofi_10s,0,1,5.0,5,127389,22213,63019,-48552.423956885206,-58610.18294187369,-12244.685377020685,-62286.014018509064,-22474.034880407246,-61091.29776498414,-622.4145778497636,205513.60357636152,2493172.284596514,2392506.517,0.17437141354434058,0.4946973443546931,-2.273766171020808,-1.0180398759401719,-0.09612042937004518,-2.8040343050695116,-0.17642052987626283,1.6132758996174044,19.571330998724488,18.781107607407233,-0.3964798213102011,-2.99240412082951,-2.301786455442082
ofi_10s,0,1,5.0,6,112500,16177,54515,-34997.12141118783,-46043.52554800137,-8055.121696896874,-45106.903224498965,-22056.71866415309,-44633.68780928189,-515.2228705881079,183316.41100858527,4390445.219561323,2972765.125,0.14379555555555557,0.4845777777777778,-2.2513876127333763,-0.9326028716500298,-0.07160108175019443,-2.7883354901711668,-0.19605972145913858,1.6294792089652024,39.02617972943398,26.424578888888888,-0.3237395325438918,-2.9781272172159774,-2.283236711490136
ofi_10s,0,1,5.0,7,103309,12190,48027,-27702.80536021103,-39758.39642286927,-5275.310008620817,-35435.56502363712,-20193.7929994644,-34959.84739193941,-416.8915068903178,169778.2591013674,9168254.594966872,3698095.214,0.11799552797916929,0.4648868927198986,-2.3605845250378206,-0.9158342687002992,-0.0510634117900746,-2.906937245581388,-0.19546983321360578,1.64340240541838,88.74594270554232,35.796447686068014,-0.2785384173712942,-3.0942857277470104,-2.39478399237911
ofi_10s,0,1,5.0,8,94988,9503,41025,-20200.48713864282,-30441.24031296751,-2517.3494431971562,-26218.01080762923,-17691.533279868618,-25815.090181795313,-201.0328960310037,156682.10924646704,24345284.71956796,4818164.03,0.10004421611150882,0.4318966606308165,-2.2136957948692855,-0.8300168266414993,-0.026501762782637345,-2.758919373632456,-0.18625019244397836,1.649493717590296,256.2985294939146,50.72392333768477,-0.2214674605070411,-2.9504426536644335,-2.234850471921901
ofi_10s,0,1,5.0,9,350991,37722,101259,-54530.00237262228,-76192.6490257606,-40784.84998708457,-80831.14979019768,-39118.6536645311,-72192.9125149424,-2419.7709428206517,605675.4781810744,261533996611.7306,7795334.346,0.10747284118396198,0.28849457678402013,-1.533575589115696,-0.8404531056573796,-0.1161991332743135,-2.142811881400713,-0.11145201348334031,1.7256154094580043,745130.2073606747,22.20949923502312,-0.16481772573263212,-2.308383293844698,-1.5977230612227065
ofi_10s,0,1,10.0,0,275362,176730,201339,-365898.23843700107,-311215.82204145164,-190127.8285197987,-502871.1678911547,-77322.62621527222,-426893.02309354517,-7150.745785443391,459850.24977250956,59011.5988816823,314443.381,0.6418096905164837,0.7311793203128972,-2.158379892700736,-1.6337304448787948,-0.6904650188471855,-2.8454205165572044,-0.2808035466595689,1.6699844196821259,0.2143055282925106,1.1419272848105402,-1.3852691309512608,-2.905372102541799,-2.1988413072055932
ofi_10s,0,1,10.0,1,203097,102937,137248,-243257.46457918454,-196038.02499221134,-90754.02939941807,-319645.48963290645,-53682.3985097636,-296318.05393463676,-3392.5732808070297,334675.33271716145,225871.18286974658,754375.9959999999,0.5068366347114925,0.6757756146077982,-2.4511683901724797,-1.5163488647718826,-0.44685066445795885,-3.105253598151359,-0.2643190126381168,1.6478595583251425,1.1121345114390986,3.7143630678936663,-1.2423419379862064,-3.1870981693350506,-2.4841261534724306
ofi_10s,0,1,10.0,2,177153,77678,116846,-198974.14860369562,-158654.7296049056,-61026.69174159043,-254059.99757091692,-46333.48691527519,-243627.24039578237,-2815.4315283864494,286394.7084676874,493762.7574256562,1153681.878,0.4384797322088816,0.6595767500409251,-2.6495251242783753,-1.44581053356474,-0.344485793306297,-3.270681500179162,-0.261545031217508,1.6166517556444848,2.7872108145256145,6.512347394624985,-1.1617630669742858,-3.3698510021006176,-2.685770026675276
ofi_10s,0,1,10.0,3,156329,59188,100766,-157690.58407639124,-127979.02407087626,-42091.60297317062,-197807.4662127858,-38148.92180990146,-192120.7645366492,-1440.1234260305528,249478.73695522195,864312.2689503513,1491150.384,0.3786117738871227,0.6445765021205279,-2.752232345684788,-1.3580615690895368,-0.2692501261645032,-3.342019771115527,-0.24402971815786872,1.5958570511883396,5.528803158405358,9.538539771891331,-1.0420275705492343,-3.4621608712789578,-2.7765636869369095
ofi_10s,0,1,10.0,4,142821,46354,90319,-133451.78879810675,-117412.95009763207,-38473.90586044489,-164152.9724682605,-43142.03378537221,-162155.66036949298,-1905.902624610043,226991.44117032434,1498386.5747792148,1968789.25,0.3245601137087683,0.6323929954278432,-2.96697028947031,-1.3879806253128586,-0.26938549555348923,-3.541290341033363,-0.3020706603746803,1.5893421917667874,10.491360337619922,13.785012358126606,-0.962960214521021,-3.6736413853537035,-3.008086538868637
ofi_10s,0,1,10.0,5,127381,34361,78640,-103956.8131549745,-96213.3542318811,-19204.380280310237,-126939.47408479477,-29412.500428548592,-125656.62301924358,-602.0772351080338,205498.45230609676,2493016.0297792074,2392460.229,0.2697498057010072,0.6173605168745732,-3.113430376152455,-1.311465847302659,-0.1507633028497989,-3.694289283920572,-0.23090178620476046,1.6132582748298159,19.57133347814201,18.78192374843972,-0.8398472390307385,-3.832059513567363,-3.130952486542375
ofi_10s,0,1,10.0,6,112498,25678,68557,-75832.86180959104,-78212.80502340184,-13782.15793852732,-93154.14864812315,-28193.03872023231,-92821.60541928052,-563.0844763918841,183316.1769659076,4390376.566593286,2972726.034,0.22825294671905277,0.6094063894469235,-3.041223062917324,-1.2288434590691228,-0.12251024852466105,-3.62778053774138,-0.2506092438997343,1.6295060975831357,39.02626328106531,26.42470118579886,-0.6941681257408224,-3.7679761117088915,-3.063151736349518
ofi_10s,0,1,10.0,7,103301,19767,61284,-62286.14281169578,-70267.29310402674,-12771.529145981813,-75785.75519900865,-28340.04384405402,-75479.60676842244,-396.94271023437364,169766.32022524576,9167797.387631362,3698061.7770000002,0.19135342349057607,0.5932565996456955,-3.2390164826071626,-1.234584640428607,-0.12363412886595301,-3.833953316082797,-0.274344332039903,1.643414102721617,88.74838953767497,35.79889620623228,-0.6197968926892845,-3.972723533967971,-3.259097562701986
ofi_10s,0,1,10.0,8,94984,15454,53510,-46159.397165907336,-56033.80349709174,-6012.192287786355,-56856.657548473086,-21992.759608140266,-56543.18029017405,-464.07837857517006,156678.9820011031,24344916.536726955,4818025.616,0.16270108649877874,0.5633580392487155,-3.074889942144903,-1.1351650812388665,-0.06329689513798488,-3.679090044549831,-0.23154172921902916,1.649530257739231,256.305446567074,50.72460220668744,-0.5002879344511426,-3.8116550710145187,-3.1049196029819144
ofi_10s,0,1,10.0,9,350964,59880,146400,-117973.62965340004,-153077.61061010876,-56816.7918971614,-161977.81395847112,-52917.125602584354,-148625.50550102905,-3134.7724303383816,605631.8498981264,261507995627.93747,7795178.268,0.1706157896536397,0.41713680035559203,-2.058167495881764,-1.1336120943313441,-0.1618878058637393,-2.7050403132677205,-0.1507765058598157,1.7256238528684607,745113.4464729644,22.210763121003865,-0.3511558725493214,-2.8329794223159945,-2.110518404872051
ofi_10s,0,1,30.0,0,275305,215668,232940,-494541.88311387715,-378596.047504671,-182768.43611575404,-669586.0500642204,-64134.61509243805,-574249.5693612776,-5976.786529127845,459784.64040391793,58997.423961544504,314393.913,0.7833784348268285,0.8461161257514394,-2.381070289119745,-1.713294271076977,-0.6638761959127296,-3.104707467330436,-0.23295841009948257,1.6700918632204933,0.21429841071373387,1.1419840286228002,-1.8652791163032896,-3.1281162207299915,-2.4087831928844565
ofi_10s,0,1,30.0,1,203056,140490,165365,-422733.98358521896,-285996.0743741496,-119460.52653742018,-533312.6818832109,-79067.12558951636,-502329.7237003959,-4285.40984247813,334586.0167735695,225818.78705607165,754269.83,0.6918781025923884,0.8143812544322748,-3.0969969648033238,-1.817483714051641,-0.5883132068858846,-3.7960899842210187,-0.38938581272908146,1.647752426786549,1.1121010315187518,3.714590211567252,-2.1427443837425093,-3.832873178196598,-3.1275002735262087
ofi_10s,0,1,30.0,2,177125,112578,142247,-365709.47189241205,-229153.66242718018,-77124.5233080992,-451718.42820483237,-60183.91551148965,-437381.7489960278,-3183.798836516578,286339.7620578485,493646.0816444777,1153592.049,0.6355850388143967,0.8030882145377558,-3.336498568924764,-1.6989560301952251,-0.43542426708877463,-4.012492922283505,-0.33978216237961695,1.6165971040668934,2.7869926980633886,6.512869719124913,-2.120628572434225,-4.05679712095821,-3.36477939498773
ofi_10s,0,1,30.0,3,156288,91682,124236,-322603.6670402987,-194545.3206089286,-55984.87852596591,-390917.2511612407,-50756.904259356175,-383974.24474068487,-2249.3281327414215,249350.23907581353,863996.2542460441,1490985.16,0.5866221334971335,0.7949170761670762,-3.606724144764498,-1.653933550733512,-0.35821610440958945,-4.263838606937465,-0.32476520436217865,1.5954535157901664,5.528231561258984,9.5399848996724,-2.115784212737374,-4.316450902659581,-3.631258165976311
ofi_10s,0,1,30.0,4,142802,76235,112459,-297435.63561899244,-183879.40101377168,-56381.32882245441,-353446.36599700234,-60111.417965591056,-351588.5337918027,-2138.054309530375,226932.34526638786,1498207.942560074,1968658.576,0.5338510665116735,0.7875169815548801,-3.989562741772053,-1.7230794601923518,-0.3948217029345136,-4.63627423095694,-0.4209424095292157,1.589139824837102,10.49150531897364,13.785931401520987,-2.1298323246102466,-4.696132654190604,-4.017608315452519
ofi_10s,0,1,30.0,5,127357,60243,99339,-256661.12433933653,-158211.60781156988,-38350.4763162133,-301033.37942894734,-48406.56597304628,-301541.67345408484,-1341.4495891191436,205452.89328049714,2492653.5225229803,2392174.976,0.47302464725142707,0.7800042400496243,-4.348430661476629,-1.6806434513289834,-0.30112578276979907,-4.996985200420752,-0.380085633086884,1.6132045610409882,19.572175243786994,18.78322334853993,-2.056914879742272,-5.067032941997122,-4.37069797202091
ofi_10s,0,1,30.0,6,112483,47499,87045,-210275.70520197143,-134770.06450391343,-27789.881914060636,-245306.24934203344,-41968.36296928941,-246920.06673948726,-896.1226908289088,183302.32085840259,4389869.136023693,2972547.843,0.42227714410177536,0.7738502707075736,-4.514950150570989,-1.6362803665220682,-0.24705850585475703,-5.1644508166915815,-0.37310849612198654,1.6296002138847878,39.02695639362119,26.426640852395472,-1.906560255344998,-5.241750257513383,-4.533816288612399
ofi_10s,0,1,30.0,7,103273,38372,79231,-180523.06745729083,-118220.31755095154,-24378.87312452843,-209132.7446426392,-40791.419895328705,-210765.29682886027,-934.159819990299,169703.19054784204,9165285.33726492,3697401.803,0.3715588779254984,0.7671995584518703,-4.792551950831096,-1.5800967493904097,-0.23606240861143213,-5.450139284964016,-0.39498629743813685,1.6432483858108318,88.7481271703632,35.802211642927,-1.7807152252504606,-5.526176143736512,-4.81689678091528
ofi_10s,0,1,30.0,8,94969,30844,71122,-144066.65269883833,-103135.94506840006,-15028.656743811855,-167139.9168187545,-31853.231454167588,-167892.83005071888,-770.2549821237969,156657.772872676,24339070.38794557,4817796.333,0.3247796649432973,0.7488970084975097,-4.758816129517518,-1.5381271768004283,-0.1582480256063753,-5.418879419619844,-0.33540662167831176,1.6495674680440564,256.2843705624527,50.73019967568364,-1.5455667080714584,-5.495599863539546,-4.783788733010055
ofi_10s,0,1,30.0,9,350856,113605,218751,-344791.37380024616,-311491.2746853187,-80591.54912545887,-433481.5910026593,-72470.93879812391,-412422.3234798185,-5355.021379196554,605420.1679032722,261408963290.93915,7794349.106,0.32379380714595163,0.6234780080716875,-3.1230017499251455,-1.5119536033449845,-0.22969978887480583,-3.8156911315757167,-0.20655465147560229,1.7255517018471174,745060.5470362175,22.215236752399843,-1.011208626331732,-3.897777600848704,-3.170138947928724
ofi_10s,0,1,60.0,0,275213,232874,245471,-548585.261929153,-402995.78814011277,-176511.1112680311,-742992.1700020897,-57332.20414901638,-640796.155261567,-6610.20798746681,459672.7202228924,58971.70164837661,314275.087,0.8461591567258814,0.8919309770977388,-2.4437170913418975,-1.729724636067449,-0.6413618225448329,-3.19053294915744,-0.2083193895238102,1.670243484947631,0.2142765844941068,1.1419340183784923,-2.067773593286484,-3.1908388338157128,-2.4721024327173486
ofi_10s,0,1,60.0,1,202992,157983,176492,-506793.2136298453,-321441.8307139634,-130710.91384653098,-635227.4692655324,-88526.49464437643,-600060.9061707371,-3730.062769623599,334462.1081282377,225743.89647380396,754058.248,0.7782720501300544,0.8694529833688027,-3.295897138488605,-1.9092827250751503,-0.643921503539701,-4.020859644806925,-0.4361082931562645,1.6476615242385795,1.1120827248059233,3.7147190431149997,-2.5651046229893066,-4.031727900607895,-3.319507671075172
ofi_10s,0,1,60.0,2,177066,130606,152543,-470042.9839923079,-274120.402737959,-93730.80017546065,-573232.9734095761,-75179.54538159062,-556383.9221928318,-2492.9521917455677,286258.0284413544,493492.00487708196,1153470.679,0.7376119639004665,0.8615036201190517,-3.6869386704462883,-1.8850041413762613,-0.5293551566955861,-4.389024802915457,-0.4245848744625768,1.616674169187503,2.7870511836099645,6.51435441586753,-2.7195300734884613,-4.40727575504004,-3.706026248289156
ofi_10s,0,1,60.0,3,156246,109354,133727,-430990.9050307323,-234911.17263523425,-74414.49428178144,-515852.95749543514,-68293.29652872331,-508065.22473671986,-2004.3753931430697,249288.15795319964,863744.5886125092,1490805.042,0.6998835170180356,0.855874710392586,-4.0292449936054675,-1.8446472936298148,-0.4762649557862694,-4.717275614019013,-0.43708828724398263,1.5954850553178939,5.528106886656357,9.54139652855113,-2.820002157051907,-4.738987521264415,-4.047574230699155
ofi_10s,0,1,60.0,4,142750,93432,121217,-410876.0523825054,-213844.69628520342,-61378.68835413795,-482327.2183184751,-64315.76320830409,-480857.85483260936,-1943.7840636787128,226820.76290906547,1497391.8279908618,1968182.604,0.6545148861646235,0.8491558669001751,-4.485594532735095,-1.8521477374064976,-0.42997329845280524,-5.162334300009366,-0.45054825364836487,1.5889370431458176,10.489610003438612,13.787618942206656,-2.935888394973768,-5.1920630543080035,-4.50639879748035
ofi_10s,0,1,60.0,5,127324,77004,107617,-376380.1923897823,-191364.22045538397,-53007.38910954701,-435818.18223498104,-62405.48629760451,-437699.6918497408,-1222.9606862651021,205395.67988590326,2492211.9734626026,2392067.189,0.6047877854921303,0.8452216392824605,-4.97580053490445,-1.8661969433768268,-0.41631891167059637,-5.65968238318764,-0.49013136798721774,1.6131733207086116,19.573780068664217,18.787245051993338,-3.0093033865554197,-5.694387195258756,-4.991682316191982
ofi_10s,0,1,60.0,6,112460,62534,94557,-323436.2805898157,-160594.432497231,-39863.99063918804,-371826.61788033444,-53760.8840201621,-375269.4413909155,-791.9141985017038,183259.80068696442,4389157.64922409,2972467.992,0.5560554863951628,0.8408056197759203,-5.260166830681161,-1.7863875598552303,-0.35447261816813125,-5.9459912668361925,-0.47804449600001864,1.6295554035831799,39.02861149941393,26.431335514849724,-2.9249446255541147,-5.986944532472751,-5.272830568783661
ofi_10s,0,1,60.0,7,103235,52508,86323,-292139.782054149,-150525.61133209558,-40053.67123486242,-333063.2238894795,-56086.80350621695,-336688.7412470574,-960.3430509651733,169647.94666167314,9161981.03963037,3695981.565,0.5086259505012835,0.8361795902552429,-5.651719472349909,-1.831748610823252,-0.3879853851393657,-6.343094840585805,-0.5432925219762382,1.643318125264427,88.74878713256521,35.80163282801375,-2.8746111885905847,-6.385378534982123,-5.670008933974142
ofi_10s,0,1,60.0,8,94920,43661,78176,-247192.8280131906,-130842.40781615896,-27982.591661583607,-281243.9719392256,-44822.26756072977,-283692.284123286,-644.5896882198277,156607.47184391075,24329346.74966455,4813598.878,0.45997682258744205,0.8235988200589971,-5.749639174851483,-1.7616902350613866,-0.29480185062772446,-6.441537572186291,-0.4722109941079833,1.6498890839012932,256.31423040101714,50.71216685630004,-2.6447007586724673,-6.486583716802129,-5.76440268664049
ofi_10s,0,1,60.0,9,350723,157021,254601,-586818.3484151954,-408300.772953143,-87029.93201425357,-713410.8594580069,-75815.36851269336,-687258.6451857383,-4954.905813149635,605202.0904210651,261306889215.49506,7792100.43,0.44770659466302465,0.7259318607562093,-3.825196606920064,-1.6916888030806754,-0.24814435327667012,-4.543410495780863,-0.21616879563841937,1.7255842657056,745052.0473863848,22.21724959583489,-1.7125657468007383,-4.599988739772864,-3.8567522957333416
ofi_10s,4,-1,0.1,0,311409,22088,41803,-6469.489638500436,9281.288529287014,-27818.93215746469,-21474.399298759658,5944.279553911613,-15233.924550064728,-4694.303030949171,511488.0068502031,95930.98730070461,396631.326,0.0709292281212168,0.13423825258743324,-0.38089612633558656,0.134024460667584,-0.08933246038959917,-0.9722201783212449,0.01908833577035864,1.6424959036193658,0.3080546397204468,1.2736668689729584,-0.027016668235344633,-1.1141440781452694,-0.5934234276281061
ofi_10s,4,-1,0.1,1,227130,6895,24710,-2171.8083320519654,11241.853326080212,-8022.8444790961985,-6313.461867493588,-1081.3731579341113,-5708.462320817045,-1403.3032399683964,367889.11205181404,401621.2881813637,968163.753,0.030357064236340423,0.10879232157795095,-0.4029830793403866,0.3669515712699398,-0.03532269836259498,-0.9156579938351832,-0.0047610318228948675,1.6197292830177168,1.7682441253086942,4.262597424382513,-0.012233383225694384,-1.124847720849245,-0.6065078422074491
ofi_10s,4,-1,0.1,2,194064,4138,20253,-1442.1842988872302,10466.055960409936,-3696.682092563597,-3641.2290102602274,-3264.0380816653546,-3542.790422522444,-871.7227011130735,307944.69848463516,925393.0485638728,1510112.061,0.021322862560804682,0.1043624783576552,-0.43652206353002176,0.4287657117666488,-0.019048778199787685,-0.8799490116626939,-0.016819389900575864,1.5868203195061172,4.76849414916663,7.781515690699975,-0.009307899965409504,-1.1419322232830804,-0.6471848719188747
ofi_10s,4,-1,0.1,3,171666,2712,17294,-1128.968754005299,9694.92125353046,-1681.8850122379647,-2546.1088138496634,-4115.507639147529,-2610.7350134081385,-597.2858657717417,273896.02890981414,1813201.695881399,2039117.133,0.015798119604347977,0.10074213880442254,-0.504286413718768,0.47259449829596745,-0.00979742646906181,-0.9388306835728848,-0.023973924010273023,1.5955170442010307,10.56238099496347,11.878398360770333,-0.007966777078776804,-1.2140449358192833,-0.724524564814543
ofi_10s,4,-1,0.1,4,153093,1849,14893,-679.5804641962084,9040.038042121521,-426.9391248799348,-1651.9079366716749,-4648.6813682162965,-1729.6687684383905,-427.85770138113577,250029.78896273155,3177391.5119714118,2518010.084,0.012077626018171961,0.09728073785215523,-0.4555394614365649,0.5189991299349709,-0.002788756669997549,-0.8934061312448215,-0.030365081148166776,1.6331889045399304,20.754649213036597,16.44758469688359,-0.005501835251750299,-1.18413391370653,-0.6869389754339341
ofi_10s,4,-1,0.1,5,133227,1286,12544,-440.8766645492384,8026.438180428373,517.7078452564299,-1076.0906808048442,-3880.356770841358,-1141.9513995467412,-304.08187209387984,215420.3645681031,6027371.414533919,2987380.474,0.009652698026676274,0.09415508868322488,-0.43082788845197384,0.5518627375979251,0.0038859078509343443,-0.8367734687440468,-0.029125903689502564,1.6169422457017204,45.24136559806885,22.42323608577841,-0.004158651508697473,-1.151299011302834,-0.667283465507868
ofi_10s,4,-1,0.1,6,109378,847,9746,-351.7757072322391,6032.196233914104,780.0997669668685,-783.5195960494091,-3392.095750866462,-851.4419112974281,-209.06030697450007,168967.66334664074,9662069.784011606,3243277.93,0.007743787598968714,0.08910384172319845,-0.503319607121888,0.5309407176189312,0.007132145102002857,-0.9250526517702586,-0.031012596233853808,1.5448048359509292,88.33650079551286,29.652013476201798,-0.003897600131948281,-1.1877220250973526,-0.750144054553411
ofi_10s,4,-1,0.1,7,97207,618,8092,-215.58457687436092,5333.508745396565,786.9835686506033,-593.3591442720143,-2846.121058301545,-557.6407912761017,-83.80126216471773,155935.73856556622,21379411.791419256,3317613.786,0.0063575668418941024,0.08324503379386258,-0.4368423574018785,0.5711088414973512,0.008095955730046223,-0.9601280651650717,-0.02927897227876125,1.6041616196937074,219.93695712674247,34.1293711975475,-0.0027772544865530355,-1.1509231672487323,-0.5724431052412275
ofi_10s,4,-1,0.1,8,82982,431,6426,-135.77201757859922,4519.012202473518,714.7932390169309,-392.06680705244247,-2513.2781167685093,-366.3429859074174,-36.49703376129132,134960.88730248023,49596480.03770931,3551287.739,0.005193897471740859,0.07743848063435443,-0.403016282084917,0.61523874921779,0.008613834795701849,-0.9096677657829292,-0.030287027509200905,1.6263874973184573,597.6775690837688,42.79588029934202,-0.0020932252485912515,-1.1282100307441456,-0.4876961748025303
ofi_10s,4,-1,0.1,9,252484,2319,14161,-270.09262218080596,9821.05234325716,-1323.257700177196,-1748.9613084813273,-4024.3291540913974,-1267.255028492249,-454.89459636566033,430771.7532996939,176515067946.4977,4692962.158,0.00918474041919488,0.05608672232695933,-0.2044694360417447,0.605528164907645,-0.005240956655380919,-0.7541877138772434,-0.015938947236622508,1.7061348572570694,699113.876310965,18.587166545206824,-0.001877998693702595,-0.9695368646702793,-0.4006292447375879
ofi_10s,4,-1,0.5,0,311409,60747,90188,-44306.63163017028,-28005.823341556414,-82400.78360398696,-84206.09899151829,1667.780579506352,-66166.96926683138,-9522.553508000727,511488.0068502031,95930.98730070461,396631.326,0.19507143338824504,0.2896126958437296,-0.8173632875725596,-0.3985271581757708,-0.2646063010509875,-1.3861770785638514,0.005355595308762277,1.6424959036193658,0.3080546397204468,1.2736668689729584,-0.15944422810570752,-1.5506112393822424,-0.9741208806718192
ofi_10s,4,-1,0.5,1,227130,22476,52268,-15789.995199428626,-928.0417856773138,-26119.915563907227,-28581.121612177787,-5108.173064467865,-26361.54030349114,-3594.778843528035,367889.11205181404,401621.2881813637,968163.753,0.09895654471007793,0.2301237176947123,-0.7905269264739555,-0.1057554485665668,-0.1149998483859782,-1.271628475359396,-0.022490085257200126,1.6197292830177168,1.7682441253086942,4.262597424382513,-0.07822781314414047,-1.512391567982814,-0.9504654761949038
ofi_10s,4,-1,0.5,2,194064,13864,41540,-10159.233140794922,3387.721029017872,-13218.962829287957,-17178.416816204666,-8920.84624908123,-16793.455738533263,-2271.7590050727044,307944.69848463516,925393.0485638728,1510112.061,0.07144034957539781,0.2140530958858933,-0.8207779241773602,-0.006446773494995853,-0.06811651222940864,-1.2390664177874111,-0.04596857866003602,1.5868203195061172,4.76849414916663,7.781515690699975,-0.05863666182699997,-1.526188083930419,-0.9846382101751028
ofi_10s,4,-1,0.5,3,171666,9159,34665,-7514.865388576319,5290.042154311154,-7131.925097789962,-11927.74742520573,-10281.771913921602,-11904.05738136521,-1452.9739018995701,273896.02890981414,1813201.695881399,2039117.133,0.05335360525671944,0.20193282304008947,-0.9084897247053519,0.0646047066006391,-0.04154535608559623,-1.3022980047172978,-0.059894049572551365,1.5955170442010307,10.56238099496347,11.878398360770333,-0.04847120215171506,-1.6182482468058672,-1.0671286483760114
ofi_10s,4,-1,0.5,4,153093,6511,29400,-5413.709351758515,6184.3461465382525,-2240.198082488085,-8486.239081217554,-10745.093119932693,-8696.219458681398,-1167.8472640514049,250029.78896273155,3177391.5119714118,2518010.084,0.04252970416674832,0.19204013246849955,-0.9194712566055161,0.12235190974619906,-0.014632923010771787,-1.303369540964146,-0.07018670429041624,1.6331889045399304,20.754649213036597,16.44758469688359,-0.03910484053326093,-1.6480657088754813,-1.0988365252357426
ofi_10s,4,-1,0.5,5,133227,4246,24202,-3537.2469183057055,6671.241207558343,736.6066692972772,-5559.143833485134,-9382.309967852294,-5704.8496423400775,-708.7101580861166,215420.3645681031,6027371.414533919,2987380.474,0.031870416657284184,0.18165987374931508,-0.9210774654511789,0.18764834342444195,0.005528959364823026,-1.309266093614021,-0.07042348749016561,1.6169422457017204,45.24136559806885,22.42323608577841,-0.02935512259756435,-1.641548588302039,-1.0879898908129586
ofi_10s,4,-1,0.5,6,109378,2866,18654,-2493.382588810612,5179.822619309227,1914.9701667133545,-3776.323494163556,-8008.156242088855,-3909.3577782793254,-495.7442720106897,168967.66334664074,9662069.784011606,3243277.93,0.02620270986852932,0.1705461793047962,-0.9579869465494111,0.18967892244608273,0.01750781845264454,-1.317628574376677,-0.0732154203047126,1.5448048359509292,88.33650079551286,29.652013476201798,-0.025101854018272522,-1.6423893645248757,-1.1309612215008031
ofi_10s,4,-1,0.5,7,97207,2088,15052,-1777.7160671767087,5077.583692322329,2165.8200830604455,-2813.1923630701385,-6748.879105165466,-2867.828924486009,-335.78418356747795,155935.73856556622,21379411.791419256,3317613.786,0.021479934572613085,0.15484481570257286,-0.9393965838968912,0.24933614751012015,0.022280495057562168,-1.3473143501293767,-0.06942791265202575,1.6041616196937074,219.93695712674247,34.1293711975475,-0.02017817715984146,-1.6534773937437448,-1.100212763766373
ofi_10s,4,-1,0.5,8,82982,1490,11445,-1123.1444909730378,4443.663169638353,1578.1886361332643,-1863.0468561616187,-6627.694719048254,-1903.3074922066273,-238.42984785911625,134960.88730248023,49596480.03770931,3551287.739,0.017955701236412717,0.13792147694680773,-0.8417882489751931,0.3002624001431501,0.019018445399403054,-1.2503670175581334,-0.07986906460495354,1.6263874973184573,597.6775690837688,42.79588029934202,-0.015114898302921571,-1.566981997634422,-1.0018082810954054
ofi_10s,4,-1,0.5,9,252484,5670,23104,-3033.4340217961812,8454.695425953347,-5234.137662555485,-6356.639319404662,-10792.51906040735,-5646.208720407993,-1166.1500049552576,430771.7532996939,176515067946.4977,4692962.158,0.02245686855404699,0.09150678854897736,-0.6229971819746352,0.2779407646274821,-0.020730571689910986,-1.121100409066078,-0.04274535836095495,1.7061348572570694,699113.876310965,18.587166545206824,-0.013990565825146075,-1.3880646106031698,-0.8286673768521057
ofi_10s,4,-1,1.0,0,311404,88890,123198,-86061.58358723587,-72309.57554354904,-111813.04202157438,-146751.22292826502,-11442.456135443706,-113770.7173546408,-7377.897552101773,511479.095810251,95930.10117082429,396630.223,0.28544912717884163,0.39562112240048297,-1.0561807130974898,-0.6749379011310982,-0.35906103332511585,-1.650930621310215,-0.03674473075311719,1.6424936603584124,0.30805674034638053,1.2736837773439005,-0.30148586269680505,-1.789427543276696,-1.1391810230547603
ofi_10s,4,-1,1.0,1,227127,36198,73435,-34213.4591411818,-22359.739225226615,-36868.29053485539,-55680.736865703955,-9236.291904044034,-49530.99020305146,-3010.3071967225146,367885.561373022,401614.76939852507,968119.975,0.15937339021780766,0.3233213136262972,-1.0331754003310072,-0.3924834101617296,-0.1623245608617883,-1.538226887278412,-0.040665759262632946,1.6197350441516067,1.7682387800592843,4.262460979980363,-0.16466066624039327,-1.7550429224068105,-1.1163376522985886
