cov,bin_lab,tbin,tau_end_s,n_risk,d_fill,d_cancel,d_cens,S,h_fill,h_cancel,cif_fill,cif_cancel
dist,改善 <0,26,17782.794100389227,948.0,81,423,1,9.01230704667283e-6,0.000010984246216252998,0.00005736217468487677,0.04526296713386214,0.9547280205590912
dist,改善 <0,27,31622.776601683792,443.0,26,193,2,4.5469331932308614e-6,4.2502603891487915e-6,0.00003155000981175834,0.04526349726957077,0.954731955797236
dist,改善 <0,28,56234.13251903491,222.0,14,99,0,2.232503234514252e-6,2.5623563071794565e-6,0.00001811951960076901,0.045263784013105476,0.95473398348366
dist,改善 <0,29,100000.0,109.0,8,36,0,1.3313092682883152e-6,1.6769802505289127e-6,7.546411127380107e-6,0.04526394786655388,0.9547347208241779
dist,改善 <0,30,1000000.0,65.0,10,22,33,4.529196479743753e-7,2.290950744558992e-7,5.040091638029782e-7,0.04526422236331023,0.9547353247170418
dist,0 最良,0,1e-9,38410044.0,38753,4649626,0,0.8779387235276273,1008928.8103913652,121052347.66198131,0.0010089288103913654,0.12105234766198134
dist,0 最良,1,0.01,33721665.0,16,647,0,0.8779214624174864,0.000047447246747751505,0.0019186480403622014,0.0010093453681021558,0.12106919221441143
dist,0 最良,2,0.017782794100389226,33721002.0,15,743,0,0.8779017279959376,0.000057155133973138326,0.0028310843028027852,0.0010097358909560217,0.12108853611310626
dist,0 最良,3,0.03162277660168379,33720244.0,61,2610,0,0.8778321888930924,0.00013070842617708513,0.0055926064315113475,0.0010113240172284102,0.12115648708967895
dist,0 最良,4,0.056234132519034905,33717573.0,2480,125050,0,0.8745119635895234,0.0029885452323136436,0.1506925731051698,0.001075890462400928,0.12441214594807547
dist,0 最良,5,0.1,33590043.0,47116,2724912,0,0.8023426112190861,0.03204957776381571,1.8535588556659008,0.00230254878125107,0.19535483999966258
dist,0 最良,6,0.17782794100389226,30818015.0,50058,2832581,0,0.7272935172893837,0.020870521002595475,1.180978889529204,0.0036058016491728037,0.26910068106144314
dist,0 最良,7,0.31622776601683794,27935376.0,105928,5857964,0,0.5720244423567958,0.027398116647972818,1.515153509852215,0.006363621973460898,0.4216119356697429
dist,0 最良,8,0.5623413251903491,21971484.0,128871,8035340,0,0.35947037707116386,0.02383198772069426,1.4859675505862717,0.009718760020165555,0.6308108629086702
dist,0 最良,9,1.0,13807273.0,117930,5035752,2,0.22529499384956367,0.019515553672542395,0.8333374750921115,0.01278905091962798,0.7619159552308079
dist,0 最良,10,1.7782794100389228,8653589.0,98893,3163403,3,0.14036155355610663,0.014683643146260986,0.4697024135157336,0.015363716955739003,0.844274729488154
dist,0 最良,11,3.1622776601683795,5391290.0,78783,1969354,0,0.0870385656968478,0.010558549979784535,0.2639341309278473,0.017414822400597423,0.8955466119025544
dist,0 最良,12,5.623413251903491,3343153.0,58444,1263715,4,0.05261630269311911,0.007103107677185972,0.1535881137204002,0.018936405462082403,0.9284472918447981
dist,0 最良,13,10.0,2020990.0,40105,783034,3,0.031185932959441075,0.004534183971898754,0.08852811899393515,0.019980536499694713,0.9488335305408638
dist,0 最良,14,17.78279410038923,1197848.0,28016,475633,13,0.018073376791459303,0.00300518513736079,0.0510196038848631,0.02070993608869852,0.9612166871198418
dist,0 最良,15,31.622776601683793,694186.0,17712,285088,0,0.010189872237270832,0.0018435554796758474,0.02967341602246093,0.021171074241485132,0.9686390535212436
dist,0 最良,16,56.2341325190349,391386.0,9495,153361,7,0.00594982105186275,0.0009857301153768107,0.015921280276387898,0.02141828211841598,0.9726318968297208
dist,0 最良,17,100.0,228523.0,4479,108651,1,0.0030043637966811693,0.0004478334765126907,0.010863486281888894,0.02153489754355483,0.9754607386597636
dist,0 最良,18,177.82794100389228,115392.0,2384,46311,2,0.0017365223265544737,0.0002654598062039513,0.005156757166573486,0.021596968270832417,0.9766665094026127
dist,0 最良,19,316.22776601683796,66695.0,1473,26762,6,0.0010013410770752923,0.0001595855131120297,0.002899407672711568,0.02163532215716083,0.9773633367657635
dist,0 最良,20,562.3413251903492,38454.0,974,15909,6,0.0005616739317666616,0.00010292379161396499,0.0016811238201094138,0.021660687068582415,0.9777776389996505
dist,0 最良,21,1000.0,21565.0,530,9237,14,0.00030720369837001143,0.00005617354872498335,0.0009790095652314553,0.021674495732829393,0.9780183005688002
dist,0 最良,22,1778.2794100389228,11784.0,314,5231,5,0.0001626173123018781,0.00003424471210648322,0.0005704907293917636,0.02168268331176995,0.9781546993759278
dist,0 最良,23,3162.2776601683795,6234.0,195,2859,1,0.00008294565564511453,0.000022603053164399204,0.0003313955333180376,0.021687770401831532,0.978229283942523
dist,0 最良,24,5623.413251903491,3179.0,156,1469,2,0.000040533229457791966,0.000019945051611579366,0.00018781590267570567,0.021691841994745515,0.9782676247757963
dist,0 最良,25,10000.0,1552.0,90,730,0,0.000019117476780350335,0.000013249980877648708,0.00010747206711870619,0.021694192504185722,0.9782866900190336
dist,0 最良,26,17782.794100389227,732.0,49,340,1,8.951108403650019e-6,8.606889128631107e-6,0.00005972127150478727,0.021695473100716463,0.9782955757908796
dist,0 最良,27,31622.776601683792,342.0,19,150,1,4.521423717802718e-6,4.020012022533118e-6,0.0000317369370199983,0.021695971112604222,0.9782995074636777
dist,0 最良,28,56234.13251903491,172.0,5,93,0,1.9452636925430297e-6,1.18115261668156e-6,0.000021969438670277016,0.021696102549340204,0.9783019521869669
dist,0 最良,29,100000.0,74.0,3,32,1,1.0189476484749203e-6,9.326063638145485e-7,9.94780121402185e-6,0.021696181947858266,0.9783027991044929
dist,0 最良,30,1000000.0,38.0,16,13,9,1.3687356472051173e-7,5.306799336650083e-7,4.3117744610281924e-7,0.021696668609421717,0.9783031945170132
dist,1-2,0,1e-9,30063626.0,14714,4360279,0,0.8544755379806814,489428.6537492184,145035033.36556938,0.0004894286537492184,0.14503503336556942
dist,1-2,1,0.01,25688633.0,7,710,0,0.8544516885621183,0.00002724940910635482,0.0027638686379302746,0.0004896614932609924,0.14505864994462078
dist,1-2,2,0.017782794100389226,25687916.0,9,795,0,0.8544249452810517,0.00004501716029478917,0.00397651582603971,0.0004899608583475592,0.14508509386060084
dist,1-2,3,0.03162277660168379,25687112.0,17,2679,0,0.8543352688062313,0.00004781873697845055,0.00753567037442759,0.0004905263257332964,0.14517420486803553
dist,1-2,4,0.056234132519034905,25684416.0,914,113838,0,0.8505182974269306,0.0014459089944912486,0.18008685789375795,0.0005209285134135183,0.148960774059656
dist,1-2,5,0.1,25569664.0,14759,2423601,0,0.7694116471512785,0.013188529361461438,2.165711291345437,0.0010118539925955705,0.22957649885612602
dist,1-2,6,0.17782794100389226,23131304.0,15401,2473170,0,0.6866348390576706,0.008554867028816991,1.3737835523446087,0.0015241341812860499,0.3118410267610434
dist,1-2,7,0.31622776601683794,20642733.0,29544,4637579,2,0.5313933114358736,0.010341096226648692,1.6232619380478341,0.002506850019728356,0.4660998385443981
dist,1-2,8,0.5623413251903491,15975608.0,37352,4565952,1,0.3782745673689577,0.009499941653656446,1.1612839364263214,0.003749281831398288,0.6179761507996442
dist,1-2,9,1.0,11372303.0,35550,3203047,1,0.2705497790899435,0.007142589002740443,0.6435456618132425,0.004931774195628526,0.7245184467144282
dist,1-2,10,1.7782794100389228,8133705.0,35340,2551360,1,0.18450889654104383,0.005582678445984243,0.40303968534087037,0.006107281517420043,0.8093838219415364
dist,1-2,11,3.1622776601683795,5547004.0,33324,1894890,0,0.12037109576877249,0.004340733326559533,0.24682547632830373,0.0072157311360490795,0.8724131730951786
dist,1-2,12,5.623413251903491,3618790.0,29064,1365991,1,0.07396765091305349,0.003263296403403432,0.1533730222055277,0.008182481351120612,0.9178498677358261
dist,1-2,13,10.0,2223734.0,22663,864540,4,0.04445675580833143,0.002328624229748294,0.08883152237508671,0.00893631718774235,0.9466069270039265
dist,1-2,14,17.78279410038923,1336527.0,16922,535043,12,0.02609672014877527,0.0016268232206415748,0.05143720461185026,0.009499194405375732,0.9644040854458492
dist,1-2,15,31.622776601683793,784550.0,10757,324473,3,0.014945843567564633,0.0009906855562189596,0.02988293339063256,0.009857008382000983,0.9751971480504346
dist,1-2,16,56.2341325190349,449317.0,6556,177036,5,0.008838902188516492,0.0005928611195293547,0.016009420554758822,0.010075084919546408,0.9810860128919373
dist,1-2,17,100.0,265720.0,3549,119862,4,0.004733731451167089,0.00030517537252597446,0.010306827416654932,0.010193139638711256,0.9850731289101219
dist,1-2,18,177.82794100389228,142305.0,2118,55935,0,0.0028026165083709607,0.00019123626594076622,0.005050425181962586,0.010263594248272213,0.9869337892433571
dist,1-2,19,316.22776601683796,84252.0,1440,33329,5,0.0016460022450275591,0.0001234979131346327,0.0028583763519890097,0.010311496820656074,0.9880425009343166
dist,1-2,20,562.3413251903492,49478.0,887,18919,7,0.0009870623777218594,0.00007284616026898928,0.0015537502887587465,0.010341007053025061,0.9886719305692533
dist,1-2,21,1000.0,29665.0,597,12152,7,0.0005628067516214941,0.00004598812258427083,0.0009360932422848562,0.010360873756984738,0.989076319491394
dist,1-2,22,1778.2794100389228,16909.0,369,7439,2,0.00030290640168888076,0.000028041328554917347,0.0005653101439567213,0.010373156445141134,0.9893239371531701
dist,1-2,23,3162.2776601683795,9099.0,204,4257,0,0.00015439937257204407,0.000016199475799063643,0.0003380449435128134,0.01037994762064883,0.9894656530067792
dist,1-2,24,5623.413251903491,4638.0,138,2325,3,0.00007237938882461723,0.000012093535429549662,0.00020374978169349976,0.010384543137399598,0.9895430774737759
dist,1-2,25,10000.0,2172.0,69,1153,1,0.00003164827524244719,7.260285784151482e-6,0.00012132042766850231,0.010386843012061766,0.9895815087126959
dist,1-2,26,17782.794100389227,949.0,47,519,0,0.000012772696962968674,6.3635008212060345e-6,0.00007026929630225387,0.010388410418738683,0.9895988168842985
dist,1-2,27,31622.776601683792,383.0,13,225,1,4.825241074899277e-6,2.455706002619302e-6,0.000042502603891487916,0.010388844523472066,0.9896063302354532
dist,1-2,28,56234.13251903491,144.0,8,76,0,2.010517114541365e-6,2.2573138896580928e-6,0.00002144448195175188,0.01038911259242067,0.989608876890465
dist,1-2,29,100000.0,60.0,4,38,0,6.031551343624096e-7,1.5232570608970957e-6,0.00001447094207852241,0.010389246626894973,0.9896101502179708
dist,1-2,30,1000000.0,18.0,6,7,5,9.72830861874854e-8,4.3010752688172043e-7,5.017921146953405e-7,0.010389480106301823,0.9896104226106122
dist,3-5,0,1e-9,34081536.0,13750,4701678,0,0.8616427381676695,403444.2579113805,137953817.57441917,0.0004034442579113805,0.13795381757441919
dist,3-5,1,0.01,29366108.0,2,529,0,0.8616271578839639,6.810572923044552e-6,0.001801396538145284,0.00040350294071253123,0.13796933917532356
dist,3-5,2,0.017782794100389226,29365577.0,3,713,0,0.861606149441152,0.000013126446567138561,0.0031197188007899314,0.00040359096491425733,0.1379902595939338
dist,3-5,3,0.03162277660168379,29364861.0,13,2494,0,0.8615325905499095,0.00003198746781065584,0.006136672670751974,0.00040397240312173716,0.13806343704696877
dist,3-5,4,0.056234132519034905,29362354.0,760,133801,0,0.8575843823470868,0.0010516886354044607,0.18515393566546345,0.00042627186755902076,0.14198934578535427
dist,3-5,5,0.1,29227793.0,12581,2778503,0,0.775690068663572,0.009835209119183081,2.1720974519734164,0.0007954160281977902,0.22351451530823024
dist,3-5,6,0.17782794100389226,26436709.0,12958,2795487,0,0.6932863589246683,0.006297889609730489,1.3586717496092495,0.0011756218968534751,0.30553801917847834
dist,3-5,7,0.31622776601683794,23628264.0,25075,5135487,1,0.5418682388844459,0.007667849765533556,1.5704144681495764,0.00191135753184993,0.4562204035837042
dist,3-5,8,0.5623413251903491,18467701.0,29634,4898669,1,0.3972649155146018,0.006519914682991,1.077779035574436,0.0027808606619825456,0.5999542238234157
dist,3-5,9,1.0,13539397.0,28277,3535438,2,0.29270050670396364,0.004771978740150652,0.5966345430250996,0.0036105476004550147,0.7036889456955814
dist,3-5,10,1.7782794100389228,9975680.0,27915,2971512,2,0.20469308357802407,0.0035955027504808086,0.38273614791641514,0.004429613114154999,0.7908773033078209
dist,3-5,11,3.1622776601683795,6976251.0,26242,2354731,1,0.13483195899741754,0.002717936609708502,0.24388421579588104,0.00519959061127247,0.85996845039131
dist,3-5,12,5.623413251903491,4595277.0,22375,1728335,3,0.08346362233591184,0.001978408408940436,0.15282022335043882,0.005856105129839902,0.9106802725342482
dist,3-5,13,10.0,2844564.0,17854,1149517,7,0.049211226484287045,0.0014341177608240402,0.09233464467733664,0.006379967959681408,0.9444088055560315
dist,3-5,14,17.78279410038923,1677186.0,13559,715340,8,0.027824153540998636,0.001038752129050728,0.05480204646324565,0.006777810900936709,0.9653980355580646
dist,3-5,15,31.622776601683793,948279.0,9361,424767,0,0.015086083702431446,0.0007132644375209947,0.0323652596231685,0.007052478906130632,0.9778614373914378
dist,3-5,16,56.2341325190349,514151.0,5702,227562,9,0.008241652730395326,0.00045061411169568987,0.017983628285811043,0.007219786957962677,0.9845385603116419
dist,3-5,17,100.0,280878.0,3199,138597,3,0.004080986421326623,0.0002602335548440227,0.011274645201849643,0.00731365400303243,0.9886053595756409
dist,3-5,18,177.82794100389228,139079.0,2017,61218,0,0.002225485760891985,0.0001863411613359431,0.0056556436364222935,0.007372838708213053,0.9904016755308949
dist,3-5,19,316.22776601683796,75844.0,1242,33211,3,0.001214513536611251,0.00011832415579192086,0.003163980304352241,0.007409283357519548,0.9913762031058692
dist,3-5,20,562.3413251903492,41388.0,747,17106,5,0.0006905930772928747,0.00007333931584816594,0.0016794408793824986,0.007431205084014301,0.9918782018386928
dist,3-5,21,1000.0,23530.0,511,10263,28,0.00037419361247090525,0.000049650303503045755,0.000997184079944733,0.007446211592880463,0.9921795947946486
dist,3-5,22,1778.2794100389228,12728.0,319,5967,4,0.00018936090400067812,0.00003220796036769294,0.0006024605000439616,0.007455591426479254,0.99235504766952
dist,3-5,23,3162.2776601683795,6438.0,171,3110,2,0.0000928418538179494,0.000019194511342637154,0.00034909315950644183,0.007460621831106272,0.9924465363150757
dist,3-5,24,5623.413251903491,3155.0,131,1553,7,0.000043231927805121604,0.0000168895641815446,0.00020022513873235698,0.007464481035564514,0.9924922870366303
dist,3-5,25,10000.0,1464.0,61,773,2,0.000018587069439112433,9.52686405140699e-6,0.00012072567068422301,0.007466283597147639,0.9925151293334131
dist,3-5,26,17782.794100389227,628.0,31,331,1,7.86432977862048e-6,6.34764196521354e-6,0.00006777643517695748,0.007467201842809173,0.9925249338274121
dist,3-5,27,31622.776601683792,265.0,13,134,1,3.4936058562869806e-6,3.551257262767043e-6,0.00003660526717006029,0.007467588369414549,0.9925289180247291
dist,3-5,28,56234.13251903491,117.0,7,46,1,1.9042401019246633e-6,2.4413866961108987e-6,0.000016043398288728762,0.007467798285646257,0.9925302974742517
dist,3-5,29,100000.0,63.0,7,29,0,8.161029008248558e-7,2.538761768161826e-6,0.00001051772732524185,0.007468009867879804,0.9925311740292192
dist,3-5,30,1000000.0,27.0,10,8,9,1.6322058016497112e-7,4.938271604938272e-7,3.9506172839506174e-7,0.00746837258028017,0.9925314641991395
dist,6-10,0,1e-9,44288482.0,14882,5551857,0,0.8743072973239407,336024.16086421744,125356678.51519498,0.0003360241608642175,0.125356678515195
dist,6-10,1,0.01,38721743.0,2,565,0,0.8742944948982446,5.16505726511335e-6,0.0014591286773945212,0.00033606931933228147,0.12536943578242307
dist,6-10,2,0.017782794100389226,38721176.0,2,748,0,0.8742775604727206,6.636604174137913e-6,0.0024820899611275793,0.00033611447780034545,0.125386325049479
dist,6-10,3,0.03162277660168379,38720426.0,14,2689,0,0.8742165288031322,0.000026124763519322137,0.005017820650246945,0.00033643058707679346,0.12544704060979103
dist,6-10,4,0.056234132519034905,38717723.0,828,165702,0,0.8704564089597833,0.000868930391683008,0.17389312048630168,0.00035512619285528907,0.12918846484736143
dist,6-10,5,0.1,38551193.0,14366,3312257,0,0.7953438097065508,0.008514565659555988,1.96313724821272,0.0006794994689589948,0.20397669082449021
dist,6-10,6,0.17782794100389226,35224570.0,14343,3276633,0,0.721036092408857,0.005231891840459818,1.1952164440410915,0.0010033534226799646,0.27796055416846305
dist,6-10,7,0.31622776601683794,31933594.0,28411,5641548,4,0.593012753177917,0.006428404654803027,1.2764828208614518,0.0016448520809401452,0.40534239474114286
dist,6-10,8,0.5623413251903491,26263631.0,34274,6205580,2,0.4521216044689138,0.005302424579445211,0.9600460967997202,0.002418732885018634,0.5454596626460676
dist,6-10,9,1.0,20023775.0,31716,4795929,7,0.3431170344154486,0.0036190700345895602,0.5472569974750623,0.0031348561591648693,0.6537481094253865
dist,6-10,10,1.7782794100389228,15196123.0,32309,4245226,5,0.24653349364869265,0.0027318399173516953,0.3589488329870707,0.003864369212508236,0.7496021371387991
dist,6-10,11,3.1622776601683795,10918583.0,29912,3554276,3,0.16560517988067064,0.001979446147765364,0.23520653705184832,0.004539760046200296,0.829855060073129
dist,6-10,12,5.623413251903491,7334392.0,25949,2609421,4,0.10610044630335569,0.0014375437987471094,0.1445588260384015,0.005125669550974861,0.8887738841456694
dist,6-10,13,10.0,4699018.0,20815,1871355,11,0.06337655878830428,0.0010121252834262428,0.09099426902551604,0.005595657828257449,0.9310277833834382
dist,6-10,14,17.78279410038923,2806837.0,15915,1207314,14,0.0357567725418773,0.0007285426686427721,0.055267342975166805,0.005955009101086891,0.9582882183570357
dist,6-10,15,31.622776601683793,1583594.0,10379,738583,5,0.0188455527755995,0.00047356195953475395,0.033699278616346195,0.006189362179019013,0.9749650850453814
dist,6-10,16,56.2341325190349,834627.0,6536,391975,9,0.009847281003442707,0.0003181899175860887,0.019082388761598394,0.0063369433105381345,0.9838157756860191
dist,6-10,17,100.0,436107.0,3662,218994,9,0.004819664332814726,0.00019186432170207107,0.011473821755003647,0.006419631997336782,0.9887607036698484
dist,6-10,18,177.82794100389228,213442.0,2512,100521,5,0.0024930824433195783,0.00015122002279148222,0.0060512690728593095,0.006476355316141552,0.9910305622405388
dist,6-10,19,316.22776601683796,110404.0,1738,52558,13,0.0012669278262088662,0.00011375093952108532,0.0034398860065300357,0.0065156041875968785,0.9922174679861941
dist,6-10,20,562.3413251903492,56095.0,987,24864,8,0.0006830311006142894,0.00007149710036131584,0.0018011184431446373,0.0065378975637974835,0.9927790713355881
dist,6-10,21,1000.0,30236.0,672,14174,34,0.0003474713627103303,0.00005081052044688019,0.0010717088047828569,0.006553086580628378,0.9930994420566611
dist,6-10,22,1778.2794100389228,15356.0,365,7571,4,0.000167874336888448,0.00003054469459692327,0.0006335722816254961,0.006561346776498463,0.993270778886613
dist,6-10,23,3162.2776601683795,7416.0,263,3799,2,0.00007591134883168794,0.00002562766581238604,0.0003701882221340478,0.006567301051697608,0.9933567875994705
dist,6-10,24,5623.413251903491,3352.0,138,1594,8,0.000036640603259261557,0.00001674781272972133,0.0001934493731244623,0.006570430014104649,0.9933929293826359
dist,6-10,25,10000.0,1612.0,94,778,0,0.000016820128047055552,0.00001332377454010487,0.00011027549566171904,0.006572566624964681,0.9934106132469881
dist,6-10,26,17782.794100389227,740.0,41,364,3,7.595819503985141e-6,7.133420344640677e-6,0.00006333085379144406,0.006573500443854226,0.9934189037366417
dist,6-10,27,31622.776601683792,332.0,15,170,2,3.350421896017615e-6,3.2743697862022412e-6,0.0000371095242436254,0.0065738446652819,0.993422804912822
dist,6-10,28,56234.13251903491,145.0,17,61,0,1.548125979539174e-6,4.763710691278458e-6,0.000017093314833410936,0.00657423747336626,0.9934242144006541
dist,6-10,29,100000.0,67.0,3,30,1,7.798830122490576e-7,1.0307754547423956e-6,0.000010307754547423955,0.0065743073136360144,0.9934249128033517
dist,6-10,30,1000000.0,33.0,7,12,14,2.0996850329782323e-7,2.9914529914529915e-7,5.128205128205128e-7,0.006574517282139312,0.9934252727493573
dist,11-25,0,1e-9,89558861.0,18299,10471118,0,0.8828768378374084,204323.7240366422,116918838.43855494,0.00020432372403664223,0.11691883843855495
dist,11-25,1,0.01,79069444.0,2,867,0,0.8828671347215995,2.52942236447245e-6,0.001096504594998807,0.00020434605571859608,0.11692851922268194
dist,11-25,2,0.017782794100389226,79068575.0,5,1146,0,0.8828542828386351,8.125134361822278e-6,0.001862280795729666,0.00020440188492348068,0.11694131527644148
dist,11-25,3,0.03162277660168379,79067424.0,25,4840,0,0.8827999610222824,0.000022845826688222908,0.004422952046839955,0.00020468103094790365,0.11699535794676977
dist,11-25,4,0.056234132519034905,79062559.0,1101,323014,0,0.8791809444740483,0.000565823409096132,0.16600261822504814,0.00021697462186349157,0.1206020809040883
dist,11-25,5,0.1,78738444.0,18383,6171092,1,0.8100702504545696,0.00533450370094082,1.7907693582574273,0.0004222362778456349,0.18950751326758486
dist,11-25,6,0.17782794100389226,72548968.0,19216,5987877,0,0.7429960043948063,0.0034032684687255494,1.06048881081947,0.0006367990808993601,0.2563671965242944
dist,11-25,7,0.31622776601683794,66541875.0,40136,10129763,12,0.6294405176666121,0.004358163830115577,1.0999393739845291,0.0010849513206927742,0.3694745310126952
dist,11-25,8,0.5623413251903491,56371964.0,51374,12968121,12,0.48406686091766854,0.003702923336122735,0.9347132377576848,0.0016585854164714686,0.5142745536658602
dist,11-25,9,1.0,43352457.0,47309,10429115,17,0.36708870040333164,0.0024934151629514324,0.5496652534858955,0.002186830531004134,0.6307244690656644
dist,11-25,10,1.7782794100389228,32876016.0,51017,9349272,13,0.26212645209805197,0.001993885791208349,0.36539546815653734,0.002756478870729695,0.7351170690312185
dist,11-25,11,3.1622776601683795,23475714.0,48182,7490852,18,0.1779466485664185,0.001482964104034124,0.23055632029870543,0.003294472371456866,0.8187588790621249
dist,11-25,12,5.623413251903491,15936662.0,42742,5402020,9,0.11715114297550083,0.001089737910783231,0.13772836995950657,0.0037717239942030947,0.8790771330302963
dist,11-25,13,10.0,10491891.0,35275,3855794,18,0.07370391580057273,0.0007682066881300951,0.08397014142741012,0.004165600571204322,0.9221304836282233
dist,11-25,14,17.78279410038923,6600804.0,27428,2613201,33,0.04421884337905475,0.0005339035986149882,0.050867632266453466,0.004471859635380848,0.9513092969855647
dist,11-25,15,31.622776601683793,3960142.0,19222,1711642,16,0.02489202157796311,0.00035071403856629785,0.031229678410139173,0.0046864924249359965,0.9704214859971011
dist,11-25,16,56.2341325190349,2229262.0,13086,981109,24,0.013790743842086454,0.00023851329912804057,0.01788228216370264,0.004832611969342961,0.9813766441885707
dist,11-25,17,100.0,1235043.0,8404,584259,19,0.007172896133759122,0.00015547900935212515,0.010809139757860934,0.004926453481535864,0.9879006503847052
dist,11-25,18,177.82794100389228,642361.0,5888,295803,18,0.0038040295193640184,0.00011777664523256953,0.0059168962278753,0.00499220249832973,0.9912037679823065
dist,11-25,19,316.22776601683796,340652.0,4348,168759,42,0.0018708404144130682,0.00009222949377018591,0.003579704953809293,0.0050407592073497395,0.9930884003782374
dist,11-25,20,562.3413251903492,167503.0,2847,77469,19,0.0009737404151653364,0.00006906435628213548,0.001879292805346243,0.005072559143823895,0.993953700441011
dist,11-25,21,1000.0,87168.0,1930,42226,83,0.0004802455339060113,0.00005061409779225715,0.0011073735198838604,0.0050941291483720995,0.994425625317722
dist,11-25,22,1778.2794100389228,42929.0,1359,21604,13,0.00022332018717448964,0.00004068168253570341,0.0006467160187647804,0.005109334546020845,0.9946673452668048
dist,11-25,23,3162.2776601683795,19953.0,809,10412,6,0.00009771237663389073,0.000029300165980934,0.00037709929319342997,0.005118390487445615,0.9947838971359206
dist,11-25,24,5623.413251903491,8726.0,478,3935,7,0.00004827646742376063,0.000022266470285604154,0.0001833024279787706,0.005123745204101505,0.9948279783284749
dist,11-25,25,10000.0,4306.0,298,1920,3,0.000023400824550976084,0.000015818234550377554,0.00010191614206954666,0.00512708737794104,0.9948495117975081
dist,11-25,26,17782.794100389227,2085.0,154,892,13,0.000011624417295589514,9.519960599818578e-6,0.00005514158996778034,0.0051288211893342804,0.9948595543933703
dist,11-25,27,31622.776601683792,1026.0,95,402,12,5.9603629858757995e-6,6.729578949485587e-6,0.000028476744607296902,0.0051299038556510265,0.9948641357813632
dist,11-25,28,56234.13251903491,517.0,72,176,1,3.0984655599373717e-6,5.664044145202107e-6,0.000013845441243827372,0.005130734729097267,0.9948661668053429
dist,11-25,29,100000.0,268.0,16,102,2,1.7291062488040014e-6,1.3692198300198613e-6,8.728776416376616e-6,0.0051309204049360645,0.9948673504888152
dist,11-25,30,1000000.0,148.0,23,66,59,4.3045261046175555e-7,2.156586966713549e-7,6.188466947960619e-7,0.005131256012056085,0.9948683135353336
dist,26-50,0,1e-9,70280159.0,6086,6980500,0,0.9005894963897279,86596.27534422623,99323907.3349279,0.00008659627534422624,0.09932390733492791
dist,26-50,1,0.01,63293573.0,0,666,0,0.9005800200309735,0.0,0.001052239643036121,0.00008659627534422624,0.0993333836936823
dist,26-50,2,0.017782794100389226,63292907.0,0,916,0,0.9005669864804944,0.0,0.0018595372806507523,0.00008659627534422624,0.09934641724416132
dist,26-50,3,0.03162277660168379,63291991.0,19,4241,0,0.9005063719335068,0.000021690486963746485,0.004841545011223624,0.0000868666219152976,0.09940676144457783
dist,26-50,4,0.056234132519034905,63287731.0,398,228956,0,0.89724294733027,0.00025552182784860107,0.1469931045650862,0.00009252967114089767,0.10266452299858911
dist,26-50,5,0.1,63058377.0,6775,3992217,6,0.840342219626283,0.002454884085873628,1.446557930723861,0.0001889295714644071,0.15946885080225257
dist,26-50,6,0.17782794100389226,59059379.0,7524,3905103,0,0.7846703566060212,0.0016369083713671667,0.8495874258042313,0.0002959868241400262,0.21503365656983872
dist,26-50,7,0.31622776601683794,55146752.0,16290,6614299,10,0.6903252334904554,0.002134350027150241,0.8666193523775206,0.0005277734807330631,0.30914699302881155
dist,26-50,8,0.5623413251903491,48516153.0,22867,10480029,8,0.540881918574303,0.0019150818026933852,0.8776889329426227,0.0008531428152659059,0.45826493861043105
dist,26-50,9,1.0,38013249.0,21738,8178602,24,0.42420109941224116,0.0013066196647413008,0.49159638436344333,0.0011624479961419307,0.5746364525916169
dist,26-50,10,1.7782794100389228,29812885.0,26387,8045154,14,0.3093528594620096,0.001137235932030363,0.3467327929479593,0.001537903006228203,0.6891092375317622
dist,26-50,11,3.1622776601683795,21741330.0,29209,6594316,18,0.21510806180375747,0.0009707227757747562,0.21915343667554135,0.001953511959889567,0.782938426236353
dist,26-50,12,5.623413251903491,15117787.0,30264,5122163,13,0.1417951449006877,0.0008133973475928064,0.13766699042221822,0.0023841327366913544,0.855820722362621
dist,26-50,13,10.0,9965347.0,29120,3639654,22,0.08959275644756624,0.0006676731062553751,0.08345120507811817,0.0027984764797932453,0.9076087670726405
dist,26-50,14,17.78279410038923,6296551.0,25501,2425752,7,0.054714195931606334,0.0005203783099373944,0.04950036179315534,0.0031613268961792704,0.9421244771722144
dist,26-50,15,31.622776601683793,3845291.0,20061,1543762,12,0.03246270663384234,0.0003769541275442878,0.029007898800958314,0.0034467729644379183,0.9640905204017197
dist,26-50,16,56.2341325190349,2281456.0,14174,940919,18,0.018872689479362582,0.00025243321773253923,0.01675738752615233,0.003648454793482416,0.977478855727155
dist,26-50,17,100.0,1326345.0,8955,601347,22,0.01018857210422635,0.00015426846081379377,0.010359450151311272,0.0037758773991667244,0.986035550496607
dist,26-50,18,177.82794100389228,716021.0,6209,321663,20,0.005523074628689099,0.00011142083901874554,0.005772259839150708,0.0038642291761577783,0.9906126961951531
dist,26-50,19,316.22776601683796,388129.0,4421,204825,39,0.002545355006379727,0.0000823058492686357,0.003813231299807353,0.00392714315515967,0.9935275018384606
dist,26-50,20,562.3413251903492,178844.0,3084,86426,14,0.0012713752000697949,0.00007006827929494457,0.001963593095442568,0.003971037175075432,0.9947575876248548
