user,n,B,A_n,rate_per_s,n_days
0xf3f602af378305e77053b41805efed36a5512458,73379,0.6145451612918296,0.6674486262163352,0.11969470469806182,23
0xb65cedab8ef0c61fe3897051d8974abffedf031e,71275,0.4928104932668849,0.5265488388269453,0.010282972953729819,73
0xb2c3ff17659ed46003b74a873ed9ac400126aa4f,71255,0.9485891098195502,0.9820886113457059,0.11204916569159429,13
0x6fa109ac9a34c760d2fa8635bfe9ccbf9743b286,67765,0.7633873992049875,0.824722147777326,0.010176501684493279,65
0x249161f12ffea65f52f3b3c56592c92676357448,67528,0.5761249477061254,0.6033430857030186,0.03431956109444008,18
0x9b883651182137f33efda174f831d9918182afe0,66838,0.7189492387804586,0.7952101009032093,0.0058081927063380655,38
0x50e8db5da4198e49197743f8006b318cb6a08b49,66250,0.7325161065587544,0.820573400275889,0.012354082862673178,42
0x6392801cc088ca7ecf7436351fd6334d0f7ecffc,64689,0.33742800390480127,0.3694312189816821,0.02559073210620744,33
0x49342dc3bd40dd04c44c092d4a73687a1602cc4f,63830,0.6590097566360583,0.6731462471063614,0.06651886091898332,17
0xa0273bcc0a3f0acd195a302f72c86afbd632aaa3,63361,0.3383098908298977,0.3514133800542554,0.013029945083964004,50
0xb10b836f1f356011da24cc664e3ee83aab35dbdd,61496,0.3358791421556355,0.35424192360672446,0.014806750115929534,47
0xbcd420d13362532756c968f663f96ba95e240dd2,60227,0.8304007830294492,0.8566423456489516,0.1603702716833743,14
0xec7c3257d80aa80d06d996517020744e40a70b05,59063,0.7322087481566976,0.8036846172841163,0.00662958557465341,54
