coin,regime,name,h,n,fwd_bp,se,t,fwd_placebo_bp,fwd_all_bp,fwd_rv_bp
GOOGL,5,R5 高ボラ/下,60,551704,-0.35862111273909325,0.039618926557041245,-9.051762475764441,-0.018170537427010237,-0.0055364148581635445,3.111291291709883
GOOGL,6,R6 高ボラ/両建て,60,3112557,-0.018879069276434728,0.021818843989352667,-0.8652644148171867,-0.0213336434613784,-0.0055364148581635445,2.5498294987225023
GOOGL,1,R1 低ボラ/中立,300,3409240,-0.030847286951357356,0.05965041605261989,-0.5171344810763062,-0.05311463569294539,-0.02787690735742863,5.741632824230124
GOOGL,2,R2 低ボラ/上,300,468857,0.2905393330492606,0.1351837583153392,2.1492177512296116,-0.0168471120874554,-0.02787690735742863,7.845100586089825
GOOGL,3,R3 低ボラ/下,300,439366,-0.31907173931718313,0.12171226886024779,-2.6215248660227264,0.0017676492440888464,-0.02787690735742863,8.068126925839312
GOOGL,4,R4 高ボラ/上,300,569883,0.46820886149687363,0.11578429977551752,4.043802677950607,0.021255842507859595,-0.02787690735742863,7.131386480018473
GOOGL,5,R5 高ボラ/下,300,551678,-0.5266900405947339,0.12998490079845754,-4.051932473382969,-0.010461649363398984,-0.02787690735742863,7.303106189909755
GOOGL,6,R6 高ボラ/両建て,300,3112472,-0.03545784831169382,0.0930395768420767,-0.3811050040766971,-0.0504275477155202,-0.02787690735742863,6.234902676330547
AAPL,1,R1 低ボラ/中立,10,3526362,-0.0013831643148461863,0.002109245229491606,-0.6557626849200329,0.003575474365637771,0.0011155524453585139,0.5706169194483608
AAPL,2,R2 低ボラ/上,10,352772,0.12026444768724451,0.01402157487544259,8.57709984474539,0.0010951851567686086,0.0011155524453585139,1.056863988247022
AAPL,3,R3 低ボラ/下,10,346120,-0.12282513377372901,0.015872011972998284,-7.738472852886015,0.0008743400246790373,0.0011155524453585139,1.0767031483230216
AAPL,4,R4 高ボラ/上,10,491636,0.13581376355700575,0.011975413541553225,11.341049984265558,-0.002969631249761418,0.0011155524453585139,1.0717187534464434
AAPL,5,R5 高ボラ/下,10,476909,-0.11745869208586002,0.012415084420304976,-9.46096604013061,0.0008921833357018552,0.0011155524453585139,1.0936598518620304
AAPL,6,R6 高ボラ/両建て,10,3357988,0.0013019457287380858,0.0035761022373779643,0.36406837453637403,-0.0005124572220147641,0.0011155524453585139,0.7073378713282047
AAPL,1,R1 低ボラ/中立,60,3526362,-0.006331582795034413,0.010524281455357366,-0.6016166350065953,0.009444875348826393,0.0066812209401120246,2.003242534932158
AAPL,2,R2 低ボラ/上,60,352772,0.19426531841298736,0.03526087773014287,5.509372735974721,0.010548377867142158,0.0066812209401120246,3.157162255433666
AAPL,3,R3 低ボラ/下,60,346120,-0.21141289314827044,0.04837252255936764,-4.370516193130165,-0.001968021756874075,0.0066812209401120246,3.220825226359045
AAPL,4,R4 高ボラ/上,60,491627,0.27165813165549324,0.03791277454920564,7.165345583001788,0.012860392805670145,0.0066812209401120246,3.0316616870470763
AAPL,5,R5 高ボラ/下,60,476909,-0.1795501190163818,0.037204757745415026,-4.825998874794686,-0.012110189871824453,0.0066812209401120246,3.0615545002178792
AAPL,6,R6 高ボラ/両建て,60,3357947,-0.001690256911260263,0.01807535792351534,-0.09351167033109227,0.011681987565726085,0.0066812209401120246,2.1694545027924437
AAPL,1,R1 低ボラ/中立,300,3526362,0.00708709815975498,0.04669844172408477,0.15176305457104367,0.03164345438402619,0.03329708211260452,5.362812250642816
AAPL,2,R2 低ボラ/上,300,352772,0.3323739356297023,0.12464085234246836,2.666653263221098,0.06324419769649693,0.03329708211260452,7.836431179330534
AAPL,3,R3 低ボラ/下,300,346120,-0.1942449131613501,0.13750757143979783,-1.4126124920066123,-0.002031354668193559,0.03329708211260452,7.878102737820048
AAPL,4,R4 高ボラ/上,300,491606,0.35289900443542604,0.12172009075219456,2.8992666884703535,0.07288897809725861,0.03329708211260452,7.153649248461129
AAPL,5,R5 高ボラ/下,300,476893,-0.13040378324142332,0.13045234572503467,-0.9996277377509661,0.015822075986180812,0.03329708211260452,7.145178223822066
AAPL,6,R6 高ボラ/両建て,300,3357744,0.01127284507595793,0.0771913911942345,0.14603759436842367,0.030675765415687777,0.03329708211260452,5.440508582972097
