dt,day_type,kappa_売り,kappa_買い,t_half_売り,t_half_買い,n_売り,n_買い,asym
2026-05-22,立会日,0.5659523030068566,0.6076222891390466,1224.744871391658,1140.753380759091,935,761,0.03550689185933688
2026-05-23,閉場日,0.5756832440660195,0.6338816258589629,1204.0426531512094,1093.5764221960815,407,288,0.048115138956171026
2026-05-24,閉場日,0.5659523030068763,0.901036086658447,1224.7448713916156,769.2779355048123,269,143,0.22841611154674257
2026-05-25,閉場日,0.5951590195405737,0.5659523030069542,1164.642489161971,1224.7448713914468,626,355,-0.025154105352739754
2026-05-26,立会日,0.8688901508743,0.8530469685768176,797.7390970492193,812.5545558070644,1254,1166,-0.00920079027190757
2026-05-27,立会日,0.6551309452801283,0.8239122432273125,1058.0284530195129,841.2876325818963,2335,2101,0.11411519234776904
2026-05-28,立会日,0.8048765148957957,0.8944672772585393,861.1845018855897,774.9273765322956,2581,2351,0.052720798920367545
2026-05-29,立会日,0.868820975197188,1.0605638265500366,797.8020823186728,653.5739532210487,2576,1662,0.09938030567008137
2026-05-30,閉場日,1.2178582875557529,1.274048886330406,569.152575174485,544.0506938131632,695,1099,0.022549234322811168
2026-05-31,閉場日,1.726740577739248,1.7741652411782676,401.41945573985026,390.6891897957493,2734,5738,0.013546397958709839
2026-06-01,立会日,0.5659523030068888,0.7731988216937262,1224.7448713915883,896.4669385315096,2499,1367,0.15475961963080914
2026-06-02,立会日,0.6037262273091151,0.7459795783667476,1148.1151060724053,929.1782413273452,3408,1966,0.10539582067397227
2026-06-03,立会日,0.8001511694554274,0.7963192412943542,866.2702836911335,870.4388814573343,1941,1442,-0.002400250036124119
2026-06-04,立会日,0.8003774225686087,0.8081284227941274,866.0254037844609,857.7190963824398,4426,6119,0.004818757885067456
2026-06-05,立会日,0.836761175684039,0.8389478970984173,828.3691970219406,826.2100458887401,6286,6879,0.0013049529001758003
2026-06-06,閉場日,0.8014582819077867,0.8105736914249738,864.8574695507968,855.1316035700654,222,321,0.005654608387414109
2026-06-07,閉場日,1.1080921860748707,0.9237703152473862,625.5321844238664,750.3458047083058,5432,3723,-0.09071572053105711
2026-06-08,立会日,0.8919438844757599,1.114806481296389,777.1197290103062,621.764577251019,8248,9811,0.11105646253856638
2026-06-09,立会日,0.9183617948171588,1.0270901796617782,754.7648263154799,674.864967347073,11509,10681,0.05588849597469028
2026-06-10,立会日,0.9686641837550901,0.9977262366742885,715.5701554618391,694.7270960222793,13347,12580,0.014779391018825467
2026-06-11,立会日,1.1298440991582692,1.1707985041345992,613.4892248199004,592.0294494483816,14915,17430,0.017801289482213645
2026-06-12,立会日,1.1232250486396564,1.130711834179573,617.1044550534275,613.0184186697596,9632,10711,0.0033216482666329422
2026-06-13,閉場日,1.1288403425611562,1.078575213380463,614.0347350475633,642.6507599664637,1802,1547,-0.022771031510309177
2026-06-14,閉場日,1.2325854152781217,1.1307369143455093,562.352249157145,613.0048220907997,2827,1534,-0.043095476082956594
2026-06-15,立会日,1.1049435358951551,1.1161806092360291,627.3145713263995,620.9991264059552,5741,5392,0.005059182921182597
2026-06-16,立会日,1.0890380454865762,1.0974330642360948,636.4765523414299,631.6077063364531,6591,6631,0.003839528778673571
2026-06-17,立会日,1.1617257586769885,1.1384095016527398,596.6530191755877,608.873326824518,10576,10151,-0.010136906914294353
2026-06-18,立会日,1.11572871340087,1.13687568811246,621.2506429516836,609.694787052104,7935,9934,0.009387788951039594
2026-06-19,閉場日,1.2081067688013984,1.2094130939562755,573.7466582050417,573.1269026470495,7740,7281,0.000540357568515248
2026-06-20,閉場日,0.8549309686405792,1.070848872142409,810.763916602664,647.2875851969574,3143,2575,0.11211972362014207
2026-06-21,閉場日,1.0879499263590724,1.1505812693663136,637.1142209367524,602.4321784255173,5334,2825,0.027978767116062345
2026-06-22,立会日,1.1524134605963807,1.1097461015896877,601.4743876744008,624.5997886967358,9365,9071,-0.018861339279471902
2026-06-23,立会日,1.2807194774508943,1.305046455070691,541.217021796173,531.1283578195684,25894,25357,0.009408035473680161
2026-06-24,立会日,1.3376113490292525,1.381386218295646,518.197741909119,501.77652808433993,34644,35755,0.016099635318711104
2026-06-25,立会日,1.2435662182200484,1.232361721968183,557.3866293707887,562.4543288480437,23204,25904,-0.004525372515895415
2026-06-26,立会日,1.3062833866763686,1.2941144613980353,530.6254275525532,535.6150489278488,27719,28151,-0.004679639804864606
2026-06-27,閉場日,0.8547487887808173,0.8032836576788821,810.9367229491402,862.8921725643215,2300,2497,-0.03103988176577949
2026-06-28,閉場日,1.2290146136355364,1.1430687226133822,563.9861859520734,606.3915203411502,9370,7421,-0.03623223927624074
2026-06-29,立会日,1.3282770669011315,1.3242240885946728,521.8393043381052,523.4364685931253,31457,31759,-0.001527983615788886
2026-06-30,立会日,1.3723355567575388,1.3555828312424227,505.085785193957,511.3277953842629,30808,30985,-0.00614121213772775
2026-07-01,立会日,1.738086337969811,1.6349781235731586,398.7990508617289,423.9489022377477,41650,40730,-0.030568112638288195
2026-07-02,立会日,1.9660142702855463,1.930927075016842,352.5646742584614,358.97118515151567,61794,61091,-0.009003778132560465
2026-07-03,閉場日,1.7778291309930172,1.913680689274227,389.88402680339914,362.20628887822704,35079,35873,0.03680108272646421
2026-07-04,閉場日,1.0374002467668455,0.8978909306290626,668.1579364812844,771.9726712003901,6126,4520,-0.07208699019932706
2026-07-05,閉場日,1.3708659899248858,1.230192714043745,505.62723537836473,563.4460134961402,10389,8911,-0.05408308380987521
2026-07-06,立会日,1.810455098733966,1.8045500073763456,382.85797922029036,384.11081872717523,46278,47468,-0.00163349461046106
2026-07-07,立会日,1.9511430142062567,1.8424279068375162,355.2518578151569,376.21400464643057,57636,50280,-0.02865772372032742
2026-07-08,立会日,2.022954101604639,2.0738030282586264,342.64108121168476,334.239641637286,68228,71904,0.012411994424400916
2026-07-09,立会日,1.9402694618182332,1.920906724933991,357.24274086672204,360.84374719215964,57367,57496,-0.005014725033961445
2026-07-10,立会日,1.9709898849877132,1.9496269213265969,351.67465132083424,355.528113107734,54225,54152,-0.005448878254745639
2026-07-11,閉場日,1.293467202599198,1.192222578281761,535.8831078839233,581.3907513468781,7690,7517,-0.040730997526793
2026-07-12,閉場日,1.725738543911688,1.5330976581920075,401.6524911192753,452.12200074545706,13762,11411,-0.059113399315781454
2026-07-13,立会日,2.142311873327618,2.0835388532548427,323.55101476578716,332.677828146632,73131,73103,-0.013907973536089961
2026-07-14,立会日,2.2326637946072827,2.2499612759506604,310.4574823769866,308.07071569978586,77214,78478,0.003858783875766959
2026-07-15,立会日,2.0298556763707243,2.0398717673143967,341.47609053055015,339.79938924964347,62994,64164,0.002461120820072134
2026-07-16,立会日,1.96034515014052,1.9401575561447946,353.5842555634959,357.2633477986757,64163,64836,-0.00517563901781043
2026-07-17,立会日,1.968290204258839,2.002019805778474,352.1570036065644,346.22393776417107,59479,60574,0.008495457894815095
2026-07-18,閉場日,1.2997704658416067,1.438119060924377,533.2842996951242,481.98177702645313,8592,8163,0.050531109356405896
2026-07-19,閉場日,1.6456440314409098,1.6340787184846806,421.2011633846673,424.18224576274815,21039,20043,-0.003526308117505235
2026-07-20,立会日,1.923583129391097,1.9665409953458677,360.3416821290996,352.47024202202397,58879,60428,0.011042800840622364
2026-07-21,立会日,1.7231343192018325,1.7159614305965936,402.2595179237192,403.94100251947776,45675,47319,-0.0020856902881111476
2026-07-22,立会日,1.8417471898159596,1.8131960663819888,376.35305477867416,382.279222980239,54682,54924,-0.007811646154986028
2026-07-23,立会日,1.922878492638985,1.9634862662372432,360.4737290128994,353.01860393873216,64336,65383,0.010448780831884712
2026-07-24,立会日,1.890948079289839,1.8834161294737028,366.56066242724603,368.02657138355084,54392,54692,-0.0019955545886769523
2026-07-25,閉場日,1.447995420677473,1.5022626012533986,478.69431813233416,461.402146684338,11151,10862,0.018394045596191302
2026-07-26,閉場日,1.6189585342704969,1.6080052007671097,428.1438753156001,431.06028527101455,14234,13727,-0.0033943156486261135
2026-07-27,立会日,2.025668277438742,2.0307392162585187,342.1819792904896,341.3275200530257,59709,61051,0.0012501058701957406
2026-07-28,立会日,2.0342090671599524,2.026988117903343,340.7453008395436,341.9591730399073,75097,76467,-0.001778034635493081
2026-07-29,立会日,2.283857020826134,2.254696857394808,303.49850105636756,307.42366907844234,100298,101189,-0.006424990032894864
2026-07-30,立会日,2.079126328537342,2.107408300322253,333.3838694869359,328.9097706886041,80583,82550,0.0067554610894535825
2026-07-31,立会日,2.0207529086816436,2.065359253024873,343.0143179734537,335.6061080147579,71898,73293,0.010916573647014156
2026-08-01,閉場日,1.2629920405480193,1.2392747096561714,548.8135778426481,559.3168128734403,11993,11370,-0.009478338346586158
2026-08-02,閉場日,1.3850888541160715,1.5794293787968399,500.4351731710487,438.8592424898834,21266,23384,0.06555551675248458
2026-08-03,立会日,1.8493641064358584,1.8158784524602,374.8029812776004,381.7145257441363,63743,63490,-0.009135999442760997
2026-08-04,立会日,1.8336841595843587,1.8448681680409642,378.007944790809,375.7163750600061,64537,65815,0.003040328765372028
2026-08-05,立会日,1.7538247924988983,1.6777128697382313,395.22031135865626,413.1500689268519,55371,54566,-0.022180121640001823
2026-08-06,立会日,1.7463817815491334,1.7201576172035553,396.90472489073204,402.9556208769035,50703,50582,-0.007564940515320234
2026-08-07,立会日,1.804227074692358,1.7896983245084024,384.1795701575239,387.2983346231496,48546,48378,-0.004042585354494758
2026-08-08,閉場日,1.1319046060162872,1.2664372485183328,612.3724356944365,547.3205888178765,6304,6779,0.05609402272977915
2026-08-09,閉場日,1.152834047924872,1.2129635249411812,601.2549523564352,571.4493192147368,8639,8631,0.025416154664266215
2026-08-10,立会日,1.785319235015425,1.704881555279791,388.24831361737375,406.5661801068399,45842,43376,-0.02304671982176428
