band,n,sz_pl,sz_fl,szt,n_fill,n_rf_fill,n_canc,n_rf_canc,dt
3,868513,9157232066,47249250,2.3464349293553762e+19,6867,676,861646,180496,2026-07-09
4,927600,10542371929,24818207,3.7414372989473505e+19,5113,706,922487,157267,2026-07-09
5,1536505,14889546661,34221361,9.90720444195703e+19,6660,670,1529845,234501,2026-07-09
8,2002535,27482779368,5349209,8.614394389710504e+20,1020,13,2001515,153745,2026-07-09
6,1230345,13138792094,24432232,1.3634037703199013e+20,3674,192,1226671,168729,2026-07-09
-1,18,97101,0,53018478450995.0,0,0,18,1,2026-07-09
2,869135,8285462358,48922623,1.6477916080518394e+19,10169,1375,858966,215595,2026-07-09
7,970804,12551927923,8675642,1.413109351746694e+20,1404,84,969400,98924,2026-07-09
7,1306073,16346762451,13102362,7.961625139281587e+19,1843,75,1304230,98756,2026-07-10
3,343610,2661180748,10970092,3.351515495390179e+18,3361,439,340249,50825,2026-07-10
5,1393220,8104960031,41211135,2.4382716945701777e+19,8976,755,1384244,180587,2026-07-10
8,2688581,42173896382,8149159,1.1805612992969492e+21,2187,33,2686394,165933,2026-07-10
6,1338601,11920869286,49830448,4.22453405206551e+19,6391,243,1332210,126967,2026-07-10
2,263845,2006997001,10628017,2.1192845379113723e+18,3936,442,259909,36715,2026-07-10
4,595082,3231158062,18461525,7.061490598295643e+18,4886,684,590196,91845,2026-07-10
0,728340,8464925170,107626126,8.129460965082714e+18,27758,5689,700582,117764,2026-07-10
-1,64,1197343,166,1359570364439648.0,1,0,63,9,2026-07-10
1,274002,1746190328,24921009,2.88353075338565e+18,7554,1002,266448,38541,2026-07-10
7,226732,999626186,1372702,2.372069609335099e+19,280,9,226452,15633,2026-07-11
0,96557,141917010,7212987,5.312290736150053e+18,6097,1546,90460,19287,2026-07-11
6,260282,890837776,5024957,1.5729305471589e+19,1231,53,259051,27327,2026-07-11
3,45279,68363820,1384787,1.4087065265967762e+18,1103,181,44176,4644,2026-07-11
5,247906,533599222,3802179,1.3304682159172809e+19,2019,314,245887,27128,2026-07-11
2,37164,51130475,1245152,8.620615780984814e+17,1204,153,35960,3355,2026-07-11
8,411489,3176464841,567029,5.945851819224943e+20,197,12,411292,47354,2026-07-11
4,92013,155065904,2050578,3.730478643657987e+18,1509,227,90504,11600,2026-07-11
1,60700,61592370,2505629,8.122952252754144e+17,3138,520,57562,7808,2026-07-11
-1,10,105512,0,737260321029461.0,0,0,10,0,2026-07-11
0,139401,311810511,12831419,3.2160063815787433e+18,8591,1962,130810,23251,2026-07-12
4,105257,249526877,3122925,4.977573889642833e+18,2166,398,103091,12652,2026-07-12
7,245948,1250483855,1525143,2.487537431359268e+19,587,14,245361,19159,2026-07-12
6,291616,1200153633,6863453,1.897638580522956e+19,2121,78,289495,36836,2026-07-12
1,77466,146146280,3389934,1.87398577676592e+18,3293,493,74173,8703,2026-07-12
8,461471,4200671506,495950,6.12390170143624e+20,233,6,461238,24233,2026-07-12
5,267532,751415075,5589019,1.5056804580068635e+19,2805,423,264727,33130,2026-07-12
3,64417,150961378,1804767,1.7727543320042286e+18,1706,298,62711,7123,2026-07-12
2,52882,123811983,1924324,2.133005632255442e+18,1817,288,51065,5159,2026-07-12
-1,12,62037,0,759579543304866.0,0,0,12,2,2026-07-12
3,492580,3752771958,12128760,5.183616871697222e+18,4187,681,488393,78014,2026-07-13
6,1677313,15413720695,40177392,3.988420333102936e+19,8297,308,1669016,177474,2026-07-13
-1,49,415978,32153,201483964052151.0,6,0,43,10,2026-07-13
8,2479860,48170692471,8107207,1.1640519255524209e+21,1893,33,2477967,125196,2026-07-13
4,768397,4535663249,17626059,7.672223570890319e+18,5633,939,762764,125911,2026-07-13
1,370101,2541065291,23753171,2.560000062644455e+18,7104,1215,362997,60049,2026-07-13
0,995359,11257242748,128328948,1.1482225115944167e+19,31741,6884,963618,174870,2026-07-13
5,1665340,10394135409,32500230,2.4314176933088846e+19,7895,942,1657445,235513,2026-07-13
7,1495491,19511696406,12382257,7.293701171483625e+19,2550,93,1492941,121525,2026-07-13
2,377957,2895864580,11542949,2.5098049767061827e+18,3856,622,374101,55338,2026-07-13
8,1910818,44005380723,5996550,1.0923969234598688e+21,1824,35,1908994,97065,2026-07-14
7,1436519,18737281714,12280192,8.074757504948861e+19,2384,70,1434135,111779,2026-07-14
5,1668184,10694493187,32988474,2.5867733879351087e+19,7312,856,1660872,206630,2026-07-14
1,343901,1972703751,19345613,2.521475059784249e+18,6084,872,337817,52399,2026-07-14
6,1633937,15847882722,38074150,4.52978628441241e+19,7502,231,1626435,148689,2026-07-14
4,743798,3956006072,14878042,7.201204079918257e+18,5139,719,738659,107245,2026-07-14
0,1049272,9378153522,142420920,9.720149460910916e+18,30765,5982,1018507,169491,2026-07-14
2,369432,2277371640,10261198,2.2978976732870403e+18,4154,557,365278,50202,2026-07-14
3,480697,2986029601,10931820,3.3638426905993795e+18,3989,585,476708,68902,2026-07-14
-1,11,25747,0,10261686736973.0,0,0,11,1,2026-07-14
7,1249035,21624761373,14087094,8.422909607482419e+19,1548,56,1247487,82836,2026-07-15
1,347123,2023600271,18848015,2.761016869539138e+18,5557,839,341566,54249,2026-07-15
5,1525576,12806080835,35883740,3.279961739231962e+19,5751,573,1519825,180425,2026-07-15
4,691338,4586757154,17234459,9.538913442266663e+18,3839,512,687499,98314,2026-07-15
6,1456173,18266628443,30547294,5.058554046224562e+19,4582,172,1451591,127744,2026-07-15
2,378460,2455601502,11271971,3.4590250847418e+18,3728,439,374732,58267,2026-07-15
0,893737,7647758558,123905130,1.4609342694779881e+19,25902,4767,867835,135962,2026-07-15
8,1632492,44998977969,10141040,1.0624300000916412e+21,2290,25,1630202,76218,2026-07-15
3,456285,3251064123,11931899,4.741008275987418e+18,3177,382,453108,66993,2026-07-15
-1,53,538949,0,149132335589719.0,0,0,53,5,2026-07-15
6,1739798,27673506181,55170949,4.611541911035185e+19,8107,195,1731691,163397,2026-07-16
5,1946335,20436289065,47185513,2.946611928338777e+19,8205,847,1938130,237879,2026-07-16
0,1288020,13145324263,151472504,9.834862748406634e+18,29208,5429,1258812,190698,2026-07-16
-1,43,1494646,0,1784427442531584.0,0,0,43,5,2026-07-16
8,2213704,66558065280,13106402,1.4377251764356467e+21,2268,74,2211436,136010,2026-07-16
2,477449,4469104591,12704191,3.0393128031224847e+18,3327,447,474122,61920,2026-07-16
3,599443,5719618112,14717928,4.3772554544688814e+18,3449,507,595994,83063,2026-07-16
4,870851,7310978108,23168972,8.676018877877812e+18,4934,681,865917,123945,2026-07-16
7,1602193,34157177382,16096903,9.110794122325649e+19,1940,83,1600253,112324,2026-07-16
1,386043,3309258248,20108219,4.193882206000256e+18,5118,653,380925,48420,2026-07-16
5,2443411,25741705512,71517480,2.7258118363507606e+19,12068,1143,2431343,344805,2026-07-17
4,1089782,10109865430,32542360,8.243557489444641e+18,6964,862,1082818,159401,2026-07-17
2,651376,5868716349,25730492,3.2535792937964037e+18,6118,739,645258,89106,2026-07-17
3,814557,7667104290,23803164,4.559294946065955e+18,5152,651,809405,116327,2026-07-17
6,2242659,35457911739,69744191,4.4712135342264e+19,9638,367,2233021,287669,2026-07-17
1,508636,4292121034,39134976,2.9624100827096904e+18,10081,1348,498555,72200,2026-07-17
-1,6,93295,6940,13216860287415.0,2,0,4,1,2026-07-17
8,2959933,91734246346,18267217,1.3879784940496573e+21,2598,74,2957335,301375,2026-07-17
7,2073496,44256982535,31556225,8.91078970701783e+19,3673,170,2069823,264214,2026-07-17
0,1641196,16571953437,298016036,1.18199971351475e+19,47459,9760,1593737,248890,2026-07-17
0,143968,295284845,7713596,4.5745997379337206e+18,5726,1041,138242,15601,2026-07-18
-1,20,732404,0,2.3725271645573018e+17,0,0,20,1,2026-07-18
5,207517,1676226070,3286392,2.117798829256754e+19,1266,184,206251,17546,2026-07-18
7,100880,1579364291,599075,5.6772588414742856e+19,105,2,100775,4448,2026-07-18
6,186482,2576157428,4719751,3.4471057756081955e+19,679,15,185803,10982,2026-07-18
1,65454,206321233,2464427,1.7482460854982907e+18,2070,255,63384,5090,2026-07-18
4,87016,316855956,1807064,4.844177371828475e+18,924,158,86092,9609,2026-07-18
2,47811,142520975,1588927,2.5405900175527204e+18,908,139,46903,3780,2026-07-18
8,154769,3740579973,322435,8.218437964415426e+20,44,0,154725,18012,2026-07-18
3,46126,137074689,1261780,1.8872927775275802e+18,711,122,45415,5241,2026-07-18
6,345423,4603221066,7360626,3.476759588169118e+19,1140,36,344283,30994,2026-07-19
5,414274,3194709908,7453805,2.2702425077856305e+19,1982,245,412292,46553,2026-07-19
0,290850,1483088335,19710460,7.433965835221502e+18,8574,1689,282276,35007,2026-07-19
-1,10,435428,0,1020699711828921.0,0,0,10,0,2026-07-19
7,233596,3843964904,1167837,6.258004323499773e+19,233,3,233363,21359,2026-07-19
3,118262,669144017,2817793,2.246946923059979e+18,1328,209,116934,14919,2026-07-19
1,112807,530066886,5833178,2.2854779736562785e+18,2814,308,109993,10218,2026-07-19
4,176111,849403852,4853542,5.851173602705427e+18,1913,295,174198,22073,2026-07-19
8,360023,8317971395,324378,9.549345056425154e+20,177,7,359846,49160,2026-07-19
2,109802,580854504,2782007,1.8836643096931743e+18,1471,245,108331,11524,2026-07-19
5,2070488,17764307303,32587713,2.9275895062243783e+19,7792,823,2062696,269866,2026-07-20
0,1591078,15717171115,138738709,9.170994069421663e+18,29092,6246,1561986,225004,2026-07-20
4,985781,7773424901,18596119,8.549932437243086e+18,4742,668,981039,138713,2026-07-20
7,1460254,29484535915,15570839,9.81374656960066e+19,2248,64,1458006,185885,2026-07-20
2,683420,6340822602,11468436,3.474173054462455e+18,4228,482,679192,92074,2026-07-20
-1,16,125747,0,42555010587172.0,0,0,16,0,2026-07-20
8,1962528,60881286905,7529706,1.3128428049075845e+21,1637,15,1960891,174469,2026-07-20
3,831078,7742789204,12699552,4.730846736026786e+18,3600,477,827478,115040,2026-07-20
1,516822,4344464976,20724253,3.125383529743185e+18,7094,893,509728,69856,2026-07-20
6,1665148,23566261914,37558831,4.344101017709526e+19,6084,197,1659064,195650,2026-07-20
6,1312252,15485300768,46981254,5.94170215400356e+19,7169,269,1305083,137932,2026-07-21
7,1185215,21608994623,17956359,9.220843519209737e+19,2627,74,1182588,106945,2026-07-21
8,1790980,48294263140,11563647,1.2904681636511484e+21,2086,35,1788894,141372,2026-07-21
4,742366,5490054837,26706332,2.1009060217293373e+19,6412,715,735954,95321,2026-07-21
0,1264392,11956170830,227394367,4.667146875794319e+19,34810,6606,1229582,165417,2026-07-21
2,559176,4814747346,23029292,2.1694266363317453e+19,5965,569,553211,69780,2026-07-21
3,654323,5737044526,18757771,1.026675594231581e+19,4733,517,649590,84286,2026-07-21
5,1594345,12246705545,50896584,5.39277278865783e+19,10364,1079,1583981,186863,2026-07-21
1,471558,3553447371,40627623,4.164244304762419e+19,10281,1154,461277,58709,2026-07-21
-1,2,12012,0,998334558888.0,0,0,2,0,2026-07-21
-1,8,139368,0,32434081132469.0,0,0,8,1,2026-07-22
1,498708,3952335862,41495715,3.302139711723475e+18,10127,1271,488581,59613,2026-07-22
4,846678,6205154656,28886700,8.359319480266702e+18,5825,685,840853,103276,2026-07-22
0,1405675,13678168768,300720321,1.3905301805160165e+19,37219,7132,1368456,176892,2026-07-22
2,618540,5418636559,23152658,3.5537351611044787e+18,4936,549,613604,73846,2026-07-22
5,1792493,13300528380,54529638,2.909602760635802e+19,9811,829,1782682,208121,2026-07-22
8,2165394,57874416615,23103327,1.1783727965565283e+21,1990,56,2163404,273513,2026-07-22
6,1416323,16656430757,47984376,3.920127644181587e+19,7237,200,1409086,143420,2026-07-22
7,1319499,24235378843,22189243,8.801526209971685e+19,2583,81,1316916,105617,2026-07-22
3,737680,6499294713,19405347,4.695565132833898e+18,4177,513,733503,90244,2026-07-22
6,1648588,19137742302,39638114,4.165567696614265e+19,7201,241,1641387,182945,2026-07-23
5,2224759,17526643310,41804344,3.1256343913933996e+19,9528,838,2215231,273553,2026-07-23
4,1117046,9508709069,25960513,1.0373623605199e+19,5735,651,1111311,147123,2026-07-23
8,2910133,83316341109,8806589,1.153605897589649e+21,2171,61,2907962,314674,2026-07-23
0,1715782,18355753255,235808485,1.1952757588551154e+19,40084,7337,1675698,223853,2026-07-23
2,807697,7478872636,23462695,4.706119202634231e+18,5909,676,801788,116690,2026-07-23
-1,13,63981,3949,32241349777594.0,2,0,11,2,2026-07-23
3,979412,9273865435,20943597,5.892769468915977e+18,4859,549,974553,136026,2026-07-23
7,1689824,30278966621,16650891,9.166918055564719e+19,2415,117,1687409,175487,2026-07-23
1,574819,5012312498,42230893,3.68974208387742e+18,10099,1420,564720,80251,2026-07-23
3,829705,7782092775,18600876,5.795234870808008e+18,4083,553,825622,110126,2026-07-24
8,2751848,82535254788,12912585,1.1737037982320038e+21,2460,107,2749388,270791,2026-07-24
7,1669939,31630460898,17566091,9.294379995173306e+19,2433,111,1667506,164855,2026-07-24
2,658577,6128254568,20307092,3.951294093045492e+18,4671,582,653906,87053,2026-07-24
5,2013094,17654487828,40342295,2.8498071310413763e+19,7453,733,2005641,250732,2026-07-24
0,1457511,15213486730,220166799,1.6684407474601593e+19,32277,6555,1425234,197886,2026-07-24
6,1588086,20824189909,45208579,3.850143141867317e+19,5436,245,1582650,179592,2026-07-24
1,491282,4203890192,33362335,3.6843208912162125e+18,7942,1083,483340,66079,2026-07-24
4,1013069,8645022623,23900537,1.0044850727520086e+19,4996,616,1008073,137373,2026-07-24
8,286860,6017953920,412906,6.882508524014869e+20,171,8,286689,45290,2026-07-25
3,68276,380225244,1719977,3.4556237704954537e+18,790,103,67486,8282,2026-07-25
5,247423,1534270747,3617146,2.023940115298266e+19,1037,88,246386,26360,2026-07-25
6,160634,1842606052,5279492,2.9694366103709516e+19,715,14,159919,15059,2026-07-25
2,62205,297211147,1933581,2.954114383667566e+18,1101,123,61104,6223,2026-07-25
1,69668,267730677,4088046,2.5573370808860017e+18,2843,302,66825,5414,2026-07-25
0,116389,506340909,10749323,6.730330928815158e+18,6373,1252,110016,12649,2026-07-25
4,107250,597520897,2442724,6.022743322248657e+18,747,92,106503,13654,2026-07-25
-1,11,194081,0,33615293611690.0,0,0,11,2,2026-07-25
7,156030,1940763118,779210,6.174418956557653e+19,160,16,155870,12018,2026-07-25
1,102285,432139477,6209078,3.7039795311117025e+18,3139,315,99146,8898,2026-07-26
-1,5,126043,0,7536339845545407.0,0,0,5,0,2026-07-26
8,373521,6308362700,630210,6.389368308272912e+20,272,8,373249,54955,2026-07-26
4,170993,935305928,3764454,6.882961082740992e+18,1364,146,169629,19346,2026-07-26
7,227094,2529063172,1400586,5.668641450495975e+19,324,17,226770,17576,2026-07-26
0,210118,941206417,19151205,6.632666049379561e+18,7940,1602,202178,22097,2026-07-26
6,236698,2491979656,8702479,2.7151677229135135e+19,1185,36,235513,22988,2026-07-26
2,109322,554901438,3581651,3.1558534621501286e+18,1200,158,108122,11771,2026-07-26
3,130772,723601704,3645377,7.879669586795624e+18,1175,147,129597,15929,2026-07-26
5,374700,2251414966,6213537,1.9572990721317364e+19,1860,138,372840,42695,2026-07-26
4,1175429,9647165196,31163271,1.2295133599886027e+19,6259,627,1169170,152809,2026-07-27
0,1460526,13828359426,288346305,2.0200660443635646e+19,41144,7904,1419382,181333,2026-07-27
6,1969834,25517222396,49768646,4.94397278831011e+19,6348,362,1963486,272852,2026-07-27
-1,14,54260,0,4888286175992.0,0,0,14,5,2026-07-27
1,540334,4050059677,47691538,3.89885813989841e+18,9252,1192,531082,66043,2026-07-27
2,683265,5636736997,27546015,4.204418311208319e+18,5546,620,677719,80015,2026-07-27
8,2869027,87074304271,19164800,1.2280838694290963e+21,2468,145,2866559,201113,2026-07-27
7,1861681,34570869189,20330961,9.3386960949273e+19,2703,156,1858978,208061,2026-07-27
5,2424351,20972556278,57292694,2.9849100096678105e+19,9813,883,2414538,318213,2026-07-27
3,891875,7594017163,22388091,5.391624004164714e+18,4827,569,887048,108166,2026-07-27
8,3799499,115647441597,33472208,1.5663404913469237e+21,4582,230,3794917,278550,2026-07-28
1,630930,5695495947,62092264,4.3098269708048097e+18,9806,1408,621124,75618,2026-07-28
0,1746077,19424995989,379046300,2.1229853345720127e+19,51532,8412,1694545,209614,2026-07-28
-1,2,1357,0,728131891416.0,0,0,2,1,2026-07-28
6,2772449,39979587061,67422954,4.975593578580009e+19,8544,609,2763905,443470,2026-07-28
3,1091530,10618887579,34187550,6.056416247869275e+18,5388,576,1086142,126103,2026-07-28
5,3293954,33698352537,80741517,5.185452865469901e+19,11725,1080,3282229,448228,2026-07-28
7,2491726,44094926946,27254218,9.376465496807685e+19,3949,318,2487777,321931,2026-07-28
4,1588051,14793863636,43645097,2.0556843641737572e+19,7099,720,1580952,206255,2026-07-28
2,792393,7535435385,32354864,5.395022275713926e+18,5639,618,786754,87636,2026-07-28
2,919903,9893519480,41372814,4.65543909239599e+18,6201,672,913702,106188,2026-07-29
0,2283725,26292955066,539836594,1.9157779150001037e+19,67723,12487,2216002,261062,2026-07-29
1,764367,8220060463,94207624,5.549834153478547e+18,14339,2355,750028,100765,2026-07-29
7,3198935,58235295910,53072840,9.58004979902698e+19,6245,361,3192690,337274,2026-07-29
5,3988499,48069709398,103880651,4.3329369895956e+19,14511,1086,3973988,522083,2026-07-29
3,1253332,14127740734,41160242,6.608661712404769e+18,6354,623,1246978,141084,2026-07-29
8,5514261,172290375983,72745276,2.551878072027763e+21,8890,400,5505371,392077,2026-07-29
4,1829954,20673808214,57310719,1.2119226751608013e+19,8342,725,1821612,228256,2026-07-29
6,3621003,54202933547,89348191,5.260107835892879e+19,10856,677,3610147,483002,2026-07-29
-1,13,165247,24,40704122718931.0,1,0,12,1,2026-07-29
8,3833718,115831666720,39544033,1.805742958508803e+21,3775,214,3829943,273632,2026-07-30
5,2784502,32192278244,73952657,3.503255635816193e+19,11206,842,2773296,314361,2026-07-30
4,1382311,14219841781,46002715,1.257837465638787e+19,7548,652,1374763,156507,2026-07-30
6,2258594,33942368876,74459742,4.85865236659262e+19,8247,476,2250347,229819,2026-07-30
3,987115,9434337410,34755391,6.777886510562134e+18,6282,537,980833,103390,2026-07-30
0,1457177,12788567078,369478794,1.576716095146722e+19,74643,12520,1382534,147721,2026-07-30
2,700083,6380925433,32857936,4.572812186434679e+18,7018,698,693065,70011,2026-07-30
7,2247311,43099623991,25666682,1.072233092523998e+20,3748,226,2243563,182219,2026-07-30
1,659781,5612008398,77008775,5.594187805077956e+18,21275,3034,638506,73255,2026-07-30
5,2788735,33296223247,79296454,4.356048596466856e+19,11864,999,2776871,349916,2026-07-31
2,623708,6426366172,29962164,5.415557058922594e+18,6207,747,617501,66995,2026-07-31
8,4355972,143319804382,68661395,3.0826917169345127e+21,5677,239,4350295,319192,2026-07-31
4,1326081,14824976342,45890967,1.6907284789522735e+19,7133,699,1318948,169138,2026-07-31
7,2391047,50983122542,37540567,1.133962535537296e+20,4836,263,2386211,197541,2026-07-31
1,569110,5422355843,62192366,6.954581299864451e+18,18196,2336,550914,66584,2026-07-31
0,1457229,16433851290,378336550,1.5381821751861412e+19,73270,12432,1383959,168055,2026-07-31
6,2297969,34165402628,76807434,5.568227415037793e+19,8424,501,2289545,236594,2026-07-31
3,909110,9489144966,32650130,9.267934679184486e+18,5579,599,903531,106708,2026-07-31
8,331352,6698144525,1230589,9.134595811111667e+20,608,8,330744,28110,2026-08-01
-1,60,1372510,0,5055429492340867.0,0,0,60,1,2026-08-01
1,86442,352288149,4337751,4.295893745288286e+18,4819,317,81623,7350,2026-08-01
3,95212,713690054,2111216,4.543365294937598e+18,820,107,94392,13850,2026-08-01
5,316843,3007751222,4435738,2.0713514502248247e+19,1407,93,315436,46084,2026-08-01
0,88752,375593863,10850798,7.090745328226851e+18,13023,1184,75729,8353,2026-08-01
2,61989,458641757,3686682,2.983506290649208e+18,2261,124,59728,7394,2026-08-01
7,181241,1196220039,2319089,4.2716537903695135e+19,485,20,180756,13149,2026-08-01
6,187472,1761119999,8589212,2.148537364439788e+19,1037,20,186435,20008,2026-08-01
4,155381,1154698055,3630826,8.272202031534594e+18,935,81,154446,20932,2026-08-01
2,131409,906924857,5079669,2.733777807110094e+18,2512,229,128897,12466,2026-08-02
6,448300,3772206450,22732086,2.0119576782367384e+19,2482,49,445818,46283,2026-08-02
5,689852,5180926961,11240501,1.868751074292028e+19,3458,217,686394,91694,2026-08-02
8,835099,16162775210,1894766,9.440777990850538e+20,1027,24,834072,58955,2026-08-02
0,232431,1247295808,27900287,6.668195666917599e+18,25517,3151,206914,22855,2026-08-02
7,408467,2881404366,3033302,4.108785112891481e+19,657,20,407810,24440,2026-08-02
-1,10,102785,0,2.092934036740646e+16,0,0,10,0,2026-08-02
3,197825,1357909081,4844936,4.0142816471061007e+18,1799,200,196026,23142,2026-08-02
4,329980,2214755803,6952305,7.30704322851463e+18,2274,241,327706,41173,2026-08-02
1,180653,825917894,7889338,4.1296073391299917e+18,8805,689,171848,14868,2026-08-02
8,3313245,102072984932,13467319,1.5212658571842738e+21,3377,149,3309868,231667,2026-08-03
2,582428,5735389536,18510779,5.690166027815518e+18,5538,599,576890,65945,2026-08-03
0,1178162,11188382486,180148489,1.0415400092792916e+19,56030,9136,1122132,132601,2026-08-03
5,2405395,27522877957,56059043,4.788562824473632e+19,10468,861,2394927,294367,2026-08-03
1,555336,5087189642,38036704,6.792050343992963e+18,15976,1843,539360,62105,2026-08-03
7,1981936,38272331773,23514636,1.1887023917950113e+20,3004,166,1978932,144063,2026-08-03
6,1899109,27396629932,68361746,5.71306638089936e+19,7467,370,1891642,183288,2026-08-03
3,842535,8244887138,20113024,9.006893626315918e+18,5259,561,837276,104047,2026-08-03
-1,9,88326,0,17736997981694.0,0,0,9,0,2026-08-03
4,1227118,12702416928,29459978,1.8423680467884171e+19,6918,671,1220200,158527,2026-08-03
7,2365167,37449205779,17067022,1.1630477411378574e+20,2908,131,2362259,174213,2026-08-04
2,671240,4547788880,22965614,1.1279102557219774e+19,6249,707,664991,82532,2026-08-04
6,2309291,26191971699,52544381,5.538878946160237e+19,6213,267,2303078,203096,2026-08-04
0,1258910,8505513809,192342212,2.382648094084078e+19,61174,9832,1197736,148684,2026-08-04
4,1490712,11062940597,28781638,1.8259641414408583e+19,8064,829,1482648,196460,2026-08-04
3,992181,6835563956,21708351,8.899600687564578e+18,6665,779,985516,132463,2026-08-04
5,2932038,24885252371,45455482,4.4596687805138985e+19,11132,986,2920906,339885,2026-08-04
1,654755,4131568407,40137949,5.964507886039446e+18,19779,2541,634976,77291,2026-08-04
8,5032814,100031625658,11712136,1.3781297984953398e+21,2968,107,5029846,378244,2026-08-04
0,1213484,9420587493,243225937,1.252445596648263e+19,88600,14160,1124884,135492,2026-08-05
4,1522551,11901277375,34732714,1.6693957915072717e+19,10195,924,1512356,195305,2026-08-05
2,643037,4803447071,22171845,4.972204434885677e+18,8494,776,634543,74164,2026-08-05
3,943944,7057017069,26882741,7.789394561851139e+18,8282,750,935662,118616,2026-08-05
7,2424577,37020562660,23407009,1.2023048855835653e+20,3632,158,2420945,195529,2026-08-05
6,2497723,27970012744,60363819,5.622280570464446e+19,8292,454,2489431,249031,2026-08-05
5,3201241,27346775730,64551967,4.485357428265274e+19,15560,1255,3185681,377913,2026-08-05
8,5259146,103502900513,19721138,1.356631559105108e+21,4436,74,5254710,377521,2026-08-05
1,692595,4655653727,52184191,5.919551328123734e+18,24264,3064,668331,85071,2026-08-05
2,568092,4934202879,16348755,4.6028856117816376e+18,5026,572,563066,68485,2026-08-06
7,2258171,36359714687,15766155,1.2388134311070573e+20,2290,100,2255881,166744,2026-08-06
0,1058358,10800205167,159030829,9.732005755887989e+18,47778,8425,1010580,127656,2026-08-06
1,594502,4489982815,36780318,5.180302482193496e+18,16683,2187,577819,74585,2026-08-06
6,2251025,26867884283,55155358,5.626449118694705e+19,5438,260,2245587,213680,2026-08-06
8,4668303,91052884539,9471883,1.357775429402207e+21,1929,41,4666374,316396,2026-08-06
-1,17,139492,35,88581639768674.0,1,0,16,0,2026-08-06
4,1385318,12159948473,27816516,1.608265391015296e+19,6658,645,1378660,180455,2026-08-06
3,836832,7343308330,19849435,7.881531915831435e+18,5280,607,831552,106044,2026-08-06
5,2837308,26793244034,48602219,4.281244107728922e+19,9739,820,2827569,331126,2026-08-06
7,1948362,30881152025,20537921,1.3633659081305706e+20,2557,95,1945805,181094,2026-08-07
5,2030587,21120398715,41680677,4.635630790516971e+19,8932,541,2021655,221380,2026-08-07
2,394615,3722278405,15603786,5.019844687057328e+18,4444,398,390171,44070,2026-08-07
4,966551,9505782805,24674734,1.8002775603869176e+19,6965,408,959586,118068,2026-08-07
1,469871,3574458036,40373324,8.954655895861125e+18,16425,2122,453446,54414,2026-08-07
8,3792276,73969700955,23921413,1.4275013987679163e+21,2209,40,3790067,343578,2026-08-07
6,1794935,22640066325,49652893,5.283098600022111e+19,4987,255,1789948,173893,2026-08-07
0,792085,7573604778,180996143,2.7556293972181357e+19,47059,9223,745026,85297,2026-08-07
3,579310,5698812726,19789202,8.318620641365839e+18,4440,318,574870,66448,2026-08-07
-1,10,16407,0,7436487366751.0,0,0,10,3,2026-08-07
3,43157,256112610,884363,2.4563041279661614e+18,387,15,42770,5849,2026-08-08
4,75284,465085510,1344205,5.436003037935501e+18,511,14,74773,9658,2026-08-08
8,345719,4642763723,156061,7.983993573686131e+20,63,3,345656,31887,2026-08-08
2,23600,105465746,656661,1.1415612026570115e+18,324,15,23276,2149,2026-08-08
5,187013,1402290820,1798490,2.1708575900575973e+19,683,29,186330,17569,2026-08-08
1,62302,118191536,2202267,1.0254668715146024e+18,2582,198,59720,3898,2026-08-08
-1,1,2711,0,361966492833.0,0,0,1,0,2026-08-08
7,146813,685861817,286550,4.128671143273555e+19,94,1,146719,15059,2026-08-08
6,145041,1182514284,4271046,2.3910189273667174e+19,276,3,144765,11829,2026-08-08
0,44370,77109476,3756720,1.518121376026317e+18,4708,517,39662,1704,2026-08-08
2,29536,133669041,734533,9.549327390489311e+17,376,24,29160,3888,2026-08-09
1,64402,120349509,3070919,1.192317539644404e+18,3090,344,61312,4828,2026-08-09
-1,3,5696,0,136421431845589.0,0,0,3,0,2026-08-09
7,166138,914325625,358844,4.351219614565097e+19,66,1,166072,19184,2026-08-09
4,92551,534369349,1451429,4.717071905164477e+18,751,50,91800,15547,2026-08-09
0,49610,86769207,5488233,8.458245815493954e+18,6220,1335,43390,2688,2026-08-09
8,388078,4869836950,131021,7.903438198357254e+20,67,0,388011,42187,2026-08-09
5,220234,1660803167,2147868,2.1499924517661123e+19,815,34,219419,26721,2026-08-09
6,157705,1190527081,2396105,2.559241225872874e+19,264,8,157441,15234,2026-08-09
3,53031,305377042,1137121,3.9634628994959314e+18,520,28,52511,9963,2026-08-09
