dt,h,b_obi,b_spread,b_delta,solo_obi,solo_delta,n
2026-05-14,fwd_micro_60s,0.36442092993953046,0.27559885372566884,-0.8103286231454347,-0.26003067372174565,-0.5263820323749746,17267
2026-05-15,fwd_micro_1s,0.16873447475631825,0.010021175885031996,-0.7693686060034823,-0.42973363646443835,-0.6375822330508008,17279
2026-05-15,fwd_micro_10s,0.3409261902389903,0.0061193001988187334,-1.0684813341698003,-0.4903683683306461,-0.8028958534553143,17277
2026-05-15,fwd_micro_60s,0.485608121020497,0.2775913136247723,-1.024494200950592,-0.3049821022891954,-0.6332937154513618,17267
2026-05-16,fwd_micro_1s,0.28807560389699133,-0.1441056593886706,-0.49162169275568474,-0.08601716149951223,-0.26086913344829216,17279
2026-05-16,fwd_micro_10s,0.4003741213207426,-0.14978941056079914,-0.728187725648869,-0.1510265693058362,-0.41276745214835064,17277
2026-05-16,fwd_micro_60s,0.544439268146479,-0.05223497138687183,-0.8104110240017428,-0.06431881019956373,-0.3974429420569121,17267
2026-05-17,fwd_micro_1s,0.09942638381480398,0.007425811148630557,-0.24789840480287612,-0.08821692099632533,-0.17270407242432745,17279
2026-05-17,fwd_micro_10s,0.18460127564333606,-0.04350891987184918,-0.4146860336227381,-0.1293614357692386,-0.27454843547227625,17277
2026-05-17,fwd_micro_60s,0.4110648469445429,-0.2536956073207614,-0.45450326885675774,0.06660737140788983,-0.1410081056541613,17267
2026-05-18,fwd_micro_1s,0.2209614768917055,0.043897268183155876,-0.7214678769775209,-0.3420391795557459,-0.5426925415794893,17279
2026-05-18,fwd_micro_10s,0.27598906343211593,0.002222194182248241,-0.7452942656562357,-0.30965598539303146,-0.5280900919257503,17277
2026-05-18,fwd_micro_60s,0.025240865723955203,-0.34830584450937324,-0.6129963926327856,-0.48919562338799366,-0.6335816520470496,17267
2026-05-19,fwd_micro_1s,0.2377672101513396,0.019294586090812513,-0.8260261504131899,-0.41178778104422065,-0.6388821728299633,17279
2026-05-19,fwd_micro_10s,0.25155420952156926,0.04947503762997296,-0.8260927805485723,-0.3979977029759356,-0.6278502110908513,17277
2026-05-19,fwd_micro_60s,0.16946906737498565,0.18898689610802305,-0.24675266681706975,-0.023959445542343225,-0.11190306773720368,17267
2026-05-20,fwd_micro_1s,0.20904061201821622,0.016436296432838504,-0.5939762264021972,-0.257335514856829,-0.43039961381913405,17279
2026-05-20,fwd_micro_10s,0.1944139058736802,-0.07662878856499095,-0.6835520022524146,-0.3384039848310889,-0.5296217297429264,17277
2026-05-20,fwd_micro_60s,0.05097803900898512,-0.1415315773974588,-0.5761803490157053,-0.3949610089497765,-0.5334290501293918,17267
2026-05-21,fwd_micro_1s,0.3141466116435883,0.030757906082712394,-0.8485328629552491,-0.33061471789495867,-0.6125227771913035,17279
2026-05-21,fwd_micro_10s,0.18451733093805586,-0.03619729783340242,-0.62507206073028,-0.28990014360334504,-0.4818783441463739,17277
2026-05-21,fwd_micro_60s,0.09756047653360236,0.2353382341487824,-0.29136987013664706,-0.12617977634680239,-0.2370220797596257,17267
2026-05-22,fwd_micro_1s,0.20872697526176504,0.0010231828934357257,-0.4399787242171159,-0.14813825386238688,-0.2707276611995008,17279
2026-05-22,fwd_micro_10s,0.20512910274844237,-0.03990520557241596,-0.48301042780928205,-0.18738165822659936,-0.31445712982862706,17277
2026-05-22,fwd_micro_60s,0.36620867065825424,0.18986632598292436,-0.6688753365005103,-0.1726932510695241,-0.3822322206557328,17267
2026-05-23,fwd_micro_1s,0.1408492754847071,-0.018144272316836893,-0.3441008245696124,-0.13698695372384423,-0.23087372945748408,17279
2026-05-23,fwd_micro_10s,0.22824147064908212,-0.05949616041978972,-0.5400205810785936,-0.20861712021903464,-0.3570418345806706,17277
2026-05-23,fwd_micro_60s,0.4300284197532545,-0.17264531073252107,-0.6097127526643578,-0.06589770786326148,-0.2655027312016725,17267
2026-05-24,fwd_micro_1s,0.12264538349194001,-0.052368726618155184,-0.30760255442057827,-0.1256571871834419,-0.2074539489533895,17279
2026-05-24,fwd_micro_10s,0.1642450809683712,-0.06102975888818529,-0.5250642369273452,-0.260186499043852,-0.3910770990724366,17277
2026-05-24,fwd_micro_60s,0.5709753727325937,0.0982623210845302,-0.9824360213429232,-0.22762842249608015,-0.5208198305143582,17267
