dt,ok,n_hl,n_bnc,cells,usable,usable_pct,hl_fresh_pct,bnc_fresh_pct,hl_move_pct,bnc_move_pct,bnc_half_spread_bp
2026-06-08,true,405246,1119989,864000,770762,89.20856481481482,96.31041666666667,90.90821759259259,34.69825964435195,24.53143772007442,0.022943304685969983
2026-06-09,true,362884,1327577,864000,718480,83.1574074074074,92.74583333333334,88.07268518518518,33.847149537913374,27.11223694466095,0.06852840752707773
2026-06-10,true,458557,1584196,864000,811472,93.92037037037036,98.98645833333333,94.45856481481482,38.23508389691819,28.223278190744722,0.0
2026-06-11,true,411453,1164852,864000,774609,89.65381944444445,97.30914351851851,91.10960648148149,35.121203084394836,25.46897854272284,0.018705687744506008
2026-06-12,true,359431,856787,864000,706628,81.78564814814816,90.6519675925926,85.45462962962964,31.56625551209406,22.019931279258675,0.05566087902512958
2026-06-13,true,88582,92594,864000,240768,27.866666666666667,56.25254629629629,36.33819444444445,16.48474880382775,7.0624003189792655,0.01706040773977412
2026-06-14,true,123565,144099,864000,289884,33.55138888888889,64.61284722222223,38.960648148148145,12.837203847056063,8.967035089898028,0.09625798901840642
2026-06-15,true,293301,515923,864000,629848,72.89907407407408,90.05243055555555,76.60775462962962,15.094911788240973,15.81572061830791,0.0
2026-06-16,true,343350,695189,864000,664481,76.90752314814814,91.41782407407408,80.2693287037037,19.14291003053511,20.075066104222692,0.062294151493833286
2026-06-17,true,364022,896449,864000,711542,82.35439814814815,93.88240740740741,84.92314814814816,20.607216439788516,22.308029603312242,0.0
2026-06-18,true,318412,692299,864000,682625,79.00752314814815,93.53067129629629,81.76689814814814,16.70360739791247,19.670976011719464,0.0
2026-06-19,true,198735,290005,864000,529041,61.23159722222222,82.29479166666667,67.62268518518518,11.98111299502307,10.654372723475118,0.0
2026-06-20,true,108451,155465,864000,335917,38.87928240740741,66.42037037037038,47.935763888888886,8.275258471586731,7.579253208381832,0.03339247551062148
2026-06-21,true,107574,136249,864000,302522,35.01412037037037,66.06203703703703,42.191550925925924,8.899187497107649,7.4516894639067575,0.0
2026-06-22,true,339280,727846,864000,722229,83.59131944444445,94.40613425925926,86.62083333333334,17.742848874802867,19.457263554911254,0.08071457308891165
2026-06-23,true,492120,1888790,864000,830550,96.12847222222223,98.87326388888889,96.88217592592594,26.52543495274216,29.41869845283246,0.0
2026-06-24,true,498433,2128381,864000,823049,95.26030092592592,98.46111111111111,96.29363425925926,26.143886937472736,30.80047481984669,0.2711176962658039
2026-06-25,true,462898,2331665,864000,822821,95.23391203703704,98.36307870370369,96.3712962962963,24.329836015366645,31.818220487809622,0.204242187514813
2026-06-26,true,483615,1852906,864000,815991,94.44340277777778,97.78657407407407,95.60613425925925,25.195130828648843,31.751208040284755,0.018718604254429654
2026-06-27,true,121441,169699,864000,419042,48.50023148148148,68.37060185185186,63.39583333333333,7.693978169252724,7.814013869731435,0.023412624545510685
2026-06-28,true,152299,191641,864000,414139,47.932754629629635,72.83784722222222,56.197800925925925,10.927731993364546,8.924539828415098,0.033748497939196445
2026-06-29,true,430426,1678940,864000,776727,89.89895833333334,97.07743055555555,91.1775462962963,24.082335234902352,28.82840431708953,0.0038399348327100994
2026-06-30,true,372460,929136,864000,724672,83.87407407407407,94.67916666666667,85.55625,21.341517265742294,19.92266846242162,0.0
2026-07-01,true,437322,1186234,864000,768937,88.99733796296296,97.43437499999999,90.1068287037037,23.006566207634695,23.838754020160298,0.0
2026-07-02,true,530361,1958386,864000,831486,96.23680555555556,98.97361111111111,96.84965277777778,34.840033386010106,33.845428546000775,0.0
2026-07-03,true,282599,510364,864000,661797,76.596875,88.96412037037037,81.32453703703703,18.45641488250929,15.486168719410937,0.0
2026-07-04,true,100998,119448,864000,367847,42.574884259259264,62.18807870370371,56.807060185185186,8.068028283498302,6.592414781145423,0.0
2026-07-05,true,137920,189894,864000,440425,50.97511574074074,72.44305555555556,61.74756944444444,10.783447806096385,8.511324289038996,0.0
2026-07-06,true,459044,1067039,864000,809097,93.64548611111111,98.5681712962963,94.38252314814815,26.692102430240134,25.897512906363513,0.0
2026-07-07,true,494230,1370623,864000,831123,96.19479166666667,99.30405092592592,96.59837962962963,40.953866034269296,29.356064024217837,0.0
2026-07-08,true,521800,1366991,864000,826596,95.67083333333333,99.23148148148148,96.03726851851852,43.92520650958872,31.873490798406962,0.025711149675383696
2026-07-09,true,518293,1066531,864000,822454,95.19143518518518,99.07754629629629,95.5875,32.99211870815875,24.213877007103132,0.0
2026-07-10,true,438588,936007,864000,780530,90.33912037037038,97.18009259259259,91.6505787037037,35.96338385456036,22.134318988379693,0.0
2026-07-11,true,143585,119621,864000,425118,49.203472222222224,77.86423611111111,55.52060185185185,15.648596389708269,5.785452509656142,0.0
2026-07-12,true,169087,122008,864000,385961,44.67141203703704,76.31516203703703,50.77280092592592,19.63903088654035,6.3633372283728145,0.0
2026-07-13,true,542278,1071508,864000,812186,94.00300925925926,98.82997685185185,94.34583333333333,43.53005346066049,25.716523062451213,0.0
2026-07-14,true,540397,1190331,864000,802384,92.86851851851851,97.88773148148148,93.61145833333333,45.0066302418792,27.81785279865999,0.0
2026-07-15,true,503773,1086045,864000,788700,91.28472222222223,98.38854166666667,91.96666666666667,40.82528210980094,25.192595410168632,0.0
2026-07-16,true,582146,1297886,864000,824196,95.39305555555555,99.36087962962962,95.62696759259259,46.61039364423026,28.38014258744279,0.0
2026-07-17,true,624593,1984820,864000,828848,95.93148148148148,99.04930555555555,96.31076388888889,48.91874022739996,34.37047564812848,0.0
2026-07-18,true,175572,94517,864000,373743,43.25729166666667,70.2085648148148,54.00277777777778,22.510388154426973,6.220049606280251,0.014141882378273355
2026-07-19,true,233805,172002,864000,415392,48.07777777777778,79.18090277777777,53.05462962962964,28.466845774593637,8.932044911794161,0.002372306323960799
2026-07-20,true,580922,1139696,864000,803152,92.95740740740742,98.81724537037037,93.35636574074074,45.9272964519792,26.556865948164234,0.019376304092750287
2026-07-21,true,525044,993284,864000,811874,93.96689814814815,99.17361111111111,94.34641203703704,39.759864215383175,23.856780731985506,0.0172946385324717
2026-07-22,true,557332,1156429,864000,829171,95.96886574074074,99.59583333333333,96.15266203703705,42.56986797656937,24.796212120298467,0.001886285003506062
2026-07-23,true,585940,1335735,864000,820755,94.99479166666667,99.07847222222223,95.3806712962963,45.91589451176051,26.28823461325243,0.0
2026-07-24,true,536049,1175504,864000,806100,93.29861111111111,97.98206018518518,94.22488425925926,42.75400074432453,25.029152710581815,0.0
2026-07-25,true,142612,129110,864000,378707,43.8318287037037,68.8892361111111,52.81851851851852,18.97799618174473,7.030501152606104,0.0
2026-07-26,true,170344,142413,864000,391115,45.26793981481482,71.70532407407407,52.38854166666667,22.671848433325238,8.315712769901436,0.012978092228775932
2026-07-27,true,555020,1329526,864000,795991,92.12858796296295,98.24594907407408,92.77928240740741,44.379396249455084,29.391538346539093,0.015857068932884844
2026-07-28,true,660573,1959661,864000,849004,98.26435185185186,99.78715277777778,98.3423611111111,50.64440214651521,36.280041083434234,0.02623022680235616
2026-07-29,true,718666,2968191,864000,862284,99.80138888888888,99.9724537037037,99.82025462962963,53.69077937199344,49.97309471125522,0.0727383397036375
2026-07-30,true,601866,2048799,864000,818369,94.71863425925926,95.13136574074073,99.56018518518519,44.55325165053906,42.18182751301674,0.03323874211817099
2026-07-31,true,581223,2143634,864000,820126,94.92199074074074,97.66782407407408,96.09016203703705,43.56403772103311,38.6868603117082,0.0422177845402985
2026-08-01,true,116552,139640,864000,365330,42.28356481481482,62.81712962962963,53.9431712962963,14.458161114608709,8.779459666602797,0.017837548794593622
2026-08-02,true,209373,328263,864000,529855,61.32581018518518,78.16967592592593,68.57256944444444,20.605637391361785,13.342140774362798,0.03667388475684913
2026-08-03,true,504511,1551713,864000,810955,93.8605324074074,97.29351851851852,95.29212962962963,35.83528062592869,30.66014760375113,0.0
2026-08-04,true,576105,1321515,864000,837955,96.9855324074074,99.39768518518518,97.2431712962963,38.30504024679129,28.79736978716041,0.0
2026-08-05,true,597511,1646452,864000,841865,97.4380787037037,99.77708333333334,97.53055555555555,37.670053987278244,29.379769915604047,0.0
2026-08-06,true,535123,1461609,864000,822822,95.23402777777777,98.74479166666667,95.82939814814814,34.68842592930184,28.302111513790347,0.0
2026-08-07,true,443348,1092196,864000,760473,88.01770833333333,94.85185185185185,89.17708333333333,30.262086885398954,26.08047885986748,0.010433026027511356
2026-08-08,true,80514,81965,864000,283076,32.76342592592593,55.54548611111111,38.954861111111114,9.485791801495006,4.78458081928528,0.0
2026-08-09,true,83533,71804,864000,285150,33.00347222222222,53.29189814814816,42.95949074074074,9.625109591443099,5.055234087322462,0.0
2026-08-10,true,400473,840832,864000,730408,84.53796296296296,95.09756944444445,85.6292824074074,27.212462075990405,20.252242582228014,0.0
