group,lag_ms,asym,lo,hi,n_days
08-13.5 プレ,500,0.034928538771375854,0.027027620478221565,0.04396303987347674,99
08-13.5 プレ,600,0.03112387434094326,0.02549551646516408,0.03734990230786869,99
08-13.5 プレ,700,0.011062609434639607,0.008294943984740925,0.013844003125764198,99
08-13.5 プレ,800,0.006255340382810003,0.003923466778867003,0.008631380576748188,99
08-13.5 プレ,900,0.007432590084355024,0.0046888595715511355,0.010907743643227651,99
08-13.5 プレ,1000,0.006775675979347219,0.004653037493063608,0.00915913449761248,99
08-13.5 プレ,1100,0.003721379854714542,0.0016582960565962434,0.0058320371988531215,99
08-13.5 プレ,1200,0.004472888454045621,0.002165424195079772,0.006810861622466255,99
08-13.5 プレ,1300,0.0032667947664134877,0.0009561456618170004,0.006656737963898973,99
08-13.5 プレ,1400,0.0006089521942277878,-0.0017424849623848481,0.0026546671553173543,99
08-13.5 プレ,1500,0.0031651905899353185,0.0013772183641457844,0.0052709435354404656,99
08-13.5 プレ,1600,0.002657108532468442,0.0012459399478564174,0.004173848889159399,99
08-13.5 プレ,1700,0.002803015610923865,0.001058039058901445,0.004830981063392034,99
08-13.5 プレ,1800,0.000902266811907788,-0.0003197350330327511,0.0021560872677576833,99
08-13.5 プレ,1900,0.001747318266477981,0.00038307123413354737,0.0030959138602408387,99
08-13.5 プレ,2000,0.00006213212513053192,-0.0014833257703743435,0.0015769082398605,99
13.5-20 現物,100,0.007041044575517628,0.004353724312292297,0.009398060691044614,99
13.5-20 現物,200,0.04466092719614186,0.03737205290472866,0.05240277268383639,99
13.5-20 現物,300,0.040754664481717356,0.03408225715044589,0.048064236061632314,99
13.5-20 現物,400,0.022813153518550268,0.019085163308977568,0.026922834840549956,99
13.5-20 現物,500,0.03404600226581457,0.027241305983725903,0.04176092059152883,99
13.5-20 現物,600,0.034973120321265046,0.029298193796612138,0.04113844385712802,99
13.5-20 現物,700,0.019810687905501587,0.016631514489286542,0.023212325127115296,99
13.5-20 現物,800,0.0082135470412058,0.005519346546876996,0.010807834662895756,99
13.5-20 現物,900,0.008594865441016123,0.006165577506253735,0.011397321174170505,99
13.5-20 現物,1000,0.006007993448153158,0.0037683353019429583,0.008252181487555776,99
13.5-20 現物,1100,0.004586853907600421,0.0027709762066321303,0.006413470229738343,99
13.5-20 現物,1200,0.00405417002310266,0.0025517110635706547,0.005633949507260871,99
13.5-20 現物,1300,0.0029472661659596983,0.00086300372725819,0.005465495000705226,99
13.5-20 現物,1400,0.00281125093755684,0.0008905688595300925,0.004593022145141963,99
13.5-20 現物,1500,0.002544995222235563,0.0011639678385576236,0.004225054297976676,99
13.5-20 現物,1600,0.0028105933892416967,0.0011954268245251947,0.004434502284178307,99
13.5-20 現物,1700,0.0015829317402723548,0.0000792387387096428,0.0031893806064186648,99
13.5-20 現物,1800,0.0012345157231581966,0.0001385234663157358,0.002350610434385526,99
13.5-20 現物,1900,0.00217995449498151,0.0007718141819222988,0.0035569611259822155,99
13.5-20 現物,2000,0.0007562470657876461,-0.00018828830970386924,0.0017109965853555405,99
20-24 アフター,100,0.009630685421020522,0.006100467218021291,0.01304876823952775,99
20-24 アフター,200,0.05577923028373192,0.043885680938931124,0.06797148171620099,99
20-24 アフター,300,0.036181744837657605,0.028954435930716137,0.043972302414339984,99
20-24 アフター,400,0.01935881164321215,0.014915543315676072,0.024093788363229913,99
20-24 アフター,500,0.039136900411432106,0.030922879493875826,0.04812368109173238,99
20-24 アフター,600,0.03676299226042573,0.029440490153944822,0.045279841795446814,99
20-24 アフター,700,0.012931248939982584,0.009813018332465069,0.01628117898411863,99
20-24 アフター,800,0.00765172662364074,0.004819440677437119,0.010496781425157458,99
20-24 アフター,900,0.008125879135073595,0.004918577389330576,0.011670249540019193,99
20-24 アフター,1000,0.004700237656779744,0.002719936630732367,0.00674841164363319,99
20-24 アフター,1100,0.0031310264871692475,0.0011697291054791868,0.0051657812428329685,99
20-24 アフター,1200,0.004389127160032844,0.0020670240296063323,0.006970555301892415,99
20-24 アフター,1300,0.00602170592628801,0.004036316970334761,0.008067550175049502,99
20-24 アフター,1400,0.003044846792151455,0.0014711486816941662,0.004614843782079226,99
20-24 アフター,1500,0.0026431118339648296,0.0008785856110825402,0.004438442382804482,99
20-24 アフター,1600,0.0027220839068577835,-0.00005905135182093823,0.006133805853242391,99
20-24 アフター,1700,0.002456248854737736,0.0009872018251886495,0.003924871682991454,99
20-24 アフター,1800,0.00004073579842503866,-0.004749573911081712,0.0032163339033200434,99
20-24 アフター,1900,0.0028972838679130137,0.0008734579504890328,0.005103428648173799,99
20-24 アフター,2000,0.0011933861963504895,-0.000693470106206177,0.0029321238975989618,99
