feat,k,side,s_dec,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait
obi,1,1,7,30.0,842225.0,410451.0,-242573.37920985234,-610109.7455359095,-888802.8127457622,4051950.087999997
obi,1,1,7,60.0,842225.0,508837.0,-299422.8632186874,-841094.2805041623,-1185294.7997228506,8280251.891000006
obi,1,1,8,0.1,838282.0,1821.0,2965.636177817637,-1704.6992914282966,1100.6888863893412,94.166
obi,1,1,8,0.5,838282.0,11339.0,9928.587493725898,-14311.738919901394,-5380.983426175498,3190.1839999999997
obi,1,1,8,1.0,838282.0,28733.0,10602.71959337069,-38454.94551314112,-30380.729919770398,16240.998000000001
obi,1,1,8,3.0,838282.0,98535.0,-24119.931322499695,-136004.84946960674,-168795.86079210645,151153.86599999998
obi,1,1,8,5.0,838282.0,151894.0,-65227.292662467764,-209311.4858281079,-287905.4504905755,360333.547
obi,1,1,8,10.0,838282.0,242042.0,-144337.34929187276,-348967.101586497,-514604.1468783697,1013469.5830000008
obi,1,1,8,30.0,838282.0,405408.0,-277031.83616635157,-643719.8833272482,-956427.623493599,3995890.6120000007
obi,1,1,8,60.0,838282.0,502793.0,-350256.03026697,-888111.8382664154,-1282613.652533385,8182624.587999991
obi,1,1,9,0.1,871863.0,1549.0,2545.501624150975,-1528.6318572764449,880.5577668745316,83.122
obi,1,1,9,0.5,871863.0,10947.0,9131.637475809783,-14378.387631636637,-6210.086155826863,3174.022999999999
obi,1,1,9,1.0,871863.0,28793.0,9482.360017264731,-41094.154433400196,-34145.57841613546,16577.145
obi,1,1,9,3.0,871863.0,101699.0,-32087.552978323165,-144202.99249595826,-185240.05747428144,157743.71999999994
obi,1,1,9,5.0,871863.0,157446.0,-78554.1782108431,-226937.9139929784,-319347.3402038213,376290.9059999999
obi,1,1,9,10.0,871863.0,251089.0,-163309.6473348866,-380895.0843598288,-566300.5636947148,1054610.3820000004
obi,1,1,9,30.0,871863.0,417118.0,-295845.83790575055,-686956.4054368843,-1019508.6273426347,4073858.6849999973
