feat,q,side,h,n,n_fill,n_touch,sum_pnl,sum_pnl_touch,sum_ret,sum_ret_fill,sum_retc,sum_retc_fill,sum_mmend_fill,sum_spr,sum_tau,sum_q,fill_rate,touch_rate,pnl,pnl_touch,ret,ret_fill,retc,spread,tau,q_ahead,per_order,adverse,pnl_micro
ofi_10s,2,-1,60.0,2106512,984281,1660627,-2224344.7581732655,-873792.4189477796,17065.251295403847,-2879669.9567764658,22278.800123473433,-2779053.253876742,16167.97090853308,2934799.6809802824,799640702573.296,14608150.777999999,0.467256298563692,0.7883301875327555,-2.3478676172487996,-0.6141822305356829,0.008101188740156166,-2.925658380865287,0.010576156282742957,1.3932034002086304,379604.1525390295,6.9347579211511725,-1.0970559323532292,-2.9564693173531147,-2.331441443312156
ofi_10s,2,1,0.1,2108075,17579,53292,-1392.4338981518767,20019.0346280905,2444.924280407337,-11073.676351318636,-2227.8728886008194,-6358.788852259884,-201.43963455563352,2936827.6292769564,1100037357066.845,13401564.147,0.0083388873735517,0.025279935486166288,-0.1672100744156025,0.2876480264972322,0.0011597899886898412,-0.6299377866385253,-0.0010568280960595896,1.3931324214162002,521820.78771715664,6.357252065035636,-0.0013943459782749079,-0.7757762851237027,-0.1786691809947955
ofi_10s,2,1,0.5,2108075,50160,129118,-18217.36266235542,15720.647439401166,2930.5025202755087,-43623.21168236163,-227.83235135974252,-35479.82484585071,-2784.6569870026715,2936827.6292769564,1100037357066.845,13401564.147,0.023794219845119362,0.061249243978511204,-0.45118506105174283,0.03375411204790321,0.0013901320020755943,-0.8696812536355987,-0.0001080760178645174,1.3931324214162002,521820.78771715664,6.357252065035636,-0.01073559653349877,-1.059751271759843,-0.5067005512232474
ofi_10s,2,1,1.0,2108050,83778,206168,-46124.23778972861,-15849.576861887239,787.9657829270938,-89247.25361656446,-580.8665147097973,-74874.96368716039,-2422.3277933107124,2936803.6960565806,1100028355511.5002,13401378.16,0.03974194160480064,0.0978003368041555,-0.6385531021238107,-0.1648769977003572,0.000373788943776046,-1.0652826949385812,-0.00027554683935855287,1.3931375897424543,521822.7060608146,6.357239230568535,-0.025377340096168786,-1.2471218969950377,-0.6674667524056354
ofi_10s,2,1,3.0,2108009,175706,419384,-157122.9604914612,-138711.33331133687,2281.145307842314,-252315.1198923258,-748.9285643183586,-222702.75769953613,-2278.449726324219,2936756.231490279,1100013353803.0288,13401156.529,0.08335163654424625,0.19894791720528707,-0.9822378774285523,-0.41875017957608507,0.001082132622698629,-1.4360074208753588,-0.00035527768824438535,1.393142169454817,521825.7387909771,6.357257738937546,-0.0818711345594166,-1.5908089621559607,-0.995205275959759
ofi_10s,2,1,5.0,2107965,245927,563645,-278796.4551134192,-269464.830665676,2875.483587250685,-417110.1918977537,428.1458711256375,-377593.85064080154,-2318.029568694744,2936711.655124642,1099992352925.858,13400801.887,0.11666559928651567,0.2673882156487418,-1.2216553331412137,-0.5660754387347994,0.0013641040469128687,-1.6960731920356598,0.0002031086242540258,1.3931501021718302,521826.66833930253,6.357222196288838,-0.14252515156248763,-1.8302303842271286,-1.2310810146186226
ofi_10s,2,1,10.0,2107836,380935,804548,-574021.276573021,-536269.5200599204,3775.7968700214715,-797821.0810846845,-1026.5571318554921,-745144.6291040967,-4914.836472944444,2936557.349404701,1099922343488.926,13399508.69,0.1807232631001653,0.381693831967952,-1.5948746021579037,-0.7545475770990921,0.0017913143479955137,-2.094375893747449,-0.000487019451160096,1.393162157494559,521825.39034769597,6.356997740810955,-0.28823094233755425,-2.203455680905183,-1.6077766365547022
ofi_10s,2,1,30.0,2107300,698987,1229471,-1515223.9558465166,-1142215.0194125618,-28230.3855427407,-1952571.2486150991,-33977.43437373165,-1879613.9172630317,-11120.598689082026,2935867.6017608335,1099640286263.5945,13394576.461,0.3316979072747117,0.5834342523608409,-2.255742684551382,-1.0170296553660574,-0.013396472046097233,-2.793429990278931,-0.016123681665511154,1.39318920028512,521824.2709930216,6.356274123760262,-0.7482251278159335,-2.864337284693942,-2.2716522775610977
ofi_10s,2,1,60.0,2106512,945424,1446873,-2402788.3070744425,-1546818.1335791731,-17065.251295403832,-3014540.8863675,-22278.80012347345,-2936553.6969467117,-15466.113601819683,2934799.6809802824,1099290195553.8322,13389959.59,0.4488101658096417,0.6868572312903986,-2.6294928191736644,-1.1570766456898243,-0.008101188740156159,-3.1885597217412505,-0.010576156282742966,1.3932034002086304,521853.27952265745,6.3564601530871885,-1.1801431081685947,-3.2380945192779795,-2.6458517370790906
ofi_10s,4,-1,0.1,1732640,43183,169922,-13306.133076056381,83456.36481689886,-40170.95614652875,-40221.10446369485,-23821.50154392095,-33010.21319177069,-9082.807610543568,2817304.042341682,176608146818.05728,25224556.444,0.024923238526179704,0.09807115153753809,-0.39613359599973097,0.40314514198808193,-0.023184825553218644,-0.9314106121319697,-0.01374867343702151,1.6260181239851799,101930.08750695891,14.558452098531719,-0.009872932101334601,-1.121142657992321,-0.6064665420790578
ofi_10s,4,-1,0.5,1732640,129117,340518,-95149.3587977909,15755.25031741515,-129950.33728481132,-170747.96979260913,-74947.66286245926,-149953.79470662243,-20954.730989031097,2817304.042341682,176608146818.05728,25224556.444,0.07452038507710777,0.19653130482962416,-0.8249235561373862,-0.04173151986850871,-0.07500134897313425,-1.3224282611322222,-0.043256338802324344,1.6260181239851799,101930.08750695891,14.558452098531719,-0.06147362106253515,-1.5499326181299762,-0.9872161356507818
ofi_10s,4,-1,1.0,1732620,200834,476040,-196576.3747761595,-114310.67148106839,-193260.4912927321,-318619.38397738186,-120018.79047014863,-273846.87546470936,-17537.293215116733,2817269.7932018903,176607144474.56894,25224351.693,0.11591347208274175,0.2747515323613949,-1.0668002767268465,-0.3281282906500891,-0.11154234124778203,-1.586481292895535,-0.06927011720408896,1.6260171262030279,101930.68559439978,14.558501975620736,-0.1236565240942385,-1.7918088398283605,-1.154122608678193
ofi_10s,4,-1,3.0,1732580,354564,774192,-521452.8790787116,-471100.6243682237,-330245.0617632477,-749284.4602035453,-237490.60166608635,-662340.7380561981,-15623.1489937562,2817208.0735920006,176605136817.81726,25223970.521,0.20464509575315426,0.44684343580094427,-1.5586876024602374,-0.6965061901546692,-0.19060883870484924,-2.11325588667644,-0.1370733828545212,1.6260190430410144,101931.88009662888,14.558618084590611,-0.31897777365472973,-2.2836971239807444,-1.6027505896607321
ofi_10s,4,-1,5.0,1732538,454448,937085,-832264.2515427362,-762183.7951541124,-415053.2010738714,-1134939.629028145,-314951.9739273922,-1027134.6139785703,-17456.96692462529,2817160.5736366776,176603135574.22318,25223728.796,0.2623018946770576,0.5408741395571122,-1.9193739999796153,-0.9013560937952398,-0.23956369272932046,-2.497402626985145,-0.18178647390556063,1.6260310444196189,101933.19602468931,14.558831492296273,-0.5034554367885359,-2.6443895221894245,-1.95778756308172
ofi_10s,4,-1,10.0,1732433,619511,1148701,-1489858.142202151,-1224539.6108120023,-563610.176557643,-1921722.4819280633,-456446.5248415903,-1786599.8239199636,-22094.79893046855,2816977.3518088525,176597114889.61642,25222989.639,0.35759593588900696,0.663056522243573,-2.492893766538691,-1.154021193341002,-0.32532870047940843,-3.1019989668110224,-0.2634713866808069,1.6260238357320904,101935.8987560364,14.559287221497165,-0.8914486795172749,-3.2179056844047365,-2.5285586682603207
ofi_10s,4,-1,30.0,1732000,927911,1407523,-3134653.232430704,-1980124.9091838547,-859101.2954068558,-3818329.9002766246,-739670.9009630632,-3651453.156241776,-28975.656000071536,2816427.9041956537,176563944867.20792,25219985.508,0.5357453810623557,0.8126576212471132,-3.466183071900973,-1.4948153125624624,-0.4960169142071916,-4.114974281236697,-0.42706172111031365,1.6261131086579987,101942.23144757963,14.561192556581988,-1.8569915706874736,-4.191239626229972,-3.497409833950428
ofi_10s,4,-1,60.0,1731346,1117325,1503185,-4440059.617394203,-2437586.7187551633,-1081165.1598398758,-5279337.390977882,-948673.0524156506,-5100224.696316914,-26732.9265267274,2815520.0424214792,176500885215.25934,25214536.391,0.6453504960880148,0.8682175602103797,-4.061830011316495,-1.7096145842029846,-0.6244651039364031,-4.724979205672371,-0.5479396102313753,1.6262029902870248,101944.31685824748,14.56354558303193,-2.6213040128282867,-4.786931506460007,-4.085755839993673
ofi_10s,4,1,0.1,1732640,22095,80198,-2382.1979005681305,43401.371969071864,40170.95614652875,-18102.90453177313,23821.50154392095,-11794.864601465375,-664.9618346033126,2817304.042341682,469805620953.22754,34169425.418,0.012752216271123834,0.0462865915597008,-0.19581615300149946,0.4531777347199665,0.023184825553218644,-0.8193213184780778,0.01374867343702151,1.6260181239851799,271150.16446187755,19.721018456228645,-0.0024970899324545954,-0.9208252149940894,-0.2259117327527243
ofi_10s,4,1,0.5,1732640,68145,199307,-35875.77177346534,28276.446129098385,129950.33728481132,-79012.91300789824,74947.66286245926,-65985.60596380371,-4703.399396218088,2817304.042341682,469805620953.22754,34169425.418,0.03933015513897867,0.11503082002031582,-0.6144622756396704,0.05387382344372443,0.07500134897313425,-1.1594821778251998,0.043256338802324344,1.6260181239851799,271150.16446187755,19.721018456228645,-0.02416689662795811,-1.3394713376322605,-0.6834827378337871
ofi_10s,4,1,1.0,1732620,110453,305797,-85632.27944792843,-49435.76691662093,193260.4912927321,-156544.81210338307,120018.79047014863,-132830.66161782033,-3007.8439956797356,2817269.7932018903,469801611445.36096,34169024.539,0.06374911983008393,0.17649398021493462,-0.8632825133579751,-0.24966204023133298,0.11154234124778203,-1.4172979647758148,0.06927011720408896,1.6260171262030279,271150.9802757448,19.721014728561368,-0.05503350039127358,-1.588291076459489,-0.8905144038062177
ofi_10s,4,1,3.0,1732580,209770,541858,-282723.94734105736,-318145.0655961352,330245.0617632477,-422596.3974586745,237490.60166608635,-377608.31147139514,1875.143223292106,2817208.073592001,469796591654.8924,34168326.411,0.12107377437116901,0.31274630897274586,-1.4357806518618361,-0.6751373415103868,0.19060883870484924,-2.014570231485315,0.1370733828545212,1.6260190430410146,271154.34303460293,19.721067085502543,-0.1738353826900099,-2.1607901733823436,-1.4268416080362551
ofi_10s,4,1,5.0,1732538,283106,689688,-501929.4867673403,-565193.8208598441,415053.2010738714,-697620.4974989379,314951.9739273922,-642507.6747279264,3262.8845878239954,2817160.5736366776,469789993153.8176,34167216.496,0.1634053625375028,0.39807958036129654,-1.8609383579554666,-0.9074920324260304,0.23956369272932046,-2.4641671229113404,0.18178647390556063,1.6260310444196189,271157.1077539527,19.720904531964088,-0.30408730704165815,-2.5859538801652757,-1.8494130473374508
ofi_10s,4,1,10.0,1732433,418418,904468,-1018501.814547502,-968439.5245856286,563610.176557643,-1320528.0053156433,456446.5248415903,-1253067.3413699616,7114.306296471859,2816977.3518088525,469767935728.8843,34165361.964,0.24152045129595198,0.5220796417523794,-2.522173038797332,-1.158728344823287,0.32532870047940843,-3.156001905548144,0.2634713866808069,1.6260238357320904,271160.8101028347,19.721029306183848,-0.6091563705768143,-3.2471849566633773,-2.505170170143326
ofi_10s,4,1,30.0,1732000,714181,1216351,-2499905.10122556,-1573472.8197671697,859101.2954068559,-3046362.8723682715,739670.9009630631,-2983151.9305800437,9653.789766748834,2816427.9041956537,469647767904.5015,34157540.91,0.412344688221709,0.7022811778290993,-3.588380297467393,-1.381600958742312,0.49601691420719163,-4.265533348504471,0.4270617211103136,1.6261131086579987,271159.2193444004,19.721443943418013,-1.4796495549801154,-4.313436851796392,-3.5748630101596253
ofi_10s,4,1,60.0,1731346,923595,1357411,-3783391.550903947,-1822207.0159359453,1081165.1598398758,-4512382.087401372,948673.0524156506,-4473768.269190058,7257.107260561374,2815520.0424214792,469424644277.049,34148053.904,0.5334548957862842,0.7840206405883052,-4.18437508962689,-1.4304136211773335,0.6244651039364031,-4.8856718446953185,0.5479396102313753,1.6262029902870248,271132.77431377035,19.723413981953925,-2.2321753773676365,-4.9094765847704025,-4.176517633425242
