block,rule,trig_rate,lat_ms,metric,point,lo95,hi95,se_boot,bias,vs_base,vs_base_lo,vs_base_hi,vs_other,vs_other_lo,vs_other_hi
1,スコア,0.01,200,mk,-0.9754792932749721,-1.0232327905664622,-0.926316165193879,0.02502302429638105,0.0005245701866110064,0.025188535437813853,0.012831289780379977,0.03687794116319237,0.04105224327037038,0.025383320192214336,0.056958640214282104
1,無作為,0.4,300,ev,-0.09095289121951772,-0.10535022138448465,-0.07713737282700511,0.007148710590692108,1.0294580242847795e-6,0.6088870782486693,0.49694110418774806,0.7204358148391576,0.008839639333514726,0.003960649278206065,0.013992783772652274
1,無作為,0.4,300,mk,-1.1819426175919647,-1.2795972416699677,-1.0853325716400246,0.0493445467063307,0.0001272865651384958,-0.1812747888791788,-0.24987884670632826,-0.11476072634818331,-0.16009140077337491,-0.18098814655545054,-0.1399150454176711
1,スコア,0.02,0,ev,-0.45430493939716987,-0.5191245911593405,-0.3878695809135941,0.033603497262837095,0.000345390970974746,0.24553503007101707,0.18183776715578387,0.31457725111590973,-0.047986059513957235,-0.06568244396599712,-0.028142474927670726
1,スコア,0.02,0,mk,-0.9413392455769436,-0.9885974648008264,-0.8939415241658082,0.024270039029493266,0.0004831076794200584,0.05932858313584233,0.04128207258008959,0.0771293352598495,0.09090119414569364,0.06344724125904617,0.11892831141644948
1,スコア,0.1,65,ev,-0.18898735532040614,-0.2127616726852502,-0.16602583743239863,0.011858195814717913,0.0002461614328045647,0.5108526141477808,0.39849846608070116,0.6254831180285015,-0.03533352671352971,-0.05231716561433886,-0.016609456365108462
1,スコア,0.1,65,mk,-0.8653725009844867,-0.9104725319284914,-0.8226309400668529,0.022545190307631198,-0.000028410989407090526,0.13529532772829922,0.10702040238437868,0.16010405314149925,0.22802690729492336,0.18109086274457797,0.2736447539598235
1,スコア,0.0,200,ev,-0.6998399694681869,-0.8225543184097631,-0.5765808505576699,0.06335611426143042,0.0001839095713596084,,,,,,
1,スコア,0.0,200,mk,-1.000667828712786,-1.050350612079164,-0.9480020142382116,0.026156165363634378,0.0006067035206476223,,,,,,
1,無作為,0.1,65,ev,-0.15365382860687643,-0.17387044626101789,-0.13372448441353596,0.010213235192602789,0.000019646202365747323,0.5461861408613105,0.44000969647917265,0.6518945605016557,0.03533352671352971,0.016609456365108462,0.05231716561433886
1,無作為,0.1,65,mk,-1.09339940827941,-1.1712910618202375,-1.0157000403822667,0.03916502536978958,0.00020631784015012755,-0.09273157956662414,-0.13750634147004578,-0.04995230795341934,-0.22802690729492336,-0.2736447539598235,-0.18109086274457797
1,スコア,0.01,65,ev,-0.5301909045938734,-0.6122848404706276,-0.4458005662544478,0.04274719019213196,0.0002918757775038916,0.16964906487431353,0.12433070273213197,0.21772084901109476,-0.01005332456143182,-0.026258829875919786,0.007601309699451707
1,スコア,0.01,65,mk,-0.9588635091255819,-1.0055853581725795,-0.9108051168871643,0.024276227685258025,0.000510613523035941,0.041804319587203986,0.02663834390905864,0.05650415125110658,0.05704227128960837,0.038232339930461545,0.07616426272763849
1,無作為,0.1,130,ev,-0.1594853312370469,-0.18068304816215341,-0.13867850380672553,0.010668336126642097,0.000018317952342611354,0.54035463823114,0.43517756325658413,0.6451873667993369,0.03887302446303184,0.02076322657811655,0.055489528983702886
1,無作為,0.1,130,mk,-1.100584798644542,-1.178446840482818,-1.0237800201194192,0.038977755919393293,0.0002134854894912941,-0.09991696993175614,-0.1439677504878545,-0.057529567557584316,-0.20355381860113542,-0.24185727740935017,-0.1633628553275767
1,スコア,0.05,0,ev,-0.30761819254615413,-0.34737499625585216,-0.2673974213685878,0.020377258844389238,0.00034426600532833085,0.3922217769220328,0.2972142421801712,0.49372517954926526,-0.06375388745971977,-0.08602208077832962,-0.038773481818902764
1,スコア,0.05,0,mk,-0.8983309625925637,-0.9437353970794864,-0.8542381721572403,0.02304967080687095,0.0003824319768918061,0.10233686612022219,0.08010942284740667,0.12399983651379712,0.16710602848417766,0.1264294095742437,0.20939686491440612
1,スコア,0.05,200,ev,-0.33016332780065344,-0.3731753435756837,-0.2863309105807499,0.02218410470321237,0.0003456023503305983,0.3696766416675335,0.2790725274470641,0.4656270928004298,-0.07318087933782608,-0.09491600553876287,-0.049125411321510604
1,スコア,0.05,200,mk,-0.9531968390750165,-1.0045231198798485,-0.9025557064383259,0.02600087266521717,0.00039356403773860293,0.04747098963776941,0.03001417220744939,0.06354237042890286,0.11886085480044573,0.08878015924029016,0.14898435161924697
1,スコア,0.02,65,ev,-0.4559726089016846,-0.5212009980025301,-0.3891604344656775,0.03378777551603194,0.00034439741640895916,0.24386736056650232,0.18064076337233362,0.31249347156738494,-0.048538475723594265,-0.0661123005933601,-0.028969183296844534
