col,family,h,nday,mean,med,pos,worst,best
delta_bp__d,61 加速と高次の動き,10s,47,-0.21972833605869554,-0.22971888019831066,0,-0.3226047272583169,-0.06755817123856109
delta_bp,2.1 マイクロプライス,1s,47,-0.2917034020379259,-0.28157657849611234,0,-0.4346046118063843,-0.07817509971441955
delta_bp,2.1 マイクロプライス,10s,47,-0.3387061875147643,-0.347907955139665,0,-0.47055467922820804,-0.23022392990556226
obi1__x__spread_bp,70 交互作用,1s,47,-0.291690851982474,-0.28155797769293456,0,-0.4345978960267574,-0.07817588307345072
obi1__x__spread_bp,70 交互作用,10s,47,-0.3388408611349825,-0.3478935731448024,0,-0.47206251247390657,-0.23024955451494755
mret_1s,2.1 マイクロプライス,1s,47,-0.26574864973379475,-0.27842912240934775,1,-0.4097220204816109,0.03850082788291889
mret_1s,2.1 マイクロプライス,10s,47,-0.20915915718189393,-0.21990761362666647,0,-0.32221470023379023,-0.0391223718904858
micro_bid__d,61 加速と高次の動き,1s,47,-0.2603691218482133,-0.27784838259330175,1,-0.41355256451339706,0.049016538904239876
micro_bid__d,61 加速と高次の動き,10s,47,-0.20975460831476922,-0.213857269346193,0,-0.31837800481507605,-0.055739956115284914
delta_bp__x__spread_bp,70 交互作用,1s,47,-0.28800263858285285,-0.28076259966799033,0,-0.43430165427283657,-0.0807207512884316
delta_bp__x__spread_bp,70 交互作用,10s,47,-0.3349486721343737,-0.3466638489301224,0,-0.46219983280494326,-0.21646260128214895
delta_norm,2.1 マイクロプライス,1s,47,-0.2637565997230384,-0.250703821555168,0,-0.4015121337216425,-0.053460602334814214
delta_norm,2.1 マイクロプライス,10s,47,-0.29420440190488595,-0.3014001709027559,0,-0.4137752052679948,-0.17213694037900393
log_depth_ratio,4 板の偏り OBI,1s,47,-0.26375055985596196,-0.2507031974737181,0,-0.40177720810941553,-0.05346021368847589
log_depth_ratio,4 板の偏り OBI,10s,47,-0.2943192279908328,-0.3014168768368076,0,-0.4151777208868981,-0.1720883198880243
obi1,4 板の偏り OBI,1s,47,-0.26375056020477083,-0.2507031974737181,0,-0.40177720810941553,-0.05346021368847589
obi1,4 板の偏り OBI,10s,47,-0.294318977180477,-0.3014168768368076,0,-0.4151777208868981,-0.1720883198880243
obi_not1,4 板の偏り OBI,1s,47,-0.2637554187172096,-0.25072547336857387,0,-0.40178377721242636,-0.0534770825828784
obi_not1,4 板の偏り OBI,10s,47,-0.29431592444515475,-0.3013776601548672,0,-0.4160752029812725,-0.17218585421246083
micro_bid__z,60 衝撃(z 得点),1s,47,-0.2638853861988853,-0.26365179456549076,0,-0.4689153797037677,-0.08796357810044672
micro_bid__z,60 衝撃(z 得点),10s,47,-0.3067358341121566,-0.3049271143274582,0,-0.4349253867629329,-0.137736867110547
mp_mom,2.1 マイクロプライス,1s,47,-0.2695564199522541,-0.27347495202386374,0,-0.38887478747183707,-0.10794418165496124
mp_mom,2.1 マイクロプライス,10s,47,-0.2606338176367007,-0.26763921533702784,0,-0.35053861710867695,-0.14898543468715122
micro_bid__dev,63 平均回帰,1s,47,-0.269486235576051,-0.26314084119239,0,-0.4842176984849078,-0.10174394385357363
micro_bid__dev,63 平均回帰,10s,47,-0.3148740621659729,-0.31320345036211134,0,-0.4501369677240172,-0.15319570647779823
obi_sign,4 板の偏り OBI,1s,47,-0.2451105038651547,-0.23839150861819766,0,-0.37725360349336756,-0.07905807091441713
obi_sign,4 板の偏り OBI,10s,47,-0.27664427656954477,-0.27189692353907996,0,-0.4247934779274603,-0.16445289084681955
mret_5s,2.1 マイクロプライス,1s,47,-0.23445446008591206,-0.22350503433090108,0,-0.40881102561230004,-0.08037257214965415
mret_5s,2.1 マイクロプライス,10s,47,-0.2125117310805721,-0.2213303011431962,1,-0.3961181206115625,0.020634130577843367
mret_10s,2.1 マイクロプライス,1s,47,-0.218211344338823,-0.21376599956844808,0,-0.3767650259382529,-0.055597695444074655
mret_10s,2.1 マイクロプライス,10s,47,-0.20888935324383404,-0.22711652165130836,0,-0.34857383510120377,-0.0014429919374797599
micro_bid,2.1 マイクロプライス,1s,47,-0.2149812009250738,-0.2159163907629472,0,-0.35790821324415295,-0.031199910732089442
micro_bid,2.1 マイクロプライス,10s,47,-0.24676800081700898,-0.2518759579337212,0,-0.3527606589515119,-0.12673951917402676
ask_micro,2.1 マイクロプライス,1s,47,0.21612770774777018,0.1999305010970768,47,0.05872966969537018,0.3667091478184249
ask_micro,2.1 マイクロプライス,10s,47,0.2461248808419486,0.2597879453009023,47,0.11490883340351388,0.3308340227395872
bid_sz,1.1 最良気配,1s,47,-0.1817377460739184,-0.17604035502334525,0,-0.27975310866877207,-0.08637669054284154
bid_sz,1.1 最良気配,10s,47,-0.18507325643010653,-0.18289513968967247,0,-0.30333049356929626,-0.09200225515791514
ask_sz,1.1 最良気配,1s,47,0.17270056060565886,0.17194337038378274,46,-0.009982679530101067,0.28503688748527567
ask_sz,1.1 最良気配,10s,47,0.19510263938303785,0.19751249440460034,47,0.10132175476736581,0.2880548466024113
mret_30s,2.1 マイクロプライス,1s,47,-0.15914572362044613,-0.15658273572502074,0,-0.34070085599406086,-0.014313308980568405
mret_30s,2.1 マイクロプライス,10s,47,-0.17127333449704138,-0.16978615666672583,1,-0.32334477676553547,0.027461237128133694
delta_bp__dd,61 加速と高次の動き,1s,47,-0.14431662358971314,-0.15283891916706735,0,-0.23225024664885527,-0.03654602105697825
delta_bp__dd,61 加速と高次の動き,10s,47,-0.1080466968380447,-0.11092149195466144,1,-0.18753694420521516,0.022160211842646577
obi_streak,62 慣性,1s,47,-0.13688937764762701,-0.13085286221911482,0,-0.26877625064918603,-0.028510722863006047
obi_streak,62 慣性,10s,47,-0.18022722557120174,-0.17031519158076605,0,-0.3121653531359724,-0.06609453390393824
