feature,label,target,h_grid,horizon,n,corr_fwd,corr_bwd,corr_placebo,corr_placebo_day,corr_partial,ci95,beta_bp_per_sd,oos_corr,signed
mimp_avg_q5,marginal impact(平均、Q=5),vol,60,5分,28028,-0.11236952883912892,-0.07925299373361885,0.012604190661920431,-0.03093739652692599,-0.09502423607296819,0.011708014745354177,-1.9901075649330204,0.1400027252242994,false
spread_bp,スプレッド幅,dir,60,5分,28028,0.00984042749096957,0.004827663136613493,0.00902687886495142,0.008402428198403809,0.009902784630218514,0.011708014745354177,0.08016544918875389,0.014643406337534104,false
spread_bp,スプレッド幅,mag,60,5分,28028,0.1062436907483387,0.10878024639967739,0.012089282420297628,0.03693236762112357,0.04152494437995089,0.011708014745354177,1.9716606122085254,0.21886727439351747,false
spread_bp,スプレッド幅,vol,60,5分,28028,0.1370058137492902,0.13523474049458462,0.0009323312618737863,0.03771963973846512,0.05187365199808096,0.011708014745354177,2.0261499142899337,0.32771895236227305,false
d25_tot,±25bp の深さ(両側合計),dir,60,5分,28028,-0.0074211803568614496,0.005295011417051346,-0.009382158772057126,-0.006092235950412621,-0.004448352311817969,0.011708014745354177,-0.3715829944547572,-0.002570393599474718,false
d25_tot,±25bp の深さ(両側合計),mag,60,5分,28028,0.1074519032013712,0.10885767643636679,-0.021618759067170656,0.035685334520350595,0.012930920504570637,0.011708014745354177,3.8831907100050733,0.09705677602514563,false
d25_tot,±25bp の深さ(両側合計),vol,60,5分,28028,0.1947789348364955,0.19731821035180563,-0.010405415816042032,0.08699183882007334,0.08154963919967616,0.011708014745354177,4.490407480947536,0.16672992102665735,false
d25_imb,±25bp の深さの偏り(買い−売り),dir,60,5分,28026,0.0067685760409509675,-0.046235421136659606,0.004210160705966728,0.004974879154083802,0.005951103284148854,0.0117084325380906,0.22546870968930202,0.006315994710652541,true
d25_imb,±25bp の深さの偏り(買い−売り),mag,60,5分,28026,0.046623468457683274,0.04536365527821192,0.02095253283939721,0.043345728296929224,0.017326041171978255,0.0117084325380906,1.5534211996359613,0.027575638420706337,true
d25_imb,±25bp の深さの偏り(買い−売り),vol,60,5分,28026,0.058711011516771945,0.05899849912940135,0.02455407192054384,0.0629651116400124,0.019160893821162685,0.0117084325380906,1.2217133170789405,0.052959626437154975,true
frag_avg,脆さ(平均),dir,60,5分,28027,0.014276806198030734,-0.019974812510434592,0.0037936208681669074,0.0020786152267797645,0.01184219096198544,0.011708223636131741,0.7480556909947007,0.005285503859268383,false
frag_avg,脆さ(平均),mag,60,5分,28027,0.48729531487919386,0.5682187110118587,0.04682887362191323,0.22885178255848526,0.13859069492868772,0.011708223636131741,10.92563939305935,0.5290768320845494,false
frag_avg,脆さ(平均),vol,60,5分,28027,0.7159837048074972,0.7700522925490952,0.06679380795559753,0.345505255407345,0.27421344449930657,0.011708223636131741,11.961554293826108,0.798535113583296,false
frag_imb,脆さの偏り(買い−売り),dir,60,5分,27909,-0.0025593994269267973,0.05441908941718418,0.001079432374751014,-0.0016963579023511247,-0.002899715138410114,0.011732951525879417,-0.14558487253301441,0.0003099789185039112,true
frag_imb,脆さの偏り(買い−売り),mag,60,5分,27909,0.012067238965597171,0.01379535403818767,-0.01095873502746607,-0.0037036579276177217,0.011336195970357198,0.011732951525879417,0.09418439282722921,0.023524145497318096,true
frag_imb,脆さの偏り(買い−売り),vol,60,5分,27909,0.018752544285139373,0.013614045511784361,-0.008588570965284736,-0.019043285294139855,0.020189668518098162,0.011732951525879417,0.2326782913839636,0.029714254744271255,true
dar_tot,depth-at-risk(両側合計),dir,60,5分,28027,-0.003232277363365198,-0.012092418893137623,-0.006691878944073528,-0.005036688709541788,-0.0015277863319661717,0.011708223636131741,0.2323147244193682,-0.0022887972792604164,false
dar_tot,depth-at-risk(両側合計),mag,60,5分,28027,0.37765264156906575,0.4185338206226502,0.013109947226875487,0.17418166419385023,0.07814076362099509,0.011708223636131741,9.99807351431277,0.42234423752828565,false
dar_tot,depth-at-risk(両側合計),vol,60,5分,28027,0.5889714024216638,0.6236348041471287,0.03087425140112636,0.28286984286765177,0.21546111260111497,0.011708223636131741,11.515282147409492,0.6570269239145367,false
dar_imb,depth-at-risk の偏り,dir,60,5分,27908,0.003341012878373402,0.00964651659164827,0.006080159397738465,0.003372928763805547,0.0023452813774584966,0.01173316175426882,0.08478915238141783,0.00410736621347536,true
dar_imb,depth-at-risk の偏り,mag,60,5分,27908,0.04995094153365833,0.05143808554195058,0.010631686187472822,0.03126693150854156,0.009707233681471914,0.01173316175426882,1.4128633645267934,0.041770617494659844,true
dar_imb,depth-at-risk の偏り,vol,60,5分,27908,0.06847752112054327,0.06355734557781707,0.016675374149242198,0.033879268561806515,0.02072432775982601,0.01173316175426882,1.294404329850445,0.07145837199719625,true
gfr_avg_q5,gap 調整後の上乗せ(平均、Q=5),dir,60,5分,28027,0.006764244357717692,-0.00249250339632103,0.007303698841899728,-0.0034431518212352467,0.00417130918872753,0.011708223636131741,-0.06588282845286358,-0.04243891523930474,false
gfr_avg_q5,gap 調整後の上乗せ(平均、Q=5),mag,60,5分,28027,0.1194339432381116,0.15263161437321116,0.022574013824068474,0.04654886166115871,0.024584409824273238,0.011708223636131741,2.6435406915365856,0.30315682915411246,false
gfr_avg_q5,gap 調整後の上乗せ(平均、Q=5),vol,60,5分,28027,0.16448435985221402,0.1804303963435872,0.02927151813409593,0.06272823143041018,0.035671747681288474,0.011708223636131741,2.8693654229178303,0.4243645320521151,false
gfr_avg_q50,gap 調整後の上乗せ(平均、Q=50),dir,60,5分,28027,0.018587434434118227,-0.012803986240567727,0.00589526729668894,0.012035868032003813,0.015406626003990452,0.011708223636131741,0.6459066225518859,0.020723297004188172,false
gfr_avg_q50,gap 調整後の上乗せ(平均、Q=50),mag,60,5分,28027,0.18902178955687135,0.234726935180159,0.022308645035378067,0.07836359355340282,0.03864018856954806,0.011708223636131741,4.598979112855345,0.4375126195580097,false
gfr_avg_q50,gap 調整後の上乗せ(平均、Q=50),vol,60,5分,28027,0.2543436007201295,0.2881912267915499,0.02826414326240916,0.10367156761906848,0.04304585852560258,0.011708223636131741,4.670725541354589,0.6410796028742086,false
gfr_asym_q5,gap 調整後の上乗せの非対称(売り−買い),dir,60,5分,28027,0.007279218354024621,-0.01570795848567889,0.003698013821586469,0.005183988274731588,0.00843800609995843,0.011708223636131741,0.291396450537094,0.006155548699678708,true
gfr_asym_q5,gap 調整後の上乗せの非対称(売り−買い),mag,60,5分,28027,-0.01197860017569588,-0.009251628680472072,-0.0009338750775325482,-0.0010295349585847718,-0.0029709444895937975,0.011708223636131741,-0.4021678766457459,0.006012235999304082,true
gfr_asym_q5,gap 調整後の上乗せの非対称(売り−買い),vol,60,5分,28027,-0.008898873109629946,-0.012530779044679839,0.008586206793142686,-0.0018640671176158835,0.006327145929820831,0.011708223636131741,-0.23134172098892844,0.0031270002968829774,true
l1_imb,【比較】最良気配の数量の偏り(マイクロプライス),dir,60,5分,28028,0.008500427639994155,0.046967578293179,-0.005621362018989366,0.0036608148699317096,0.007208800039327601,0.011708014745354177,0.2226427731504258,0.009672372492270435,true
l1_imb,【比較】最良気配の数量の偏り(マイクロプライス),mag,60,5分,28028,-0.00865428375916459,-0.0031305410528031812,-0.0016112612699671549,-0.0013496095071483414,-0.012646473764869846,0.011708014745354177,-0.3986655964311347,0.0011645124991283367,true
l1_imb,【比較】最良気配の数量の偏り(マイクロプライス),vol,60,5分,28028,-0.0038008314132442116,0.0005759088759079062,-0.009901175725355135,-0.0034608572147782914,-0.009550366660333164,0.011708014745354177,-0.2106561520718394,-0.00438180087742087,true
ofi_1s,【比較】直前 1 秒の OFI,dir,60,5分,28028,0.010036684030743958,0.10434347469467016,-0.005489562809028354,0.0007937088522505674,0.009176022882872892,0.011708014745354177,0.8021055879849497,0.0009168224165966517,true
ofi_1s,【比較】直前 1 秒の OFI,mag,60,5分,28028,-0.0049302778471347185,0.007758626007528637,0.007259948582429635,-0.013429845729769609,-0.0068495712926826555,0.011708014745354177,-0.281849718110095,0.0006597535772848048,true
ofi_1s,【比較】直前 1 秒の OFI,vol,60,5分,28028,-0.001031561273837979,0.002825631834092217,0.004445281290000662,-0.009276175831040146,-0.004478498877465223,0.011708014745354177,-0.17461196656953773,-0.005677504503301569,true
ofi_60s,【比較】直前 60 秒の OFI,dir,60,5分,28028,0.010288029211158213,0.2859791807204506,-0.000020530896029422387,-0.007999438717470695,0.00706970124644532,0.011708014745354177,0.3396982073285602,0.009916306228893971,true
ofi_60s,【比較】直前 60 秒の OFI,mag,60,5分,28028,-0.004156542807207397,0.013307329392390953,0.004075940147387071,0.003589028508276848,-0.013858882303799124,0.011708014745354177,-0.08810596892216284,0.004609140656612682,true
ofi_60s,【比較】直前 60 秒の OFI,vol,60,5分,28028,0.0030449978211955562,0.01435766868882003,-0.0004004000700041886,0.004868200216195727,-0.01366374409974117,0.011708014745354177,-0.3309924966131299,-0.01896250913072486,true
imp_avg_q5,価格インパクト(平均、Q=5),dir,180,15分,9212,-0.0009733825980405069,-0.01148179124789055,0.005578709272466995,0.027016322790252165,-0.02721191715259995,0.020424424811867913,-0.8612454443191714,-0.0070527112156273716,false
imp_avg_q5,価格インパクト(平均、Q=5),mag,180,15分,9212,0.02704109718689074,0.03229050080522989,0.020664421778317125,0.02646872456533832,-0.050331984592885536,0.020424424811867913,0.1524880673381247,0.14699043903435188,false
imp_avg_q5,価格インパクト(平均、Q=5),vol,180,15分,9212,0.05169886991834944,0.031870137354834904,-0.0008909809189060543,0.011958957329346017,-0.07901844475545251,0.020424424811867913,1.1199311708067203,0.23509190443699654,false
imp_asym_q5,価格インパクトの非対称(売り−買い、Q=5),dir,180,15分,9212,0.020308711555827905,-0.014430832881907375,0.007660892540616154,-0.012721143067244959,0.02526829858615755,0.020424424811867913,1.3264929851893759,0.017762718659803237,true
imp_asym_q5,価格インパクトの非対称(売り−買い、Q=5),mag,180,15分,9212,-0.017821170987742403,-0.05094507981034872,0.0044846497325871015,-0.022904162513700952,0.04169008585016827,0.020424424811867913,-1.3798942660300326,-0.007665469130173126,true
imp_asym_q5,価格インパクトの非対称(売り−買い、Q=5),vol,180,15分,9212,-0.028543252576603263,-0.050450656037038105,0.007721654565060348,-0.02656444591491785,0.08269983479284783,0.020424424811867913,-0.79906835742208,0.045705800730170804,true
imp_avg_q50,価格インパクト(平均、Q=50),dir,180,15分,9212,-0.007813695100479728,-0.02104513052249967,0.00845081136767967,0.025085889006494295,-0.020774645695529635,0.020424424811867913,-1.4822209685312375,-0.007959424013857776,false
imp_avg_q50,価格インパクト(平均、Q=50),mag,180,15分,9212,-0.03447029410023832,-0.030389980340927922,0.030113707788153934,0.012767264762605502,-0.053157629736632454,0.020424424811867913,-2.276975021382287,-0.06959904584253898,false
imp_avg_q50,価格インパクト(平均、Q=50),vol,180,15分,9212,-0.047810656572475775,-0.04757978945917895,0.005779570014355616,-0.011907491598145796,-0.10317478659727607,0.020424424811867913,-1.8475141579891934,-0.11906219611600001,false
slp_avg_q5,スリッページ(平均、Q=5),dir,180,15分,9212,-0.01983434577758299,-0.02802801276085375,0.0005472181418339144,0.03431898846926125,-0.027211919397551406,0.020424424811867913,-2.169837878817734,-0.0026284847362251346,false
slp_avg_q5,スリッページ(平均、Q=5),mag,180,15分,9212,-0.051690503019556806,-0.04950029287828866,0.015059891670101888,0.00734549395940824,-0.05033198633990884,0.020424424811867913,-2.208776465252677,0.04887430289257281,false
slp_avg_q5,スリッページ(平均、Q=5),vol,180,15分,9212,-0.06264323572484945,-0.0673381910295563,-0.004583043950613746,-0.023229711323020916,-0.07901844621909143,0.020424424811867913,-1.3650441554274677,0.07607784897713725,false
lv_avg_q5,削る価格水準の数(平均、Q=5),dir,180,15分,9212,-0.00569915545272944,-0.00407303286079459,0.0007229971869571254,0.010102361361774587,-0.007224485520567263,0.020424424811867913,-0.7932867720555373,0.0021999094408243426,false
lv_avg_q5,削る価格水準の数(平均、Q=5),mag,180,15分,9212,-0.14917845353200487,-0.17467765048913855,-0.0065892587000021315,-0.062580805768846,-0.03955129315439643,0.020424424811867913,-5.946799161429161,0.17439331390316493,false
lv_avg_q5,削る価格水準の数(平均、Q=5),vol,180,15分,9212,-0.22294813752116058,-0.23186964820968436,-0.020211819397840572,-0.10365721442893493,-0.07109173885348317,0.020424424811867913,-5.577539164456062,0.30492298731360645,false
lv_avg_q50,削る価格水準の数(平均、Q=50),dir,180,15分,9212,0.0032780727955635763,-0.006022562061381505,0.00710247796070551,0.00768759520748025,0.0012687414251732212,0.020424424811867913,-0.4670932835703204,-0.010622273433594438,false
lv_avg_q50,削る価格水準の数(平均、Q=50),mag,180,15分,9212,-0.1467884210552967,-0.16239879003453894,-0.007501766757374123,-0.06734615478377201,-0.042165269279161394,0.020424424811867913,-5.846025952241478,0.196155749177411,false
lv_avg_q50,削る価格水準の数(平均、Q=50),vol,180,15分,9212,-0.2132927868323181,-0.21632469163415252,-0.03397558379393029,-0.10843426467645641,-0.06630613224584582,0.020424424811867913,-5.280005379689581,0.33071085037897335,false
mdep_avg_q5,marginal depth(平均、Q=5),dir,180,15分,9212,0.005649724791646769,-0.009586521327005753,-0.016337248224813236,0.0021822145915615927,0.0028132583631535423,0.020424424811867913,1.2482184842412836,-0.0038352744814533508,false
mdep_avg_q5,marginal depth(平均、Q=5),mag,180,15分,9212,0.0250066941737201,0.02191068963446202,-0.00878306866522123,0.01082689440260004,0.014895554192115546,0.020424424811867913,1.3681437338214086,0.014901248427914212,false
mdep_avg_q5,marginal depth(平均、Q=5),vol,180,15分,9212,0.028990947961932082,0.026396656187983956,-0.012400613885461443,0.0028178459770932304,0.0188861885489195,0.020424424811867913,0.46100525742271203,0.028887271646488653,false
mimp_avg_q5,marginal impact(平均、Q=5),dir,180,15分,9212,-0.03159370792147655,-0.04398339130577138,0.0029636923833541652,0.028757365438842365,-0.034394902428250995,0.020424424811867913,-2.8506916311314425,0.0051102072122013965,false
mimp_avg_q5,marginal impact(平均、Q=5),mag,180,15分,9212,-0.03965051767317223,-0.037961531919139174,0.020793546139462837,0.017374575890951816,-0.054333056918726585,0.020424424811867913,-1.394404641105551,0.07914002787689572,false
mimp_avg_q5,marginal impact(平均、Q=5),vol,180,15分,9212,-0.07310693503311996,-0.044682199822952684,0.015596147199977982,-0.013121070425381472,-0.13722555689075291,0.020424424811867913,-1.8390084304576488,0.13629613307895883,false
spread_bp,スプレッド幅,dir,180,15分,9212,0.016862996248978055,0.007908833602069792,0.008325629819257661,0.010797337071379833,0.016433963756867884,0.020424424811867913,0.7898493410727472,0.006529076715509779,false
spread_bp,スプレッド幅,mag,180,15分,9212,0.0906424445044038,0.09711109012621527,0.018693458664240183,0.035022016873467496,0.03246330343097667,0.020424424811867913,2.521443347473531,0.19937630652276703,false
spread_bp,スプレッド幅,vol,180,15分,9212,0.13973107417552433,0.11303712999152377,0.0028600146585009874,0.040518737397415,0.06995962386802818,0.020424424811867913,3.269859871963332,0.3175998244500381,false
d25_tot,±25bp の深さ(両側合計),dir,180,15分,9212,-0.0018158487608485284,0.01456948514555214,-0.020082307007747033,-0.0190956912860898,0.0025864002482717304,0.020424424811867913,-0.3777980304479712,-0.019140779758479425,false
d25_tot,±25bp の深さ(両側合計),mag,180,15分,9212,0.11886277620684123,0.12547893012552175,-0.019672810790297715,0.04044511467185826,0.02265595699560476,0.020424424811867913,6.849645582384206,0.1073684754246796,false
d25_tot,±25bp の深さ(両側合計),vol,180,15分,9212,0.19815848442004727,0.20957532747187252,-0.01374655884853002,0.08423963759473505,0.07903087655902935,0.020424424811867913,7.885240701296153,0.17111432582438219,false
d25_imb,±25bp の深さの偏り(買い−売り),dir,180,15分,9211,-0.0035536772062711094,-0.025122360531698237,0.009295764124579548,0.01955579785767449,-0.004292059596912021,0.020425533840447006,0.1478035691154118,-0.01102254092763174,true
d25_imb,±25bp の深さの偏り(買い−売り),mag,180,15分,9211,0.05070026360478691,0.05338637733327955,0.027931396159914624,0.04591613626761657,0.01943685274873395,0.020425533840447006,2.2899796301874273,0.04754758779640034,true
d25_imb,±25bp の深さの偏り(買い−売り),vol,180,15分,9211,0.05832841948576014,0.0651555886608609,0.026225522057137452,0.06622392014662455,0.009857948988467395,0.020425533840447006,1.5834600931225689,0.0694980197748077,true
frag_avg,脆さ(平均),dir,180,15分,9211,0.014885782015618815,-0.05964472002344541,0.014830769798762512,0.0055116890636530995,0.011459600099653163,0.020425533840447006,1.138180276250372,0.009779454587783797,false
frag_avg,脆さ(平均),mag,180,15分,9211,0.4530822059340733,0.5637369605899484,0.06616679858432246,0.2200756111591743,0.11465284870323246,0.020425533840447006,17.244423703759313,0.4896990729211768,false
frag_avg,脆さ(平均),vol,180,15分,9211,0.6822126823072747,0.7439034094654376,0.057943449594968596,0.33778819139054633,0.20334546516418378,0.020425533840447006,18.65728686340228,0.7687782555288373,false
frag_imb,脆さの偏り(買い−売り),dir,180,15分,9172,-0.00007848685037933059,0.05884310946666661,0.002970299341376734,0.00295195853543847,-0.0006732404865463333,0.020468927369939646,-0.3477968968973702,-0.007021162244305856,true
frag_imb,脆さの偏り(買い−売り),mag,180,15分,9172,0.014277011710837098,0.01350593410972788,-0.001385879139299874,-0.00322791926044684,0.01546155077008209,0.020468927369939646,0.2985491419677126,0.02410247263265276,true
frag_imb,脆さの偏り(買い−売り),vol,180,15分,9172,0.01830886816918458,0.011054855272391731,-0.014230698855949603,-0.018445188532147355,0.016041586862556148,0.020468927369939646,0.13642407560685352,0.03887829794479696,true
dar_tot,depth-at-risk(両側合計),dir,180,15分,9211,-0.0004491240969103329,-0.03069105419702843,-0.009046634067092567,-0.004316930775355593,0.0015575123316219314,0.020425533840447006,0.7815065682297109,0.004039229366136088,false
dar_tot,depth-at-risk(両側合計),mag,180,15分,9211,0.36097675082164793,0.4404374910865154,0.02447115515942619,0.16067785236061288,0.06588654069776831,0.020425533840447006,16.17295337941256,0.392677848503502,false
dar_tot,depth-at-risk(両側合計),vol,180,15分,9211,0.5770315815222861,0.6324927379543844,0.02040035064661299,0.2788773405705475,0.17052034169055091,0.020425533840447006,18.794831192045567,0.6406722315652398,false
dar_imb,depth-at-risk の偏り,dir,180,15分,9172,0.00073372826893299,0.03150990202075168,0.011046980327313676,0.019662436530895312,-0.0004501962154707087,0.020468927369939646,0.2748827609362956,-0.005255898702407616,true
dar_imb,depth-at-risk の偏り,mag,180,15分,9172,0.05747456408758272,0.05976162565662397,0.026429448203340762,0.03307536766793726,0.01652334695777024,0.020468927369939646,2.268871332857142,0.06453789013335137,true
dar_imb,depth-at-risk の偏り,vol,180,15分,9172,0.06945980072137267,0.06846310633945399,0.015375106320851916,0.03764211907738268,0.01803561883588698,0.020468927369939646,1.6204950130847064,0.0970333461816475,true
gfr_avg_q5,gap 調整後の上乗せ(平均、Q=5),dir,180,15分,9211,-0.002937059510455879,-0.02822783270074782,0.02006112258879307,-0.009124233427355613,-0.006595342675331183,0.020425533840447006,-0.39295848711747894,0.0013141355699537965,false
gfr_avg_q5,gap 調整後の上乗せ(平均、Q=5),mag,180,15分,9211,0.11898429687131394,0.11806708550796056,0.041349982897900664,0.04731091579783725,0.03673211482620922,0.020425533840447006,4.608355299237484,0.2791961068021438,false
gfr_avg_q5,gap 調整後の上乗せ(平均、Q=5),vol,180,15分,9211,0.14683229824269392,0.15274931334356273,0.031776487673757715,0.06055764441356964,0.0237451464859968,0.020425533840447006,3.8968039413408073,0.4031598982968804,false
gfr_avg_q50,gap 調整後の上乗せ(平均、Q=50),dir,180,15分,9211,0.016868994710787004,-0.02854470765953471,0.031304475238251576,0.005602722866860164,0.011671663459903841,0.020425533840447006,0.638793706867683,0.03172163968609453,false
gfr_avg_q50,gap 調整後の上乗せ(平均、Q=50),mag,180,15分,9211,0.17934723787573154,0.21714656552965142,0.04837308455066258,0.07482994023428266,0.03702239262154093,0.020425533840447006,7.283876725692379,0.3832599208770953,false
gfr_avg_q50,gap 調整後の上乗せ(平均、Q=50),vol,180,15分,9211,0.24340146222971598,0.2698535115144398,0.03258152103890822,0.10683391629559832,0.031246309851257124,0.020425533840447006,6.873266838430108,0.5962681090235201,false
gfr_asym_q5,gap 調整後の上乗せの非対称(売り−買い),dir,180,15分,9211,0.02008238681733876,-0.003097112420846908,-0.002142534710090081,-0.0056230773883977824,0.019987754399498795,0.020425533840447006,0.44511136308085575,0.07081874605820394,true
gfr_asym_q5,gap 調整後の上乗せの非対称(売り−買い),mag,180,15分,9211,-0.01386703053248729,0.011217959835659352,0.004867286903294805,0.005891543078250496,-0.003918915849732006,0.020425533840447006,-1.3771380535637947,-0.03635373735531009,true
gfr_asym_q5,gap 調整後の上乗せの非対称(売り−買い),vol,180,15分,9211,-0.008218242216623138,-0.02061369002458618,0.0072243238396805624,-0.0019387106377021304,0.009375261621164819,0.020425533840447006,-0.5076144569489132,-0.016028551617092067,true
l1_imb,【比較】最良気配の数量の偏り(マイクロプライス),dir,180,15分,9212,0.0013227792393261356,0.03577514257159521,-0.004501091484479712,-0.011284844690226436,0.0045832743288046285,0.020424424811867913,1.0510524606306368,-0.015073783418623962,true
l1_imb,【比較】最良気配の数量の偏り(マイクロプライス),mag,180,15分,9212,-0.021155678569404587,-0.0016420870488194005,-0.00015540316658638534,0.001428306508747949,-0.03133686668360198,0.020424424811867913,-0.4711377566891272,0.030143264772839122,true
l1_imb,【比較】最良気配の数量の偏り(マイクロプライス),vol,180,15分,9212,-0.009812939274211835,0.0023025542132370275,-0.00476225863337575,-0.0014795161142140468,-0.02806211770999029,0.020424424811867913,-0.33107494550656186,0.00950525917449483,true
ofi_1s,【比較】直前 1 秒の OFI,dir,180,15分,9212,-0.028273536181782893,0.0818521335887077,-0.006734639394677387,-0.004806423221719164,-0.02838010540385158,0.020424424811867913,-0.7458969709176749,0.036765796903622555,true
ofi_1s,【比較】直前 1 秒の OFI,mag,180,15分,9212,-0.0036936344239503894,-0.012896829408899456,0.0070022245327400956,-0.016202305743549802,-0.003236622878322816,0.020424424811867913,-0.4538151142513058,-0.00018318886451081573,true
ofi_1s,【比較】直前 1 秒の OFI,vol,180,15分,9212,0.00042433326435043845,0.00013091122788689172,0.010819695320458091,-0.0043443755748872985,0.0033285229597892364,0.020424424811867913,-0.3399492849757377,-0.007733775626344468,true
ofi_60s,【比較】直前 60 秒の OFI,dir,180,15分,9212,-0.03413675497330417,0.18259011782614745,0.007863133749707466,-0.04565954726269863,-0.025705591537302484,0.020424424811867913,-0.6307415730219325,0.049501622283837,true
ofi_60s,【比較】直前 60 秒の OFI,mag,180,15分,9212,0.004040729641960175,0.0320921096417779,-0.0023475771155480533,0.007288345396295949,-0.017712860028661914,0.020424424811867913,-0.4193965516766766,-0.013258320676042459,true
ofi_60s,【比較】直前 60 秒の OFI,vol,180,15分,9212,0.012806135806104535,0.04181562543528862,-0.0026662251370372764,0.0059345832899729495,-0.027263917007762473,0.020424424811867913,-0.7401053406200415,-0.0391931928625912,true
