feature,target,family,n_coin,n_sig,n_pos,med_spread,min_spread,max_spread,med_rho,same_sign,ab
micro_ret,fwd_micro_100ms,4 マイクロプライス,7,7,0,-0.2661464081744908,-1.6906493743250695,-0.10445400877616202,-0.5636363636363636,7,0.2661464081744908
d_micro,fwd_micro_100ms,4 マイクロプライス,7,7,0,-0.26578014814809303,-1.6941993882604407,-0.10294629516871298,-0.5757575757575757,7,0.26578014814809303
ofi_z,fwd_mid_500ms,8 OFI,7,6,7,0.260275011604798,0.033681091966107024,0.5168255436460621,0.9999999999999999,7,0.260275011604798
signed_cnt,fwd_mid_1s,12 攻撃的な約定フロー,7,6,7,0.259017913779251,0.08304424844447891,0.5597287772340833,0.9285714285714287,7,0.259017913779251
signed_vol,fwd_mid_1s,12 攻撃的な約定フロー,7,6,7,0.2550663546308662,0.07038839327885939,0.5729542367354448,0.8999999999999998,7,0.2550663546308662
trade_dollar_imb,fwd_mid_1s,12 攻撃的な約定フロー,7,6,7,0.25456410192607276,0.07124477364877066,0.5728980512972708,0.9636363636363635,7,0.25456410192607276
aggr_acc,fwd_mid_3s,12 攻撃的な約定フロー,7,7,7,0.2540893228231879,0.09962296208008442,0.6188707405245446,0.8285714285714287,7,0.2540893228231879
micro_minus_ask,fwd_micro_100ms,4 マイクロプライス,7,7,0,-0.25072377700279097,-0.9674563275271334,-0.1849173182972122,-0.7818181818181817,7,0.25072377700279097
micro_minus_bid,fwd_micro_100ms,4 マイクロプライス,7,7,0,-0.2490019553973334,-0.9194921109010104,-0.18101077760012182,-0.709090909090909,7,0.2490019553973334
depth_diff,fwd_mid_300ms,2 板の偏り OBI,7,7,7,0.24094574136411626,0.05573167354524649,0.45238310163143397,0.9999999999999999,7,0.24094574136411626
micro_mom,fwd_micro_300ms,4 マイクロプライス,7,5,0,-0.24079354918020973,-3.2354572410885503,-0.026326565690442113,-0.9878787878787878,7,0.24079354918020973
signed_vol,fwd_micro_1s,12 攻撃的な約定フロー,7,7,7,0.23981102971885773,0.08989028238680083,0.65369821555201,0.8999999999999998,7,0.23981102971885773
trade_dollar_imb,fwd_micro_1s,12 攻撃的な約定フロー,7,7,7,0.23966063867037382,0.09113515819781626,0.6469581108675955,0.880952380952381,7,0.23966063867037382
aggr_imb,fwd_mid_5s,12 攻撃的な約定フロー,7,6,7,0.23751450061269366,0.08018714332595665,1.010997979012831,0.9030303030303028,7,0.23751450061269366
aggr_mom,fwd_micro_3s,12 攻撃的な約定フロー,7,7,7,0.23744701063181117,0.12717332386132066,1.406540742052395,0.9636363636363635,7,0.23744701063181117
micro_minus_ask,fwd_mid_300ms,4 マイクロプライス,7,7,7,0.22996711840009737,0.050804060177608204,0.3989582607241788,0.9636363636363635,7,0.22996711840009737
