coin,sfx,size_unit,size_usd,lat_ms,n_days,pairs_day,ev_pair_bp,ev_pair_nw,se_pair,t_pair,day_bp,se_day_bp,t_day,day_usd,se_day_usd,t_usd,worst_day_bp,best_day_bp,p_day_pos,p_off_60s,t_off_med,forced_rate
xyz:SMSN,_q1_sz0.548291_lat130,0.548291,100.00005403499999,130,98,1248.6262626262626,-1.69404296861639,-1.6722611113980166,0.6959325683199525,-2.4029068152896107,-2124.2328611375497,668.736241563969,-3.176488320970343,-21.183554324872755,6.1760823729812175,-3.4299339039818175,-13913.486140361312,3624.69069230205,0.1414141414141414,0.6527601076881988,22.783749999999998,0.0002871018483697872
xyz:SMSN,_q1_sz5.48291,5.48291,1000.00054035,0,98,672.4242424242424,-2.864011471647929,-5.317179193438952,1.5146630275404993,-3.5104700496142405,-1933.6885255287807,369.092382231506,-5.239036671084456,-199.2957504173166,32.43764024038832,-6.143965742895569,-10472.514821803416,630.5340522897224,0.04040404040404041,0.526490164312404,45.4165,0.0005029765703003596
xyz:SMSN,_q1_sz5.48291_lat130,5.48291,1000.00054035,130,98,535.1818181818181,-3.362981282514044,-5.907011756176237,1.7592502155585075,-3.357687100979518,-1806.9304824951262,318.4889394563309,-5.673448144163514,-186.65554996473793,28.184995864156164,-6.622514718979053,-9302.140475646122,530.7791439449776,0.04040404040404041,0.4935171914808988,58.054500000000004,0.0005753251530270591
xyz:SMSN,_q1_sz54.8291,54.8291,10000.0054035,0,95,87.28282828282828,-8.093664645357245,-19.213345579151692,5.331533210599069,-3.603718634061142,-724.4703722996927,150.2255137079169,-4.822552137903012,-737.0635074416106,124.05721384965914,-5.9413192072396015,-5302.518971021053,363.73245457738983,0.1111111111111111,0.23120096524664374,442.9945,0.003747045598662593
xyz:SMSN,_q1_sz54.8291_lat130,54.8291,10000.0054035,130,95,67.05050505050505,-9.028566350441611,-18.635518772995887,5.069657021141507,-3.675893397774635,-620.6266561542204,116.793087744551,-5.313898862847522,-632.6959100947049,95.83183451493153,-6.602147535807892,-4379.410949372102,545.0967528328803,0.15151515151515152,0.18711557621461022,455.548,0.004946784590016489
xyz:SMSN,_q1_sz548.291,548.291,100000.05403500001,0,47,2.9494949494949494,-16.393012070534837,-23.775229690948834,11.577382194637062,-2.0535928840599325,-98.20453623814156,56.32283188089653,-1.743600826851364,-982.0458930296271,563.2286231493874,-1.7436008268513639,-2756.993699766284,945.8738390664299,0.2828282828282828,0.04466795673334334,5517.106,0.08463949843260188
xyz:SNDK,_q1,0.0,0.0,0,99,3058.4848484848485,-1.9370721002844877,-1.7447993044412298,0.10629366138649252,-16.41489512810172,-5927.319960973077,1180.4786506713697,-5.021115763171196,NaN,NaN,NaN,-32985.017011791475,27.24283982394131,0.010101010101010102,0.8474160374842389,8.958,0.00012053106316653265
xyz:SNDK,_q1_lat130,0.0,0.0,130,99,2492.6666666666665,-2.177972525749754,-1.9432665862369634,0.09608293676634506,-20.22488749446333,-5431.479964348262,947.6269570229747,-5.731664685238137,NaN,NaN,NaN,-27884.793526296427,56.10707281074224,0.010101010101010102,0.829371528886915,11.773,0.00015193781489112137
xyz:SNDK,_q1_lat65,0.0,0.0,65,99,2815.868686868687,-2.049443464077175,-1.8325899872713263,0.10412508373914685,-17.599889685201244,-5773.706778468158,1111.2545763914443,-5.195665242807823,NaN,NaN,NaN,-31040.04314549825,73.79287246917343,0.010101010101010102,0.8400941003812908,9.734,0.00013091469921002843
xyz:SNDK,_q1_sz0.064267,0.064267,99.999452,0,99,1867.1515151515152,-1.3647690671331325,-1.2777712693372092,0.08118962633502588,-15.738109990364224,-2550.2470719367157,667.0976416961581,-3.822899246731669,-24.43866232732238,4.805213205582704,-5.085864306484779,-17985.515915764943,-42.088803296219396,0.0,0.7585691074783523,16.026,0.0001920128080656197
