wid,active_days,n_blocks_add,cm_add,cm_can,cm_flow,cm_dist,cm_null_add,cm_null_can,cm_null_flow,cm_null_dist,mean_corr_add,mean_corr_can,mean_corr_flow,mean_corr_dist,herding_score
5258,35,2586290.0,0.20468334288820988,0.1849283409975304,0.0005356651025968581,0.00043463751428331714,0.13873745997551412,0.1347017408528894,0.0004632695499787934,0.0001443363338616611,0.26505463857624445,0.2568342581579246,0.04643017183387952,0.017257474879362893,0.17272727272727273
7997,76,9993995.0,0.2765154695493267,0.2832417495759857,0.020421591220673718,0.2260452183647344,0.09159949194133793,0.08830913559038987,0.001867756204961995,0.003120471766458119,0.44735885615326143,0.45243178236174786,0.08277586270588935,0.07559554854043601,0.8181818181818182
25207,28,5862030.0,0.42279960582614595,0.4466238331654246,0.014479602737069856,0.014938154218309197,0.28302845993812364,0.28323828593062467,0.00013232125143552542,0.00505598436548191,0.4150808514003404,0.4251674423648332,0.04607730907270699,0.08849145148146283,0.6454545454545455
5078,82,10345862.0,0.32641322013140833,0.3314954654457318,0.0440200067807229,0.21891131339854003,0.11146346308672318,0.10901901517517953,0.001996635751673972,0.0019920007309171235,0.4504995088212051,0.45431523644362404,0.10473402901506637,0.08688121843317385,0.8999999999999999
7967,76,10044531.0,0.3611718580143341,0.36568899118071224,0.027671804276507592,0.2796259425301169,0.12683961392981039,0.12298432395916643,0.0007731740549007638,0.003218573995309935,0.45770254602658417,0.46284762983944666,0.10075124624447776,0.08505911931052254,0.9045454545454545
25321,32,7864832.0,0.3017310821987034,0.3092267154956732,0.006994772755837024,0.003851941696114262,0.17407084959952968,0.15624200309088376,0.002433979446121983,0.0006336710228387993,0.37152386992068115,0.37449553323867363,0.022118212704304648,0.033908888383052276,0.47272727272727266
576,41,5256946.0,0.6098034853100064,0.6193385115004316,0.0010119579536782568,0.01898863770759773,0.3835233451778717,0.38219998787364134,0.0002515599218169711,0.005336880838153147,0.48396057264024156,0.48886877636193315,0.001865920074070816,0.0869367343345664,0.7227272727272727
26795,25,4586426.0,0.36185175606973863,0.3485340796411476,0.006576882581307519,0.03438649751513451,0.3122762445910002,0.30443002110588097,0.00003899872558722603,0.01802135816602493,0.3839975538294019,0.37231105344600024,0.0440463563848589,0.07113311961269457,0.38181818181818183
5246,88,6331024.0,0.4043699611782793,0.4403858953356524,0.004792868371851787,0.0001109438888540431,0.28490837001431224,0.26907032608586545,0.000016564211532283988,0.00008364835540895214,0.3998671056265811,0.4243672165009747,-0.027569775822808937,0.01066866438259475,0.3818181818181818
9760,75,6567039.0,0.5334822917115042,0.5125436174136107,0.042635289734725405,0.005374035086872512,0.3066523447127541,0.29345209815424483,0.00015846376969382158,0.0026860893496447324,0.47184855680978105,0.46127847681545225,0.0866073882814548,0.06753656218017509,0.8045454545454545
4045,85,6073513.0,0.3002051294418907,0.30660686128765646,0.001019848775494147,0.003305702806512981,0.1736741201801585,0.1578096084467915,1.194066078090717e-7,0.0017695199376938414,0.363016965861891,0.3741727387410157,-0.021723627463688402,0.046295986341707084,0.3954545454545454
26,50,3675633.0,0.045886828870451375,0.03506596346671629,0.012354074109367457,6.595084932687471e-6,0.017822222980731307,0.01780046522431059,0.00045668528140038376,0.00006995767115789041,0.2043665567321403,0.17789415556303864,0.01828513394261671,0.013161665054959743,0.18636363636363637
499,44,5403595.0,0.23778876016678424,0.27021657331332855,0.00372375520295977,0.0796009994365851,0.06424629662311446,0.06599987876167415,0.0008717247492520515,0.0005746402334508349,0.30450903751833697,0.3314071323850657,0.018443692640504016,0.0694046441485617,0.7227272727272728
8094,72,5254262.0,0.33430593102280126,0.32219780240196055,0.0027188531442483154,0.00005410775956539618,0.19737654496895257,0.17937944142964093,0.00007019816401094857,0.00002842633502731343,0.35199712368801855,0.35080300412076026,0.03476923039763991,0.0032920819214182174,0.3545454545454545
18589,35,2560935.0,0.2398756625933371,0.2586109413618452,0.013460577408359674,0.02638890447317329,0.09088638184861164,0.08740492438838739,0.001422434789118557,0.006184764786200125,0.3416431692551548,0.36204869757730296,0.021908732386933735,0.07294862059741583,0.7
26045,28,4561301.0,0.4405972161762377,0.45439994297514597,0.00037680565956037037,0.012794801033273311,0.27954554440995305,0.2766059411420686,0.001028869496516949,0.003135778996246055,0.40976267260149973,0.42111346431158486,-0.01811073123453315,0.07571801717284721,0.5318181818181819
21591,42,2933601.0,0.27216482555016386,0.32239381930311056,0.0003842824469030414,0.0357907285982899,0.12288931718516674,0.12308540429100183,0.00005616804927428019,0.006594811603296281,0.3412465819261285,0.371093090972536,0.006428961013249814,0.09725157083614797,0.65
30539,12,1448277.0,0.22694804320055115,0.3111370283535646,0.006810065945079293,0.0009024900344283257,0.11652447814464811,0.1510859641518954,0.00012809934065785323,0.0005688608739691041,0.3120768471742503,0.362629556195209,0.02193542452744331,-0.024705763155288427,0.39999999999999997
1614,96,5183740.0,0.25956065980127696,0.29087780974646166,0.04069881126047584,0.004415923624549013,0.12922731935573098,0.1299026694844636,2.880734666661131e-6,0.0013815422774790531,0.4315716340319599,0.4476166964576389,0.08756054963103221,0.06089792771462479,0.6181818181818182
24350,26,2738051.0,0.2250056783961128,0.2403079472019085,0.02087240546610525,0.0007314317405020079,0.19887909611347357,0.2030587284187918,0.005494170312120069,0.00020547178358003494,0.24205999078856485,0.24617014518783986,0.02883745062940996,0.031599105630126675,0.2772727272727273
6684,63,2288708.0,0.12382149916058653,0.10989527665800435,0.022170556588521056,0.006938034410080636,0.06669474712293516,0.06445950504278722,0.0002525240597464055,0.002098363384575942,0.23837067233163342,0.22231498188361346,0.07286681140545945,0.04073969198114673,0.39545454545454545
1007,93,1795055.0,0.22382227290158702,0.26298977893126135,0.00006199768514050395,0.0005474070773320692,0.0905639511840225,0.09065784052391576,9.15965865546107e-6,3.297346301052401e-7,0.3086698809700222,0.33531743100741596,0.0037499414291020166,0.023463476232947703,0.40909090909090906
15655,51,2188580.0,0.003994358456062675,0.004291709723388313,0.0025132542421425915,0.0007034635369944568,0.0002945093314457267,0.0002992906717977006,0.000028197859173575046,0.0003058094833710359,0.12525106038264325,0.12669030955883076,0.0269081288081602,0.019414363042354475,0.15
1826,94,3649792.0,0.41411213423398247,0.4304908329651497,0.000012440202892692411,0.0012430714668811296,0.21655281380374047,0.20396413760186008,0.000011725458891090726,0.0007673462271158076,0.4356016523121111,0.44880706765309314,-0.0076283612820464055,0.04346815467493504,0.5272727272727272
893,48,2458820.0,0.3374397322771302,0.34528112923787263,0.00011173204847201249,0.0070800991537441245,0.19070689060726065,0.188509364866796,0.00007405287019021192,0.0014106828855947387,0.34793387663712166,0.3598976055273465,0.0057785985435001375,0.05494688516551376,0.4772727272727273
143,75,4070050.0,0.23789542067841662,0.24124491123521297,0.008180976690008186,0.0018203388473862993,0.17463167951243203,0.1670222981857898,0.0014418555434994084,0.0018170119597680074,0.30979219209902464,0.31817244761257796,0.01268816642091433,0.04173333516630651,0.24545454545454545
4480,81,2211884.0,0.059439650736090394,0.07200241952779805,0.00004759688220791157,0.0003219450286255471,0.009936321418878947,0.009702652363135014,0.00006370597395819816,0.0001415459933389458,0.20113166467627439,0.22307487491014732,-0.01929765997130895,0.026030775690493415,0.11363636363636363
1323,86,3180282.0,0.24001986951814963,0.2407505597674204,0.0007183952439097953,0.0016099655882411202,0.15921190189073486,0.15087360564922542,0.00024931137085277763,0.0012189125241050475,0.31543128796769115,0.3193439100953456,0.021653510172737266,0.033846552245388635,0.2636363636363636
28852,16,2437549.0,0.4653276470524068,0.42879320334192333,0.03314753024130259,0.013642199025475987,0.31908722505554904,0.30879283563538074,9.314179827973324e-6,0.0035293355771474494,0.3972660874693643,0.37504582392825897,0.08812754481383105,0.05312793877791976,0.6363636363636364
28910,16,2430685.0,0.4646147517670776,0.4284757330992774,0.03190963412801183,0.013148318724602518,0.3182296673610487,0.31280736978189094,7.4806212453268555e-6,0.003284809458304968,0.3966597126292129,0.374651222755863,0.08730192491071531,0.053128888642632266,0.6136363636363636
29090,16,2423675.0,0.46477507089989334,0.4281454016591791,0.03380434149532259,0.01310897281903159,0.3141556261128407,0.3131581845157839,0.00005310520805374926,0.003264122906382435,0.39688525277812564,0.37465435398459906,0.08885094022321233,0.05247029098800923,0.6409090909090909
28866,16,2423340.0,0.46414834158391427,0.42762321150063326,0.03193980859535696,0.012574948131239619,0.31676185842701965,0.31042104812739857,0.00005195834504055703,0.002939492631836328,0.39664697692566403,0.37442948136900983,0.08876791488082751,0.05274542443206037,0.6045454545454545
1680,81,2747790.0,0.17687958673232015,0.14301763775111673,0.008005894179687634,0.002807310685335835,0.11130776185428484,0.08627177258807243,1.830268941644092e-6,0.0008844985185564398,0.2727510051561432,0.24995922255007852,0.050255132002843685,0.06092422129995014,0.3409090909090909
27039,24,2655785.0,0.5416442287510657,0.5254189167648967,0.04677631748111929,0.048087230163208025,0.23398249520683956,0.22235561129739545,0.0028695934205897385,0.01952411194469812,0.4684629318125018,0.47177814466823037,0.09930107963693988,0.1416595527768583,0.9545454545454545
4832,82,1818667.0,0.31208994420842934,0.3354884320622881,0.00020777585082160384,0.0006611021031114791,0.18767815296605742,0.1930643580786391,0.0008963644479269211,0.00020120912789254726,0.3162158286337813,0.33397990064496863,-0.0029556742117445795,0.02764502372595967,0.2727272727272727
197,90,2267288.0,0.1639625085855514,0.18299118636632483,0.00002944067664249444,0.00003259820412763024,0.09051048934154368,0.09167587173556166,0.00005583044226789708,0.000020460511249038537,0.26810283277736024,0.28520057597477994,-0.019499665655035858,-0.004963780180782639,0.16363636363636364
2174,65,2411765.0,0.22194306335389236,0.22904245899917167,0.008620615022003262,0.0007180367073512475,0.1110003113272679,0.10243867696982045,0.000011458968105943941,0.00008985074501506477,0.325604174815225,0.3356345341706734,0.014860076529928498,0.023287222094602808,0.4181818181818182
14325,60,2675459.0,0.23312052799772176,0.21898071240371594,0.004753802507392511,0.01809705451262945,0.09740988626603896,0.08743828533715466,1.6583710799742e-6,0.008335850920237357,0.34938489869052924,0.3347512789380702,0.04155804849472829,0.09003402342414613,0.5045454545454545
12751,65,2029798.0,0.20953964883784917,0.22738168830152364,0.0012264804569243034,0.00025406780352963553,0.07474634510605056,0.07251680357349245,3.1166175007949094e-6,0.00026680710784024496,0.3433392341723427,0.35854946124502096,-0.01518002403176457,-0.02272547721910052,0.3363636363636363
13760,62,1610254.0,0.29788519810936015,0.3078638069014628,0.00027853864129270443,0.0003298987091904363,0.10327228698132004,0.09901665313637072,5.260785627655662e-6,0.0001508758331333198,0.3760488164601121,0.3889856791319339,0.006137212060469152,0.03380034464061167,0.4954545454545454
21342,17,1898056.0,0.42076684032966544,0.4255648070046425,0.028941745519176502,0.041158319417575424,0.13556927551725326,0.12209449248457019,0.0007312150242984213,0.012277756873383889,0.42227016726837585,0.4352236213944235,0.08295361242421992,0.1155621770882976,0.9136363636363636
7243,81,1389950.0,0.013519299444844687,0.01638742189425186,0.0001978179252353846,0.0037714354460312276,0.004797887778536763,0.005258576786376188,2.3682165791056684e-6,0.0013894071754786,0.1522494946230086,0.16151270280545973,0.012516937342195233,0.03136721015631369,0.17727272727272728
28608,18,1483368.0,0.3371689735836607,0.35184497828187994,0.008414136972486483,0.024777314346234723,0.17659688276652424,0.17653603781901644,0.0008087257367504558,0.01446065192716471,0.3863579524872128,0.4036445893197547,0.03133847108553758,0.07894601459326708,0.6818181818181818
21453,40,1970942.0,0.34219146980462417,0.29723003132044706,0.006471798728373364,0.04870897225808809,0.22267941637792454,0.21097538268252825,0.0013479106132817293,0.014724758510531507,0.33847805492033756,0.308680999939939,0.052849924568857364,0.1144860823322506,0.5
32127,7,1314499.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32185,7,1302745.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32213,7,1301222.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32156,7,1301540.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,98,939634.0,0.08022783416237149,0.09226649826309256,0.00002386632992142935,0.00036630505159281974,0.026903430254758692,0.02743819369751524,0.00001906657264788507,0.00002955633712387109,0.22161783369369245,0.23482891469038436,-0.00021014862932180637,0.01138068409143811,0.16363636363636364
550,77,1771144.0,0.2652360698080206,0.25980860050386245,0.01320580945065141,0.007164397685913132,0.1966115719420167,0.1756856419848398,0.002010261691519821,0.005427077246731294,0.2895429664114845,0.29307080928178086,0.022566185395539052,0.04598321189370561,0.38636363636363635
