feat,side,h,s_dec,q_dec,n,n_fill,sum_as,sum_as2,sum_hs,sum_hs_post,sum_imp,sum_edge,sum_sprT,sum_wait
obi,-1,0.1,6,1,77217.0,1786.0,1366.7587119831692,4018.6642048710487,1224.0027724428867,2313.53734613834,1073.8910955673205,1214.0143464462483,65002.5313125549,86.31700000000001
obi,-1,0.5,6,1,77217.0,6001.0,5664.516774504519,36754.62246595341,3580.3886777229177,7192.841763956451,3526.8379751375574,2791.8682876150133,65002.5313125549,1310.8820000000003
obi,-1,1.0,6,1,77217.0,10072.0,10285.195669749504,94113.81890098384,5949.893797218771,11832.714258844462,5738.031791671793,2898.9197303928922,65002.5313125549,4297.1100000000015
obi,-1,3.0,6,1,77217.0,19315.0,20510.31101251001,427219.1374926921,11896.040285098072,21859.755750734825,9675.725639824828,-3632.1822271750057,65002.5313125549,21738.949000000008
obi,-1,5.0,6,1,77217.0,25180.0,27414.641165864028,860631.5960819016,15804.279421456207,28190.28347999221,11999.210062189537,-12511.566512026582,65002.5313125549,44669.808999999994
obi,-1,10.0,6,1,77217.0,34506.0,41839.108243067414,2248399.89573175,22286.76210737015,38455.88004451604,15661.647015093675,-30991.312402851054,65002.5313125549,111963.78299999998
obi,-1,30.0,6,1,77217.0,50373.0,65253.311164322375,9198076.99752054,34390.99304265547,57177.638362229314,22125.038704206498,-68042.30269064805,65002.5313125549,402007.5240000001
obi,-1,60.0,6,1,77217.0,57976.0,87097.64611405929,19770669.696023155,40425.05542028183,66372.99133431684,25195.842695668052,-86939.07334496814,65002.5313125549,733450.2200000001
obi,-1,0.1,6,2,76546.0,1442.0,1132.7656072131026,3131.572321388601,868.5729221702609,1794.1221056218028,906.1700005866268,857.1397608783886,60615.09213435506,70.104
obi,-1,0.5,6,2,76546.0,4800.0,4655.088585383423,25857.955324742437,2492.832357247298,5482.125755904206,2941.607967549387,2031.7804642227977,60615.09213435506,1041.2499999999998
obi,-1,1.0,6,2,76546.0,8099.0,8364.047043057337,69180.34726617564,4188.007768644417,8967.657063242335,4699.716220408409,2066.869312636206,60615.09213435506,3455.0550000000007
obi,-1,3.0,6,2,76546.0,15863.0,16424.07378673111,312278.42254217097,8820.958558104767,17191.559848449502,8169.553470415051,-3574.614562218459,60615.09213435506,18078.878
obi,-1,5.0,6,2,76546.0,21383.0,22030.242167434742,627184.4349330496,12305.873447782888,23012.16778612722,10432.98334725411,-11803.610642130081,60615.09213435506,39655.54700000001
obi,-1,10.0,6,2,76546.0,30445.0,31996.905449327587,1754231.6863754757,18374.93488780067,32749.48509365945,13994.689987463189,-30075.675699307263,60615.09213435506,105142.144
obi,-1,30.0,6,2,76546.0,46975.0,52392.66670365337,7246868.513088391,30055.739765584647,51163.719671576284,20534.493511007127,-72875.89678134219,60615.09213435506,408897.69899999996
obi,-1,60.0,6,2,76546.0,55246.0,60578.13967397572,16373425.390240317,36178.353880048824,60578.18678021564,23765.30660177319,-96531.80846805667,60615.09213435506,767956.9450000003
obi,-1,0.1,6,3,70994.0,1042.0,732.2095994371676,1775.6782182542252,585.6814663059384,1209.252173439179,617.6251622645688,574.569689370789,54970.17353637869,49.56200000000002
obi,-1,0.5,6,3,70994.0,3516.0,3619.123301464295,18525.632550663264,1669.5419245241749,3872.1276057788496,2186.3148340608045,1275.9784589808683,54970.17353637869,776.3520000000001
obi,-1,1.0,6,3,70994.0,6030.0,6627.453198597809,45829.300175164964,2847.7551715637287,6464.511614380686,3585.129686970665,1302.2983172164456,54970.17353637869,2620.4900000000002
obi,-1,3.0,6,3,70994.0,12421.0,13683.467954549707,223085.80787201077,6374.350709847667,12953.478563534367,6484.804780538501,-3600.7896581237537,54970.17353637869,14740.239000000003
obi,-1,5.0,6,3,70994.0,17034.0,19073.21130507908,485032.60165010055,9137.40527866336,17679.284902982676,8389.756322004547,-10595.75178307913,54970.17353637869,32892.399
obi,-1,10.0,6,3,70994.0,25229.0,28043.0273852797,1306909.5498831864,14408.83203283335,26388.621921854363,11726.101889487625,-27657.328128065972,54970.17353637869,92403.432
obi,-1,30.0,6,3,70994.0,41042.0,52966.33304839399,5672968.819102988,25480.818366677857,43764.93340156595,17862.178037907936,-69279.85582458008,54970.17353637869,385427.29299999983
obi,-1,60.0,6,3,70994.0,49219.0,65007.966345896595,13048845.86998365,31262.38246606576,52835.7054217715,21081.786807314256,-94052.36941392711,54970.17353637869,737948.0160000001
obi,-1,0.1,6,4,66737.0,830.0,609.2316858867185,1411.4042264177315,464.6833194119533,963.8544071277487,495.5134787837908,462.49781353115634,51925.820779688955,39.742
obi,-1,0.5,6,4,66737.0,2653.0,2650.644254170915,12075.217801854433,1198.4863740361213,2822.5806515585423,1607.8205780123017,987.334018172022,51925.820779688955,569.7929999999999
obi,-1,1.0,6,4,66737.0,4509.0,4688.374137973553,34171.8795113886,2019.4741530576177,4708.727963970003,2665.8917808270257,1001.9581639661773,51925.820779688955,1934.0309999999997
obi,-1,3.0,6,4,66737.0,9461.0,9816.551579990233,149621.56525044653,4620.317155804773,9739.524255062475,5052.631399345844,-2267.158307704701,51925.820779688955,11385.233
obi,-1,5.0,6,4,66737.0,13250.0,13442.56410950094,324608.3291407044,6820.571119451877,13613.458314117139,6674.1733871770075,-7902.627359389488,51925.820779688955,26253.250000000007
obi,-1,10.0,6,4,66737.0,20316.0,21126.54446069699,897512.7437791349,11257.274206546164,20982.74740927533,9534.001090983164,-23260.505886922263,51925.820779688955,78126.43199999999
obi,-1,30.0,6,4,66737.0,34924.0,36836.42375576272,4370801.362537747,21609.177968722495,37230.55626431252,15297.562158831543,-63128.01824131484,51925.820779688955,350081.327
obi,-1,60.0,6,4,66737.0,43434.0,54582.01841003304,10442593.734773185,27711.82722872729,46619.924013796015,18495.652435795313,-91092.61075846491,51925.820779688955,717598.7800000001
obi,-1,0.1,6,5,61039.0,632.0,450.35109240353887,918.0748642224029,319.9949637994596,726.6590586974462,398.22474247398605,319.0319365581862,46988.59396311353,29.37800000000001
obi,-1,0.5,6,5,61039.0,1981.0,2052.545978872271,8834.573122432172,860.5388517196724,2131.563582095526,1261.6168122641411,698.6112313690644,46988.59396311353,419.7370000000001
obi,-1,1.0,6,5,61039.0,3335.0,3659.5167426140783,22319.549236704574,1442.562091022707,3521.9443089501224,2057.152468844567,759.0686843582781,46988.59396311353,1424.6879999999996
obi,-1,3.0,6,5,61039.0,7161.0,7538.015056134806,100651.9550786245,3346.0692454891746,7229.121592188163,3826.274180392214,-1571.4412804603812,46988.59396311353,8735.960000000005
obi,-1,5.0,6,5,61039.0,10184.0,11215.66929053275,222807.76294997442,4962.556299512291,10235.776488323809,5189.926896697102,-6034.286040045178,46988.59396311353,20651.931
obi,-1,10.0,6,5,61039.0,15975.0,17225.840179343275,653704.7687420677,8380.431486099857,16036.267759151755,7499.795508191289,-18321.641760722512,46988.59396311353,63185.962999999974
obi,-1,30.0,6,5,61039.0,28819.0,33465.228983303095,3222430.6218590224,17105.21280284781,29969.93994721558,12602.047640266474,-56691.89618421828,46988.59396311353,301475.7889999999
obi,-1,60.0,6,5,61039.0,36976.0,44010.08676285944,7825101.904604358,22960.127419847086,38935.74399936697,15640.491625398483,-83710.89908194904,46988.59396311353,654877.2630000004
obi,-1,0.1,6,6,56881.0,480.0,306.91645228330015,587.7066690780882,263.61330623784767,529.1497133722563,264.77529890274326,260.4059357393411,41718.20324827697,22.962
obi,-1,0.5,6,6,56881.0,1531.0,1499.488271656043,6829.869930147002,639.7786767943634,1612.0511502101986,968.7550447455525,550.2547254218499,41718.20324827697,327.29200000000003
obi,-1,1.0,6,6,56881.0,2620.0,2866.1595078731666,16774.0587066212,1069.2806411845181,2705.575059841096,1630.6370741144262,600.2470921721014,41718.20324827697,1126.987
obi,-1,3.0,6,6,56881.0,5570.0,5806.832381155932,73676.13702886648,2526.3864413626998,5623.467522350199,3071.6229841804998,-1254.6763115021313,41718.20324827697,6794.259000000001
obi,-1,5.0,6,6,56881.0,7978.0,8753.595808329046,147500.11942186777,3820.80854386445,7999.55598420692,4119.390954651504,-4521.409799515237,41718.20324827697,16247.064999999993
obi,-1,10.0,6,6,56881.0,13002.0,15023.363869131716,481533.8371026591,6637.11102240688,13055.84661112277,6311.939344026023,-14545.881916523096,41718.20324827697,53189.740000000005
obi,-1,30.0,6,6,56881.0,24571.0,31718.62513926566,2478584.9647559277,13743.257607972058,25009.577884234917,11066.74806026966,-47627.732707540206,41718.20324827697,266898.61
obi,-1,60.0,6,6,56881.0,32492.0,42281.3532329116,6153970.669959745,18933.08842242361,33477.10471482732,14263.709627438133,-73501.20280627653,41718.20324827697,609059.7780000003
obi,-1,0.1,6,7,56142.0,428.0,299.3602659032259,677.9700512159271,251.10751346836614,492.4264900120351,241.01031868160032,251.1339415142914,42597.96966924352,19.911
obi,-1,0.5,6,7,56142.0,1206.0,1127.795644602646,4418.805914532047,568.6730905414872,1298.7594134163787,728.0650231447903,490.9675660669743,42597.96966924352,253.14699999999996
obi,-1,1.0,6,7,56142.0,2032.0,2206.5679102772942,11985.127282062258,978.3717132651572,2225.9883509992414,1240.3569094720003,526.6948936082573,42597.96966924352,856.441
obi,-1,3.0,6,7,56142.0,4489.0,5253.758895635002,52468.23089539059,2277.2372946531987,4880.445805069909,2580.0250988536645,-719.9664556558037,42597.96966924352,5544.451
obi,-1,5.0,6,7,56142.0,6660.0,7703.372312124237,119944.14365621263,3552.2749076455507,7157.615374126509,3571.109311749536,-3498.2279777179433,42597.96966924352,14096.302999999998
obi,-1,10.0,6,7,56142.0,11129.0,12376.021924876655,366513.5150263362,6100.691129797519,11881.173822205368,5709.323402835216,-11969.010340291496,42597.96966924352,46958.19599999999
obi,-1,30.0,6,7,56142.0,21702.0,25959.58629183693,1946711.4042896095,12658.439047478936,22925.994808419513,10123.773454174754,-41972.52206731817,42597.96966924352,244375.9870000001
obi,-1,60.0,6,7,56142.0,29868.0,35009.191338771154,4870131.023699863,18211.058032133635,31910.559124976015,13514.855501861897,-69474.78848639192,42597.96966924352,596989.5750000003
obi,-1,0.1,6,8,56233.0,330.0,212.22594342857974,391.9467700125515,180.01954779387563,367.4513407141392,186.58736214268689,179.7257162196517,39501.0373195056,15.42
obi,-1,0.5,6,8,56233.0,1031.0,863.2293087963357,3186.0203122040634,468.7133205316495,1077.5879769757573,599.8035633223319,404.46304301686257,39501.0373195056,218.54
obi,-1,1.0,6,8,56233.0,1771.0,1713.7403925304804,10847.5854466189,766.9867630017187,1846.6329305379556,1069.2836177751499,468.21915597810744,39501.0373195056,765.187
obi,-1,3.0,6,8,56233.0,4161.0,4027.818543466268,46033.24193245396,1990.8287966546932,4273.880893494175,2258.008944117767,-741.9711638214097,39501.0373195056,5313.026999999998
obi,-1,5.0,6,8,56233.0,6189.0,6529.80592773046,94647.84138213874,3070.065701541698,6289.78497832911,3179.5220888829413,-3094.4939812710213,39501.0373195056,13297.633000000002
obi,-1,10.0,6,8,56233.0,10344.0,9991.574070254026,300305.3005386192,5338.215427098489,10300.476789350985,4890.784305159958,-10856.26712407059,39501.0373195056,43661.596000000005
obi,-1,30.0,6,8,56233.0,20522.0,21626.023081722655,1603803.9561717738,11151.109050325642,20360.191944010418,9021.840803222089,-39034.84061679924,39501.0373195056,234926.078
obi,-1,60.0,6,8,56233.0,28417.0,30463.21279294989,4254973.490374604,15907.860380530257,28618.43355421684,12485.719979254167,-66130.24906418774,39501.0373195056,577174.9569999999
obi,-1,0.1,6,9,246652.0,1528.0,796.3564893729923,1535.4525556651543,1319.4888915473402,2122.56334407765,782.5609045699658,1319.9415614952322,190685.83078185984,66.56000000000002
obi,-1,0.5,6,9,246652.0,3556.0,2740.6625417203813,9247.430267291531,2394.187009003821,4581.205015839078,2159.133269843082,2214.0696953751217,190685.83078185984,663.8239999999998
obi,-1,1.0,6,9,246652.0,5882.0,5601.951954006206,71604.89060473804,3649.7317925335324,7307.82928960875,3625.2532013141254,2791.714487799184,190685.83078185984,2395.6949999999983
obi,-1,3.0,6,9,246652.0,14327.0,14140.588502017861,134359.0623801019,9237.625314530591,17430.20680317897,8130.659827779039,3083.1539084329684,190685.83078185984,18402.407999999992
obi,-1,5.0,6,9,246652.0,21678.0,21947.55782004126,249377.7592588179,14199.383591812746,26006.255015835537,11696.083514585654,-238.44104867709208,190685.83078185984,47151.886999999995
obi,-1,10.0,6,9,246652.0,37400.0,37045.32618378151,746103.2957676118,25357.685816335394,44354.950624685516,18818.152849689155,-14859.959364670669,190685.83078185984,162327.825
obi,-1,30.0,6,9,246652.0,76466.0,79881.42999042015,3785239.5832858146,51842.17202051892,87515.3246910441,35248.62400794311,-84303.59481307093,190685.83078185984,889210.9620000002
obi,-1,60.0,6,9,246652.0,109681.0,128425.87101486545,10388540.813296054,73801.70131438001,123065.54787625629,48592.30204804801,-167379.80551820723,190685.83078185984,2325216.4799999986
obi,-1,0.1,7,0,86127.0,4006.0,3179.974221840526,11296.47778632005,3006.065714437171,5769.423941004905,2607.7817666544206,2971.689943556966,75864.46947026333,189.17700000000016
obi,-1,0.5,7,0,86127.0,11922.0,12287.432080108552,92009.94127345603,8062.670050501922,16048.98839718417,7702.1437921681545,6566.460493140008,75864.46947026333,2464.552999999999
obi,-1,1.0,7,0,86127.0,18922.0,21672.988031490455,239873.32147578977,12500.558368383106,24615.554202535746,11703.886675154883,7382.880580796533,75864.46947026333,7554.700999999996
obi,-1,3.0,7,0,86127.0,31555.0,36275.59801875731,978875.820455214,21099.833464095074,39247.19286092822,17506.25685786457,-904.707575890352,75864.46947026333,30745.753999999997
obi,-1,5.0,7,0,86127.0,38659.0,45061.22276051016,1875294.874547106,26235.86041944576,47674.51003830429,20647.318945011495,-10535.256127520679,75864.46947026333,58307.501
obi,-1,10.0,7,0,86127.0,48685.0,61946.93373367104,4322805.894558048,33863.31876855115,59758.60360766585,24933.76122353045,-27498.375246694053,75864.46947026333,130169.74999999999
obi,-1,30.0,7,0,86127.0,63277.0,90164.80107779469,15230084.90413029,45982.069127874565,78154.54633823232,31060.20676201229,-54267.3566074499,75864.46947026333,393811.83700000006
obi,-1,60.0,7,0,86127.0,69951.0,110495.76237027092,32519283.10695385,51620.874241053694,86439.01121620469,33640.16476527942,-68342.14394015445,75864.46947026333,682484.5719999999
obi,-1,0.1,7,1,91841.0,2677.0,2004.3051471924095,5409.513086929848,1609.396632044849,3217.074344868779,1575.4196374968376,1581.7435146234823,73781.80570973978,126.82000000000004
obi,-1,0.5,7,1,91841.0,8413.0,8307.719723463188,47026.48174848688,4668.308932890332,9865.21764636946,5111.14996832618,3764.452468854989,73781.80570973978,1785.3920000000005
obi,-1,1.0,7,1,91841.0,13764.0,14784.139624812147,166412.33885244108,7486.665087972913,15563.561299622059,7937.470349868667,3709.0863658081707,73781.80570973978,5690.2080000000005
obi,-1,3.0,7,1,91841.0,25578.0,27538.564011080405,538557.237385851,14685.14444068045,28075.001366172066,13102.499692171208,-3958.447225006699,73781.80570973978,27610.676000000014
obi,-1,5.0,7,1,91841.0,32914.0,37097.710766592485,1091618.402194693,19519.126385494535,36007.14461094082,16112.160859327667,-13956.731510621163,73781.80570973978,56086.371000000014
obi,-1,10.0,7,1,91841.0,43980.0,51290.1401512181,2779473.7804917847,27130.90479104332,48156.16042835908,20519.664792115593,-34985.08645278361,73781.80570973978,135718.09099999996
obi,-1,30.0,7,1,91841.0,62497.0,81932.23008663917,10503501.938433753,40726.469487956456,69418.81851388175,28027.815855946446,-75567.23999316873,73781.80570973978,474550.4189999998
obi,-1,60.0,7,1,91841.0,70917.0,94128.8908792925,22921962.57199242,47211.094229771326,79247.58934583652,31308.36226840073,-95485.86792053677,73781.80570973978,839914.8410000002
obi,-1,0.1,7,2,78552.0,1776.0,1305.237043972241,3707.7833882717605,1006.3173415268052,2053.2849761151074,1010.9109782533402,1000.4304712307683,61234.42160526399,85.521
obi,-1,0.5,7,2,78552.0,5901.0,5849.641883336297,29210.623212773356,2858.003806931102,6483.512624358274,3518.406267299515,2322.9484747893343,61234.42160526399,1278.934
obi,-1,1.0,7,2,78552.0,9750.0,10436.069418674171,73861.96491129814,4746.1854030273635,10535.227052627582,5659.960526070189,2413.285056779216,61234.42160526399,4104.941999999999
obi,-1,3.0,7,2,78552.0,18711.0,21062.27978569793,348770.19044217444,9894.047157262634,19822.083881519255,9706.453294101053,-3624.8896989923323,61234.42160526399,20924.072999999993
obi,-1,5.0,7,2,78552.0,24513.0,27801.070043953267,698338.4642440998,13557.639734970668,25996.516846228995,12151.69436671717,-11463.921513108038,61234.42160526399,43555.29199999999
obi,-1,10.0,7,2,78552.0,33959.0,37839.615734970044,1768562.5092498856,19930.65995670119,36335.19488061175,16031.826625444302,-29719.091296160193,61234.42160526399,111517.11400000002
obi,-1,30.0,7,2,78552.0,50455.0,63567.85336125478,7420194.085994598,31740.150981219114,54645.32322773525,22344.777812864537,-69162.660266031,61234.42160526399,412312.0449999998
obi,-1,60.0,7,2,78552.0,58484.0,74337.0635849318,16201909.585339379,37563.12518469922,63649.70145680638,25464.14806587288,-90293.72301441818,61234.42160526399,757531.2029999999
obi,-1,0.1,7,3,70248.0,1366.0,1036.1627364907627,2445.8107805166396,721.6802571751806,1568.1641537167452,843.971705387746,717.1372619999737,54115.746876717494,64.632
obi,-1,0.5,7,3,70248.0,4311.0,4532.036157488492,21325.359689254998,1943.8559968434774,4687.6545125206585,2747.958124995407,1580.0690612498554,54115.746876717494,910.7709999999997
obi,-1,1.0,7,3,70248.0,7107.0,8111.800873303289,55484.27035287814,3214.9155395951425,7547.164730550846,4305.866694258712,1641.7619030444316,54115.746876717494,2957.6210000000005
obi,-1,3.0,7,3,70248.0,14216.0,15747.077056372858,224739.28283035313,7008.52779094377,14756.936060174288,7658.759622768213,-2740.3554209574413,54115.746876717494,16335.804000000004
obi,-1,5.0,7,3,70248.0,19029.0,20636.64230706494,467215.67765126366,9931.968223869826,19776.68680256978,9690.552464262582,-9411.119991727308,54115.746876717494,35193.819999999985
obi,-1,10.0,7,3,70248.0,27274.0,28716.16952066633,1235918.4102359868,15058.190281146139,28367.305960116137,13067.802399419394,-24713.908265359456,54115.746876717494,95067.09700000004
obi,-1,30.0,7,3,70248.0,42310.0,47422.85266728075,5464682.560426508,25600.552370817248,45027.52533526072,18997.69234940687,-61178.63302498927,54115.746876717494,370103.5270000001
obi,-1,60.0,7,3,70248.0,50147.0,56985.643603934564,12270793.86587328,31533.619518866675,54072.4976511448,22041.684718375687,-82882.79356447337,54115.746876717494,710083.828
obi,-1,0.1,7,4,62978.0,958.0,685.0981933773672,1649.6767534493395,440.3469107464345,1012.5758025116886,572.0444950161925,438.88831807285067,48906.07913897648,46.239000000000004
obi,-1,0.5,7,4,62978.0,3090.0,3030.409260702096,11664.28138627927,1250.0287942346497,3157.525947890323,1899.9276373690648,1004.0323926387799,48906.07913897648,651.403
obi,-1,1.0,7,4,62978.0,5186.0,5418.641731585187,33837.24141608104,2131.6754549376938,5307.71792517477,3148.991971171218,1116.906083042817,48906.07913897648,2200.4430000000007
obi,-1,3.0,7,4,62978.0,10680.0,10455.852363716,156954.41239864336,4857.364302026782,10687.901729284391,5757.636326872791,-2294.8780283378255,48906.07913897648,12492.885000000002
obi,-1,5.0,7,4,62978.0,14638.0,14695.868987833925,318942.08354162355,7069.689518836844,14634.590153387251,7470.5677733613065,-7552.74013444364,48906.07913897648,27935.726000000006
obi,-1,10.0,7,4,62978.0,21513.0,22045.771190318428,855829.5557445476,11317.71053597814,21757.405781016616,10268.43405381544,-20714.40897193162,48906.07913897648,77833.38299999997
obi,-1,30.0,7,4,62978.0,35260.0,41832.21669812107,3789467.49682369,21110.542654830657,37116.08251961007,15679.374917956575,-55220.93048759286,48906.07913897648,330739.2469999999
obi,-1,60.0,7,4,62978.0,42944.0,51507.822189673716,8945644.404270547,26972.09946585344,46015.345256762244,18656.061546796354,-76766.2106976728,48906.07913897648,661862.6680000001
obi,-1,0.1,7,5,55772.0,859.0,569.148614795556,1083.162606779146,402.459824720816,894.487441220323,491.07861097638613,401.7426828902115,41128.53175048762,40.04800000000001
obi,-1,0.5,7,5,55772.0,2465.0,2510.4086185286565,9811.060708935653,973.3546130471069,2533.3400788144822,1550.3863318934768,852.0345953995453,41128.53175048762,495.4020000000001
obi,-1,1.0,7,5,55772.0,4029.0,4508.538567280223,23715.321609163435,1607.5150569659993,4128.636063680875,2501.511475630075,955.4497614202903,41128.53175048762,1649.2889999999998
obi,-1,3.0,7,5,55772.0,8278.0,8982.776589043793,105332.18330350918,3624.7814450465476,8210.250694831193,4511.883874426142,-1214.813926004004,41128.53175048762,9646.967
obi,-1,5.0,7,5,55772.0,11392.0,12091.738999335876,222202.86689636394,5262.816146249635,11281.336425947404,5921.5594827943305,-5328.030406996384,41128.53175048762,21830.718000000004
obi,-1,10.0,7,5,55772.0,17150.0,17713.15194871263,599789.9220513895,8564.289100462114,17225.655141046318,8520.086849204941,-15870.574838354938,41128.53175048762,63716.12999999998
obi,-1,30.0,7,5,55772.0,28737.0,32457.024614851267,2838889.4670600453,16011.07334908965,29374.692504719194,13130.707027883334,-45008.97575095276,41128.53175048762,275993.4599999999
obi,-1,60.0,7,5,55772.0,36147.0,42981.96907593848,6684557.9243039675,21264.941799040425,37777.76804031904,16209.946517078213,-67064.73540039678,41128.53175048762,598083.7979999997
obi,-1,0.1,7,6,50591.0,627.0,453.6297166396962,936.9169030447358,305.78203034654325,671.0341728223821,364.38189440995393,304.8659686559755,37924.74368498636,29.584
obi,-1,0.5,7,6,50591.0,1740.0,1792.3847935914232,6370.7871315504535,718.9069106297444,1861.8481351777061,1141.624475678142,601.294457965086,37924.74368498636,348.2280000000001
obi,-1,1.0,7,6,50591.0,2848.0,3027.153162608041,15216.951019605654,1179.1508492257717,2969.7757224524858,1785.945449639716,640.7011547116658,37924.74368498636,1169.7289999999998
obi,-1,3.0,7,6,50591.0,6003.0,7106.741532415393,312161.1720599266,2784.0717868532815,6181.097200385294,3361.3404301484507,-917.482751860675,37924.74368498636,7126.107
obi,-1,5.0,7,6,50591.0,8494.0,9271.455954690313,153168.38107331874,4214.632603233065,8751.474817796925,4478.329661990139,-3892.3401553602603,37924.74368498636,16880.449000000004
obi,-1,10.0,7,6,50591.0,13256.0,14257.632165590383,416573.77949824336,6996.420855674908,13619.849666272026,6535.421043572219,-12483.522895439546,37924.74368498636,51600.427
obi,-1,30.0,7,6,50591.0,23421.0,28061.908141883712,2154818.5115279756,13675.33297773328,24739.439224616468,10892.93483144687,-37884.58754520267,37924.74368498636,239008.23099999997
obi,-1,60.0,7,6,50591.0,30176.0,38393.905449478596,5275365.7743161665,18322.689565693996,32201.356773197203,13666.954429081785,-58189.87140683248,37924.74368498636,530070.215
obi,-1,0.1,7,7,48384.0,462.0,323.58072946659667,740.0478846687298,270.2658546438033,551.1382945965171,280.76978625289064,271.6143076481791,37349.406691436474,20.515000000000004
obi,-1,0.5,7,7,48384.0,1374.0,1311.8157406289758,4736.162613960278,672.091034608712,1528.2185533859206,854.9418314785016,562.319222385392,37349.406691436474,287.02200000000005
obi,-1,1.0,7,7,48384.0,2231.0,2298.188353876143,11286.700393907651,1068.033959689638,2400.0083841666487,1328.6847446937963,629.7512223148002,37349.406691436474,919.4850000000001
obi,-1,3.0,7,7,48384.0,4838.0,4907.541109562423,50765.831007271576,2501.466948476865,5221.948705441149,2705.697769391369,-596.3408390058369,37349.406691436474,5952.756
obi,-1,5.0,7,7,48384.0,6966.0,7340.133800598024,113284.46510148398,3738.6691908616,7549.866773026154,3788.8139588508616,-3232.4905539640577,37349.406691436474,14360.735999999999
obi,-1,10.0,7,7,48384.0,11016.0,12400.407038245368,325952.46314858564,6128.573713756794,11702.68186556207,5502.5222647017845,-10367.368368492227,37349.406691436474,43956.81499999998
obi,-1,30.0,7,7,48384.0,20344.0,23894.030108113602,1698847.1087366862,12168.465454719355,21796.0225639847,9488.162685098923,-34768.63880777946,37349.406691436474,215556.98400000008
obi,-1,60.0,7,7,48384.0,27025.0,35773.32197339359,4258455.256301681,16789.340729554933,29211.326598324737,12259.275131030143,-55509.92313484433,37349.406691436474,504339.5759999999
obi,-1,0.1,7,8,46990.0,345.0,227.32405837697138,388.70404942278844,188.6364043398146,395.65235758278266,206.4962704224385,187.08198789184323,34523.743999211336,15.848000000000004
obi,-1,0.5,7,8,46990.0,1128.0,1047.5798697966404,3539.0413496068495,506.19606237777094,1228.2688735812937,716.0211993611257,427.0983331934089,34523.743999211336,242.31699999999995
obi,-1,1.0,7,8,46990.0,1940.0,2005.7063072876617,10287.00416757549,871.5691328988805,2089.247536965856,1210.770858092171,542.1988826696256,34523.743999211336,841.3389999999999
obi,-1,3.0,7,8,46990.0,4247.0,4781.428159004287,43618.50443292627,2035.8202940521915,4425.554850295566,2373.18596924469,-395.38479757899097,34523.743999211336,5273.871
obi,-1,5.0,7,8,46990.0,6212.0,7048.245151719083,95395.68629197036,3113.147271753394,6428.134476996145,3294.025292403208,-2411.7604168091566,34523.743999211336,12954.224999999999
obi,-1,10.0,7,8,46990.0,10052.0,12450.286963758217,290288.8368871868,5369.705398653973,10493.389474131995,5078.593064844156,-8914.1237709988,34523.743999211336,41249.47899999999
obi,-1,30.0,7,8,46990.0,18828.0,25987.428474491146,1492410.0000887932,10777.368747024359,19840.06014231658,8959.086815805322,-32481.276569139172,34523.743999211336,204301.63800000006
obi,-1,60.0,7,8,46990.0,25301.0,35256.42210622685,3849607.770732242,15010.3148879922,26893.401226544942,11735.153284742153,-53295.945182678646,34523.743999211336,482677.78299999994
obi,-1,0.1,7,9,232141.0,1971.0,1045.3903254217669,1779.606049037369,1347.1649477227527,2370.2134351618934,995.8466528054995,1345.0780235662874,174160.00055976378,86.01699999999998
obi,-1,0.5,7,9,232141.0,4486.0,3508.8974972796877,11622.138918987266,2533.3810978606384,5295.613800427211,2725.9993479298414,2351.4459349028125,174160.00055976378,819.9190000000001
obi,-1,1.0,7,9,232141.0,7239.0,6750.94395321368,31258.29174972348,3940.4596942754742,8526.621499176512,4548.292160528995,2981.0644179774954,174160.00055976378,2857.4759999999987
obi,-1,3.0,7,9,232141.0,16971.0,16540.31473127833,130040.620754427,9718.225124776369,19765.73966309166,9954.253379401873,2697.511743600716,174160.00055976378,21170.743999999995
obi,-1,5.0,7,9,232141.0,24990.0,25770.576412246275,274733.80786673166,14687.71079661522,28830.415717747197,14006.497284678426,-1067.4392652209058,174160.00055976378,52379.50099999998
obi,-1,10.0,7,9,232141.0,41034.0,43335.05991132967,770376.9151266736,25116.80527522989,47006.60311345542,21625.086975004477,-15777.489040277567,174160.00055976378,169705.36599999998
obi,-1,30.0,7,9,232141.0,79759.0,87301.32035682096,3975858.727383354,50887.18191376107,91270.37988933576,39908.44007086637,-81545.66339743562,174160.00055976378,884193.5019999997
obi,-1,60.0,7,9,232141.0,110512.0,122337.48006082728,10776739.235999545,72221.3037359405,125551.74857799325,52717.92479107422,-153543.48383324977,174160.00055976378,2210365.568
obi,-1,0.1,8,0,131204.0,7907.0,6451.760051437373,20640.816410957523,5518.945828586917,10736.622790021233,5060.618159538231,5437.26781915551,105771.56180939214,371.13399999999984
obi,-1,0.5,8,0,131204.0,22255.0,24533.069483612402,165231.59872352838,13871.593241028786,29157.335734219127,14911.79640359624,11277.679373662546,105771.56180939214,4441.427
obi,-1,1.0,8,0,131204.0,33981.0,40749.781312522384,415442.6193359464,20482.457300442147,42834.7342973022,21845.83266407536,11972.343725550621,105771.56180939214,12945.962000000001
obi,-1,3.0,8,0,131204.0,55048.0,67927.29822734569,1606167.0573078913,33567.219087758414,66255.22233526735,31907.541912941408,-337.42497330359555,105771.56180939214,51241.738999999994
