group,lag_ms,corr,n_days
08-13.5 プレ,-460,0.00020933675153835403,99
08-13.5 プレ,-440,0.00031277861833913157,99
08-13.5 プレ,-420,0.0004596274494995189,99
08-13.5 プレ,-400,0.0004827201839569498,99
08-13.5 プレ,-380,0.0004810804421029269,99
08-13.5 プレ,-360,0.0009747451577242945,99
08-13.5 プレ,-340,0.00003582078793176137,99
08-13.5 プレ,-320,0.0011481406454607024,99
08-13.5 プレ,-300,0.001331538039393309,99
08-13.5 プレ,-280,0.00012220003764716234,99
08-13.5 プレ,-260,0.0008785395229008137,99
08-13.5 プレ,-240,0.0009885171712617712,99
08-13.5 プレ,-220,0.001081253001904819,99
08-13.5 プレ,-200,0.002260165473703153,99
08-13.5 プレ,-180,0.001432634530110885,99
08-13.5 プレ,-160,0.0028107115119043787,99
08-13.5 プレ,-140,0.0027135785439202998,99
08-13.5 プレ,-120,0.00046810698102644447,99
08-13.5 プレ,-100,0.00009871272425161914,99
08-13.5 プレ,-80,-0.00003689788930089358,99
08-13.5 プレ,-60,0.00016704595387828362,99
08-13.5 プレ,-40,0.00044812183765244773,99
08-13.5 プレ,-20,0.00022932509650792717,99
08-13.5 プレ,0,0.0007199213206347045,99
08-13.5 プレ,20,0.0006372217759873773,99
08-13.5 プレ,40,-6.05123897591505e-7,99
08-13.5 プレ,60,0.0007515668644040004,99
08-13.5 プレ,80,0.00019534261344279226,99
08-13.5 プレ,100,0.00044516094835766003,99
08-13.5 プレ,120,0.001504698212586305,99
08-13.5 プレ,140,0.003183193383367031,99
08-13.5 プレ,160,0.006732658063941468,99
08-13.5 プレ,180,0.007651554874170743,99
08-13.5 プレ,200,0.008873930471870656,99
08-13.5 プレ,220,0.009003710494471835,99
08-13.5 プレ,240,0.009273571406636831,99
08-13.5 プレ,260,0.00816597451869613,99
08-13.5 プレ,280,0.006887035419918816,99
08-13.5 プレ,300,0.00485656441476678,99
08-13.5 プレ,320,0.003931431070689744,99
08-13.5 プレ,340,0.0035403214948597503,99
08-13.5 プレ,360,0.003224040596165887,99
08-13.5 プレ,380,0.0029133005664848115,99
08-13.5 プレ,400,0.002893211060905329,99
08-13.5 プレ,420,0.003403641429052626,99
08-13.5 プレ,440,0.0038766251345153913,99
08-13.5 プレ,460,0.004989104005366743,99
08-13.5 プレ,480,0.00648019755725623,99
08-13.5 プレ,500,0.00819624327591394,99
13.5-20 現物,-500,0.00042357977596747495,99
13.5-20 現物,-480,0.00013220802752184635,99
13.5-20 現物,-460,0.00047978184115633527,99
13.5-20 現物,-440,0.000016014282995116005,99
13.5-20 現物,-420,0.0002151093091461278,99
13.5-20 現物,-400,0.0006514154170999662,99
13.5-20 現物,-380,0.0003732019942751919,99
13.5-20 現物,-360,0.0004197720561281926,99
13.5-20 現物,-340,0.0000689201344506166,99
13.5-20 現物,-320,0.0006132497946067096,99
13.5-20 現物,-300,0.0006690705689666072,99
13.5-20 現物,-280,0.0004935482860693659,99
13.5-20 現物,-260,0.0009932025036862337,99
13.5-20 現物,-240,0.0006192409775715868,99
13.5-20 現物,-220,0.0008743220577043721,99
13.5-20 現物,-200,0.0009806584613282663,99
13.5-20 現物,-180,0.002185686124464399,99
13.5-20 現物,-160,0.0010271781188352083,99
13.5-20 現物,-140,0.0009801470972971927,99
13.5-20 現物,-120,0.0007920051408825378,99
13.5-20 現物,-100,0.0006320035468139233,99
13.5-20 現物,-80,0.0002428736993657792,99
13.5-20 現物,-60,0.0003186718438306158,99
13.5-20 現物,-40,0.00019630636431164627,99
13.5-20 現物,-20,0.0007095072335662368,99
13.5-20 現物,0,0.000678737943980185,99
13.5-20 現物,20,0.0005084274503405197,99
13.5-20 現物,40,0.000661574100320306,99
13.5-20 現物,60,0.000996062416113262,99
13.5-20 現物,80,0.0006797560925267019,99
13.5-20 現物,100,0.0012709897016147413,99
13.5-20 現物,120,0.0014215669859822147,99
13.5-20 現物,140,0.0028615032122481514,99
13.5-20 現物,160,0.007010071509335727,99
13.5-20 現物,180,0.009544844632668912,99
13.5-20 現物,200,0.012018872255916578,99
13.5-20 現物,220,0.011404725689995392,99
13.5-20 現物,240,0.011414534180575524,99
13.5-20 現物,260,0.011117645260634043,99
13.5-20 現物,280,0.00942503579723102,99
13.5-20 現物,300,0.007570571203624805,99
13.5-20 現物,320,0.006635247148081112,99
13.5-20 現物,340,0.005484235391393915,99
13.5-20 現物,360,0.004691682653748266,99
13.5-20 現物,380,0.0044226723066341025,99
13.5-20 現物,400,0.003889544371020424,99
13.5-20 現物,420,0.003846033214356234,99
13.5-20 現物,440,0.004011053504168971,99
13.5-20 現物,460,0.005443472240548131,99
13.5-20 現物,480,0.006575501962072385,99
13.5-20 現物,500,0.00697090771834088,99
20-24 アフター,-500,0.0009970011971806856,99
20-24 アフター,-480,0.0008853138148099259,99
20-24 アフター,-460,0.000530874610773742,99
20-24 アフター,-440,0.0010891212938572445,99
20-24 アフター,-420,0.0005975197344827711,99
20-24 アフター,-400,0.00025987510822503176,99
20-24 アフター,-380,0.0006314438859793705,99
20-24 アフター,-360,0.0004451090073890602,99
20-24 アフター,-340,0.0006307297056853675,99
20-24 アフター,-320,0.0016305324485956039,99
20-24 アフター,-300,0.0011311402402410808,99
20-24 アフター,-280,0.0015592418010023836,99
20-24 アフター,-260,0.0009022873994432467,99
20-24 アフター,-240,0.0011338529361708753,99
20-24 アフター,-220,0.00110353529025173,99
20-24 アフター,-200,0.002287721627914429,99
20-24 アフター,-180,0.0017458380565810038,99
20-24 アフター,-160,0.001896920544146451,99
20-24 アフター,-140,0.002472095060509522,99
20-24 アフター,-120,0.0011726818655251239,99
20-24 アフター,-100,0.0006481235645534471,99
20-24 アフター,-80,0.0008833356686620391,99
20-24 アフター,-60,0.000554542100490715,99
20-24 アフター,-40,0.0007179646769645165,99
20-24 アフター,-20,0.0008471353310522488,99
20-24 アフター,0,0.00046498352554083375,99
20-24 アフター,20,0.0009288866262622771,99
20-24 アフター,40,0.0010418057671054788,99
20-24 アフター,60,0.0009643175883995227,99
20-24 アフター,80,0.001292516742278694,99
20-24 アフター,100,0.0014649459316388419,99
20-24 アフター,120,0.001384233349307891,99
20-24 アフター,140,0.004929123882703043,99
20-24 アフター,160,0.010460770999230536,99
20-24 アフター,180,0.013193683728514559,99
20-24 アフター,200,0.015710904775068896,99
20-24 アフター,220,0.01414486817927512,99
20-24 アフター,240,0.013486945550907077,99
20-24 アフター,260,0.012026732270299625,99
20-24 アフター,280,0.00953514969458779,99
20-24 アフター,300,0.00630250431909246,99
20-24 アフター,320,0.005382954104755652,99
20-24 アフター,340,0.00441521327103836,99
20-24 アフター,360,0.0038230610988774782,99
20-24 アフター,380,0.003811250673957945,99
20-24 アフター,400,0.003765127030534117,99
20-24 アフター,420,0.003932206121339758,99
20-24 アフター,440,0.004528559660704654,99
20-24 アフター,460,0.006727951147937265,99
20-24 アフター,480,0.007246410903886054,99
20-24 アフター,500,0.009064900959900235,99
