feat,x_form,y_kind,day_type,hor,sample,n,beta,r,r2,t
churn_deep|動いた窓,生,符号つき,立会日,前向き|1m,full,44131499.0,5.796618687778979e-9,0.002419972012930457,5.856264543366687e-6,16.076294183118506
churn_top|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|500ms,sub,11577493.0,4.220183654843075e-7,0.16387873571919406,0.026856240020921452,565.2509875316555
churn_total|全窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|2m,sub,22264.0,-3.0031362471503445e-6,-0.005778583818253992,0.00003339203094458688,-0.8622054375058427
churn_top|全窓,生,絶対値,全日,後ろ向き(帰無対照)|5m,full,84377753.0,6.944453597667878e-6,0.14590632608551257,0.021288655991771925,1354.7550662431247
churn_ask|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|1s,full,57887251.0,-2.3140731957634315e-6,-0.021393077824654844,0.00045766377881173887,-162.8036471133412
churn_cnt|動いた窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|10s,full,44154180.0,-1.6126672183634927e-6,-0.0026640103764068207,7.0969512856032105e-6,-17.702041527424118
churn_cnt|動いた窓,log1p,絶対値,立会日,前向き|1m,sub,72567.0,0.00023669279425618832,0.20910547196547213,0.04372509840590285,57.602007431910685
churn_ask|全窓,log1p,符号つき,閉場日,前向き|200ms,full,26783770.0,3.209462975589546e-8,0.00007277616067422586,5.296369562480739e-9,0.3766387318838456
churn_bid|動いた窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|200ms,full,44159630.0,6.495620763986616e-7,0.013314307915336452,0.0001772707952643909,88.48502886713325
churn_top|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|500ms,sub,5356724.0,-2.0229122583496248e-7,-0.0017856415272037626,3.1885156636745853e-6,-4.132801285199415
churn_deep|動いた窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|10s,full,44154180.0,-3.1874994943640275e-7,-0.0009033593294372052,8.160580780812371e-7,-6.002699646198401
churn_cnt|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|5m,sub,3486.0,0.000011956817963275409,0.11807669650933807,0.013942106258558329,7.018625343997412
churn_bid|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|30s,full,57867821.0,8.427860334363877e-6,0.01736336188398492,0.0003014863359142204,132.10457275229624
churn_cnt|動いた窓,生,符号つき,全日,前向き|200ms,sub,27656824.0,-1.1034448115193794e-9,-0.00011794913415338037,1.3911998247532121e-8,-0.6202915963876275
churn_cnt|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|30s,full,57867821.0,6.032279596464924e-6,0.22611076204576455,0.05112607671291636,1765.7756965027315
churn_cnt|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|30s,sub,192853.0,6.495916914346429e-6,0.23176734960394513,0.05371610434243732,104.62909706092249
churn_deep|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|5m,sub,28061.0,0.00033416257421577854,0.3307794872423246,0.10941506918029517,58.713367903066825
churn_top|動いた窓,log1p,絶対値,全日,前向き|1s,full,55300773.0,0.0000247843369664855,0.0524829120464911,0.0027544560568797207,390.8251156380758
churn_cnt|全窓,生,絶対値,全日,後ろ向き(帰無対照)|2s,full,84669793.0,2.618847191549284e-6,0.09251485309361511,0.008558998042933185,854.9530571779571
churn_ask|全窓,生,符号つき,全日,前向き|1s,sub,8467029.0,6.9947670061790385e-9,0.002587093093704146,6.6930506754916885e-6,7.527989112710538
churn_ask|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|5s,sub,880645.0,-3.435159149937338e-8,-0.028312294236584684,0.0008015860049389464,-26.579642709211573
churn_top|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|1s,sub,5530923.0,0.000034207321920977586,0.07341099511808907,0.005389174204228098,173.1144211207426
churn_total|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|5m,full,11089668.0,7.0759248061428325e-6,0.0060062774635198275,0.00003607536896878617,20.001955545901254
churn_imb|全窓,生,符号つき,立会日,後ろ向き(帰無対照)|1m,full,57847721.0,0.00011978106746291276,0.043317405106858387,0.001876397585191681,329.77170483445275
churn_top|動いた窓,生,絶対値,全日,前向き|5m,full,55115938.0,5.0894315418096e-6,0.12375556750350206,0.015315440488113855,925.8801549411994
churn_deep|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|30s,full,57867821.0,0.0000894948051703335,0.2543439931143151,0.06469086683333476,2000.6100902860244
churn_cnt|全窓,log1p,符号つき,全日,前向き|500ms,full,84671263.0,7.792179256725368e-8,0.0001950189220461533,3.803237995604362e-8,1.7945054171506694
churn_top|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|1m,sub,17435.0,-1.0117843907457256e-6,-0.014819458366846928,0.00021961634628670944,-1.9568885421649331
churn_cnt|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|30s,sub,180737.0,0.00023335546836628635,0.30683353392796225,0.09414681754272196,137.0550513056788
churn_top|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|2m,full,55212435.0,3.6014359355591484e-6,0.12455410379486268,0.015513724772141425,932.7637308166281
churn_bid|動いた窓,生,符号つき,全日,前向き|200ms,full,55301325.0,-3.4560289641656787e-9,-0.003359649394900539,0.000011287244056655558,-24.984126459191895
churn_top|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|2s,sub,2894293.0,0.00004206445685220283,0.18780696569980923,0.03527145636536932,325.2971280189655
churn_ask|全窓,生,符号つき,立会日,前向き|2s,full,57886581.0,7.244658087048409e-9,0.008072310768848446,0.00006516220114886659,61.41874887654001
churn_top|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|10s,full,11139788.0,4.885096814094364e-6,0.032033913773337426,0.0010261716316376172,106.97230919537292
churn_top|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|1s,full,44159196.0,0.00003111799194137857,0.2161296939312174,0.04671204459880171,1471.0009544664467
churn_total|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|2s,full,11141447.0,0.000020422486159384294,0.017876396263705952,0.00031956554337704015,59.678807606316866
churn_top|動いた窓,生,符号つき,立会日,前向き|5m,sub,14401.0,7.2021564020202e-8,0.0013550721188669717,1.8362204473306243e-6,0.1626031573198711
churn_bid|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|500ms,sub,8925980.0,0.000018027784365442336,0.31209888901003785,0.09740571652129992,981.4627911356039
churn_total|全窓,log1p,絶対値,立会日,前向き|500ms,sub,11577493.0,0.000010225537853468634,0.1535398761455695,0.02357449356679682,528.6994445667318
churn_imb|全窓,生,符号つき,閉場日,前向き|10s,full,26780732.0,2.613049230678925e-6,0.0009940699560809646,9.881750775828108e-7,5.14432464922411
churn_top|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|5m,full,11089668.0,0.000021441878904794118,0.007970942786884604,0.00006353592891178771,26.54499953659512
churn_total|全窓,生,絶対値,閉場日,前向き|2m,sub,22264.0,5.947993327860709e-7,0.10063279340615415,0.010126959108725702,15.091481273959367
churn_bid|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|30s,full,44142987.0,3.778006345540302e-8,0.012577091287397736,0.00015818322525153604,83.56904006317207
churn_imb|全窓,生,符号つき,閉場日,前向き|100ms,sub,26783801.0,1.7065588936846834e-7,0.0002085923951652021,4.351078732075583e-8,1.079529634904785
churn_ask|動いた窓,生,符号つき,閉場日,前向き|1s,sub,1108963.0,1.9702834384437256e-8,0.02079622349535613,0.00043248291166880234,21.90466145930302
churn_top|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|5s,sub,535623.0,0.00006738932109987568,0.2100917661632286,0.04413855020958473,157.26799740367824
churn_cnt|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|100ms,sub,44159685.0,-5.561212725098112e-9,-0.0023556674644526904,5.549169203080967e-6,-15.654102106170011
churn_bid|動いた窓,log1p,符号つき,全日,後ろ向き(帰無対照)|200ms,sub,27656842.0,5.013274802638975e-7,0.00350692492559556,0.000012298522433763425,18.442951239879235
churn_top|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|100ms,full,55301433.0,2.4822415316764223e-7,0.07263015863764176,0.005275139943729008,541.5439289587968
churn_total|動いた窓,生,符号つき,閉場日,前向き|200ms,full,11141717.0,-1.645722447211901e-8,-0.0036244661071110976,0.000013136754561597074,-12.098260129019309
churn_top|全窓,生,符号つき,全日,前向き|2m,sub,70397.0,-7.227135687419034e-8,-0.0016839759423300147,2.835774974346261e-6,-0.4467940749501155
churn_top|動いた窓,生,絶対値,全日,前向き|2m,full,55226176.0,3.2867192086223084e-6,0.11680219367208727,0.013642752446611785,873.9897871680246
churn_total|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|10s,full,57881221.0,-3.5548444962266265e-7,-0.0013535176980049492,1.832010158812617e-6,-10.297532494598137
churn_deep|全窓,生,符号つき,閉場日,前向き|500ms,full,26783677.0,9.041489647459018e-9,0.001096606865696596,1.202546617892912e-6,5.675267087847401
churn_cnt|全窓,生,符号つき,全日,後ろ向き(帰無対照)|5s,sub,1693276.0,-4.2204133724643236e-8,-0.0031331302955964328,9.81650544918419e-6,-4.077032820550457
churn_cnt|動いた窓,log1p,符号つき,立会日,前向き|5s,sub,880640.0,3.630346504071238e-8,0.0000900379174251049,8.106826574250009e-9,0.08449366602633876
churn_total|動いた窓,log1p,絶対値,全日,前向き|2m,sub,44953.0,0.00021466922896522055,0.25230456546538066,0.06365759375467456,55.28119743875696
churn_ask|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|2s,full,84669793.0,-2.54418362244515e-6,-0.007070619228619963,0.00004999365627613036,-65.0627701498695
churn_ask|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|1s,sub,4421957.0,-2.2589893587405882e-8,-0.04248446638300297,0.0018049298838485094,-89.41896048122527
churn_ask|動いた窓,生,絶対値,閉場日,前向き|200ms,sub,5609615.0,5.5978995986856934e-8,0.00877830178430961,0.0000770585822164133,20.791876710690136
churn_top|動いた窓,log1p,絶対値,全日,前向き|200ms,sub,27656824.0,9.010943883997605e-6,0.04340653491023469,0.0018841272729134227,228.48925112893298
churn_ask|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|1m,full,26765232.0,1.1380721725783283e-6,0.0545439613636036,0.0029750437212342825,282.60455112106297
churn_total|動いた窓,log1p,符号つき,閉場日,前向き|100ms,full,11141737.0,1.0601456969840316e-7,0.0003943036989940566,1.5547540704039556e-7,1.3161557862145314
churn_top|全窓,log1p,符号つき,全日,前向き|2m,sub,70397.0,1.5531196933989061e-6,0.0009932497160159573,9.8654499836578e-7,0.26352970169117773
churn_imb|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|2m,full,44092085.0,0.00015863504972693252,0.04333250407348126,0.0018777059092782698,288.00645169577774
churn_top|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|10s,sub,439446.0,0.00006489045760847716,0.1951643451246045,0.03808912160791574,131.9121594924706
churn_ask|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|2m,full,11120350.0,1.1463961005096294e-6,0.05971427643509716,0.0035657948101672004,199.48628825763018
churn_cnt|全窓,生,符号つき,閉場日,前向き|5m,full,26690832.0,1.6763124883256902e-6,0.007971649026757956,0.00006354718820581106,41.18537347582699
churn_bid|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|500ms,sub,11577493.0,0.00001589278657197273,0.22543146097949263,0.050819343599348504,787.3127999084684
churn_total|動いた窓,生,符号つき,全日,前向き|5s,sub,1097608.0,6.92714231283252e-10,0.001077214593362144,1.1603912801523694e-6,1.1285627627118537
churn_total|全窓,生,符号つき,全日,前向き|30s,full,84642353.0,1.804504500698721e-9,0.0008265427074328822,6.831728472104792e-7,7.6043011139748256
churn_cnt|動いた窓,生,符号つき,立会日,前向き|10s,full,44154886.0,-1.2661240515473549e-8,-0.0006714461068323803,4.5083987438036025e-7,-4.461702738934395
churn_top|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|500ms,sub,16934217.0,0.00002878854064939902,0.06755474369549551,0.00456364339576409,278.63241298220214
churn_imb|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|200ms,sub,13391878.0,2.57333833985111e-8,0.000022307616261047518,4.976297432501516e-10,0.08163452589948796
churn_cnt|動いた窓,生,符号つき,立会日,前向き|2s,sub,2210180.0,-2.7236978744177026e-9,-0.0002773617052827027,7.692951555732882e-8,-0.4123444384439211
churn_cnt|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|2s,full,11141447.0,3.8117684815237806e-6,0.02477744571389403,0.0006139218161049656,82.72954695018817
churn_ask|動いた窓,log1p,符号つき,立会日,前向き|500ms,sub,8925975.0,-3.1389227869066936e-7,-0.003558838357593407,0.00001266533045547814,-10.632583388831476
churn_total|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|30s,sub,192853.0,3.298728945346586e-7,0.23444921713888353,0.05496643541703536,105.90979263630801
churn_top|動いた窓,生,符号つき,立会日,前向き|100ms,sub,44159656.0,-2.5315745102978857e-10,-0.000337890085558072,1.1416970991844121e-7,-2.245372009910082
churn_total|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|100ms,full,44159685.0,-3.162474211138469e-10,-0.0027665612755346874,7.653861291288117e-6,-18.384631497901065
churn_bid|動いた窓,生,絶対値,全日,前向き|500ms,full,55301121.0,7.932056811645888e-8,0.05440582594832044,0.002959993897118938,405.1875337134981
churn_deep|動いた窓,生,符号つき,閉場日,前向き|30s,sub,34987.0,4.265615742586998e-8,0.01396142857681971,0.00019492148790563804,2.611638900601558
churn_total|全窓,生,符号つき,立会日,前向き|100ms,full,57887854.0,-6.61011813630657e-11,-0.0005880259575382495,3.4577452673877516e-7,-4.473941388786804
churn_ask|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|10s,full,11139788.0,-4.089457352831508e-6,-0.0034930288703103234,0.000012201250688821414,-11.658515343377738
churn_deep|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|200ms,full,84671557.0,4.081115715046979e-9,0.00002866477783332409,8.216694882338281e-10,0.26376511013016424
churn_deep|動いた窓,log1p,絶対値,立会日,前向き|5s,full,44157270.0,0.00004061967849200884,0.20613490359467068,0.042491598479984176,1399.8494653835342
churn_bid|全窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|2m,sub,22264.0,6.0638628492390444e-6,0.009299154785674097,0.00008647427972792547,1.387536269978857
churn_cnt|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|5s,sub,216967.0,4.821650127449701e-8,0.0026287987501143572,6.910582868602807e-6,1.2244855954940048
churn_bid|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|100ms,full,55301433.0,4.440071151621873e-8,0.07262155450928462,0.005273890179344997,541.4794348273825
churn_top|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|100ms,sub,55301433.0,0.000015117743161022471,0.09992703857998966,0.009985413039366743,746.8448745180956
churn_cnt|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|2s,sub,2762712.0,2.388424450130621e-6,0.2738937076795324,0.07501776310644115,473.3506834733901
churn_cnt|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|5s,sub,1693276.0,-6.116602226872314e-7,-0.002295859187802024,5.270969410214968e-6,-2.9875144354115752
churn_deep|全窓,生,符号つき,全日,後ろ向き(帰無対照)|100ms,full,84671655.0,-2.777949195671485e-10,-0.000599889989411741,3.5986799939641867e-7,-5.520020773158576
churn_ask|全窓,log1p,絶対値,閉場日,前向き|5m,sub,8872.0,0.00008854473325555042,0.11386947061177354,0.012966256337405557,10.794514435295929
churn_cnt|全窓,log1p,符号つき,閉場日,前向き|2m,sub,22264.0,5.1494363761603e-6,0.005386294820599115,0.000029012171894412857,0.8036713938660914
churn_bid|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|100ms,sub,44159685.0,7.455493083715659e-6,0.19137937426087745,0.036626064892485,1295.7184949229818
churn_imb|動いた窓,生,符号つき,立会日,前向き|2s,full,44158715.0,4.202478826305169e-6,0.008808491798037804,0.00007758952775609927,58.53648050592771
churn_bid|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|2s,sub,2894293.0,2.842345372465085e-6,0.018505276532565545,0.00034244525954672106,31.487708060008433
churn_ask|動いた窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|10s,sub,439446.0,-0.000010590358636786167,-0.033500775863752906,0.0011223019834734093,-22.220328565875956
churn_top|全窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|500ms,sub,5356724.0,7.545493819071293e-7,0.0004183192665245013,1.7499100874559677e-7,0.9681830149215147
churn_total|動いた窓,log1p,符号つき,立会日,前向き|5m,full,44022839.0,2.647407228819822e-6,0.0013217371607378888,1.7469891220754557e-6,8.769695075574587
churn_imb|動いた窓,生,絶対値,立会日,前向き|200ms,sub,22047209.0,-5.734548487435366e-7,-0.0051190710056725685,0.000026204887961117563,-24.03663307161685
churn_ask|動いた窓,log1p,符号つき,立会日,前向き|500ms,full,44159467.0,-2.860531585914406e-7,-0.003842371427088047,0.000014763818183702635,-25.53374116624379
churn_bid|動いた窓,log1p,符号つき,全日,前向き|5m,sub,17886.0,-4.795801393350592e-6,-0.0028748950223689974,8.265021389642037e-6,-0.38446438613848566
churn_ask|動いた窓,log1p,符号つき,全日,後ろ向き(帰無対照)|5s,sub,1097612.0,-6.486981415592119e-6,-0.03271191605640773,0.0010700694520814661,-34.28960621602946
churn_cnt|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|1m,full,84612953.0,-3.4175473607810996e-6,-0.0030404678194547617,9.244444561139993e-6,-27.967963203331145
