feat,x_form,y_kind,day_type,hor,sample,n,beta,r,r2,t
churn_cnt|全窓,log1p,絶対値,立会日,前向き|1m,full,57847721.0,0.00018724788562866413,0.21766629292194747,0.04737861507438304,1696.1885883599566
churn_deep|動いた窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|5m,sub,14399.0,-0.00002860687104370267,-0.014305073551467658,0.0002046351293128995,-1.716605651338669
churn_cnt|全窓,生,符号つき,全日,前向き|5m,sub,28061.0,-1.31094518017719e-6,-0.010564511621687376,0.00011160890580476762,-1.7697411803046073
churn_deep|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|100ms,full,84671655.0,-3.5200813321389845e-10,-3.499562736176788e-6,1.2246939344437167e-11,-0.032201996809156586
churn_bid|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|1m,sub,140957.0,6.42717962297747e-6,0.01037716284143631,0.00010768550863768652,3.8962091299145074
churn_deep|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|200ms,sub,22047223.0,0.000010598400238217591,0.27201037792155125,0.07398964569702514,1327.2553364220166
churn_total|全窓,生,絶対値,全日,前向き|200ms,sub,42335759.0,2.5087280688022686e-8,0.039740670785060515,0.0015793209144465623,258.7808139093823
churn_top|全窓,生,符号つき,立会日,後ろ向き(帰無対照)|10s,sub,578773.0,-4.0477722979105214e-8,-0.004010259802252457,0.000016082183681561914,-3.050909901218126
churn_ask|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|500ms,sub,11577493.0,1.0148149092503412e-7,0.21938661455653222,0.04813048664657643,765.1183956158973
churn_top|動いた窓,log1p,符号つき,閉場日,前向き|1s,full,11141547.0,6.6830068570908875e-6,0.0034453571612368585,0.000011870485968486105,11.500309715224446
churn_top|全窓,log1p,絶対値,閉場日,前向き|5m,sub,8872.0,0.00020558932632755195,0.0969126371892567,0.009392059246976501,9.170464187266926
churn_cnt|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|200ms,sub,42335759.0,1.0464793242390581e-8,0.000041412869735635755,1.7150257797407358e-9,0.2694567029865133
churn_deep|全窓,log1p,絶対値,全日,前向き|2m,full,84554153.0,0.00018631024630526874,0.26717277263167444,0.07138129043569641,2549.4174218729186
churn_cnt|全窓,生,絶対値,全日,後ろ向き(帰無対照)|10s,full,84661953.0,4.770222924287423e-6,0.15117224461764237,0.0228530475427363,1407.1365919574791
churn_bid|動いた窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|5s,full,44157169.0,7.0551502445193194e-6,0.03011168917301704,0.0009067138248523915,200.18553809255152
churn_imb|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|10s,full,26780732.0,-2.7332365492909163e-6,-0.0010435205375353396,1.088935112258044e-6,-5.400232308427331
churn_total|動いた窓,生,符号つき,閉場日,前向き|100ms,full,11141737.0,3.3307381320742083e-10,0.0001270260906791103,1.613562771321755e-8,0.4240034091138551
churn_bid|全窓,log1p,絶対値,立会日,前向き|1m,sub,96373.0,0.00010907122137749563,0.2074255093529539,0.04302534193033236,65.82413024380634
churn_total|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|30s,full,26774532.0,-1.0760408182190581e-8,-0.000905095977280854,8.191987280899841e-7,-4.6833405694278705
churn_total|全窓,log1p,符号つき,立会日,前向き|2m,sub,48133.0,3.7654368880130604e-6,0.004019178765739182,0.000016153797950968734,0.8817658469989745
churn_ask|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|200ms,sub,13391878.0,5.4618631720359955e-6,0.012407568071653687,0.00015394774545272,45.40888187000837
churn_cnt|動いた窓,log1p,符号つき,全日,前向き|500ms,sub,11180851.0,1.6226088241316522e-7,0.0003740276212324591,1.398966614448119e-7,1.250665289371956
churn_bid|全窓,生,符号つき,全日,後ろ向き(帰無対照)|10s,full,84661953.0,2.5786675680031154e-8,0.008309768266216388,0.00006905224863821691,76.46242086636299
churn_imb|動いた窓,生,符号つき,閉場日,前向き|5m,sub,3485.0,-0.000018491503904261613,-0.010013733452707856,0.0001002748576618804,-0.5910096060788328
churn_bid|動いた窓,log1p,符号つき,閉場日,前向き|100ms,sub,11141737.0,1.6060885153830786e-7,0.0005748151981501168,3.30412512024358e-7,1.9186896221198402
churn_ask|全窓,log1p,符号つき,立会日,前向き|200ms,full,57887787.0,-1.3332724300326295e-7,-0.0029142421368143945,8.492807231984528e-6,-22.172820624452335
churn_bid|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|2m,full,84554153.0,0.0002276072591577228,0.2967159037300966,0.08804032752636795,2857.0673251200997
churn_ask|動いた窓,log1p,絶対値,閉場日,前向き|5m,full,11093099.0,0.0000674860389160708,0.06585226717346346,0.004336521091885213,219.8066604827574
churn_ask|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|200ms,full,55301356.0,9.714919459765816e-6,0.06745863845599921,0.004550667902337216,502.8007004089341
churn_total|全窓,log1p,絶対値,全日,前向き|200ms,full,84671557.0,5.821781514199222e-6,0.041069454889494796,0.001686700124920248,378.2285239715437
churn_imb|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|10s,full,11139788.0,1.3307282906397415e-7,0.00005374109573427577,2.8881053707205936e-9,0.17936799008796614
churn_ask|動いた窓,生,絶対値,全日,前向き|500ms,full,55301121.0,8.072969199905853e-8,0.05467278202803543,0.002989113094685074,407.1816358732682
churn_top|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|5m,full,57686921.0,-0.000015884577243672118,-0.006392742518578898,0.000040867156908846464,-48.555089523508705
churn_top|全窓,log1p,符号つき,立会日,前向き|2s,full,57886581.0,-2.6871922952539246e-7,-0.0012377564645382833,1.5320410655063104e-6,-9.417258201746261
churn_bid|動いた窓,log1p,符号つき,全日,前向き|2s,sub,2762695.0,5.856858895032747e-7,0.004038426195236968,0.000016308886134376137,6.712464554369176
churn_top|全窓,log1p,符号つき,全日,前向き|5s,sub,1693276.0,-4.182049977507674e-8,-0.0001453204753943028,2.1118040568826167e-8,-0.1890995234824529
churn_bid|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|100ms,sub,11141748.0,1.5564348852788386e-7,0.0005564535394111021,3.0964054152314297e-7,1.8574006926869002
churn_ask|全窓,log1p,絶対値,閉場日,前向き|200ms,full,26783770.0,3.851601352739762e-6,0.008734135316183002,0.00007628511972139516,45.20352670249052
churn_total|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|2m,full,11120350.0,7.484861973419157e-7,0.0669401002455492,0.004480977020884175,223.72821925819196
churn_total|動いた窓,生,絶対値,立会日,前向き|10s,sub,439447.0,1.403768447926826e-7,0.19272787605484898,0.03714403420861323,130.20154456082358
churn_total|全窓,生,符号つき,立会日,後ろ向き(帰無対照)|100ms,full,57887854.0,-3.000844641658582e-10,-0.0026695053197751664,7.126258652307914e-6,-20.310754440709797
churn_deep|動いた窓,log1p,符号つき,全日,前向き|5s,sub,1097608.0,5.2617703085397335e-8,0.00025968645955941924,6.743705727850588e-8,0.2720649254918338
churn_top|全窓,生,絶対値,閉場日,前向き|5m,full,26690832.0,0.000010275197858140896,0.051706053355763566,0.002673515953629069,267.48766130149227
churn_top|全窓,log1p,符号つき,閉場日,前向き|500ms,full,26783677.0,3.6592511971666327e-6,0.002011608847308303,4.04657015456904e-6,10.410689624702997
churn_total|動いた窓,log1p,符号つき,全日,前向き|500ms,sub,11180851.0,7.137008878021566e-8,0.00028941379631683894,8.376034549852473e-8,0.967735425438891
churn_ask|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|2s,full,55300386.0,0.00003560089329035154,0.08257356117077638,0.006818393004423949,616.15610279677
churn_ask|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|1s,sub,5788693.0,1.4754423950889457e-7,0.21632378581137277,0.04679598030776468,533.0912153823696
churn_total|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|500ms,full,44159466.0,5.459660447142393e-8,0.2518403494665937,0.06342356161945606,1729.2811043935335
churn_top|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|1s,sub,1108966.0,0.000036216086295164625,0.01858305438542591,0.0003453299102916972,19.572703730568335
churn_cnt|全窓,log1p,絶対値,閉場日,前向き|10s,full,26780732.0,0.00004709848296787697,0.030872242634293577,0.0009530953652706941,159.84035853962308
churn_imb|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|30s,full,44142987.0,0.00009381905642758777,0.051982219826111,0.002702151178050128,345.8384125148423
churn_deep|動いた窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|30s,full,44142987.0,-3.938700448085688e-7,-0.0006396655898764314,4.0917206687196296e-7,-4.249951035111843
churn_ask|全窓,log1p,符号つき,立会日,前向き|5m,full,57686921.0,6.430092999731525e-7,0.0004133487345464031,1.7085717635111282e-7,3.1394626573256557
churn_top|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|2s,full,84669793.0,-8.204898102923765e-7,-0.0013149199759844151,1.729014543242855e-6,-12.099403007271613
churn_total|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|10s,full,57881221.0,0.00005477571742432719,0.2606958907596242,0.06796234745895391,2054.4060786903133
churn_ask|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|200ms,full,55301356.0,-1.3292832701502872e-9,-0.0015367126432093375,2.3614857477994287e-6,-11.427758647263072
churn_imb|全窓,生,絶対値,全日,前向き|2m,sub,70397.0,0.000011136453062051097,0.004074425993537474,0.000016600947176813832,1.0810379628365514
churn_top|全窓,生,絶対値,閉場日,前向き|5s,sub,535623.0,1.3343568468966534e-6,0.07575159718312023,0.005738304475793709,55.59941703440162
churn_top|全窓,log1p,符号つき,立会日,前向き|5s,full,57884571.0,-1.9060116461855673e-7,-0.0005967619525121393,3.5612482796610077e-7,-4.540279674009496
churn_top|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|10s,sub,547279.0,0.00007748702436544122,0.2327274100751284,0.054162047400276976,177.02832761225025
churn_ask|動いた窓,生,符号つき,立会日,前向き|200ms,sub,22047209.0,2.8342673899124575e-9,0.013705539428319546,0.00018784181102122165,64.35965632819236
churn_bid|全窓,生,絶対値,全日,前向き|2m,sub,70397.0,1.2258754555491361e-6,0.20767020061988023,0.0431269122255013,56.32716833136413
churn_deep|動いた窓,生,符号つき,閉場日,前向き|5s,sub,216968.0,1.2986817458980458e-8,0.010751855723487636,0.00011560240149869382,5.008461889046133
churn_cnt|動いた窓,生,符号つき,立会日,前向き|200ms,sub,22047209.0,-2.253932720879129e-9,-0.0009868631625629463,9.738989016237403e-7,-4.633764300491125
churn_cnt|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|2s,full,57886581.0,2.2567646194812505e-6,0.2617754916033776,0.06852640800419002,2063.633895274981
churn_deep|動いた窓,生,符号つき,全日,前向き|5s,sub,1097608.0,5.822389078075752e-10,0.0008643368368328436,7.470781675062057e-7,0.9055374601453484
churn_cnt|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|2s,full,44158939.0,-2.525542607831209e-8,-0.0027921602130407857,7.796158655287966e-6,-18.554588729097347
churn_bid|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|500ms,full,26783677.0,1.99660483413211e-7,0.013723842506436787,0.00018834385314148115,71.03161857915512
churn_deep|全窓,log1p,符号つき,閉場日,前向き|2m,full,26746632.0,2.918807656492367e-6,0.002991081676808869,8.946569597341755e-6,15.469089424991724
churn_bid|全窓,log1p,絶対値,立会日,前向き|2m,full,57807521.0,0.00015212143643179675,0.20561521315006634,0.04227761587874721,1597.4511657188511
churn_top|全窓,生,符号つき,全日,後ろ向き(帰無対照)|100ms,sub,84671655.0,1.9653452073185316e-11,4.214602728523471e-6,1.7762876159277483e-11,0.03878159468700368
churn_top|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|100ms,full,57887854.0,2.4975904306204257e-7,0.21901054799909897,0.04796562013486563,1707.7820060417698
churn_bid|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|5m,sub,14399.0,0.000291163435296399,0.21155921387398643,0.04475730097497913,25.97234023059034
churn_top|全窓,log1p,符号つき,閉場日,前向き|200ms,full,26783770.0,2.2811532814559048e-7,0.00019836249472570842,3.93476793138067e-8,1.0265861656710054
churn_deep|動いた窓,生,符号つき,全日,前向き|30s,sub,180735.0,7.822708002082455e-9,0.004268345279464341,0.000018218771424725525,1.814605523674966
churn_top|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|5m,full,43989925.0,0.00033879035284872637,0.1868723426224467,0.03492127243720111,1261.6539721466197
churn_deep|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|100ms,full,44159685.0,-3.25948546041425e-10,-0.002724231719767452,7.4214384629871286e-6,-18.103336768769992
churn_deep|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|500ms,full,11141655.0,4.0372513701348806e-7,0.0005466130659315062,2.987858438470411e-7,1.8245462965090218
churn_total|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|5s,sub,535623.0,2.974054469777989e-7,0.20905940643779716,0.043705835420124066,156.45979546414537
churn_bid|動いた窓,生,符号つき,全日,前向き|1m,full,55263101.0,1.1977163907339602e-9,0.0002587453680846348,6.694916550525316e-8,1.923491255239794
churn_bid|全窓,log1p,符号つき,立会日,前向き|10s,sub,578773.0,6.497926687621578e-7,0.00241042800640424,5.810163174057919e-6,1.8337866529875722
churn_ask|動いた窓,生,符号つき,立会日,前向き|2m,sub,36195.0,4.997802580335492e-8,0.007391070741782965,0.00005462792671004019,1.4061495528012644
churn_deep|動いた窓,生,絶対値,閉場日,前向き|200ms,full,11141717.0,4.0345531944853145e-8,0.008650725650465317,0.00007483505427961857,28.87651724578527
churn_imb|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|200ms,sub,5609619.0,4.214123587700088e-8,0.00005163493682146146,2.666166700556316e-9,0.12229543772418607
churn_bid|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|2s,sub,1339142.0,3.5396961806268126e-7,0.19079830158548586,0.036403991887906016,224.9261759187502
churn_ask|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|2s,full,26783212.0,0.000023644429953501803,0.023919205634512452,0.0005721283981860923,123.82328951626398
churn_total|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|500ms,full,26783677.0,1.291692510468437e-7,0.016099381666988866,0.0002591900900593772,83.32984408857132
churn_cnt|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|5m,full,26690832.0,1.0944908277330078e-6,0.00519671817135153,0.000027005879752455187,26.848255289486595
churn_deep|動いた窓,log1p,絶対値,閉場日,前向き|10s,full,11139986.0,0.000020468788388925152,0.02446343376224867,0.0005984595914399281,81.67510325056138
churn_cnt|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|10s,full,84661953.0,-1.0013312441478793e-6,-0.0014843083452854265,2.203171263883961e-6,-13.65742247038171
churn_top|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|30s,full,55279239.0,-3.763358661621009e-8,-0.001794712907393764,3.2209944199657776e-6,-13.343713404825525
churn_bid|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|2m,sub,8757.0,9.09874096424252e-6,0.014566083024331104,0.00021217077467170674,1.363066152026547
churn_top|動いた窓,生,絶対値,立会日,前向き|200ms,sub,22047209.0,1.0516306057220546e-7,0.1006167063667498,0.010123721600092749,474.84998458767046
churn_bid|動いた窓,生,絶対値,立会日,前向き|1s,sub,4421947.0,9.714357406803869e-8,0.17197557658556292,0.02957559894193682,367.10693460650714
churn_cnt|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|200ms,full,57887787.0,7.25381706403619e-7,0.23015496670421767,0.052971308698619546,1799.418781359426
churn_ask|全窓,生,絶対値,全日,後ろ向き(帰無対照)|500ms,full,84671263.0,1.1153496177681952e-7,0.060094641238150955,0.0036113659055420732,553.9739949482456
churn_cnt|全窓,log1p,絶対値,閉場日,前向き|100ms,sub,26783801.0,2.886588004008218e-6,0.006058213113228201,0.00003670194612529013,31.35368603386035
churn_ask|全窓,生,絶対値,閉場日,前向き|30s,full,26774532.0,6.1614265233885e-7,0.030408340658215058,0.000924667181586055,157.41805123823968
churn_total|動いた窓,log1p,絶対値,閉場日,前向き|200ms,full,11141717.0,3.6530152167009385e-6,0.007846645992899375,0.00006156985333788381,26.192288896128538
churn_imb|全窓,生,符号つき,立会日,後ろ向き(帰無対照)|30s,full,57867821.0,0.00009379213348182146,0.04831745917439507,0.002334576861069334,367.98505853111146
churn_deep|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|5m,full,57686921.0,0.0002653605839820892,0.24343229178474585,0.05925928068357364,1906.2589188781276
churn_bid|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|500ms,full,11141655.0,1.7515486382844977e-7,0.013141047391138872,0.00017268712653615775,43.86744068567399
churn_cnt|全窓,生,絶対値,全日,前向き|500ms,full,84671263.0,1.025553574813929e-6,0.052116662289343516,0.0027161464881814805,480.21443922610365
churn_ask|動いた窓,log1p,符号つき,全日,前向き|2s,full,55300060.0,-5.122916686949517e-7,-0.0015218178677275452,2.315929622534812e-6,-11.31686083038495
churn_ask|動いた窓,生,絶対値,全日,前向き|2m,sub,44953.0,9.38436188249013e-7,0.18132233341821888,0.03287778859622773,39.09131674197518
churn_bid|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|10s,sub,439446.0,3.1154356422704375e-7,0.22902971415336273,0.05245460996517104,155.9709039291061
churn_cnt|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|2s,full,11141447.0,-1.51211713131969e-6,-0.0006260132205586728,3.9189255231424154e-7,-2.0895576155301403
churn_ask|動いた窓,log1p,符号つき,閉場日,前向き|30s,full,11136719.0,2.751884329351054e-6,0.0026881289681416017,7.226037349362033e-6,8.97078115361271
churn_total|動いた窓,log1p,絶対値,全日,前向き|200ms,full,55301325.0,7.779238592889343e-6,0.041772037597922765,0.001744903125082273,310.90854097377166
churn_total|全窓,生,絶対値,全日,前向き|500ms,full,84671263.0,5.050664206551367e-8,0.05107813314975434,0.002608975686064033,470.6199159555063
churn_total|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|1s,full,44159196.0,-6.475802733430952e-10,-0.0019231023210307073,3.698322537153694e-6,-12.779497110070805
churn_imb|動いた窓,生,絶対値,立会日,前向き|5m,full,44022839.0,-0.000024210828055748715,-0.00580107526819405,0.00003365247426725266,-38.490612444744144
churn_cnt|動いた窓,log1p,符号つき,立会日,前向き|10s,sub,439447.0,-4.162305441388762e-7,-0.000710038772402096,5.041550583142755e-7,-0.4706894212702571
churn_deep|動いた窓,log1p,絶対値,閉場日,前向き|500ms,full,11141654.0,6.629468234040967e-6,0.010366803560829044,0.00010747061606881775,34.60533056674086
churn_bid|動いた窓,log1p,符号つき,全日,前向き|100ms,full,55301393.0,6.452749409791693e-8,0.0006422131889603595,4.124377800746344e-7,4.775813265415858
churn_deep|全窓,生,絶対値,閉場日,前向き|2m,sub,22264.0,6.020876754823467e-7,0.09980489926094169,0.009961017916486719,14.96607103902898
churn_bid|動いた窓,log1p,絶対値,閉場日,前向き|200ms,sub,5609615.0,3.4810444985054416e-6,0.008832003572429595,0.00007800428710340913,20.919082156991344
churn_deep|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|5s,full,84666853.0,-2.1801794133420904e-7,-0.0006273140800985681,3.935229550899127e-7,-5.7722060354094955
churn_ask|全窓,生,絶対値,全日,前向き|10s,sub,846557.0,3.4488125899781075e-7,0.2237227544878843,0.05005187087564616,211.19702750907726
churn_bid|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|5m,sub,8872.0,0.00013199010631995906,0.1609023887789773,0.02588957871478116,15.35395300078135
churn_top|全窓,log1p,符号つき,全日,前向き|200ms,full,84671557.0,-6.159004611171673e-8,-0.00022651794574959664,5.1310379746617204e-8,-2.0843535841373133
churn_ask|動いた窓,log1p,絶対値,閉場日,前向き|100ms,full,11141737.0,1.5528042747402272e-6,0.005697165066697071,0.00003245768979719344,19.01701124387001
churn_ask|全窓,生,符号つき,全日,前向き|5s,full,84666853.0,7.879883818290501e-9,0.002748417846599699,7.553800659507727e-6,25.28955013520723
churn_deep|全窓,生,絶対値,立会日,前向き|1s,sub,5788693.0,6.314890533468554e-8,0.1653201649196924,0.027330756929074294,403.30482894720046
churn_imb|全窓,生,符号つき,閉場日,前向き|5s,full,26782282.0,2.8598298236026627e-6,0.0010967847380866837,1.2029367616998754e-6,5.676039810437181
churn_cnt|全窓,log1p,絶対値,立会日,前向き|500ms,full,57887586.0,0.000019272672663710107,0.16665435317831528,0.027773673433282645,1285.9547470057157
churn_top|動いた窓,生,符号つき,立会日,前向き|1m,sub,72567.0,-1.8578643914459247e-7,-0.007320357770461286,0.00005358763788755293,-1.9720028738991457
churn_deep|動いた窓,生,絶対値,閉場日,前向き|2s,sub,552515.0,1.406975864687008e-7,0.18124663568484808,0.03285034294707605,136.99173413281287
churn_cnt|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|2m,sub,8757.0,0.0001819237652096593,0.17774293036147074,0.03159254929348264,16.900180771277142
churn_bid|全窓,生,絶対値,立会日,前向き|1s,sub,5788693.0,1.0391609335141488e-7,0.15426186332889966,0.023796722477704115,375.64587655178906
churn_imb|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|100ms,sub,55301433.0,-1.6951027760363836e-7,-0.0005297682721614417,2.806544221889194e-7,-3.9396187022920324
churn_ask|全窓,log1p,符号つき,立会日,前向き|30s,full,57867821.0,-5.433312661655742e-7,-0.0011210086001392481,1.2566602815861567e-6,-8.527618724122561
churn_ask|動いた窓,log1p,符号つき,全日,前向き|500ms,full,55301121.0,-1.9395859316361297e-7,-0.0007815980386492697,6.108954940203852e-7,-5.812333872843599
churn_top|全窓,log1p,絶対値,全日,前向き|100ms,full,84671655.0,4.839850128799246e-6,0.025222394279251263,0.0006361691731780069,232.16327199235323
churn_bid|全窓,生,符号つき,全日,前向き|1s,sub,8467029.0,-7.544215672654379e-9,-0.0028238575789299664,7.974171626080211e-6,-8.216937681477944
churn_cnt|全窓,生,符号つき,全日,後ろ向き(帰無対照)|10s,full,84661953.0,-6.958896502859039e-8,-0.002088244828541227,4.360766463929178e-6,-19.214385409227983
churn_bid|動いた窓,log1p,絶対値,立会日,前向き|30s,sub,145748.0,0.00008258491218268637,0.1932867213211631,0.03735975663908496,75.20874379163762
churn_top|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|1s,sub,5788693.0,-2.6243016563977205e-7,-0.0015134048918278636,2.2903943666085074e-6,-3.641210735928068
churn_bid|動いた窓,生,符号つき,全日,前向き|2m,sub,44953.0,8.462812596991514e-8,0.012128352207528028,0.00014709692726984998,2.571600036617544
churn_deep|全窓,生,絶対値,全日,後ろ向き(帰無対照)|500ms,full,84671263.0,6.513523530324167e-8,0.06288841382280239,0.003954952593148042,579.827974677077
churn_bid|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|2s,full,11141447.0,3.266631630436009e-7,0.01631148284625874,0.0002660644726437931,54.4530219968692
churn_bid|全窓,生,符号つき,閉場日,前向き|5m,full,26690832.0,2.033347705421092e-7,0.007128445570695966,0.000050814736254374936,36.82874434125587
churn_deep|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|1s,sub,8467029.0,0.000022066712256951886,0.06917801802910216,0.004785598178434784,201.7786729582997
churn_cnt|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|200ms,full,55301356.0,0.000022247778109558915,0.08184663939996267,0.006698872381067522,610.7004924741096
churn_bid|全窓,log1p,絶対値,立会日,前向き|5m,sub,19189.0,0.00022665770331541297,0.190144027565572,0.036154751218857,26.827646249816638
churn_deep|全窓,生,絶対値,全日,前向き|30s,sub,282077.0,3.607747331180894e-7,0.23054779147110244,0.05315228415220293,125.83550511430951
churn_total|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|500ms,full,55301121.0,5.80562163194681e-8,0.06382098685978164,0.004073118363756421,475.5725153197906
churn_bid|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|2m,full,55212435.0,1.0318834806238711e-6,0.19936080286217656,0.039744729717851625,1511.6974026146224
churn_bid|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|2s,full,55300386.0,1.8385707256169232e-7,0.0722156552103519,0.005215100857460427,538.4319684143194
churn_imb|動いた窓,生,符号つき,立会日,前向き|2m,full,44104225.0,9.947167714373117e-6,0.002758617525692152,7.60997065305589e-6,18.320327422667507
churn_ask|全窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|1m,full,26765232.0,-4.402645917871795e-6,-0.004085090411112791,0.00001668796366696567,-21.134442024838467
churn_deep|全窓,生,符号つき,立会日,前向き|5s,sub,1157653.0,2.67517354419988e-10,0.0003787775915018127,1.434724638239141e-7,0.407542715611152
churn_total|動いた窓,生,符号つき,閉場日,前向き|1m,sub,17441.0,2.7959126188359084e-8,0.006994085188535307,0.00004891722762448896,0.9236391418100104
churn_imb|動いた窓,生,符号つき,閉場日,前向き|200ms,full,11141717.0,3.689957050515094e-7,0.00036828483975369846,1.3563372319240736e-7,1.22930569557265
churn_imb|全窓,生,符号つき,全日,前向き|500ms,full,84671263.0,1.0833923883965764e-6,0.0010954930198381712,1.2001049565141557e-6,10.080402866378662
churn_imb|動いた窓,生,符号つき,全日,前向き|5s,full,55298092.0,5.593244708069952e-6,0.004113953595003978,0.000016924614181846158,30.592722635258237
churn_imb|全窓,生,符号つき,全日,後ろ向き(帰無対照)|30s,full,84642353.0,0.00007421190753878068,0.03408206380822426,0.00116158707342787,313.74161377806405
churn_top|動いた窓,log1p,符号つき,全日,後ろ向き(帰無対照)|200ms,full,55301356.0,-6.030436974006519e-8,-0.00028534253945994975,8.142036482545298e-8,-2.121946461301387
churn_top|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|500ms,full,11141655.0,0.00003179026653742387,0.018337044111009088,0.00033624718672909304,61.21772292356768
churn_top|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|200ms,sub,22047223.0,0.000017522982197750818,0.35870697405890356,0.12867069323849492,1804.3699566856808
churn_cnt|動いた窓,log1p,絶対値,立会日,前向き|5s,full,44157270.0,0.00007614518525290447,0.22524090067391592,0.050733463336396854,1536.2230158701964
churn_deep|全窓,生,絶対値,立会日,前向き|5m,sub,19189.0,8.164777016624488e-7,0.16007699951890142,0.025624645774974364,22.46308124417587
churn_total|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|100ms,full,11141748.0,2.0958553395562914e-9,0.0007984567865424139,6.375332399756379e-7,2.6651900410507148
churn_top|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|500ms,sub,5356724.0,1.3924454256450195e-6,0.012292349917163993,0.00015110186648600163,28.45229365791245
churn_total|全窓,生,符号つき,閉場日,前向き|1s,full,26783522.0,1.404466412263438e-8,0.001237437569868573,1.5312517393222395e-6,6.404090441697525
churn_imb|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|5s,full,26782282.0,-2.996394525691952e-6,-0.0011507721286213126,1.3242764920116268e-6,-5.95543371844907
churn_total|全窓,log1p,符号つき,閉場日,前向き|5m,sub,8872.0,-3.867959160123386e-6,-0.004709098592771081,0.000022175609556438572,-0.44351101311329
churn_deep|全窓,log1p,符号つき,立会日,前向き|2s,sub,2894293.0,-1.037661882394532e-7,-0.0007189374837864656,5.168711055932145e-7,-1.223101043375135
churn_total|全窓,生,符号つき,全日,後ろ向き(帰無対照)|200ms,full,84671557.0,-3.0484924696428443e-10,-0.0004871528855405358,2.3731793389047036e-7,-4.482642441750139
