dt,n_msg,n_block,n_sec_active,n_trade,msg_per_sec,msg_per_sec_active,msg_per_sec_p50,msg_per_sec_p90,msg_per_sec_p99,msg_per_sec_max,mpb_mean,mpb_p50,mpb_p99,mpb_max,opb_mean,opb_p50,gap_mean_ms,gap_p50_ms,gap_p99_ms,gap_var_ms2,gap_sd_ms,cv,burstiness,memory,block_base_ms,share_1blk,mpb_cv,entropy,entropy_norm,top1pct_share,fano_1s,fano_1s_busy,acf1,acf60,busy_hour,NEW_per_sec,NEW_share,UPDATE_per_sec,UPDATE_share,REMOVE_per_sec,REMOVE_share,REJECTED_per_sec,REJECTED_share,order_to_trade,msg_to_trade
2026-07-26,4258122,550186,85144,41186,49.28381944444445,50.01082871370854,14.0,128.0,552.0,1867.0,7.7394226679704685,2.0,92.0,638,7.437651994052921,2.0,157.03784868342646,122.472022,745.0970460000003,24728.426828884563,157.2527482395286,1.0013684570815495,0.0006837606921940689,0.27683337117055784,67.395552,0.4570262729809064,2.2860779999866616,10.292245044738085,0.9054700265214443,0.14518090369416375,220.54491209495248,208.47463580308943,0.6485383226474097,0.37354194197003787,22,22.771724537037038,0.4620527547120538,0.05127314814814815,0.001040364742954758,22.719652777777778,0.4609961856424029,3.7411689814814815,0.07591069490258852,47.770528820472975,103.38760743942116
2026-07-27,32768213,914023,86351,224487,379.261724537037,379.47693715185693,246.0,935.0,1706.0099999999948,3017.0,35.85053439574278,16.0,242.0,986,33.663743691351314,16.0,94.52714382534775,70.3068455,271.40890946,2643.985151008725,51.41969613882141,0.5439675214753823,-0.2953640359538411,0.14579213120378812,67.2705445,0.6736752507051252,1.4140281390498903,10.896019677200513,0.9585876728748248,0.05090033441860257,404.5686006930876,147.75171357226003,0.7236718447617756,0.5800174140308455,14,163.13958333333332,0.4301504021595563,0.3205439814814815,0.0008451788323031225,162.84162037037038,0.42936476273515434,52.95997685185185,0.13963965627298627,62.7887583690815,145.9693122541617
2026-07-28,42951118,979573,86399,259870,497.1194212962963,497.12517505989655,382.0,1066.0,1793.0099999999948,3351.0,43.846776095298665,25.0,253.0,1299,41.090507802889626,24.0,88.20174968500426,69.59361,201.27167306,1188.887692511552,34.48025076056658,0.3909247932575739,-0.4378922639778098,-0.05584845202365494,67.241148,0.7059603581972534,1.2166008491756597,11.07014967740733,0.9739069249155692,0.04047503489897516,323.45229541664236,149.30350574710786,0.6736160948076534,0.4809064758174889,14,213.79266203703705,0.43006298462359,0.3658796296296296,0.000735999468046443,213.4411111111111,0.42935580861946365,69.51976851851852,0.1398452072888999,71.08048639704468,165.27924731596568
2026-07-29,56131485,1004845,86400,378341,649.6699652777778,649.6699652777778,583.0,1196.0,1814.0,3040.0,55.8608392339117,38.0,270.0,819,52.14153625683563,36.0,85.98338055318537,69.5870135,149.08706482999983,891.225603543294,29.85340187555338,0.34719967607097557,-0.48456092702818643,-0.14912570229270586,67.260333,0.7222126021551604,1.0291681746700454,11.181352943377233,0.9836901377859738,0.03137137740075824,244.95300008649147,134.57075178793266,0.5967864624822773,0.38345873608312336,19,274.7560763888889,0.4229163899725796,0.41206018518518517,0.0006342607896441721,274.3451851851852,0.4222839285295944,100.15664351851852,0.15416542070818187,62.74478578848183,148.36215213259996
2026-07-30,39028920,937017,82308,342919,451.7236111111111,474.18136754628955,367.0,947.0,1587.0,2892.0,41.65230726870484,25.0,231.0,825,39.287811213670615,24.0,92.20758503745293,69.656156,199.72693125,17868437.861077778,4227.107505266193,45.84338157809061,0.95730453411725,-0.000020220970495851725,67.281409,0.7066026620676701,1.1683562612955412,11.059894212008556,0.9730046906133103,0.040770741286205205,285.2187559336342,121.0818738269761,0.6367557440779532,0.41823363340402653,0,192.2774537037037,0.42565287484255265,0.448125,0.0009920335996999147,191.8350115740741,0.4246734216575811,67.16302083333333,0.14868166990016635,48.44517801579965,113.8138160906803
2026-07-31,40070811,952193,86377,333716,463.78253472222224,463.90602822510624,339.0,1049.0,1877.0099999999948,3172.0,42.08265656227256,23.0,260.0,1453,39.53832153775548,21.0,90.73750346368274,70.1621845,205.10493532999988,1789.3443791105944,42.30064277420137,0.46618698068028736,-0.36408249858557057,0.08154830472675757,67.2814975,0.6909341813415781,1.2833187376673039,10.995881595629708,0.967373119930887,0.04585332700154234,382.12225849496525,155.78900191095764,0.72703137965009,0.5820976878254354,14,197.21831018518517,0.42523876045333847,0.4489814814814815,0.0009680862211648274,196.79663194444444,0.4243295450146991,69.31861111111111,0.1494636083107976,51.06036869673615,120.074587373695
2026-08-01,3390404,548890,84711,54956,39.24078703703704,40.02318471036819,15.0,100.0,363.0,1409.0,6.176836888994152,2.0,63.0,517,5.916385796789885,2.0,157.40820119272203,121.889675,810.8044411999999,34363.03184348092,185.3726836496708,1.1776558161840027,0.08158121906303656,0.2863448898052006,67.376867,0.4577300692854111,2.0465028542019805,10.490421964019667,0.9229048290915185,0.1283242351059048,135.5347860215129,166.11334458002608,0.6241540451391762,0.2471969268078595,0,17.853564814814813,0.45497468738238867,0.09318287037037037,0.0023746432578536365,17.759965277777777,0.4525894259209227,3.534074074074074,0.09006124343883502,28.06878229856612,61.69306354174248
2026-08-02,7663215,671007,85586,104855,88.69461805555555,89.53818381510995,30.0,249.0,691.0,2390.0,11.420469533104722,4.0,109.0,589,10.830888500418029,4.0,128.76176959394402,82.86915,604.0839536999999,14645.956466642701,121.020479534014,0.9398789711857602,-0.030992154514407937,0.2598876269047953,67.317923,0.5416210883360209,1.8864422123150224,10.549205744193298,0.9280763879459261,0.09942093494701636,228.02171953904408,215.59872341114803,0.6814633311187833,0.4192431597242035,23,40.98791666666666,0.46212405628708053,0.19789351851851852,0.002231178428375036,40.792881944444446,0.459925109761373,6.715925925925926,0.0757196555231714,33.773840064851456,73.08392542081923
2026-08-03,33904756,922494,86359,212940,392.4161574074074,392.6024618163712,275.0,913.0,1682.0,2949.0,36.75336208148779,19.0,237.0,949,34.905156022694996,18.0,93.65908696257966,70.576234,267.9548591199999,2345.5636957060074,48.43101997383503,0.5170989974863309,-0.318305531355425,0.1218008884868841,67.2762745,0.6741232724801164,1.3429898654733294,10.962221790233372,0.9644118666035083,0.04906456191573831,357.9283380374204,164.54546081920728,0.7176465061796179,0.5479767608206297,14,164.3043634259259,0.4186992821892008,0.3722916666666667,0.0009487164573607314,163.94101851851852,0.4177733648931141,63.798483796296296,0.16257863646032433,66.6661829623368,159.2221095144172
2026-08-04,40493067,966667,86399,238818,468.66975694444443,468.67518142571095,376.0,970.0,1681.0,3326.0,41.88936521056372,25.0,242.0,901,39.972014147581326,24.0,89.3792482203129,70.2164775,202.2568236,1301.4736449473078,36.075942745094096,0.40362772638420163,-0.4248792342910438,-0.02791372379406213,67.294203,0.6946628928709606,1.21252618590235,11.084818688176352,0.9751974450608178,0.04111054368887395,287.02387330095047,374.681430962279,0.6593698259566705,0.43647003772589066,13,207.68148148148148,0.4431296843975785,0.33826388888888886,0.0007217531830819335,207.3527662037037,0.4424283050725696,53.29724537037037,0.11372025734677,75.13537505548157,169.55617667010026
2026-08-05,43228962,964168,86396,306623,500.33520833333336,500.3583730728274,377.0,1096.0,1890.0,3459.0,44.83550791978161,26.0,266.0,964,42.63304838990715,25.0,89.61096067314377,70.071437,202.57504946,1321.1499914723445,36.34762704045953,0.4056158618033078,-0.4228638523146278,-0.027642526394136797,67.26736,0.6938414195881004,1.240770116468565,11.045131381712046,0.9717059166060837,0.042612080299314146,356.4329511704733,137.83880606273058,0.7017270825659294,0.49985099431844365,14,215.9616435185185,0.4316339124682198,0.3925925925925926,0.0007846591366223413,215.5790509259259,0.4308692399322473,68.4019212962963,0.13671218846291058,60.85351066293135,140.9840814289861
2026-08-06,38824321,931673,86360,212396,449.3555671296296,449.5636984715146,317.0,1038.0,1863.0099999999948,4448.0,41.67161761691065,23.0,262.0,870,39.6538957338036,22.0,92.73645769440212,70.178443,251.27720988000164,2212.3594334741842,47.035725076522255,0.5071977757822153,-0.32696586482290096,0.11031014973340328,67.256302,0.6800751766716183,1.3038824406732812,10.976283941756968,0.9656489977306504,0.04878897946470204,395.53265824332664,150.95258065487866,0.7200860080970723,0.5378061138493346,14,193.1221064814815,0.42977570683077754,0.3459143518518519,0.0007698009708914163,192.78618055555555,0.42902813419454267,63.10136574074074,0.1404263580037884,78.5596244750372,182.7921476863971
2026-08-07,30547793,867444,86345,208788,353.56241898148147,353.7876310151138,212.0,890.0,1885.0,4295.0,35.21586753727042,16.0,253.0,908,33.47164312624216,16.0,99.60298526036868,72.015444,338.5441450199999,3896.9100742506125,62.42523587661173,0.6267406113725216,-0.2294523085106667,0.19400571591333984,67.284583,0.6482973521026741,1.47872898184533,10.822151322611257,0.9520890342689334,0.06346978978154003,476.05924033118976,184.2417713689374,0.7664999294768486,0.6119594772426479,14,150.37819444444443,0.4253229030326348,0.3192476851851852,0.0009029457545427259,150.06782407407408,0.4244450654749428,52.797152777777775,0.14932908573787965,62.22903615150295,146.31009923941988
2026-08-08,2613002,485028,84982,21278,30.243078703703702,30.747711280035773,11.0,78.0,284.0,1217.0,5.387321969040962,2.0,56.0,449,5.241470595512012,2.0,178.13402519344285,132.802493,872.4067384999998,42385.65139793891,205.8777583857443,1.1557464002858153,0.07224708818493954,0.30148298598510015,67.329851,0.41297082430462634,2.0988914623322326,10.482663467298853,0.9222222679786586,0.13053032489068128,106.35040266370436,186.0624465490082,0.5369832874635116,0.07283109492863808,13,12.629282407407407,0.41759248557789086,0.032824074074074075,0.001085341687453741,12.599733796296297,0.4166154484382331,4.981238425925926,0.16470672429642227,51.28160541404267,122.80298900272582
2026-08-09,2823857,451742,82314,23954,32.68353009259259,34.30591393930558,10.0,80.0,368.0,2527.0,6.251039310048656,2.0,66.0,563,6.07378990662812,2.0,191.25978940875635,132.198316,1218.7790419999917,57739.26660531739,240.2899635967291,1.256353802017352,0.11361418665288758,0.23417667226153005,67.332114,0.4202164514622317,2.1959989788091105,10.302086677445196,0.9063358534998719,0.16389994252541826,159.87008823864727,208.44991610906825,0.6383902874398906,0.23867843333652958,22,14.33894675925926,0.4387208700723868,0.03201388888888889,0.0009795113562761854,14.3065625,0.43773002669752753,4.006006944444445,0.12256959187380947,51.71933706270352,117.88665776070802
2026-08-10,25250507,838267,86331,150719,292.2512384259259,292.48482005305164,169.0,740.0,1651.0,3936.0,30.122272497903413,13.0,225.0,914,28.840301479123,13.0,103.06979308196682,72.685415,401.00830204999994,4597.113165885112,67.80201446775096,0.657826240262567,-0.20639904920508403,0.21737995316301817,67.2492185,0.6298692777710178,1.5327308249799294,10.795149626679596,0.9497135344411417,0.06892701203979786,426.8990307152046,212.00848155823036,0.7378182428729686,0.5499704378748731,14,123.73222222222222,0.42337621181230145,0.2561805555555556,0.000876576458444973,123.4727662037037,0.422488427658106,44.79006944444444,0.15325878407114757,70.92976996928058,167.53366861510494
