metric,unit,side,day_type,hor,hor_ms,bin_i,n_up,n_dn,n,p_up,base,diff,lo,hi
kappa_depth,1/s,売り,立会日,500ms,500,6,5646,5416,15570,0.5103959500994395,0.4931387647912403,0.017257185308199197,0.009256523790411555,0.02503140837267722
kappa_depth,1/s,売り,立会日,1s,1000,0,158868,106581,413007,0.598487845122792,0.49091034289361113,0.10757750222918083,0.09409015253283355,0.1200486689285941
kappa_depth,1/s,売り,立会日,1s,1000,1,146502,196438,426756,0.42719426138683153,0.49091034289361113,-0.0637160815067796,-0.07378491173968663,-0.05320044355508858
kappa_depth,1/s,売り,立会日,1s,1000,2,204700,225664,558194,0.47564387355819726,0.49091034289361113,-0.015266469335413868,-0.017838561042709634,-0.013048691096683437
kappa_depth,1/s,売り,立会日,1s,1000,3,247086,259261,642301,0.48797761219084934,0.49091034289361113,-0.0029327307027617877,-0.00490261729800795,-0.001093018630902178
kappa_depth,1/s,売り,立会日,1s,1000,4,126464,129820,318538,0.4934525760484463,0.49091034289361113,0.0025422331548351496,0.00001727881046293957,0.005023630366039385
kappa_depth,1/s,売り,立会日,1s,1000,5,93688,96188,236898,0.49341675619878234,0.49091034289361113,0.0025064133051712068,-0.0006426739951860535,0.00573814991777417
kappa_depth,1/s,売り,立会日,1s,1000,6,6521,6310,15570,0.508222274179721,0.49091034289361113,0.01731193128610986,0.007857686714906935,0.026729066345130954
kappa_depth,1/s,売り,立会日,3s,3000,0,194540,172686,413000,0.5297555184001133,0.4896532322058681,0.04010228619424516,0.03400801782396922,0.04678969108829481
kappa_depth,1/s,売り,立会日,3s,3000,1,177025,213724,426752,0.45304018692306314,0.4896532322058681,-0.03661304528280496,-0.04122536522551691,-0.03117831628292611
