coin,cfg,size_unit,size_usd,pairs_day,pair_bp,aon_usd_day,aon_se_day,aon_t,p_sign,p_day_pos,worst_day_usd,forced_usd_day,forced_day,partial_usd_day,partial_usd_year,n_days
xyz:INTC,門なし+130ms,0.924129,99.99999909,398.925,-0.754374570875031,-2.9029435413340066,0.7318728104181099,-3.9664590623001703,0.01658900337497471,0.3,-18.36006316393042,-0.041243456167995414,0.875,-6.76529507028099,-1704.8543577108094,40
xyz:INTC,門なし+130ms,9.24129,999.9999909000001,248.825,-1.1346691685380832,-26.904055198797124,7.905890705093959,-3.4030391011429217,0.0022214337732293643,0.25,-237.11518628891073,-0.5148599707507077,0.775,-31.935365845742723,-8047.712193127166,40
xyz:INTC,門なし+130ms,92.4129,9999.999909,60.625,-1.8144428050782557,-95.36000938256535,70.32868146666767,-1.355919198168976,0.0806904677519924,0.35,-1491.9845122913598,-17.02268915611369,0.725,-195.9156184624842,-49370.735852546015,40
xyz:INTC,門なし+130ms,924.129,99999.99909000001,6.65,-13.067181539637,-749.9299706699383,444.6134105834878,-1.686701194383158,0.03847730828420026,0.325,-11117.91953308166,-22.999411435947497,0.725,-962.5041474855005,-242551.04516634613,40
xyz:INTC,門あり,0.0,0.0,30.525,-1.1454319995881548,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.025,0.0,0.0,40
xyz:INTC,門あり,9.24129,999.9999909000001,17.675,-0.4713212016196014,-0.575385193538881,1.341354085406876,-0.42895846801282755,0.26818725105476915,0.4,-22.72649396317176,0.018405064541612916,0.05,-1.8084344919241175,-455.7254919648776,40
xyz:INTC,門あり,92.4129,9999.999909,7.475,1.428022171084725,9.383721796992056,14.669710811436175,0.6396664472538012,0.42959050784338615,0.425,-241.02691159736608,-1.6921352576760367,0.075,-0.17499305420265654,-44.098249659069445,40
xyz:INTC,門あり+130ms,0.0,0.0,21.8,-2.2143799218988187,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.025,0.0,0.0,40
xyz:INTC,門あり+130ms,9.24129,999.9999909000001,12.05,-0.7209474354584631,-0.6687317326939916,1.2110016142336895,-0.5522137417770155,0.42959050784338615,0.425,-18.35725869438928,0.018405064541612916,0.05,-2.4533579138379538,-618.2461942871644,40
xyz:INTC,門あり+130ms,92.4129,9999.999909,4.725,5.848863285481098,26.43244200426432,21.02637373468582,1.2571089212906204,0.6358280026288412,0.45,-250.39117336750732,-1.6921352576760367,0.075,6.431948190958028,1620.850944121423,40
xyz:AMD,門なし,0.0,0.0,1201.8,-1.9860721847595575,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.775,0.0,0.0,40
xyz:AMD,門なし,0.200363,100.00017148500001,443.0,-1.1641280844417967,-5.252104602936078,0.8950599615309873,-5.867880174142107,1.946500560734421e-8,0.075,-32.182417390350516,-0.05492133696929432,0.75,-14.747094729487324,-3716.2678718308057,40
xyz:AMD,門なし,2.00363,1000.00171485,279.05,-1.2340710242231518,-35.32407690280556,5.34937500900078,-6.603402611215289,1.8570244719740003e-7,0.1,-135.58213987231426,-0.4346137244282009,0.625,-54.277400048962164,-13677.904812338465,40
xyz:AMD,門なし,20.0363,10000.017148500001,52.875,-0.19922822314911387,-7.355928931675334,52.92482151040299,-0.1389882614952124,0.6358280026288412,0.45,-1044.521274873704,-6.924983434725163,0.65,-216.54591413084108,-54569.57036097195,40
xyz:AMD,門なし,200.363,100000.171485,4.025,-0.8143011976179128,-66.65006711560798,532.975955266922,-0.12505267162048364,0.26818725105476915,0.4,-9677.10527694441,535.9318362196457,0.525,-279.6401245254037,-70469.31138040173,40
xyz:AMD,門なし+130ms,0.0,0.0,1042.975,-2.247387854081737,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.825,0.0,0.0,40
xyz:AMD,門なし+130ms,0.200363,100.00017148500001,349.25,-1.4961884794596403,-5.346958385327981,0.8497556400059967,-6.292348215882684,1.946500560734421e-8,0.075,-25.2907368785069,-0.045700945967136405,0.725,-14.5759681523043,-3673.1439743806836,40
xyz:AMD,門なし+130ms,2.00363,1000.00171485,215.375,-1.7372547546880945,-38.46643811937065,5.588605643275799,-6.8830117161072915,1.4933903003111482e-9,0.05,-163.06519886027894,-0.34959583480488066,0.625,-55.947178039997,-14098.688866079243,40
xyz:AMD,門なし+130ms,20.0363,10000.017148500001,36.775,-2.7093527656420906,-101.92604508966207,63.74499098591156,-1.5989655581281514,0.1538599441628321,0.375,-1559.2167054943225,-12.446477638382516,0.675,-274.9128698675129,-69278.04320661325,40
xyz:AMD,門なし+130ms,200.363,100000.171485,2.925,-14.64951203701284,-449.8482854539653,493.90051068525855,-0.9108074920388858,0.01658900337497471,0.3,-8709.681736731809,288.76475319284253,0.475,-936.0118012252765,-235874.97390876967,40
xyz:AMD,門あり,0.0,0.0,24.275,-0.3978568724149297,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.025,0.0,0.0,40
xyz:AMD,門あり,2.00363,1000.00171485,10.575,2.1809244149007343,2.309030492840026,2.416877199942733,0.9553776637450747,1.0,0.5,-34.86880292715562,-0.010135711106832649,0.025,0.6342741539106828,159.83708678549206,40
xyz:AMD,門あり,20.0363,10000.017148500001,3.6,2.696922689501555,9.87267988127747,12.594261882397038,0.7839030165853932,0.26818725105476915,0.4,-202.7411965588875,-1.3873103523465105,0.05,15.467617318265662,3897.839564202947,40
xyz:AMD,門あり+130ms,0.0,0.0,18.875,-1.501990648635876,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.025,0.0,0.0,40
xyz:AMD,門あり+130ms,2.00363,1000.00171485,6.975,-1.8325579331378912,-1.36385713528156,1.1895129774823914,-1.1465676803023779,0.1538599441628321,0.375,-18.42481660058277,0.0,0.0,-2.152405380844622,-542.4061559728448,40
xyz:AMD,門あり+130ms,20.0363,10000.017148500001,2.15,2.192310777230244,5.160746826111693,12.970938383895625,0.39786996695005045,0.0022214337732293643,0.25,-187.7227783365805,0.02523704762459573,0.025,-5.967426417861381,-1503.791457301068,40
xyz:KIOXIA,門なし,0.0,0.0,1780.7368421052631,1.8365336369821426,0.0,0.0,NaN,3.814697265625e-6,0.0,-0.0,-0.0,0.7368421052631579,0.0,0.0,19
xyz:KIOXIA,門なし,0.298361,100.00016456499999,827.0526315789474,-1.130057808323568,-7.391616045505539,7.542587556071849,-0.979984122233387,0.6476058959960938,0.42105263157894735,-68.61333076578647,-0.11254698209914982,0.8421052631578947,11.133995829510857,2805.766949036736,19
xyz:KIOXIA,門なし,2.9836,999.9982939999999,231.3684210526316,-10.118780158619307,-197.98519490409993,61.37106872006714,-3.226034661497798,0.063568115234375,0.2631578947368421,-942.6943408111764,-0.9813148845679871,0.7368421052631579,-111.22145703285277,-28027.8071722789,19
xyz:KIOXIA,門なし,29.8361,10000.016456499998,40.578947368421055,-26.78642692465149,-931.8653059887794,336.802003086403,-2.7668045244663206,0.1670684814453125,0.3157894736842105,-5429.421570064849,-9.214184503511898,0.7368421052631579,-1421.4976958513669,-358217.4193545444,19
xyz:KIOXIA,門なし,298.361,100000.16456499998,1.368421052631579,-71.55679086068368,-923.9458033798302,1026.4139552700876,-0.900168785348116,0.0192108154296875,0.21052631578947367,-13580.124540059493,-192.37618583768867,0.42105263157894735,-6030.667184321798,-1519728.1304490932,19
xyz:KIOXIA,門なし+130ms,0.0,0.0,1511.0526315789473,0.9175874843134101,0.0,0.0,NaN,3.814697265625e-6,0.0,-0.0,-0.0,0.7894736842105263,0.0,0.0,19
xyz:KIOXIA,門なし+130ms,0.298361,100.00016456499999,687.9473684210526,-1.7689537999237617,-10.053238412065957,5.936005140489877,-1.6936033871487346,0.1670684814453125,0.3157894736842105,-53.901760931679405,-0.1090850332519025,0.7368421052631579,1.3168389737709183,331.84342139027143,19
xyz:KIOXIA,門なし+130ms,2.9836,999.9982939999999,193.05263157894737,-10.172955346041611,-166.41675686989674,57.92928010635921,-2.872757206102899,0.063568115234375,0.2631578947368421,-982.1014655096144,-1.2753986398602304,0.8421052631578947,-118.81007810899034,-29940.139683465564,19
xyz:KIOXIA,門なし+130ms,29.8361,10000.016456499998,33.1578947368421,-25.10827537813182,-698.1526344222805,301.61598154621447,-2.314707035228196,0.1670684814453125,0.3157894736842105,-4841.83360198147,-3.7510267016888164,0.631578947368421,-1181.8570753698968,-297827.982993214,19
xyz:KIOXIA,門なし+130ms,298.361,100000.16456499998,1.0526315789473684,-5.178752438722296,-11.848037244282226,870.6162281278257,-0.013608794393553014,0.0192108154296875,0.21052631578947367,-10999.370170667842,-278.3979580319317,0.5263157894736842,-4328.875547030086,-1090876.6378515817,19
xyz:KIOXIA,門あり,0.0,0.0,882.4736842105264,7.128156757931182,0.0,0.0,NaN,3.814697265625e-6,0.0,0.0,-0.0,0.15789473684210525,0.0,0.0,19
xyz:KIOXIA,門あり,0.098459,33.000010735,569.6842105263158,6.572206080941202,11.238571167621403,2.8041748871968784,4.007799662900395,0.0000762939453125,0.9473684210526315,-1.0762877766590666,-0.0039365444216737325,0.21052631578947367,14.912058155411657,3757.8386551637377,19
xyz:KIOXIA,門あり,0.298361,100.00016456499999,403.7894736842105,5.52879341620609,20.58606357643833,5.978003467977035,3.443635268315541,0.0000762939453125,0.9473684210526315,-5.531369230710512,-0.05751703791820325,0.3684210526315789,33.217268970326586,8370.7517805223,19
xyz:KIOXIA,門あり,0.895082,300.00015852999996,233.47368421052633,2.9547399064430566,20.67854348027041,8.779522926103041,2.3553151639697325,0.359283447265625,0.631578947368421,-22.43327616874817,-0.24110016419750183,0.42105263157894735,60.696142024538304,15295.427790183652,19
xyz:KIOXIA,門あり,2.9836,999.9982939999999,115.6842105263158,-0.07931265909357832,2.3079540646891052,19.93577257146664,0.11576948204116241,1.0,0.5263157894736842,-199.4720995777598,-1.0398609595155182,0.47368421052631576,85.62881555927753,21578.461520937937,19
xyz:KIOXIA,門あり,8.95082,3000.0015852999995,60.05263157894737,-4.814461523467984,-77.78098427752033,53.51778055922551,-1.4533671513422333,1.0,0.47368421052631576,-884.3266838419075,1.8359327360931443,0.47368421052631576,62.009753634205275,15626.457915819728,19
xyz:KIOXIA,門あり,29.8361,10000.016456499998,18.57894736842105,-14.580759884670032,-247.1900978535565,145.2598096817403,-1.701710186700246,0.359283447265625,0.3684210526315789,-1879.291102254266,-2.6991370880656054,0.3157894736842105,-115.25144852658968,-29043.365028700602,19
xyz:KIOXIA,門あり+130ms,0.0,0.0,692.2631578947369,6.671685415868977,0.0,0.0,NaN,3.814697265625e-6,0.0,0.0,-0.0,0.21052631578947367,0.0,0.0,19
xyz:KIOXIA,門あり+130ms,0.098459,33.000010735,454.89473684210526,5.926824801948836,8.132625527377341,2.0356720754161315,3.9950567803092114,0.0000762939453125,0.9473684210526315,-1.234202313694709,-0.005335810172035833,0.21052631578947367,10.84674321746283,2733.379290800633,19
xyz:KIOXIA,門あり+130ms,0.298361,100.00016456499999,326.0,5.068670248226891,15.33379711354876,4.489530103865921,3.415457020846095,0.000728607177734375,0.8947368421052632,-4.873823743282173,-0.02155463893390585,0.3684210526315789,24.239431986873214,6108.33686069205,19
xyz:KIOXIA,門あり+130ms,0.895082,300.00015852999996,189.89473684210526,2.9270092399012784,16.827477962619767,7.238024074204882,2.324871786844439,0.1670684814453125,0.6842105263157895,-20.42667275089767,-0.1845279417428985,0.3684210526315789,45.18235959125549,11385.954616996383,19
xyz:KIOXIA,門あり+130ms,2.9836,999.9982939999999,96.47368421052632,0.8558963113787931,9.543057230533439,19.146256256859424,0.49842941108210126,1.0,0.5263157894736842,-207.1034949484236,-1.1537127843607873,0.5263157894736842,68.15442138006468,17174.9141877763,19
xyz:KIOXIA,門あり+130ms,8.95082,3000.0015852999995,50.36842105263158,-6.342202286372073,-86.69963514097671,52.74154876799277,-1.6438583463364669,0.6476058959960938,0.42105263157894735,-885.0527073984886,1.2792492430980646,0.3684210526315789,48.79759992790615,12296.99518183235,19
xyz:KIOXIA,門あり+130ms,29.8361,10000.016456499998,15.368421052631579,-16.105146740091186,-222.75076055766107,133.0058581897252,-1.674743981877249,0.6476058959960938,0.42105263157894735,-1824.3429602810613,-2.151561789250872,0.2631578947368421,-130.31493936452625,-32839.36471986062,19
xyz:SKHX,門なし,0.0,0.0,10166.2,-1.2616280835851048,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.725,0.0,0.0,40
xyz:SKHX,門なし,0.077815,100.00005649999999,7583.025,-1.0555662478277927,-73.78393670611804,9.096340524825672,-8.111386826905546,1.8189894035458565e-12,0.0,-280.42556533344367,-0.02828003726549941,0.7,-96.5059317823018,-24319.494809140055,40
xyz:SKHX,門なし,0.77815,1000.0005649999999,5271.4,-1.314205405192463,-643.7150628037052,75.68666810085958,-8.504999347386974,1.8189894035458565e-12,0.0,-2263.169225654288,-0.24569210031859862,0.675,-718.2054252215004,-180987.7671558181,40
xyz:SKHX,門なし,7.7815,10000.00565,1690.7,-2.3577725053156393,-3727.410704079794,446.29211250119266,-8.35195290185603,1.8189894035458565e-12,0.0,-11346.279174285317,-6.545016325810841,0.725,-5292.258024674081,-1333649.0222178684,40
xyz:SKHX,門なし,77.815,100000.05649999999,158.625,-8.316288743883707,-11826.50018858376,1782.191840900517,-6.6359299359198,1.8570244719740003e-7,0.1,-43172.27721931918,-34.49592932464467,0.675,-27387.531277895847,-6901657.882029753,40
xyz:SKHX,門なし+130ms,0.0,0.0,7789.275,-1.491041127333004,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.75,0.0,0.0,40
xyz:SKHX,門なし+130ms,0.077815,100.00005649999999,5750.4,-1.2867172362291615,-69.07688040498584,7.880688019635117,-8.765336254001864,1.8189894035458565e-12,0.0,-238.11460295330556,-0.022140777162152358,0.7,-88.96787777314546,-22419.905198832657,40
xyz:SKHX,門なし+130ms,0.77815,1000.0005649999999,3966.425,-1.565695251240887,-583.1953232997436,64.98035482286595,-8.974948273051332,1.8189894035458565e-12,0.0,-1858.8667546891754,-0.3193459997529116,0.625,-662.2517350804665,-166887.43724027753,40
xyz:SKHX,門なし+130ms,7.7815,10000.00565,1229.0,-2.665368072139382,-3082.478843482825,347.53714631255406,-8.869494602774429,1.8189894035458565e-12,0.0,-8150.985635335945,-5.892789262021156,0.8,-4673.746169496584,-1177784.0347131393,40
xyz:SKHX,門なし+130ms,77.815,100000.05649999999,117.925,-8.240680889475565,-8572.925240030772,1700.9181641846005,-5.0401750187320316,0.0001821658297558315,0.2,-44474.48383662671,23.551591042383556,0.675,-22402.717323183148,-5645484.765442153,40
xyz:SKHX,門あり,0.0,0.0,2760.05,-0.6200796818939135,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.225,0.0,0.0,40
xyz:SKHX,門あり,0.77815,1000.0005649999999,1407.05,-0.6730508494944647,-79.03322359478439,27.836466332377356,-2.8391974272560123,1.8570244719740003e-7,0.1,-796.1529922557846,-0.026469572826814128,0.175,-107.86854976951867,-27182.874541918703,40
xyz:SKHX,門あり,7.7815,10000.00565,450.175,-1.5001032797927536,-606.884473188478,128.79711836816261,-4.711941391838576,1.4933903003111482e-9,0.05,-3992.8682672151554,-1.628032123014842,0.225,-736.6160688808634,-185627.24935797756,40
xyz:SKHX,門あり+130ms,0.0,0.0,1815.25,-0.9560949050306025,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.1,0.0,0.0,40
xyz:SKHX,門あり+130ms,0.77815,1000.0005649999999,932.175,-0.9867795368511278,-79.03934727850415,23.689743744240072,-3.336437410713731,1.8570244719740003e-7,0.1,-730.53989216857,-0.003839765859544544,0.125,-113.13690633909367,-28510.500397451604,40
xyz:SKHX,門あり+130ms,7.7815,10000.00565,293.775,-2.0482877893817872,-548.8427141609737,113.42933474622328,-4.838631165288112,1.8570244719740003e-7,0.1,-3266.7101714509145,-1.5541810900396928,0.2,-715.7931904648005,-180379.88399712974,40
xyz:SMSN,門なし,0.0,0.0,4534.975,-1.6592992019606005,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.775,0.0,0.0,40
xyz:SMSN,門なし,0.548291,100.00005403499999,2624.925,-1.515330309524572,-36.918414585695395,4.590719829981665,-8.041966391541443,7.457856554538012e-11,0.025,-126.82463628310448,-0.06126727420152082,0.725,-53.659885321421335,-13522.291100998176,40
xyz:SMSN,門なし,5.48291,1000.00054035,1278.225,-2.172852100033788,-259.9489083159969,33.8607542669482,-7.676996982011576,1.8189894035458565e-12,0.0,-843.9297516594852,-0.49804652555069906,0.75,-336.7697596992492,-84865.97944421081,40
xyz:SMSN,門なし,54.8291,10000.0054035,179.55,-5.810783970890924,-966.692224225621,180.5111108765623,-5.355305939514536,1.946500560734421e-8,0.075,-4519.479070335308,-6.041523362316628,0.65,-1941.5513480227642,-489270.93970173656,40
xyz:SMSN,門なし+130ms,0.0,0.0,3721.275,-1.933225597709479,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.8,0.0,0.0,40
xyz:SMSN,門なし+130ms,0.548291,100.00005403499999,2091.525,-1.8134420189179437,-35.38555851998422,4.1140521495667075,-8.601144864853264,1.8189894035458565e-12,0.0,-112.29481444517228,-0.05427222026426045,0.75,-51.44832323493118,-12964.977455202657,40
xyz:SMSN,門なし+130ms,5.48291,1000.00054035,979.075,-2.603267921066574,-239.51963995420033,30.08501430239758,-7.96142682688079,1.8189894035458565e-12,0.0,-749.2410355307392,-0.5081350570764969,0.625,-318.4671745542504,-80253.7279876711,40
xyz:SMSN,門なし+130ms,54.8291,10000.0054035,132.7,-6.481949291474971,-799.5496715775928,158.09711847835783,-5.057332349084176,8.364584573428147e-6,0.15,-4197.049494091961,-8.34961947803893,0.675,-1756.1029065580683,-442537.9324526332,40
xyz:SMSN,門あり,0.0,0.0,210.95,-0.3958116600739407,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,0.0,0.0,0.0,0.0,40
xyz:SMSN,門あり,5.48291,1000.00054035,87.525,-0.7847121291479302,-6.368205458442633,2.795352015656285,-2.278140793279491,0.01658900337497471,0.3,-76.07238684335674,0.0,0.0,-6.923376586997798,-1744.6908999234452,40
xyz:SMSN,門あり,54.8291,10000.0054035,18.2,-3.5456524402293375,-60.09353312099452,19.936423371200615,-3.014258475660349,0.006426576095691416,0.275,-350.3795188976122,0.0,0.0,-62.622391054437166,-15780.842545718166,40
xyz:SMSN,門あり+130ms,0.0,0.0,144.125,-1.0317980994875442,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,0.0,0.0,0.0,0.0,40
xyz:SMSN,門あり+130ms,5.48291,1000.00054035,57.7,-1.7885164312905402,-9.97318742202401,2.838811889065416,-3.513155436765255,0.0006795482549932785,0.225,-84.52619081083436,0.0,0.0,-12.086073183304643,-3045.69044219277,40
xyz:SMSN,門あり+130ms,54.8291,10000.0054035,11.8,-3.85324043102628,-42.52475643341106,24.007138392580696,-1.7713379969748146,0.006426576095691416,0.275,-533.4184071711736,-1.7079211699507302,0.025,-76.10155697744767,-19177.59235831681,40
xyz:SNDK,門なし,0.0,0.0,4299.025,-2.067791605049918,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.7,0.0,0.0,40
xyz:SNDK,門なし,0.064267,99.999452,2810.7,-1.4341672006341506,-35.20748167080265,4.952919731884067,-7.108429689291551,1.8189894035458565e-12,0.0,-121.81838164561256,-0.027987873111290668,0.7,-57.47770792646001,-14484.382397467924,40
xyz:SNDK,門なし,0.642674,1000.0007439999999,2005.575,-1.4739335889407372,-257.8197750474116,38.37030493502993,-6.719252700335896,1.8189894035458565e-12,0.0,-897.4381679912002,-0.24357319947256906,0.675,-331.9314501126953,-83646.72542839922,40
xyz:SNDK,門なし,6.42673,9999.99188,702.3,-1.6591897316798696,-998.4451525667994,198.54233949410445,-5.028877745224954,1.4933903003111482e-9,0.05,-4956.457619275918,-6.259941117676414,0.775,-1941.4186729656537,-489237.50558734476,40
xyz:SNDK,門なし,64.2674,100000.0744,72.35,-5.195992155961521,-3481.7052334066743,991.6435640948704,-3.511045056380339,0.0022214337732293643,0.25,-24147.150769020773,-38.33254108553897,0.675,-8001.197253335315,-2016301.7078404992,40
xyz:SNDK,門なし+130ms,0.0,0.0,3394.5,-2.3069752848022644,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,-0.0,0.725,0.0,0.0,40
xyz:SNDK,門なし+130ms,0.064267,99.999452,2166.275,-1.626761304469777,-31.240252055983984,4.124844020375759,-7.573680823241918,1.8189894035458565e-12,0.0,-97.07358410590045,-0.023373870338656757,0.725,-51.07840867340378,-12871.758985697752,40
xyz:SNDK,門なし+130ms,0.642674,1000.0007439999999,1518.7,-1.7827221962385682,-239.56653554258133,32.019465719954184,-7.481902966084974,1.8189894035458565e-12,0.0,-774.9085232546792,-0.23274906503249188,0.75,-299.4655306745154,-75465.31372997788,40
xyz:SNDK,門なし+130ms,6.42673,9999.99188,509.075,-2.089715763420118,-907.4600323277608,183.9292212093766,-4.9337458526763935,1.382612026645802e-6,0.125,-4188.3092947132045,-6.787543009972128,0.725,-1785.870020736916,-450039.2452257029,40
xyz:SNDK,門なし+130ms,64.2674,100000.0744,50.9,-7.15680300312524,-3135.990749106702,1135.573284320337,-2.76159257390742,0.03847730828420026,0.325,-26613.617263385608,-57.30964243327054,0.575,-7280.64330733454,-1834722.1134483041,40
xyz:SNDK,門あり,0.0,0.0,153.3,-0.6036606923496712,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,0.0,0.0,0.0,0.0,40
xyz:SNDK,門あり,0.642674,1000.0007439999999,94.375,0.14267194849893494,2.317020298234365,3.5806940280680006,0.6470869278614505,1.0,0.5,-107.45498193292788,0.0,0.0,-2.4455816959674097,-616.2865873837873,40
xyz:SNDK,門あり,6.42673,9999.99188,41.525,1.022787939402557,43.9031715862438,20.219643545771522,2.1713128367896055,0.6358280026288412,0.55,-246.29803827580054,0.0,0.0,27.737415417822913,6989.828685291374,40
xyz:SNDK,門あり+130ms,0.0,0.0,106.225,-1.7670778427635039,-0.0,0.0,NaN,1.8189894035458565e-12,0.0,-0.0,0.0,0.0,0.0,0.0,40
xyz:SNDK,門あり+130ms,0.642674,1000.0007439999999,62.85,-1.0611636534607063,-5.26431844019093,3.2718259531897025,-1.608984865181703,0.03847730828420026,0.325,-97.56140700567742,0.0,0.0,-10.912350750370116,-2749.912389093269,40
