dt,lev,pnl,eq_min,max_pos_usd
2026-07-29,1,-4.050237760323308,-5.261755310139378,103.01361090231214
2026-07-29,3,-14.70491250035716,-17.43262468778505,309.0408327069364
2026-07-29,5,-31.694524636582194,-36.17137713046958,514.9478719655059
2026-07-29,10,-33.975462019871884,-42.406328614824815,1029.2347399277246
2026-07-30,1,3.130465958102995,-7.035189371691075,106.33045569979477
2026-07-30,3,12.389930996092886,-20.338489067054923,318.85845402975974
2026-07-30,5,21.75408189743601,-29.87940716098211,531.5902523998157
2026-07-30,10,74.76383779580897,-24.133215843083235,1061.90453933123
2026-07-31,1,7.942358788018716,-3.317200273867911,118.37592387633086
2026-07-31,3,22.608705863535235,-9.458138670629069,354.62467395251815
2026-07-31,5,37.3959790106839,-15.623379803002251,591.7415141371332
2026-07-31,10,71.03064769250363,-30.82395871025301,1183.640862839429
2026-08-01,1,-2.0538266382430885,-2.4244919029012806,111.53900471483344
2026-08-01,3,-5.183416742352627,-6.645459887798836,333.5573935997092
2026-08-01,5,-8.892731829441772,-11.257943025911345,552.8244870349525
2026-08-01,10,-19.74498342372908,-23.638405506988875,1111.6163108221488
2026-08-02,1,4.394507063271838,-0.5371796436497078,113.39852606985262
2026-08-02,3,12.703500183600838,-1.2179076215377336,344.93848234175704
2026-08-02,5,22.910631109431904,-1.5525149178029096,574.7729094509712
2026-08-02,10,44.04371496785629,-4.616933599303252,1144.6496087775924
2026-08-03,1,6.838316117336211,-0.9045900957133597,112.99257573172018
2026-08-03,3,20.204905302433666,-2.8066948631160358,338.9777271951605
2026-08-03,5,32.50309735267133,-5.048351107846088,564.962878658601
2026-08-03,10,46.061354603707116,-10.32177407819563,1129.5585314460745
2026-08-04,1,3.1362555801891396,-0.4411736121739267,118.03233857383272
2026-08-04,3,9.949144995372123,-1.711023671716589,354.0084619496442
2026-08-04,5,17.514770209460664,-3.4613629992580854,590.3584790288402
2026-08-04,10,21.67801990778827,-6.8966078427524735,1179.8117417231708
2026-08-05,1,5.52770876637328,-3.602605709009879,120.63784368384158
2026-08-05,3,17.178201265825066,-9.74805173139174,362.03420912123136
2026-08-05,5,28.061890200105154,-16.328461468844523,603.2596139598692
2026-08-05,10,48.32313479507434,-31.276619546593906,1206.5091714139278
2026-08-06,1,1.3419543625523342,-0.22233541360721176,114.55761478885094
2026-08-06,3,7.287051466987023,-0.7037740834193755,343.6728443665529
2026-08-06,5,12.017208953883312,-1.2015897311674735,572.1007282555222
2026-08-06,10,27.387593454844037,-0.4976150372515349,1145.5761478885097
2026-08-07,1,4.131376185779743,-2.213373946062646,112.83740734998295
2026-08-07,3,11.17323773790099,-7.424848457265227,339.192363810451
2026-08-07,5,19.505606094691757,-12.794886547494457,566.2274620314203
2026-08-07,10,32.98834425463542,-23.956670092192667,1133.4467974635752
2026-08-08,1,-0.7144124441301507,-0.8368300631153431,112.73506322216942
2026-08-08,3,-2.1012194510113034,-2.490244207579849,339.96623121847955
2026-08-08,5,-2.562560615255755,-3.2551454674165257,567.9548364414434
2026-08-08,10,-0.2528356562487595,-5.270580433226314,1131.3177096962968
