dt,t0,twap_id,state_side,sz,state_minutes,state_randomize,state_reduceOnly,state_user,spread_bp_day,bp_end,bp_post30,reversal,mae,mfe,bp_5m,bp_15m,bp_30m
2026-07-05,1783273108365070650,2005601,B,988.8,360,true,false,0x0af25cec627e2637fab940d4e71e782db1e8f73d,2.4299122194218845,33.38465525389189,33.38465525389189,0.0,0.0,33.689537950274406,0.15244134819125676,12.805073248067789,18.750285827529023
2026-07-05,1783279306069736352,2005692,B,328.6,95,false,false,0x73d756204c23bc4c5f52c1a6a6425bd42c203491,2.4299122194218845,9.131377696607323,-21.610927215314213,-30.742304911921536,-3.3481718220929046,40.558535935772966,-1.1414222120775808,13.316592474221789,28.535555301905102
2026-07-05,1783279344111901873,2005696,B,350.3,95,false,false,0x73d756204c23bc4c5f52c1a6a6425bd42c203491,2.4299122194218845,14.992275553458168,-22.069847261437793,-37.06212281489596,-2.587499334099075,41.70440103195672,0.532720451138502,15.905510612552742,30.821683244417475
2026-07-05,1783281230586033451,2005740,B,227.6,7,true,false,0x8fec806c9e94ff7ab2af3d7e4875c2381413f98e,2.4299122194218845,13.662239089184958,-11.233396584440225,-24.895635673625183,0.0,13.662239089184958,9.79127134725033,5.692599620492622,-2.277039848197493
2026-07-05,1783283718580151532,2005788,B,2.2,10,false,false,0xa6c9c1886ebfc76a4f409cb325e85916c0c4632c,2.4299122194218845,-3.644093531733894,-57.16671727907796,-53.52262374734406,-3.644093531733894,1.9738839963534538,1.2146978439098177,-11.843303978136266,-12.98208320680172
2026-07-05,1783290634630646796,2005997,B,203.6,15,true,false,0x73d756204c23bc4c5f52c1a6a6425bd42c203491,2.4299122194218845,-1.7404332922210664,30.571089132884754,32.31152242510582,-9.988573677082169,16.571951782429206,-1.816104304923627,-1.7404332922210664,-50.850920537871545
2026-07-05,1783291517038114734,2006048,A,5000.0,75,false,false,0xa522301c25e833b75b223a21a7f528eef9862d0e,2.4299122194218845,NaN,NaN,NaN,-47.30261564543481,176.64688786631189,12.412206345361332,45.940300314843974,-34.58767255994255
2026-07-05,1783291923746642666,2006074,A,5000.0,75,false,false,0xa522301c25e833b75b223a21a7f528eef9862d0e,2.4299122194218845,NaN,NaN,NaN,-64.14095847517399,136.92502482998026,3.0326694314497527,-59.971038006929604,-37.377650742624894
2026-07-05,1783293853905237990,2006148,B,165.3,15,true,false,0x73d756204c23bc4c5f52c1a6a6425bd42c203491,2.4299122194218845,-48.61721140157038,NaN,NaN,-81.33159664374779,14.312543543448797,7.2698633871493,-48.61721140157038,-96.93151182867621
2026-07-05,1783293871166549696,2006149,B,176.9,15,true,false,0x73d756204c23bc4c5f52c1a6a6425bd42c203491,2.4299122194218845,-71.68187764175715,NaN,NaN,-91.03900915683138,0.0,-15.12275899615223,-71.68187764175715,-125.51889966805562
2026-07-05,1783295549033709595,2006188,B,500.0,5,true,true,0xd9069b019738add3ca541c741a83b885101da7db,2.4299122194218845,-21.44854264813145,NaN,NaN,-41.05863878356097,19.3036883833142,-21.44854264813145,NaN,NaN
2026-07-05,1783295737830132013,2006199,B,407.3,5,true,true,0xd9069b019738add3ca541c741a83b885101da7db,2.4299122194218845,NaN,NaN,NaN,-21.49431552119885,50.89546853769722,NaN,NaN,NaN
2026-07-06,1783296008393073245,2006206,B,16565.3,5,false,true,0xa522301c25e833b75b223a21a7f528eef9862d0e,2.232990197173119,171.0777209976344,167.7980321867123,-3.279688810922096,-14.03401723743647,171.0777209976344,171.0777209976344,241.5528945160528,81.45831744336584
2026-07-06,1783296066606495571,2006208,B,13553.5,15,false,true,0xa522301c25e833b75b223a21a7f528eef9862d0e,2.232990197173119,172.41509862567784,171.20357399765362,-1.2115246280242218,-84.20096164767577,172.41509862567784,54.36716768258299,172.41509862567784,38.541627229016214
2026-07-06,1783296345034189990,2006224,A,10000.0,60,false,false,0x29bc186f0761b06bdfa4c35ecbcc8f3ccc7fe4b6,2.232990197173119,8.185579861972325,27.260233852254288,19.074653990281963,-95.97404645504292,84.93477820082474,-59.4768738594631,-51.89207050112054,-22.078536508436386
2026-07-06,1783298086884871089,2006308,B,1504.4,30,true,false,0x261af68f656dc79e88bd748564c74304baab714a,2.232990197173119,-28.413989579036958,-27.139483450162594,1.2745061288743642,-28.413989579036958,78.64452524646737,0.07497094875796861,49.180942384825514,-28.413989579036958
2026-07-06,1783299113320328157,2006362,A,25039.2,270,false,true,0x29bc186f0761b06bdfa4c35ecbcc8f3ccc7fe4b6,2.232990197173119,477.08627266551673,477.08627266551673,0.0,-0.0,501.1981277853672,34.786763114087464,80.47238334117135,45.8349196395913
2026-07-06,1783299148907683181,2006363,B,449.2,1230,false,false,0x9f08dac303c518a4c781bcc0d701b8732dbdb6a7,2.232990197173119,-429.67433710490275,-429.67433710490275,0.0,-473.55533423691367,19.918677879036117,8.237047243209172,-52.71710235654537,-23.513025766983553
2026-07-06,1783299613439047136,2006391,B,33.4,30,false,false,0x155a60da6382cbfa27feef8707b2275406f3def8,2.232990197173119,-95.18028044457338,-193.80803561391158,-98.6277551693382,-99.7519317100215,28.554084133374236,-28.554084133369795,-46.241128373465386,-95.18028044457338
2026-07-06,1783301922085915024,2006478,A,1302.8,120,true,true,0x0af25cec627e2637fab940d4e71e782db1e8f73d,2.232990197173119,111.0909035797647,111.0909035797647,0.0,-35.91888696917289,362.90200357673274,-13.640083659181013,132.91503743445344,152.39004577006
2026-07-06,1783302995420043028,2006530,B,500.0,123,false,false,0xf90c9edfd2ee7fa07615978b348b99500bb17963,2.232990197173119,-90.62425788461614,-90.62425788461614,0.0,-262.5269076674397,42.51602969227663,42.51602969227663,-43.1288733635149,-121.18983598771172
2026-07-06,1783304096981350058,2006585,A,400.0,30,false,true,0x78850e3937405116eed226660bd8fd695a16b596,2.232990197173119,97.30098230609552,-44.00235505562122,-141.30333736171673,-67.63038021753154,100.55467757429271,-12.549967463044709,77.23652815221249,97.30098230609552
2026-07-06,1783304265275110832,2006590,A,380.4,30,false,true,0x78850e3937405116eed226660bd8fd695a16b596,2.232990197173119,105.29738769569197,-58.223261431733505,-163.5206491274255,-66.73996190712073,110.94937982935815,-60.004026076585504,57.371591384199895,105.29738769569197
2026-07-06,1783304285544663505,2006595,A,374.2,30,false,true,0x78850e3937405116eed226660bd8fd695a16b596,2.232990197173119,131.53727919424708,-27.34245263344981,-158.8797318276969,-42.09501888483125,132.69585769566385,-31.204380971505685,83.57212923556956,131.53727919424708
2026-07-06,1783304413250517208,2006601,A,368.1,30,false,true,0x78850e3937405116eed226660bd8fd695a16b596,2.232990197173119,137.15807235630263,-17.647878384443594,-154.80595074074623,-67.41799154759364,137.15807235630263,-16.56423672925955,48.60906853259572,137.15807235630263
2026-07-06,1783304770672950940,2006614,A,338.0,30,false,true,0x78850e3937405116eed226660bd8fd695a16b596,2.232990197173119,28.20437322754166,-10.072990438407814,-38.27736366594947,-0.0,147.2981140262508,64.85456151497648,91.74169753134231,28.20437322754166
2026-07-06,1783306377960384742,2006656,A,604.7,10,true,true,0x6dd17db65e057c2f5e8b146d562297793fdb1ae9,2.232990197173119,-72.25320648013734,-152.08323569386505,-79.83002921372771,-73.65921482245241,-0.0,-37.884113667965295,-102.40427426536414,-79.83002921372773
2026-07-06,1783306620932588194,2006661,A,500.0,30,false,true,0x7c542bc686c47e7f6f77dc807024540085343e21,2.232990197173119,-94.23667513679624,-90.57321464760682,3.6634604891894185,-139.67917439630995,-0.0,-35.153631502644615,-139.44533649274504,-94.23667513679624
2026-07-06,1783308300362251128,2006697,A,700.0,33,false,true,0x7c542bc686c47e7f6f77dc807024540085343e21,2.232990197173119,-26.30459169858046,-56.70960504429168,-30.405013345711218,-112.10398050365723,-0.0,-45.18200456462118,-76.67014815674555,-4.487253877991648
2026-07-06,1783308419079729097,2006703,B,20.0,5,true,true,0x6f5e57334188fde90174c0180bb4a852484f2b0a,2.232990197173119,9.96108228317194,9.266123054114672,-0.6949592290572681,0.0,36.832839140101825,9.96108228317194,39.68989374845356,-3.1659253768245854
2026-07-06,1783308941848729573,2006724,B,300.0,15,false,false,0x78850e3937405116eed226660bd8fd695a16b596,2.232990197173119,-36.18678836491029,-2.2280612793701415,33.95872708554015,-63.99913950737024,45.09903348238309,4.0719740622940925,-36.18678836491029,-30.04041242182676
2026-07-06,1783309153323641768,2006728,B,300.0,15,false,false,0x78850e3937405116eed226660bd8fd695a16b596,2.232990197173119,-74.21605458866942,-25.070919267039528,49.145135321629894,-83.7997393237766,0.0,-65.32239515448902,-74.21605458866942,-97.21689795292754
2026-07-06,1783310703999396746,2006779,A,300.0,30,false,true,0x7c542bc686c47e7f6f77dc807024540085343e21,2.232990197173119,-90.87542814824268,-62.872218965037696,28.00320918320498,-90.87542814824268,36.10331101305153,34.020427685375054,-53.76924738482502,-90.87542814824268
2026-07-06,1783311598516800430,2006819,B,300.0,15,false,false,0x78850e3937405116eed226660bd8fd695a16b596,2.232990197173119,37.984591301143396,9.592068510388962,-28.392522790754434,-33.226925319991274,37.984591301143396,-15.11709997237487,37.984591301143396,50.79959483102581
2026-07-06,1783312801311072532,2006850,B,33.0,30,false,false,0x155a60da6382cbfa27feef8707b2275406f3def8,2.232990197173119,-12.812788383071982,-72.98713382499989,-60.174345441927905,-54.45435062805481,54.68315042061134,30.277839214760682,22.879979255483462,-12.812788383071982
2026-07-06,1783313159189586640,2006868,B,100.0,30,false,false,0x78850e3937405116eed226660bd8fd695a16b596,2.232990197173119,-47.384007897334214,-130.9135089984048,-83.5295011010706,-94.6920798845785,9.340116941300991,-41.2331991798931,-42.14443010099544,-47.384007897334214
2026-07-06,1783313171829645851,2006870,B,100.0,15,false,false,0x78850e3937405116eed226660bd8fd695a16b596,2.232990197173119,-50.614276716673956,-143.72329850281918,-93.10902178614522,-66.0186218043579,0.5311843133681826,-48.489539463201226,-50.614276716673956,-50.84192713669
2026-07-06,1783315680404192002,2006933,A,500.0,40,false,true,0x7c542bc686c47e7f6f77dc807024540085343e21,2.232990197173119,-67.46528764954851,-32.733727265041864,34.73156038450665,-100.27585464995381,36.65255376860688,17.59629939834806,-0.9220768243656252,-70.00099891655952
2026-07-06,1783324728006551337,2007131,A,605.1,30,false,true,0x0f1c1ee92fe9d032026741f1c309ce1389d1e88c,2.232990197173119,0.9974909266696752,6.598786130272982,5.601295203603307,-41.89461892009972,34.52853207700501,2.9157427087256327,13.504492545672875,0.9974909266696752
2026-07-06,1783328877600240333,2007192,B,154.1,10,false,false,0x647406e358c2c6d66eea032a00efd89c3fd27107,2.232990197173119,-5.835336030896032,-47.14337267066271,-41.30803663976668,-16.73820072020216,0.0,-15.279366712478426,-21.19148348062261,-29.0998994172309
2026-07-06,1783338024172618600,2007406,B,769.4,360,false,false,0xcfa398137213645256b62e2eee83c53f4203d313,2.232990197173119,-5.309734513275766,-5.309734513275766,0.0,-87.03347441323395,77.4143901500568,14.69796075413532,46.248557137360535,68.25702193151261
2026-07-06,1783338024774588596,2007407,B,2.3,10,false,false,0xa6c9c1886ebfc76a4f409cb325e85916c0c4632c,2.232990197173119,40.32320123124266,45.479030396307074,5.155829165064411,-3.4628703347450163,40.32320123124266,14.69796075413532,45.94074644094226,68.25702193151261
2026-07-06,1783340039317275921,2007507,A,1200.0,75,false,false,0x615f9484c8f46ca4fd4d2c0291c42661043a3d87,2.232990197173119,43.496873423335416,63.98397725014493,20.487103826809516,-2.3697769351893605,79.1964162857206,20.945770330392797,50.300426559849456,34.24709893436795
2026-07-06,1783340447525295760,2007548,B,766.5,600,false,false,0xcfa398137213645256b62e2eee83c53f4203d313,2.232990197173119,59.601429820659305,59.601429820659305,0.0,-124.72577205712932,108.0803276928033,-33.67442431308487,-10.125339428992408,3.5285273767704517
2026-07-06,1783343175412136339,2007692,B,107.4,12,false,false,0xac158aeee890ab95918dc39cb16db547dd581499,2.232990197173119,-37.594850272753,-11.508627634514434,26.086222638238567,-37.594850272753,10.971558344905485,1.457759500371747,-32.68450248202659,-31.4569155343436
2026-07-06,1783343176964282140,2007693,A,107.4,12,false,false,0x4c8d345aa51cf016b5e6b89b2e6b22b57f3b7399,2.232990197173119,37.67128542712106,16.649020239685175,-21.022265187435888,-7.67235955745571,38.89886295631362,-1.3810247203394077,31.76356856788076,43.962620264238474
2026-07-06,1783344004211494422,2007771,A,1.9,10,true,true,0x75f15ad634f336f63754254c0ea13d953cf6fc4e,2.232990197173119,-10.085922823439564,0.4619506636716064,10.54787348711117,-47.04197591697046,4.619506636691639,-31.10467802038608,-53.2783098765055,-58.6677342859776
2026-07-06,1783344142028435062,2007780,B,13.2,30,false,false,0x155a60da6382cbfa27feef8707b2275406f3def8,2.232990197173119,75.34536499018697,85.81213683765077,10.466771847463804,-82.1179820679574,108.43883480201599,33.324354484933764,-36.47977835071315,75.34536499018697
2026-07-06,1783345033904392646,2007857,A,231.2,125,false,false,0x6e28520e5e4c821f55086805bfe8354d1b6df5f5,2.232990197173119,-34.93133255708214,-34.93133255708214,0.0,-162.01044084421136,62.922665268385636,-19.971777333962493,-95.30933121534746,-59.22133201730517
2026-07-06,1783345919015897985,2007939,A,3600.0,8,false,true,0xf90c9edfd2ee7fa07615978b348b99500bb17963,2.232990197173119,98.67343284491793,31.621215930996982,-67.05221691392094,-0.0,98.67343284491793,54.25133913944502,62.328083449531,28.801974992569424
2026-07-06,1783345934115444775,2007942,A,2000.0,5,true,true,0xf90c9edfd2ee7fa07615978b348b99500bb17963,2.232990197173119,43.277487310613424,-11.830706407665037,-55.10819371827846,-0.0,43.277487310613424,43.277487310613424,41.67461741022005,-6.640461015916532
2026-07-06,1783347645085421288,2008040,A,1212.3,330,true,true,0x0af25cec627e2637fab940d4e71e782db1e8f73d,2.232990197173119,-3.8126610849320564,-3.8126610849320564,0.0,-35.152735203063386,153.7264949444106,-3.8126610849320564,5.947751292489922,-28.74746458037869
2026-07-06,1783348389971852316,2008097,B,2286.4,30,false,false,0x7c930969fcf3e5a5c78bcf2e1cefda3f53e3c8fd,2.232990197173119,-12.34633763422921,-55.55851935402867,-43.21218171979946,-47.09899171575715,32.08523545685349,-7.011500384871416,2.286358821153023,-12.34633763422921
2026-07-06,1783352355125983309,2008241,A,15.3,25,false,false,0x6915ca9e8952168e59ea0b8328351ac249dd8ffe,2.232990197173119,-26.665644994445792,-12.873069997318964,13.792574997126827,-36.24382207578325,13.40944791387133,-9.578177081337458,-23.370752078464285,-52.4117849890815
2026-07-06,1783352493406186578,2008256,A,15.3,5,false,false,0x02469e7afb9e193f40790c25811c5970050ebffe,2.232990197173119,5.357047195585496,-45.075725688574764,-50.43277288416026,-0.0,11.096740619426226,5.357047195585496,-1.9897603869334368,-52.958237990647916
2026-07-06,1783354961601607169,2008411,B,763.4,720,true,false,0xcfa398137213645256b62e2eee83c53f4203d313,2.232990197173119,-100.37708196571127,-100.37708196571127,0.0,-181.2894065920645,2.6716333603027387,-16.64045921560775,-24.502694533075076,-19.23576019418838
2026-07-06,1783355264066043537,2008440,B,764.5,720,false,false,0xcfa398137213645256b62e2eee83c53f4203d313,2.232990197173119,-95.87449157466565,-95.87449157466565,0.0,-164.07229578886296,16.284901678951247,3.9756567479143357,-6.345759809168738,-30.27615523410576
2026-07-06,1783355636043743355,2008464,B,764.8,240,false,false,0xcfa398137213645256b62e2eee83c53f4203d313,2.232990197173119,-109.1554413260809,-109.1554413260809,0.0,-160.09974680833093,19.123237793636783,-25.54864569229931,5.430999533395653,-45.58979890003201
2026-07-06,1783358191649942693,2008600,A,2000.0,165,false,false,0x615f9484c8f46ca4fd4d2c0291c42661043a3d87,2.232990197173119,22.253086656590646,22.253086656590646,0.0,-0.0,130.83280258442852,32.842486513864344,100.67603342567178,94.99765958916217
2026-07-06,1783363449637537315,2008891,A,77.0,10,true,false,0xb7caf868835eac09f4fcb0ab85b942d8722c26de,2.232990197173119,29.53811033216902,-51.20967430955581,-80.74778464172482,-8.792022396517662,29.7694793426051,6.401209288694476,5.629979253912731,-27.224420227822677
2026-07-06,1783369231861061266,2009124,A,8.5,5,false,false,0x346c61a4056192451b6db84c66cf59945470fd19,2.232990197173119,3.702503818207026,-13.575847333424651,-17.278351151631675,-3.0082843522927227,3.702503818207026,3.702503818207026,-7.8678206136895135,-13.190169852361766
2026-07-06,1783369270422169492,2009127,A,7.7,5,false,false,0x02469e7afb9e193f40790c25811c5970050ebffe,2.232990197173119,3.625508149679435,-14.964863426338848,-18.590371576018285,-4.474031333645545,3.625508149679435,3.625508149679435,-5.8625238165022076,-15.196278840146071
2026-07-06,1783374607200978374,2009336,B,210.8,30,false,false,0xcbcfb5360f1bf7d55d9e529e298ecd439fd353fc,2.232990197173119,26.28686502232691,-96.46203392696506,-122.74889894929197,-9.06973705448677,26.28686502232691,-5.457214668380672,18.600647179540797,26.28686502232691
2026-07-06,1783374616903812051,2009337,B,57.3,30,false,false,0xcbcfb5360f1bf7d55d9e529e298ecd439fd353fc,2.232990197173119,28.0542638638015,-93.46297221475064,-121.51723607855213,-9.223319626455728,28.0542638638015,-5.533991775873437,14.68045040543986,28.0542638638015
2026-07-06,1783380553064587272,2009637,B,2359.2,5,true,false,0x261af68f656dc79e88bd748564c74304baab714a,2.232990197173119,12.30652719269143,NaN,NaN,-4.023287736072412,32.501853867878964,12.30652719269143,-116.20201637714712,-195.40556318139556
2026-07-06,1783381215672811821,2009653,B,2.3,10,false,false,0xa6c9c1886ebfc76a4f409cb325e85916c0c4632c,2.232990197173119,-71.30621838027263,NaN,NaN,-98.155598932399,0.5577022666614084,-29.000517866389906,-21.431701390270952,NaN
2026-07-06,1783381313668620695,2009654,A,268.0,30,false,true,0xcbcfb5360f1bf7d55d9e529e298ecd439fd353fc,2.232990197173119,NaN,NaN,NaN,-9.974544961259824,80.27513784821139,75.48735626680792,25.53483510082333,NaN
2026-07-07,1783382676540045189,2009690,B,1968.0,235,false,true,0xf90c9edfd2ee7fa07615978b348b99500bb17963,2.3214167274649786,-168.60187688881868,-168.60187688881868,0.0,-286.38460314935554,68.47463018927913,2.385875616350841,-44.6158740257685,-61.63512008907301
2026-07-07,1783383031004516319,2009698,A,851.0,30,false,false,0x942d0d8104dbb2bc1eda12a21380859a9182089d,2.3214167274649786,112.99074878283855,80.16127875566714,-32.82947002717141,-60.39985019562266,112.99074878283855,100.63985593281033,-25.49861749683302,112.99074878283855
2026-07-07,1783383069507975892,2009701,B,121.1,30,false,false,0xcac013d36b73330a0fddccf9282f9aae5504088c,2.3214167274649786,-76.77097592801663,-42.1079596852314,34.663016242785226,-76.77097592801663,108.15181280370068,-32.82179367099736,108.15181280370068,-76.77097592801663
2026-07-07,1783383258993491824,2009709,A,851.0,30,false,false,0x942d0d8104dbb2bc1eda12a21380859a9182089d,2.3214167274649786,2.3271863514529034,31.938626478565936,29.611440127113035,-128.3162405508209,65.72295247724958,-28.48797085399646,-68.21063443914754,2.3271863514529034
2026-07-07,1783383736579342366,2009729,B,1800.0,8,false,false,0xf90c9edfd2ee7fa07615978b348b99500bb17963,2.3214167274649786,-44.66449967018171,-112.1380943676642,-67.47359469748248,-44.66449967018171,30.359143903933017,-9.06005865195847,-93.62060607023936,-71.44730463255145
2026-07-07,1783383890561202464,2009738,B,5000.0,180,false,false,0xf6d82e839b65c6e242964666c5e81532aedc353a,2.3214167274649786,-248.79263567433307,-248.79263567433307,0.0,-290.8813162856927,46.62375583791567,-26.414824126600458,-103.03372663839517,-65.40055853031635
2026-07-07,1783384419675367605,2009748,A,300.0,30,false,true,0x0f1c1ee92fe9d032026741f1c309ce1389d1e88c,2.3214167274649786,85.32259610775527,202.6811107915516,117.35851468379632,-0.0,114.00313169079301,52.08832646278583,64.55117757965034,85.32259610775527
2026-07-07,1783385391266646274,2009784,A,3473.2,120,false,true,0x942d0d8104dbb2bc1eda12a21380859a9182089d,2.3214167274649786,203.22658319287368,203.22658319287368,0.0,-35.39609920539366,210.37001364475506,-22.152660727183804,52.97375391283388,79.94221045027783
2026-07-07,1783385407421373920,2009789,A,3473.2,120,false,true,0x942d0d8104dbb2bc1eda12a21380859a9182089d,2.3214167274649786,208.57408834103808,208.57408834103808,0.0,-31.69940934771409,209.85811504879325,-22.390215716485695,61.793785310735316,81.93695428865055
2026-07-07,1783386956483557895,2009835,B,725.4,30,true,true,0xe1d39d2b30da977d470e0652239372b7ad4b7766,2.3214167274649786,26.199958080068697,-61.42882479080236,-87.62878287087105,-164.0520452090355,26.199958080068697,-41.19439562742855,-152.36283314254305,26.199958080068697
2026-07-07,1783386962533820541,2009836,B,725.4,30,true,true,0xe1d39d2b30da977d470e0652239372b7ad4b7766,2.3214167274649786,26.696993160406635,-52.82939734159275,-79.52639050199939,-150.3419796102723,26.696993160406635,-36.375661375661615,-143.56691185959502,26.696993160406635
2026-07-07,1783386970529690952,2009837,B,725.4,30,true,true,0xe1d39d2b30da977d470e0652239372b7ad4b7766,2.3214167274649786,33.23545545480977,-34.284147010423816,-67.51960246523359,-151.253589751863,33.23545545480977,-35.4941757284366,-137.86260527249848,33.23545545480977
2026-07-07,1783386978634264875,2009838,B,725.4,30,true,true,0xe1d39d2b30da977d470e0652239372b7ad4b7766,2.3214167274649786,51.52266431934338,-33.9177414014491,-85.44040572079248,-142.13148777750152,51.52266431934338,-25.034523415354837,-128.56439121692097,51.52266431934338
2026-07-07,1783386984404449329,2009840,B,725.4,30,true,true,0xe1d39d2b30da977d470e0652239372b7ad4b7766,2.3214167274649786,47.14201532115547,-45.52756274166292,-92.66957806281839,-151.75854247221122,47.14201532115547,-29.221591688797233,-138.35858606243033,47.14201532115547
2026-07-07,1783386989381323759,2009842,B,725.4,30,true,true,0xe1d39d2b30da977d470e0652239372b7ad4b7766,2.3214167274649786,46.021185893296845,-46.8285751194919,-92.84976101278875,-145.16858287043078,46.021185893296845,-27.693450458595727,-132.97700555483738,46.021185893296845
2026-07-07,1783387003830021300,2009844,B,725.4,30,true,true,0xe1d39d2b30da977d470e0652239372b7ad4b7766,2.3214167274649786,43.920200870330994,-35.20074922695571,-79.12095009728671,-142.4177101751145,43.920200870330994,-30.43734508844431,-139.02681231380166,43.920200870330994
2026-07-07,1783387184231983529,2009847,B,5737.8,60,true,true,0xe1d39d2b30da977d470e0652239372b7ad4b7766,2.3214167274649786,-45.39312387225047,-122.99028214941555,-77.59715827716508,-121.21015964462245,106.64552096903535,-31.556717130440948,-53.80824844036902,106.64552096903535
2026-07-07,1783387190982330340,2009848,B,5737.8,60,true,true,0xe1d39d2b30da977d470e0652239372b7ad4b7766,2.3214167274649786,-48.38148558668598,-124.91808318702891,-76.53659760034293,-127.18343702720847,103.07359972815844,-34.30392957985862,-58.899199844661965,103.07359972815844
2026-07-07,1783389195950511995,2009940,A,500.0,60,false,true,0x7c542bc686c47e7f6f77dc807024540085343e21,2.3214167274649786,239.0182948319497,248.22979077889107,9.211495946941369,-0.0,257.040786902053,75.8546666239468,73.6919675755332,175.01842299189386
2026-07-07,1783393799536244053,2010077,A,732.4,30,false,true,0xa24c5ca26c41cc52aeac1d6886d37f6dd5d6949f,2.3214167274649786,73.51861220360134,143.0389868955728,69.52037469197147,-21.133541132889455,130.0651141537601,7.833281655433844,91.14349592832637,73.51861220360134
2026-07-07,1783394317161381650,2010103,B,4.1,10,false,false,0xa6c9c1886ebfc76a4f409cb325e85916c0c4632c,2.3214167274649786,-60.882550831184986,-114.79068546203509,-53.9081346308501,-61.78512233946387,0.0,-22.89249552816841,-31.507950834467337,-86.07250110770126
2026-07-07,1783394994732609070,2010122,A,247.9,60,true,false,0x47807d3f6ae34ff6aa1fc8fe4e7b742197c1e125,2.3214167274649786,54.55492275519003,83.6508815579562,29.09595880276617,-74.06244058886236,76.70752775275069,-45.46243562932428,-14.13468453202782,21.65665115433257
2026-07-07,1783395919343694317,2010148,B,16533.0,10,false,false,0xdbda971e6cd78ed5cf2fb463d38afba0b83c25af,2.3214167274649786,-41.356492969396584,-67.82464846981084,-26.468155500414255,-41.356492969396584,17.783291976840587,-6.038047973532246,5.459057071961482,-15.384615384615996
2026-07-07,1783397923820709812,2010209,B,2493.9,1439,true,false,0xba0898f80da916730912bb2c2a18b8d76bc8985c,2.3214167274649786,162.34279016799525,162.34279016799525,0.0,-119.86600277636872,291.35252408541976,-7.896858712730381,18.03808779644367,-41.56241427752061
2026-07-07,1783399593279799172,2010271,B,75.0,15,false,false,0xcac013d36b73330a0fddccf9282f9aae5504088c,2.3214167274649786,-60.332454354283804,79.2750091792116,139.6074635334954,-60.332454354283804,12.600554090589355,-24.867318668846394,-60.332454354283804,-51.73737441169557
2026-07-07,1783400389521710800,2010299,B,5000.0,15,true,false,0x261af68f656dc79e88bd748564c74304baab714a,2.3214167274649786,-59.08333333333404,205.4166666666668,264.50000000000085,-97.91666666666643,0.0,-83.58333333333357,-59.08333333333404,20.75000000000049
2026-07-07,1783400654439210558,2010317,B,223.0,55,true,false,0xcfa398137213645256b62e2eee83c53f4203d313,2.3214167274649786,347.2776289378454,288.3202176889044,-58.957411248941014,-17.636832424894333,383.72708261596335,18.140741922751946,29.394720708162403,144.20210130260625
2026-07-07,1783400679582323535,2010318,B,254.5,55,true,false,0xcfa398137213645256b62e2eee83c53f4203d313,2.3214167274649786,346.0762896992087,294.824399260627,-51.25189043858171,-12.602923878339833,390.35456225844365,8.822046714835885,32.93564106872759,140.64863048227184
2026-07-07,1783403671867318341,2010433,B,800.0,450,false,false,0xdf36b093cbc06522b68105c3d9141db188e980b6,2.3214167274649786,-38.91524762771215,-38.91524762771215,0.0,-125.4387105160537,62.96308332250034,2.031067203951409,-71.57480826725626,-41.35252827245473
2026-07-07,1783404577651500169,2010453,A,1637.2,1230,false,false,0x6e28520e5e4c821f55086805bfe8354d1b6df5f5,2.3214167274649786,29.194334500016737,29.194334500016737,0.0,-113.9969251905404,58.71577638938752,41.951522684896545,-14.556278826338698,-72.86317097903394
2026-07-07,1783405863200807655,2010486,B,162.8,90,false,false,0xad921b641de525c3d129b39feb0cd2513e09f817,2.3214167274649786,-27.488614183474034,-77.098243331164,-49.609629147689965,-39.44372153545817,58.14899154196418,10.08458035133497,34.401431359791786,42.12752114509
2026-07-07,1783408163459018289,2010529,B,81.0,90,false,false,0xad921b641de525c3d129b39feb0cd2513e09f817,2.3214167274649786,-88.75523818015374,-107.39789094858732,-18.642652768433578,-123.44678333184866,20.587973057313302,3.647475541650458,-6.241235926824906,-50.41621748680836
2026-07-07,1783409735646156945,2010547,A,8141.2,30,false,true,0xdbda971e6cd78ed5cf2fb463d38afba0b83c25af,2.3214167274649786,49.341301763585754,71.08078620397751,21.739484440391756,-37.20952954778589,72.13926297448326,2.5240599912057515,-24.670650881792877,49.341301763585754
2026-07-07,1783413968651233092,2010659,A,81.7,90,false,false,0x6e28520e5e4c821f55086805bfe8354d1b6df5f5,2.3214167274649786,98.18268028089605,97.77392640795246,-0.408753872943592,-0.0,141.67409236202522,9.401339077688142,64.25610882663135,30.57478969613281
2026-07-07,1783414542222558599,2010671,B,82.0,90,false,false,0xad921b641de525c3d129b39feb0cd2513e09f817,2.3214167274649786,-21.736099149420873,-47.24525701911952,-25.509157869698647,-104.25125290156379,19.93159280494039,-36.33619593658044,2.7067595167196146,-30.020423730899857
2026-07-07,1783415731881683683,2010698,B,1000.0,1440,false,false,0x98e073b579fd483eac8f10d5bd0b32c8c3bbd7e0,2.3214167274649786,-71.71752812492271,-71.71752812492271,0.0,-108.47891553907085,16.4113336670324,-6.7286468034821745,-47.83903763939335,-74.58951151665283
2026-07-07,1783422630515284719,2010854,B,165.5,240,false,false,0x728b569cb9b4bc6f124cae899f0c56579768ed9e,2.3214167274649786,36.23578076525247,36.23578076525247,0.0,-63.536711478801024,133.11271975181117,8.107549120992541,29.617373319545948,-53.19544984488167
