dt,cfg,qty,lat_open_ms,lat_cancel_ms,n_quote,n_fill,volume,pnl_usd,end_inv
2026-08-05,q1_lat100,1.0,100,100,332616,6394,5187.299999999963,-5.582453158316071,4.700000000000001
2026-08-06,lat0,0.37243947858473,0,0,289218,5822,2127.0059590316505,1.3419543625523627,0.26927374301676027
2026-08-06,lat50,0.37243947858473,50,50,299320,5355,1953.9357541899801,-13.69821345204771,-1.2787709497206694
2026-08-06,lat100,0.37243947858473,100,100,298227,5879,2145.6003724394623,-13.879497586293716,-1.2543761638733681
2026-08-06,lat300,0.37243947858473,300,300,294540,7864,2876.9188081932402,-10.760010080165216,-1.4607076350093078
2026-08-06,open100only,0.37243947858473,100,0,297871,1792,648.7605214152794,-0.07125424367055899,0.6417132216014885
2026-08-06,cancel100only,0.37243947858473,0,100,292811,9867,3607.855307261717,-8.89994812262303,-1.6787709497206693
2026-08-06,q1_lat0,1.0,0,0,290145,5919,5504.099999999984,6.833027076250737,1.0999999999999996
2026-08-06,q1_lat100,1.0,100,100,299558,6198,4968.199999999963,-27.646368757917323,-1.19999999999999
2026-08-07,lat0,0.37243947858473,0,0,257068,6605,2432.386592178586,4.131376185779743,2.096834264432031
2026-08-07,lat50,0.37243947858473,50,50,260465,4800,1768.7348230912817,-3.846091768562161,2.0141527001862194
2026-08-07,lat100,0.37243947858473,100,100,259755,5301,1954.492364990727,-7.983481500199048,2.1865921787709497
2026-08-07,lat300,0.37243947858473,300,300,259786,7322,2700.8744878953758,-3.705915910124432,1.99366852886406
2026-08-07,open100only,0.37243947858473,100,0,258001,1554,570.3316573556882,-3.5167413437686292,1.5070763500931108
2026-08-07,cancel100only,0.37243947858473,0,100,256464,10242,3775.678957168492,-4.363476122656806,1.8968342644320295
2026-08-07,q1_lat0,1.0,0,0,257282,6706,6355.2999999999865,10.97478200505202,5.299999999999996
2026-08-07,q1_lat100,1.0,100,100,259637,5499,4565.100000000011,-23.711498001917278,5.30000000000001
2026-08-08,lat0,0.37243947858473,0,0,24981,937,338.03966480447286,-0.7144124441301507,-0.21731843575418913
2026-08-08,lat50,0.37243947858473,50,50,24889,878,316.1696461824984,-2.0535853780612072,-1.0999999999999988
2026-08-08,lat100,0.37243947858473,100,100,24512,904,325.0357541899474,-2.115931229395329,-1.0275605214152694
2026-08-08,lat300,0.37243947858473,300,300,25132,1074,388.17802607076806,-1.9467757344358176,1.0346368715083796
2026-08-08,open100only,0.37243947858473,100,0,24710,276,97.70986964618206,-0.7739950649549243,1.0346368715083805
2026-08-08,cancel100only,0.37243947858473,0,100,24800,1556,563.2757914339004,-2.321449906405576,-1.4243947858472996
2026-08-08,q1_lat0,1.0,0,0,24945,979,873.3999999999986,-1.8545484439183653,-1.3322676295501878e-15
2026-08-08,q1_lat100,1.0,100,100,24255,960,749.1999999999973,-3.5977279060793634,-0.7999999999999905
