dt,n,beta,se_hac,beta_wins,spearman,sign_rate,beta_placebo
2026-05-26,98878,-0.0854015426515483,0.016322168822525348,-0.06083922504096506,-0.0636361385474617,0.5335201711040637,-0.010356376462763859
2026-05-27,141027,-0.033155383154585466,0.007444427838988719,-0.020080369819639916,-0.015958388442010998,0.5051062655258074,0.009137375124216066
2026-05-28,141591,-0.011354607470841377,0.008676618882129429,-0.02008472283801334,-0.023060882327747282,0.5069584942676721,0.011463334227897675
2026-05-29,94053,-0.0070785396523154204,0.005962469744653302,-0.015685806516583925,-0.029926560011221872,0.5136038700930547,-0.008452911755132573
2026-05-30,39337,0.01395397630589354,0.008184289968587432,0.006746284746141836,-0.0048544460468591824,0.5104287851088583,0.011215953958029162
2026-05-31,54224,-0.0734606409866757,0.01350435739188015,-0.043888911977782885,-0.0335813129354007,0.5156799134901324,-0.0013563810846399912
2026-06-01,153798,-0.060859436195416394,0.004637946789921469,-0.0528593922937508,-0.10031749064373037,0.5390443889194577,0.0027827273223312524
2026-06-02,163519,-0.08043418576791016,0.005118227704222689,-0.06783456489082536,-0.11615836275744848,0.539252792356345,0.004525226993493261
2026-06-03,149789,0.0038649926027710824,0.013871716201049877,-0.01374049595853597,-0.030698649881284623,0.5138299963494426,-0.005754997892774726
2026-06-04,179116,-0.02253490905985367,0.004082824314651403,-0.01682222216614303,-0.028119483661320797,0.5106132075471698,-0.006347715575646994
2026-06-05,251347,-0.029980930619400957,0.004646489429188932,-0.029540114219106295,-0.03504351054314886,0.5147013595645488,-0.0000882269254355922
2026-06-06,157127,-0.011697832572726228,0.00817291617143522,-0.02059821789766377,-0.03912668518991851,0.5142502784246229,0.0015060039272247938
2026-06-07,119045,-0.02485679963906303,0.009896169041694564,-0.02085051860322341,-0.03186639607763887,0.5175196142834124,0.01203953017655452
2026-06-08,261865,-0.06049773995507436,0.013922017984104218,-0.04013011286009409,-0.026752812458003664,0.5090087175173102,0.002655671535948146
2026-06-09,267792,-0.07355366485786084,0.008886749730279028,-0.062332116224438565,-0.0425527009816356,0.5138442269085224,-0.0020487092514817357
2026-06-10,307353,-0.06309595710049642,0.015552064155109464,-0.0673795971129797,-0.053395575243048304,0.5206132118313099,0.00039082225324530687
2026-06-11,296446,-0.02310445634213121,0.004151606726498115,-0.024382969548184155,-0.01918122981885286,0.5056597472098858,0.0019792264943240163
2026-06-12,253953,-0.03778996889205357,0.00493127190238606,-0.03511254322901024,-0.028586023719332363,0.5095689391623357,0.005801335014662671
2026-06-13,92866,-0.010998702390231959,0.010816176669564038,-0.01324931530802528,-0.011845181534317276,0.5106961165355326,0.006355561979231893
2026-06-14,135532,-0.004109033910752211,0.008748387457402824,-0.0095058390270591,-0.0111211344097723,0.5054035984073605,0.0057856248079047904
2026-06-15,249475,-0.052389102971869356,0.00886199465389886,-0.04094514154813372,-0.048069753170456225,0.5324604006287533,-0.004783377317746438
2026-06-16,256998,-0.028820701538328854,0.015067660571409184,-0.028029871452136118,-0.02396544622539343,0.5166200757539618,0.011513344146894781
2026-06-17,296595,-0.11095289308084431,0.005942040378638048,-0.10464567060069349,-0.06441706688166784,0.5268169074405269,-0.0018541801899230699
2026-06-18,271006,-0.11609175746944511,0.007435315368035974,-0.09929916911399034,-0.06421403369963985,0.5348461086061557,0.00018263234076357636
2026-06-19,243480,-0.14086702581347912,0.010592317163082659,-0.11562188704624818,-0.0989653805236087,0.5484867073538433,0.0023706731232989715
2026-06-20,143559,-0.07697810754040045,0.048429758030171945,-0.0455731716812631,-0.027916429928126138,0.5129242921945878,0.004677217616301859
2026-06-21,79798,-0.07687614852761732,0.0298530246666088,-0.05699090569332651,-0.02819752194933465,0.5043442365151753,0.0032155041837267813
2026-06-22,229486,-0.12486646607827566,0.013012924219814209,-0.1087748905379373,-0.08777746437717204,0.5496264961680875,-0.001781131240177762
2026-06-23,354960,-0.2184535716438402,0.011323217950554418,-0.2153096821739881,-0.13994073333478754,0.575644141028976,-0.00499141978068495
2026-06-24,350256,-0.1468153499713425,0.022877055671240196,-0.1514385049644643,-0.11090152550244455,0.5622896276733468,0.0061051030492349865
2026-06-25,369870,-0.15902455160313345,0.006489973808366464,-0.15805395438575345,-0.11330925257212564,0.5711155832087095,0.014489169362445683
2026-06-26,327796,-0.046261796949882326,0.005218414927937898,-0.034137231958828534,-0.027885450951887877,0.5210135251778284,-0.004390390593260373
2026-06-27,71229,-0.09302625782810041,0.0340572564574374,-0.04650848376232526,-0.09479504508257006,0.56277138002643,-0.0005086459368273448
2026-06-28,114635,-0.08800153321811413,0.01893555558020262,-0.0661630542063053,-0.08190242248527103,0.5558136234015922,0.004567193013683487
2026-06-29,339877,-0.07283346668782188,0.006035590145055388,-0.06417735610933219,-0.04471671340686922,0.5313235795867213,-0.005131589645075681
2026-06-30,279039,-0.06872766935677847,0.007107204329027349,-0.05769348780302444,-0.04978795592351999,0.5358518091296162,0.0016690903007859942
2026-07-01,320426,-0.11282840734658306,0.006154819579674416,-0.10520677913336224,-0.08688736034950606,0.5551709486238398,-0.020098162775780287
2026-07-02,426569,-0.14991163029988727,0.006429522388676721,-0.13258176335237076,-0.07778546952783232,0.5442115350524496,0.00779027039051398
2026-07-03,213647,-0.18170387407407698,0.013277904174693912,-0.16412772493539063,-0.12161665828364003,0.5815487969706129,-0.007639248937247871
2026-07-04,70316,-0.08267568491031893,0.007646291320156351,-0.0720205576663088,-0.1742898151160973,0.6065325401599715,-0.006142673620335742
2026-07-05,97846,-0.10233423391719157,0.00879786159317729,-0.09209614281363171,-0.15590885186596812,0.5940610947433711,-0.010528518238484632
2026-07-06,349276,-0.17068614645678395,0.007819778643145666,-0.15190219488647735,-0.11669975177170136,0.5727501312301939,0.002451805444165063
2026-07-07,440497,-0.17961502523171197,0.006485612537087973,-0.17192740676455928,-0.1190655776386365,0.5789597276036162,0.0020867635819564003
2026-07-08,477227,-0.16902421226692835,0.006502348690354586,-0.16217588151243564,-0.09661383229607733,0.5614601462876384,-0.009706106913869842
2026-07-09,397804,-0.16865773291709746,0.0074972790483679806,-0.16106263262701867,-0.11461445868534821,0.5773299416566757,0.0008045747853673656
2026-07-10,389173,-0.19978292850575044,0.009311618280484725,-0.20019618362828193,-0.12434974711460067,0.5769396583327223,0.005352452040678749
2026-07-11,112600,-0.10144292995878819,0.010126205723168701,-0.08731737319510341,-0.14507428975097883,0.5810048723667202,0.003930315610649713
2026-07-12,130472,-0.11493577286508636,0.009452681840678283,-0.10341429858579479,-0.1132353610736344,0.5673873018446254,0.004036176299541631
2026-07-13,472926,-0.16029317073018104,0.007139116153178683,-0.15858300254918276,-0.10032804994310611,0.5631163800144687,0.018132914635831634
2026-07-14,508562,-0.1636999659519177,0.006587393082580281,-0.16184287912778483,-0.10923595768997471,0.5691938798812515,-0.0032249632292409625
2026-07-15,468799,-0.3173526080865019,0.009183820923288137,-0.31002581187559164,-0.15971412327667459,0.5931061605908454,0.011773342621165793
2026-07-16,498268,-0.3821821984863722,0.008662479431959136,-0.3867142922868199,-0.16399150481686744,0.5935628879991184,0.0071984423165324845
2026-07-17,525550,-0.4325326881329852,0.01312522948802424,-0.3899231396678774,-0.15638175274111676,0.5854473074043967,-0.010720242307190155
2026-07-18,104674,-0.1501324530603106,0.004770956417709878,-0.14226960003324898,-0.2137398146337676,0.6360223936861354,-0.009288044273645624
2026-07-19,139825,-0.29730759914672444,0.011323935112934932,-0.28141002361687767,-0.20231165609720914,0.6237367219299117,-0.01614314710718749
2026-07-20,440938,-0.3601842655500215,0.009281051817711031,-0.350396941695375,-0.1652304328662521,0.5926623013046142,0.009955493748429583
2026-07-21,406163,-0.3056943443747026,0.007880778493151675,-0.2964047137347937,-0.16807930822178327,0.5973404820671493,-0.0049560080018562006
2026-07-22,476052,-0.3844217094741914,0.010025045649256069,-0.366417823877717,-0.19407415183430374,0.6053790545728484,0.005655904655949023
2026-07-23,493198,-0.34476413665729905,0.00910062480355086,-0.3308843471618741,-0.1634246957355642,0.5886639046296529,0.0014346848948668764
2026-07-24,448845,-0.3253712692800901,0.010177593166807303,-0.29785162143484367,-0.14557404340281763,0.5785799516587967,-0.006122289982923533
2026-07-25,112154,-0.16186762391495169,0.009024636213390941,-0.1369849824974798,-0.14832658670574037,0.5862763999649461,0.005749351270938011
2026-07-26,124337,-0.24590641347463602,0.01204740532349439,-0.22856998469278567,-0.1512786282879846,0.5843929628984498,-0.008466742269997517
2026-07-27,486157,-0.4778836165694852,0.010541804678982154,-0.46442956883976294,-0.1631772794897484,0.5915779265586244,-0.01569587754054804
2026-07-28,589528,-0.5710242816331926,0.011043346154589375,-0.5576735248526477,-0.17224950987694093,0.5945884595325732,0.0006976892061124325
2026-07-29,710913,-0.6763304845690854,0.033179569660223104,-0.705832664233425,-0.1792933743402009,0.5864028060321289,0.0040920353024511925
2026-07-30,582057,-0.5754508701769172,0.010361398622746265,-0.5809484952486483,-0.1662065876740213,0.583548488694678,-0.006509140558418407
2026-07-31,567499,-0.49838683140840734,0.011681706326035147,-0.48700049178184013,-0.142404593855167,0.5739841558748675,-0.004582779990308683
2026-08-01,94881,-0.4947202924046628,0.02970814502774674,-0.43144038875418833,-0.19683867266225355,0.6078302205921626,-0.00579658647014358
2026-08-02,176323,-0.47843503615052935,0.016663935752923006,-0.44747913336061157,-0.1964309446024466,0.605019370052215,0.021450222828932188
2026-08-03,478915,-0.5119691964221578,0.0174417819225258,-0.5055331295362537,-0.1652062939299032,0.5890552034383814,0.022579822904566227
2026-08-04,494511,-0.5724306270268871,0.012876720815011077,-0.5812463072589658,-0.20336660516272684,0.6063287833827893,-0.007540860766325722
2026-08-05,489625,-0.7815533515210685,0.02150777754864575,-0.8091400567129057,-0.24235721365667756,0.6233806556343038,-0.02339618568885251
2026-08-06,459740,-0.7731462647513031,0.018097239647000347,-0.7780730309927875,-0.2585693514824145,0.6310054813338001,-0.009746769619742319
2026-08-07,405905,-0.7285902229558081,0.02720769215159975,-0.7466641761602291,-0.24232321983082802,0.6217668034552616,-0.015977211724312514
2026-08-08,66568,-0.6084401205690606,0.04374527228931382,-0.6983592382819087,-0.24616787936125142,0.6647794994040525,0.03169185518018494
2026-08-09,65974,-0.5729313856088455,0.07065090674526092,-0.5593281224465902,-0.209780454883775,0.6318104672508745,0.07715379312219146
2026-08-10,345749,-0.7352226745560343,0.01749776631175709,-0.7451924520447378,-0.2284387723266971,0.6197510335637735,0.025942612221926724
