dt,cfg,pnl_usd,n_fill,volume,gross_bp_w,sz_mean,mid_med
2026-07-31,lat100,0.9178616384540135,6265,2256.9575418994414,0.12951204761141336,0.36024861003981506,53.6275
2026-08-01,lat0,-2.0538266382430663,1231,445.90614525139665,0.5427798618712182,0.3622308247371216,49.9715
2026-08-01,lat100,-0.886673889823542,1018,361.2931098696462,-0.2820810310477776,0.35490482305466226,49.9715
2026-08-02,lat0,4.394507063271838,2220,811.689757914339,0.6624117151042065,0.3656260170785311,51.506
2026-08-02,lat100,0.9513089503994401,1836,661.127374301676,-0.2738412863561463,0.3600911624736797,51.506
2026-08-03,lat0,6.838316117336182,6050,2210.428491620112,0.6419408125083965,0.36536008125952263,50.8815
2026-08-03,lat100,-3.8996797525391287,4754,1713.0454376163875,-0.06757147587590498,0.3603377024855674,50.8815
2026-08-04,lat0,3.136255580189111,6268,2297.555679702048,0.5607211454825033,0.366553235434277,53.206500000000005
2026-08-04,lat100,-7.437541993180162,5261,1915.2603351955308,-0.08603125194849148,0.36404872366385305,53.206500000000005
2026-08-05,lat0,5.52770876637328,6735,2480.734450651769,0.47826068830876933,0.3683347365481468,54.206500000000005
2026-08-05,lat100,-5.146245225132674,6213,2277.0163873370575,-0.13857954924533178,0.36649225613022013,54.206500000000005
2026-08-06,lat0,1.2972306813605972,5835,2126.261080074488,0.49880971588634826,0.36439778578825843,51.2795
2026-08-06,lat100,-13.879497586293759,5884,2145.6003724394786,-0.17683915118231858,0.36464996132554023,51.2795
2026-08-07,lat0,4.1313761857798,6601,2432.3865921787706,0.497606409310632,0.36848759160411615,50.6455
2026-08-07,lat100,-7.983481500199034,5307,1954.492364990689,-0.14969546349488821,0.3682857292237967,50.6455
2026-08-08,lat0,-0.7144124441301738,939,338.0396648044692,0.37369846468164364,0.3599996430292537,50.948499999999996
2026-08-08,lat100,-2.1159312293953505,905,325.03575418994416,-0.22815817422780996,0.359155529491651,50.948499999999996
